"ID";"Name";"State";"County";"City";"Zip";"Address";"Address2";"Telephone";"License Number";"License Type";"License Status";"Status Reason";"Issue Date";"Expiration Date";"Endorsements";"Total Capacity";"Under 3 Capacity";"Age Range Served";"Regular Capacity";"School Age Capacity";"DetailsURL"
1159369;"YMCA ROARING BROOK SACD";"CT";"Hartford";"AVON";6001;"30 OLD WHEELER LN";;"(860) 944-4783";"Child Care Center";"DCCC.70126";"ACTIVE";;"08/26/2013";"08/31/2025";"School Age";40;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1159369&contact=1397019"
1015538;"AMY GAUTHIER";"CT";"Hartford";"AVON";6001;"1 MOUNTAIN LEDGE RD";;"(860) 321-7285";"Family Child Care Home";"DCFH.55605";"ACTIVE";;"01/14/2013";"01/31/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015538&contact=1271169"
1012950;"CHARLENE PLOURDE";"CT";"Hartford";"AVON";6001;"248 NEW RD";;"(860) 693-6628";"Family Child Care Home";"DCFH.36996";"ACTIVE";;"07/31/1995";"07/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012950&contact=1252739"
1016171;"JANET TOLISANO";"CT";"Hartford";"AVON";6001;"591 W AVON RD";;"(860) 673-0877";"Family Child Care Home";"DCFH.20194";"ACTIVE";;"03/30/1985";"03/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016171&contact=1250814"
1014049;"MARYAM B MOOSAVI";"CT";"Hartford";"AVON";6001;"5 CRICKET LN";;"(860) 673-2261";"Family Child Care Home";"DCFH.53286";"ACTIVE";;;"12/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1014049&contact=1255820"
1017111;"BLOOMFIELD EARLY LEARNING CENTER";"CT";"Hartford";"BLOOMFIELD";6002;"73 ROCKWELL AVE";;"(860) 243-2665";"Child Care Center";"DCCC.13256";"ACTIVE";;"04/19/1973";"04/30/2026";"Pre-School, School Age";128;;"3 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017111&contact=1264936"
1015738;"BRIGHT HORIZONS AT HALL BOULEVARD";"CT";"Hartford";"BLOOMFIELD";6002;"1355 HALL BOULEVARD";;"(860) 243-5364";"Child Care Center";"DCCC.16334";"ACTIVE";;"09/11/2006";"03/31/2025";"Children Under 3 Yrs, Pre-School, School Age";116;56;"6 weeks-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015738&contact=1267184"
1530822;"CREATIVE HEARTS LEARNING ACADEMY";"CT";"Hartford";"BLOOMFIELD";6002;"30 TOBEY RD";;"(860) 263-8868";"Child Care Center";"DCCC.70433";"ACTIVE";"ACTIVE";"09/07/2018";"09/30/2022";"Children Under 3 Yrs, Pre-School, School Age";63;33;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1530822&contact=1806513"
1016783;"FIRST CONG CHURCH CHILD DEVELOPMENT CENTER";"CT";"Hartford";"BLOOMFIELD";6002;"10 WINTONBURY AVENUE";;"(860) 242-0183";"Child Care Center";"DCCC.12135";"ACTIVE";;"09/27/1968";"11/30/2024";"Children Under 3 Yrs, Pre-School, School Age";113;47;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016783&contact=1264240"
1464163;"NEW CREATION ACADEMY BLOOMFIELD";"CT";"Hartford";"BLOOMFIELD";6002;"522 COTTAGE GROVE RD BLDG A";;"(860) 967-3639";"Child Care Center";"DCCC.70458";"ACTIVE";;"10/09/2018";"10/31/2022";"Children Under 3 Yrs, Pre-School, School Age";67;30;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1464163&contact=1732547"
1276568;"THE FIRST ACADEMY";"CT";"Hartford";"BLOOMFIELD";6002;"1151 BLUE HILLS AVE";;"(860) 206-1907";"Child Care Center";"DCCC.70269";"ACTIVE";;"10/14/2015";"10/31/2023";"Children Under 3 Yrs, Pre-School, School Age";76;32;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1276568&contact=1517711"
1629637;"WATCH ME GROW EARLY CARE & EDUCATION CENTER";"CT";"Hartford";"BLOOMFIELD";6002;"1170 BLUE HILLS AVE";;"(860) 726-9200";"Child Care Center";"DCCC.70484";"ACTIVE";;"03/05/2019";"03/31/2023";"Children Under 3 Yrs, Pre-School";33;16;"6 weeks-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1629637&contact=1905682"
1013615;"ANNIE B LEWIS";"CT";"Hartford";"BLOOMFIELD";6002;"130 ROCKWELL AVENUE";;"(860) 242-6140";"Family Child Care Home";"DCFH.31413";"ACTIVE";;"03/31/1996";"03/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013615&contact=1254897"
2252262;"CAROLINE MOYA DE ABREU";"CT";"Hartford";"BLOOMFIELD";6002;"1063 BLUE HILLS AVE";;"(860) 869-8040";"Family Child Care Home";"DCFH";"PENDING";"PENDING APPLICATION";;;;;;;;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2252262&contact=2589243"
1291217;"CLAUDIA LAWRENCE";"CT";"Hartford";"BLOOMFIELD";6002;"16 SUNSET LN";;"(860) 951-5468";"Family Child Care Home";"DCFH.56670";"ACTIVE";;"08/20/2015";"08/31/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1291217&contact=1532563"
1413111;"GLADYS RODRIGUEZ";"CT";"Hartford";"BLOOMFIELD";6002;"1126 BLUE HILLS AVE";;"(860) 906-1234";"Family Child Care Home";"DCFH.56946";"ACTIVE";;"07/24/2017";"07/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1413111&contact=1674054"
1012851;"HOPE BRUFF";"CT";"Hartford";"BLOOMFIELD";6002;"18 BRENTWOOD DR";;"(860) 243-9820";"Family Child Care Home";"DCFH.23818";"ACTIVE";;"05/31/1988";"05/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012851&contact=1252236"
1425085;"IESHA K SMITH";"CT";"Hartford";"BLOOMFIELD";6002;"88 WINTONBURY AVE";;"(860) 242-5064";"Family Child Care Home";"DCFH.57051";"ACTIVE";;"05/03/2018";"05/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1425085&contact=1376787"
1318803;"JENESSA BLAKE-WALLACE";"CT";"Hartford";"BLOOMFIELD";6002;"122 ROCKWELL AVE";;"(860) 436-0486";"Family Child Care Home";"DCFH.56751";"ACTIVE";;"02/08/2016";"02/29/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1318803&contact=1561647"
1231410;"JOANN JOHNSON";"CT";"Hartford";"BLOOMFIELD";6002;"9 WEST LN APT D";;"(860) 995-2332";"Family Child Care Home";"DCFH.56876";"ACTIVE";;"11/14/2016";"11/30/2024";;;;;4;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1231410&contact=1469256"
1143020;"KIMBERLY L UNDERWOOD";"CT";"Hartford";"BLOOMFIELD";6002;"771 BLUE HILLS AVE";;"(860) 372-9234";"Family Child Care Home";"DCFH.56418";"ACTIVE";;"01/14/2014";"01/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1143020&contact=1381484"
1013823;"LORNA U BARTON";"CT";"Hartford";"BLOOMFIELD";6002;"94 EAST BURNHAM STREET";;"860-243-5391";"Family Child Care Home";"DCFH.52803";"ACTIVE";"ACTIVE";"08/09/2002";"08/31/2022";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013823&contact=1255371"
1015478;"MARGO J ROBERTS";"CT";"Hartford";"BLOOMFIELD";6002;"41 ASHLEY COURT";;"(860) 242-3246";"Family Child Care Home";"DCFH.55508";"ACTIVE";;"09/23/2010";"09/30/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015478&contact=1257962"
1012718;"RAMONA R CHUNG";"CT";"Hartford";"BLOOMFIELD";6002;"17 OLD FLINTLOCK RD";;"860-270-9397";"Family Child Care Home";"DCFH.50109";"ACTIVE";;"08/14/1997";"06/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012718&contact=1251376"
1017835;"A PLACE TO GROW TOO";"CT";"Hartford";"BRISTOL";6010;"271 ENTERPRISE DR";;"(860) 583-9391";"Child Care Center";"DCCC.16351";"ACTIVE";;"06/30/2007";"12/31/2025";"Children Under 3 Yrs, Pre-School, School Age";78;48;"6 weeks-6 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017835&contact=1267201"
1010775;"BRISTOL BOYS & GIRLS CLUB ASSOCIATION";"CT";"Hartford";"BRISTOL";6010;"255 WEST ST";;"(860) 540-3110";"Child Care Center";"DCCC.12009";"ACTIVE";;"01/26/1988";"07/31/2026";"School Age";275;;"5 years-14 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1010775&contact=1189124"
1017080;"BRISTOL CHILD DEVELOPMENT CENTER";"CT";"Hartford";"BRISTOL";6010;"291 BURLINGTON AVE";;"(860) 314-0597";"Child Care Center";"DCCC.13152";"ACTIVE";;"04/20/1978";"04/30/2026";"Children Under 3 Yrs, Pre-School, School Age";136;48;"3 months-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017080&contact=1264866"
1017533;"BRISTOL CHILD DEVELOPMENT CENTER- WEST STREET";"CT";"Hartford";"BRISTOL";6010;"339 WEST ST";;"(860) 314-0597";"Child Care Center";"DCCC.15397";"ACTIVE";;"07/09/1999";"01/31/2026";"Pre-School";107;;"3 years-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017533&contact=1266258"
1016808;"CENTURY NURSERY SCHOOL";"CT";"Hartford";"BRISTOL";6010;"35 MAPLE ST";;"(860) 582-7569";"Child Care Center";"DCCC.12219";"ACTIVE";;"11/18/1968";"11/30/2024";"Pre-School";30;;"3 years-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016808&contact=1264289"
1016717;"EDGEWOOD FUN CLUB";"CT";"Hartford";"BRISTOL";6010;"345 MIX ST";;"(860) 584-2775";"Child Care Center";"DCCC.16601";"ACTIVE";;"09/18/2009";"09/30/2025";"School Age";40;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016717&contact=1264024"
1007803;"ESPN KIDS CENTER";"CT";"Hartford";"BRISTOL";6010;"205 ENTERPRISE DR";;"(860) 582-4300";"Child Care Center";"DCCC.70013";"ACTIVE";;"08/26/2011";"08/31/2023";"Children Under 3 Yrs, Pre-School, School Age";342;112;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1007803&contact=1267536"
1016719;"GREENE HILLS FUN CLUB";"CT";"Hartford";"BRISTOL";6010;"718 PINE ST";;"(860) 584-7822 ext 7";"Child Care Center";"DCCC.16603";"ACTIVE";;"09/18/2009";"09/30/2025";"School Age";103;;"5 years-14 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016719&contact=1264026"
2078637;"HRA LAKE AVENUE EARLY LEARNING CENTER";"CT";"Hartford";"BRISTOL";6010;"254 LAKE AVE";;"(860) 261-7849";"Child Care Center";"DCCC.70587";"ACTIVE";;"11/10/2020";"11/30/2024";"Pre-School";36;;"3 years-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2078637&contact=2411338"
2078648;"HRA SOUTH STREET EARLY LEARNING CENTER";"CT";"Hartford";"BRISTOL";6010;"55 SOUTH ST";;"(860) 584-9307";"Child Care Center";"DCCC.70586";"ACTIVE";;"11/10/2020";"11/30/2024";"Children Under 3 Yrs, Pre-School";61;8;"6 weeks-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2078648&contact=2411353"
1016718;"HUBBELL FUN CLUB";"CT";"Hartford";"BRISTOL";6010;"90 W WASHINGTON ST";;"(860) 540-3140";"Child Care Center";"DCCC.16602";"ACTIVE";;"09/18/2009";"09/30/2025";"School Age";50;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016718&contact=1264025"
1017916;"IMAGINE NATION - A MUSEUM EARLY LEARNING CENTER";"CT";"Hartford";"BRISTOL";6010;"1 PLEASANT ST";;"(860) 540-3180";"Child Care Center";"DCCC.16710";"ACTIVE";;"06/29/2009";"06/30/2025";"Children Under 3 Yrs, Pre-School";138;8;"6 weeks-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017916&contact=1267362"
1015589;"IVY DRIVE FUN CLUB";"CT";"Hartford";"BRISTOL";6010;"160 IVY DR";;"(860) 583-5450";"Child Care Center";"DCCC.16605";"ACTIVE";;"09/18/2009";"09/30/2025";"School Age";60;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015589&contact=1264028"
1015591;"MT VIEW FUN CLUB";"CT";"Hartford";"BRISTOL";6010;"71 VERA RD";;"(860) 584-8922";"Child Care Center";"DCCC.16606";"ACTIVE";;"09/18/2009";"09/30/2025";"School Age";50;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015591&contact=1264029"
2203330;"NEW BEGINNINGS EARLY LEARNING CENTER";"CT";"Hartford";"BRISTOL";6010;"1168 FARMINGTON AVE";;"(860) 261-7658";"Child Care Center";"DCCC.70616";"ACTIVE";;"06/22/2021";"06/30/2025";"Children Under 3 Yrs, Pre-School, School Age";72;24;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2203330&contact=2534961"
1015592;"SOUTH SIDE FUN CLUB";"CT";"Hartford";"BRISTOL";6010;"21 TUTTLE RD";;"(860) 585-1551";"Child Care Center";"DCCC.16607";"ACTIVE";;"09/18/2009";"09/30/2025";"School Age";125;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015592&contact=1264030"
1015594;"STAFFORD FUN CLUB";"CT";"Hartford";"BRISTOL";6010;"212 LOUISIANA AVE";;"(860) 584-8201";"Child Care Center";"DCCC.16608";"ACTIVE";;"09/18/2009";"09/30/2025";"School Age";50;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015594&contact=1264031"
1011220;"WHIZ KIDS DAYCARE";"CT";"Hartford";"BRISTOL";6010;"815 PINE ST STE 3";;"(860) 584-8687";"Child Care Center";"DCCC.16802";"ACTIVE";;"08/26/2010";"08/31/2026";"Children Under 3 Yrs, Pre-School, School Age";183;56;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1011220&contact=1267454"
1010563;"AMY L CUTTER";"CT";"Hartford";"BRISTOL";6010;"126 GREYSTONE AVE";;"860-965-7950";"Family Child Care Home";"DCFH.55555";"ACTIVE";;"10/28/2010";"10/31/2022";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1010563&contact=1257981"
1023242;"ANNA TULAK-KOLODZIEJCZYK";"CT";"Hartford";"BRISTOL";6010;"285 EMMETT ST";;"(860) 582-9877";"Family Child Care Home";"DCFH.53127";"ACTIVE";;"12/17/2012";"12/31/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1023242&contact=1255681"
1131379;"BETH CUMMINGS";"CT";"Hartford";"BRISTOL";6010;"32 HANNAH ST";;"(860) 261-5017";"Family Child Care Home";"DCFH.56230";"ACTIVE";;"12/17/2012";"04/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1131379&contact=1371106"
1013217;"BETSY A ARMITAGE";"CT";"Hartford";"BRISTOL";6010;"90 LONGVIEW AVE";;"(860) 584-2858";"Family Child Care Home";"DCFH.46071";"ACTIVE";;"10/31/1995";"10/31/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013217&contact=1253769"
1016483;"CHERYL JOSLYN";"CT";"Hartford";"BRISTOL";6010;"65 RIDGECREST LN";;"(860) 589-6069";"Family Child Care Home";"DCFH.20869";"ACTIVE";;"11/30/1985";"11/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016483&contact=1253451"
1012818;"COLETTE M WOLF";"CT";"Hartford";"BRISTOL";6010;"113 WILCOX ST";;"(860) 940-3908";"Family Child Care Home";"DCFH.51112";"ACTIVE";;"12/08/1998";"12/31/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012818&contact=1251861"
2358288;"CRISTINA DE LOS SANTOS";"CT";"Hartford";"BRISTOL";6010;"82 CAROL DR";;"(203) 768-5831";"Family Child Care Home";"DCFH";"PENDING";"PENDING APPLICATION";;;;;;;;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2358288&contact=2683606"
1007985;"DEBRA ZAKRZEWSKI";"CT";"Hartford";"BRISTOL";6010;"31 ROOT AVE";;"(860) 584-0762";"Family Child Care Home";"DCFH.36259";"ACTIVE";;"05/04/1991";"05/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1007985&contact=1251892"
1016286;"GISELDA MACRI";"CT";"Hartford";"BRISTOL";6010;"417 MIX ST";;"860-584-9534";"Family Child Care Home";"DCFH.22150";"ACTIVE";;"12/31/1986";"02/28/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016286&contact=1251749"
1605022;"HEATHER NELSON";"CT";"Hartford";"BRISTOL";6010;"38 HAIG AVE";;"(860) 491-6875";"Family Child Care Home";"DCFH.57149";"ACTIVE";;"02/14/2019";"02/28/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1605022&contact=1877308"
1014702;"JANET MACRI";"CT";"Hartford";"BRISTOL";6010;"176 BRENTWOOD DR";;"(860) 940-8748";"Family Child Care Home";"DCFH.54543";"ACTIVE";;"08/20/2007";"08/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1014702&contact=1268499"
1012761;"JANICE SIMMONS";"CT";"Hartford";"BRISTOL";6010;"53 CONCORD ST";;"(860) 992-7493";"Family Child Care Home";"DCFH.23494";"ACTIVE";;"02/17/1988";"03/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012761&contact=1251603"
1471300;"JEAN MORRELL";"CT";"Hartford";"BRISTOL";6010;"236 IVY DR";;"(860) 583-8622";"Family Child Care Home";"DCFH.57061";"ACTIVE";;"06/05/2018";"06/30/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1471300&contact=1736806"
2063703;"JHASMINA WILLIAMS";"CT";"Hartford";"BRISTOL";6010;"37 CAROLINA RD";;"(860) 960-9007";"Family Child Care Home";"DCFH.57463";"ACTIVE";;"01/12/2021";"01/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2063703&contact=2103156"
1008151;"JOY TALOTTA";"CT";"Hartford";"BRISTOL";6010;"55 ROGERS RD";;"(860) 585-7157";"Family Child Care Home";"DCFH.36429";"ACTIVE";;"08/31/1992";"08/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1008151&contact=1252686"
1195269;"JUANA MENA-PENA";"CT";"Hartford";"BRISTOL";6010;"285 JEROME AVE";;"(860) 938-9682";"Family Child Care Home";"DCFH.56449";"ACTIVE";;"04/17/2014";"04/30/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1195269&contact=1431322"
1016404;"KAREN N MIRANDA";"CT";"Hartford";"BRISTOL";6010;"85 SHERWOOD RD";;"(203) 598-1431";"Family Child Care Home";"DCFH.36298";"ACTIVE";"ACTIVE";"01/10/1994";"08/31/2022";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016404&contact=1252742"
1495853;"KATHY URBANOWICZ";"CT";"Hartford";"BRISTOL";6010;"268 MARCIA DR";;"(860) 583-4944";"Family Child Care Home";"DCFH.57075";"ACTIVE";;"06/22/2018";"06/30/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1495853&contact=1741574"
1008320;"KELLY DANIELS";"CT";"Hartford";"BRISTOL";6010;"64 ASHLEY RD";;"(860) 314-1906";"Family Child Care Home";"DCFH.46263";"ACTIVE";;"07/23/1996";"07/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1008320&contact=1253514"
1016218;"KIM BILLERMAN";"CT";"Hartford";"BRISTOL";6010;"109 SIMPKINS DR";;"(860) 583-8078";"Family Child Care Home";"DCFH.26212";"ACTIVE";;"11/30/1990";"11/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016218&contact=1251231"
2266498;"KIMBERLY BERRIOS";"CT";"Hartford";"BRISTOL";6010;"28 TUFTS ST";;"(347) 819-9347";"Family Child Care Home";"DCFH.57576";"ACTIVE";;"12/10/2021";"12/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2266498&contact=2601578"
1007990;"LAURIE A WOJNAROWSKI";"CT";"Hartford";"BRISTOL";6010;"78 ANDREWS ST";;"(860) 584-0699";"Family Child Care Home";"DCFH.46517";"ACTIVE";;"05/29/1997";"05/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1007990&contact=1251898"
1012650;"MARCI L LEBLANC";"CT";"Hartford";"BRISTOL";6010;"164 PEPPERMINT LN";;"(860) 589-7300";"Family Child Care Home";"DCFH.51566";"ACTIVE";;"09/20/1999";"09/30/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012650&contact=1250926"
1029732;"MARIE A STUCKMAN";"CT";"Hartford";"BRISTOL";6010;"7 HOLLYBERRY RD";;"(860) 583-3750";"Family Child Care Home";"DCFH.56041";"ACTIVE";;"09/09/2011";"09/30/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1029732&contact=1245753"
