name;address;city;state;zip;phone_number;momtrusted_id;
La Petite Academy;2380 Montana Ave;Sun Prairie;WI;53590;8002077313;345689;
La Petite Academy;220 Cross Country Rd;Verona;WI;53593;8002077313;346125;
La Petite Academy;5896 Woodland Dr;Waunakee;WI;53597;8002077313;345691;
La Petite Academy;5574 Lacy Rd;Fitchburg;WI;53711;8002077313;460865;
La Petite Academy;6514 Schroeder Rd;Madison;WI;53711;8002077313;346121;
La Petite Academy;6500 Bridge Rd;Monona;WI;53713;8002077313;345688;
La Petite Academy;1222 Fourier Dr;Madison;WI;53717;8002077313;346158;
La Petite Academy;970 North Gammon Road;Madison;WI;53717;8002077313;346157;
La Petite Academy;202 S Gammon Rd;Madison;WI;53717;8002077313;346159;
La Petite Academy;3801 S Dutch Mill Rd;Madison;WI;53718;8002077313;346123;
Tutor Time;7071 East Point Douglas Road;Cottage Grove;MN;55016;8002194278;189081;
Tutor Time;9475 176th St W;Lakeville;MN;55044;8002194278;189051;
La Petite Academy;1770 Grand Ave;St Paul;MN;55105;8002077313;189071;
Tutor Time;4673 White Bear Pkwy;White Bear Lake;MN;55110;8002194278;189011;
Tutor Time;14370 Glenda Dr;Apple Valley;MN;55124;8002194278;189001;
Tutor Time;3390 Bunker Lake Blvd NW;Andover;MN;55304;8002194278;189021;
Tutor Time;6340 Wedgwood Road North;Maple Grove;MN;55311;8002194278;189091;
Tutor Time;6251 110th Ave N;Champlin;MN;55316;8002194278;189031;
La Petite Academy;9440 N 36th Ave;New Hope;MN;55427;8002077313;189061;
Tutor Time;1570 109th Ave NE;Blaine;MN;55449;8002194278;189041;
La Petite Academy;190 North Il Route 31;Crystal Lake;IL;60014;8002077313;66391;
Childtime;4201 W Medical Center Dr;McHenry;IL;60050;8002194276;71761;
La Petite Academy;N Illinois Route 83;Round Lake Beach;IL;60073;8002077313;65101;
Tutor Time;234 West Lake Street;Bloomingdale;IL;60108;8002194278;68201;
Tutor Time;850 E Main St;East Dundee;IL;60118;8002194278;76761;
Childtime;364 Geneva Rd;Glen Ellyn;IL;60137;8002194276;70861;
Tutor Time;1335 N Arlington Heights Rd;Itasca;IL;60143;8002194278;460884;
La Petite Academy;4540 Algonquin Rd;Lake In The Hills;IL;60156;8002077313;72161;
Childtime;127 E St Charles Rd;Villa Park;IL;60181;8002194276;63991;
La Petite Academy;651 Windsor Dr;Schaumburg;IL;60193;8002077313;74701;
Childtime;355 Ridge Ave;Evanston;IL;60202;8002194276;70711;
La Petite Academy;2120 Calistoga Dr;New Lenox;IL;60451;8002077313;96371;
La Petite Academy;14225 S Bell Rd;Homer Glen;IL;60491;8002077313;96491;
Aurora Montessori;3180 N Aurora Rd;Aurora;IL;60504;8002094253;70031;
La Petite Academy;2441 W Sullivan Rd;Aurora;IL;60506;8002077313;381333;
Tutor Time;460 75th St;Downers Grove;IL;60516;8002194278;460885;
La Petite Academy;1260 Douglas Road;Oswego;IL;60543;8002077313;63961;
Childtime;2015 95th St;Naperville;IL;60564;8002194276;66911;
Naperville Montessori;2936 Artesian Rd;Naperville;IL;60564;8002094253;85331;
La Petite Academy;2345 Illinois Route 59;Plainfield;IL;60586;8002077313;460866;
Cornerstone Children's Learning Center;1111 North Wells;Chicago;IL;60610;8002194276;56551;
La Petite Academy;1607 N Hershey Rd;Bloomington;IL;61704;8002077313;65451;
La Petite Academy;1713 Broadmoor Dr;Champaign;IL;61821;8002077313;65901;
La Petite Academy;2 Auerbach Pl;Glen Carbon;IL;62034;8002077313;66701;
La Petite Academy;2390 Lebanon Ave;Belleville;IL;62221;8002077313;68251;
La Petite Academy;940 Talon Dr;O'fallon;IL;62269;8002077313;77391;
Childtime;2130 Michigan Avenue;Arnold;MO;63010;8002194276;343049;
La Petite Academy;3607 Richardson Square Dr;Arnold;MO;63010;8002077313;344903;
La Petite Academy;1000 Brookwood Center;Fenton;MO;63026;8002077313;343668;
La Petite Academy;2010 Missouri 7;Blue Springs;MO;64014;8002077313;343863;
La Petite Academy;3701 SW Cheddington Dr;Lee's Summit;MO;64082;8002077313;343427;
La Petite Academy;404 NE 76th St;Gladstone;MO;64118;8002077313;343927;
La Petite Academy;401 E Red Bridge Rd;Kansas City;MO;64131;8002077313;344937;
La Petite Academy;5809 NW 64th Terrace;Kansas City;MO;64151;8002077313;342503;
La Petite Academy;9371 N Oak Trafficway;Kansas City;MO;64155;8002077313;344246;
La Petite Academy;9071 NE 81st Terrace;Kansas City;MO;64158;8002077313;381334;
La Petite Academy;719 N 36th St;St Joseph;MO;64506;8002077313;344049;
La Petite Academy;2002 E 32nd St;Joplin;MO;64804;8002077313;343645;
La Petite Academy;1714 S Enterprise Ave;Springfield;MO;65804;8002077313;343323;
La Petite Academy;3200 Clinton Pkwy Ct;Lawrence;KS;66047;8002077313;361963;
La Petite Academy;3211 W 6th St;Lawrence;KS;66049;8002077313;361964;
La Petite Academy;1825 N Ridgeview Rd;Olathe;KS;66061;8002077313;361211;
La Petite Academy;1810 S Scarborough St;Olathe;KS;66062;8002077313;361212;
La Petite Academy;6410 Antioch;Merriam;KS;66202;8002077313;361217;
La Petite Academy;11114 Antioch Rd;Overland Park;KS;66210;8002077313;361213;
La Petite Academy;8621 W 96th St;Overland Park;KS;66212;8002077313;361220;
La Petite Academy;15039 W 86th St;Lenexa;KS;66215;8002077313;361223;
La Petite Academy;12850 W 63rd St;Shawnee;KS;66216;8002077313;361215;
Blue Valley Montessori;11100 W 135th St;Overland Park;KS;66221;8002094253;361168;
La Petite Academy;15012 Newton Drive;Overland Park;KS;66223;8002077313;361209;
La Petite Academy;22211 W 66th St;Shawnee;KS;66226;8002077313;361221;
La Petite Academy;3325 SW Gage Blvd;Topeka;KS;66614;8002077313;361506;
La Petite Academy;431 N Waco Ave;Wichita;KS;67202;8002077313;460867;
Tutor Time;7026 West 21st St N;Wichita;KS;67205;8002194278;361474;
La Petite Academy;7431 East 21st St N;Wichita;KS;67206;8002077313;361447;
Tutor Time;10710 West Maple Street;Wichita;KS;67209;8002194278;361475;
La Petite Academy;11328 South 96th Street;Papillion;NE;68046;8002077313;365822;
La Petite Academy;3005 Comstock Ave;Bellevue;NE;68123;8002077313;365811;
La Petite Academy;10707 Birch St;Omaha;NE;68134;8002077313;365808;
La Petite Academy;5444 S 138th St;Omaha;NE;68137;8002077313;365813;
La Petite Academy;10909 Q St;Omaha;NE;68137;8002077313;365809;
La Petite Academy;2519 S 140th St;Omaha;NE;68144;8002077313;365815;
La Petite Academy;14406 California St;Omaha;NE;68154;8002077313;365817;
La Petite Academy;6632 Taylor Park Dr;Lincoln;NE;68510;8002077313;365821;
La Petite Academy;2700 Jameson N;Lincoln;NE;68516;8002077313;365819;
Childcare Network #238;408 South Reynolds Road;Bryant;AR;72022;8002235895;381206;
La Petite Academy;3686 N Front St;Fayetteville;AR;72703;8002077313;375612;
La Petite Academy;215 N Walton Blvd;Bentonville;AR;72712;8002077313;375594;
La Petite Academy;1100 N Kelly Ave;Edmond;OK;73003;8002077313;363894;
Childcare Network #199;14300 North Western Avenue;Edmond;OK;73013;8002235895;381091;
Childcare Network #200;1909 East 15th Street;Edmond;OK;73013;8002235895;381092;
Childtime;1201 W 15th St;Edmond;OK;73013;8002194276;460835;
La Petite Academy;100 E 33rd St;Edmond;OK;73013;8002077313;363168;
Childtime;425 N Bryant Ave;Edmond;OK;73034;8002194276;460893;
La Petite Academy;16301 N Santa Fe Ave;Edmond;OK;73034;8002077313;362965;
La Petite Academy;1950 E. Alameda;Norman;OK;73071;8002077313;363326;
La Petite Academy;3300 W Robinson St;Norman;OK;73072;8002077313;363327;
La Petite Academy;11500 W Reno Ave;Yukon;OK;73099;8002077313;363959;
La Petite Academy;4324 Caravel Dr;Yukon;OK;73099;8002077313;363335;
La Petite Academy;613 Ottawa Pl;Yukon;OK;73099;8002077313;363337;
Childcare Network #204;1050 SW Grand Boulevard;Oklahoma City;OK;73109;8002235895;381096;
La Petite Academy;8821 E Reno Ave;Midwest City;OK;73110;8002077313;362692;
La Petite Academy;2938 SW 59th St;Oklahoma City;OK;73119;8002077313;362785;
Childtime;11624 North Pennsylvania Avenue;Oklahoma City;OK;73120;8002194276;460894;
La Petite Academy;1505 S Post Rd;Midwest City;OK;73130;8002077313;363324;
Childcare Network #203;7901 NW 85th Terrace;Oklahoma City;OK;73132;8002235895;381095;
Childtime;8221 W Britton Rd;Oklahoma City;OK;73132;8002194276;460895;
Childcare Network #202;3232 NW 150th Street;Oklahoma City;OK;73134;8002235895;381094;
Childcare Network #201;4500 East I-240 Service Road;Oklahoma City;OK;73135;8002235895;381093;
Childtime;10212 S Western Ave;Oklahoma City;OK;73139;8002194276;460896;
La Petite Academy;1221 SW 74th St;Oklahoma City;OK;73139;8002077313;363333;
Childtime;8805 S May Ave;Oklahoma City;OK;73159;8002194276;460836;
La Petite Academy;1424 Southwest 104th Street;Oklahoma City;OK;73159;8002077313;363329;
La Petite Academy;609 SE 4th St;Moore;OK;73160;8002077313;363322;
Childtime;11524 N Rockwell Ave;Oklahoma City;OK;73162;8002194276;460897;
La Petite Academy;12100 Warwick Dr;Oklahoma City;OK;73162;8002077313;363331;
La Petite Academy;7824 NW 94th St;Oklahoma City;OK;73162;8002077313;364199;
La Petite Academy;13200 S Western Ave;Oklahoma City;OK;73170;8002077313;362694;
La Petite Academy;812 N 15th St;Broken Arrow;OK;74012;8002077313;219751;
La Petite Academy;1950 S 131st E Ave;Tulsa;OK;74108;8002077313;364204;
Carrollton Montessori School;1938 E Hebron Pkwy;Carrollton;TX;75007;8002094253;24191;
Childtime;1028 Mac Arthur Dr;Carrollton;TX;75007;8002194276;24610;
La Petite Academy;1835 Frankford Road;Carrollton;TX;75007;8002077313;28301;
The Children's Courtyard;129 West Town Center Dr.;Coppell;TX;75019;8002094245;31782;
The Children's Courtyard;3700 Flower Mound Road;Flower Mound;TX;75022;8002094245;31809;
Preston Meadows Montessori School;6912 Ohio Dr;Plano;TX;75024;8002094253;30300;
The Children's Courtyard;8001 Parkwood Blvd;Plano;TX;75024;8002094245;31783;
The Children's Courtyard;2501 Morriss Rd;Flower Mound;TX;75028;8002094245;31798;
The Children's Courtyard;2550 S Garden Ridge Blvd;Flower Mound;TX;75028;8002094245;31765;
Childtime;985 W Brand Rd;Garland;TX;75040;8002194276;24587;
La Petite Academy;290 W Westchester Pkwy;Grand Prairie;TX;75052;8002077313;28294;
The Children's Courtyard;708 West Polo Road;Grand Prairie;TX;75052;8002094245;31804;
The Children's Courtyard;4285 S Carrier Pkwy;Grand Prairie;TX;75052;8002094245;31792;
La Petite Academy;5900 Paige Rd;The Colony;TX;75056;8002077313;28289;
Montessori of Las Colinas;4961 North O'Connor Road;Irving;TX;75062;8002094253;29487;
The Children's Courtyard;8560 Esters Blvd;Irving;TX;75063;8002094245;31764;
The Children's Courtyard;8909 West Valley Ranch;Irving;TX;75063;8002094245;31767;
Childtime;1597 Glencairn Ln;Lewisville;TX;75067;8002194276;24591;
Childtime;249 E Round Grove Rd;Lewisville;TX;75067;8002194276;24586;
The Children's Courtyard;2155 Willow Grove Dr;Lewisville;TX;75067;8002094245;31789;
The Children's Courtyard Master School;2160 S Edmonds Ln;Lewisville;TX;75067;8002094245;31768;
La Petite Academy;1137 E Park Blvd;Plano;TX;75074;8002077313;28287;
The Children's Courtyard;1504 N Garden Ridge Blvd;Lewisville;TX;75077;8002094245;31793;
Tutor Time;2910 Justin Road;Lewisville;TX;75077;8002194278;32294;
Childtime;8100 Miller Rd;Rowlett;TX;75088;8002194276;24590;
Childtime;550 W Danieldale Rd;Duncanville;TX;75137;8002194276;24589;
Childtime;4111 N Galloway Ave;Mesquite;TX;75150;8002194276;24592;
La Petite Academy;910 Clay Mathis Rd;Mesquite;TX;75181;8002077313;28290;
Childcare Network #244;240 S. Collins Rd.;Sunnyvale;TX;75182;8002235895;463950;
The Children's Courtyard;8131 Matlock Rd;Arlington;TX;76002;8002094245;31784;
The Children's Courtyard;2501 Ballpark Way;Arlington;TX;76006;8002094245;24394;
The Children's Courtyard;1115 W Lamar Blvd;Arlington;TX;76012;8002094245;24473;
Childtime;1505 West Arkansas Lane;Arlington;TX;76013;8002194276;24596;
The Children's Courtyard;4400 W Pleasant Ridge Rd;Arlington;TX;76016;8002094245;24474;
Childtime;4600 Garden Corner Rd;Arlington;TX;76017;8002194276;24599;
The Children's Courtyard;1865 Wimbledon Dr;Arlington;TX;76017;8002094245;31790;
The Children's Courtyard;1825 Wimbledon Dr;Arlington;TX;76017;8002094245;31788;
Childtime;811 SE Pkwy;Arlington;TX;76018;8002194276;24595;
Montessori at the Courtyard;2804 Central Dr;Bedford;TX;76021;8002094253;381336;
The Children's Courtyard;2800 Central Dr;Bedford;TX;76021;8002094245;24472;
Colleyville Montessori;4700 Glade Creek Dr;Colleyville;TX;76034;8002094253;24737;
Tutor Time;4301 Pool Rd;Colleyville;TX;76034;8002194278;32297;
La Petite Academy;1315 N Main St;Euless;TX;76039;8002077313;28310;
The Children's Courtyard;1950 Glade Rd;Grapevine;TX;76051;8002094245;31791;
The Children's Courtyard;600 Mid Cities Blvd;Hurst;TX;76054;8002094245;31787;
The Children's Courtyard;3701 E Broad St;Mansfield;TX;76063;8002094245;31805;
The Children's Courtyard;1601 Corporate Cir;Southlake;TX;76092;8002094245;31786;
La Petite Academy;9917 White Settlement Rd;Fort Worth;TX;76108;8002077313;28296;
Childtime;1408 Morrison Dr;Fort Worth;TX;76112;8002194276;24598;
La Petite Academy;8603 S Normandale St;Fort Worth;TX;76116;8002077313;28295;
Childtime;8701 Meadowbrook Blvd;Fort Worth;TX;76120;8002194276;24597;
The Children's Courtyard;8701 S Hulen St;Fort Worth;TX;76123;8002094245;24479;
The Children's Courtyard;901 Harmon Rd;Fort Worth;TX;76131;8002094245;31802;
The Children's Courtyard;2301 Western Center Boulevard;Fort Worth;TX;76131;8002094245;31795;
La Petite Academy;4151 Crosslands Rd;Benbrook;TX;76132;8002077313;28305;
The Children's Courtyard;6200 Bryant Irvin Rd;Fort Worth;TX;76132;8002094245;31794;
La Petite Academy;1300 W Everman Pkwy;Fort Worth;TX;76134;8002077313;28314;
La Petite Academy;5432 Basswood Blvd;Fort Worth;TX;76137;8002077313;28302;
The Children's Courtyard;4500 Silver Sage Dr;Fort Worth;TX;76137;8002094245;31797;
La Petite Academy;7300 Forest Hill Dr;Fort Worth;TX;76140;8002077313;28322;
The Children's Courtyard;3955 Reggis Ct;Fort Worth;TX;76155;8002094245;31796;
The Children's Courtyard;4500 Alliance Gateway Fwy;Fort Worth;TX;76177;8002094245;31785;
The Children's Courtyard;7515 Smithfield Road;North Richland Hills;TX;76182;8002094245;24486;
Corinth Montessori School;1300 Pecan Creek Cir;Denton;TX;76210;8002094253;24840;
The Children's Courtyard;1255 Rufe Snow Drive;Keller;TX;76248;8002094245;31810;
La Petite Academy;1810 West 18th Street;Houston;TX;77008;8002077313;28304;
La Petite Academy;225 Benmar Dr;Houston;TX;77060;8002077313;28303;
Childtime;9110 Jones Rd;Houston;TX;77065;8002194276;24601;
La Petite Academy;11803 Briar Forest Drive;Houston;TX;77077;8002077313;28325;
La Petite Academy;16002 Clay Rd;Houston;TX;77084;8002077313;28326;
The Children's Courtyard;16255 Longenbaugh Dr;Houston;TX;77095;8002094245;24477;
The Children's Courtyard Master School;16255 Longenbaugh;Houston;TX;77095;8002094245;24490;
West Montessori School of Copperfield;15810 Longenbaugh Dr;Houston;TX;77095;8002094253;32541;
Childtime;3420 Tree Ln;Kingwood;TX;77339;8002194276;24609;
Childtime;4018 Feather Lakes Way;Kingwood;TX;77339;8002194276;24606;
La Petite Academy;2025 Northpark Dr;Kingwood;TX;77339;8002077313;28286;
Atascocita Montessori School;19120 W Lake Houston Pkwy;Humble;TX;77346;8002094253;23514;
La Petite Academy;5007 Treaschwig Rd;Spring;TX;77373;8002077313;28291;
The Children's Courtyard;9144 Louetta Rd;Spring;TX;77379;8002094245;24378;
The Children's Courtyard;10505 Six Pines;The Woodlands;TX;77380;8002094245;24388;
The Woodlands Montessori School;1201 Many Pines Road;The Woodlands;TX;77380;8002094253;32684;
The Children's Courtyard;8401 Kuykendahl Rd;The Woodlands;TX;77382;8002094245;24390;
La Petite Academy;8063 E North Belt;Humble;TX;77396;8002077313;28323;
La Petite Academy;13903 Cypress North Houston Rd;Cypress;TX;77429;8002077313;28297;
La Petite Academy;15255 Mason Rd;Cypress;TX;77429;8002077313;28300;
Longwood Montessori;12839 Louetta Rd;Cypress;TX;77429;8002094253;29058;
Childtime;3170 N Fry Rd;Katy;TX;77449;8002194276;24603;
Childtime;22022 Highland Knolls Dr;Katy;TX;77450;8002194276;24608;
Cinco Ranch Montessori School;2530 Peek Road;Katy;TX;77450;8002094253;24665;
La Petite Academy;838 Eldridge Rd;Sugar Land;TX;77478;8002077313;28292;
Childtime;4418 Sweetwater Blvd;Sugar Land;TX;77479;8002194276;24600;
First Colony Montessori South;2511 Williams Trace Blvd;Sugar Land;TX;77479;8002094253;25680;
Greatwood Montessori;6633 Greatwood Pkwy;Sugar Land;TX;77479;8002094253;26717;
New Territory Montessori School;4935 Sandhill Dr;Sugar Land;TX;77479;8002094253;24605;
La Petite Academy;8414 Spencer;La Porte;TX;77571;8002077313;28327;
La Petite Academy;829 Toepperwein Rd;Converse;TX;78109;8002077313;28328;
La Petite Academy;1201 Savannah Dr;Schertz;TX;78154;8002077313;28318;
La Petite Academy;318 West Sunset Road;San Antonio;TX;78209;8002077313;28320;
La Petite Academy;1107 W Bitters Rd;San Antonio;TX;78216;8002077313;28315;
La Petite Academy;700 Rayburn Dr;San Antonio;TX;78221;8002077313;28317;
La Petite Academy;8796 Marbach Rd;San Antonio;TX;78227;8002077313;28293;
La Petite Academy;5718 Eckhert Rd;San Antonio;TX;78240;8002077313;28312;
La Petite Academy;6522 Wurzbach Rd;San Antonio;TX;78240;8002077313;28321;
La Petite Academy;6865 Beech Trail Dr;San Antonio;TX;78244;8002077313;28311;
La Petite Academy;111 Emerald Glade;San Antonio;TX;78245;8002077313;28313;
La Petite Academy;6634 Springtime Drive;San Antonio;TX;78249;8002077313;28319;
La Petite Academy;9401 Guilbeau Rd;San Antonio;TX;78250;8002077313;28330;
La Petite Academy;1700 Encino Rio #6;San Antonio;TX;78259;8002077313;28299;
La Petite Academy;805 Cypress Creek;Cedar Park;TX;78613;8002077313;28307;
La Petite Academy;1609 N Bell Blvd;Cedar Park;TX;78613;8002077313;28309;
The Children's Courtyard;2001 S Lakeline Blvd;Cedar Park;TX;78613;8002094245;24393;
La Petite Academy;204 10th St;Pflugerville;TX;78660;8002077313;30135;
The Children's Courtyard;1308 Picadilly Dr;Pflugerville;TX;78660;8002094245;24476;
The Children's Courtyard;3801 Gattis School Rd;Round Rock;TX;78664;8002094245;24488;
The Children's Courtyard;2960 Jazz St;Round Rock;TX;78664;8002094245;24489;
Tutor Time;6801 Dallas Drive;Austin;TX;78729;8002194278;32296;
The Children's Courtyard;10625 Bonaventure Dr;Austin;TX;78730;8002094245;24387;
La Petite Academy;9315 Chisholm Ln;Austin;TX;78748;8002077313;24615;
The Children's Courtyard;5914 W William Cannon Dr;Austin;TX;78749;8002094245;24475;
The Children's Courtyard;11012 Harris Branch Pkwy;Austin;TX;78754;8002094245;24478;
The Children's Courtyard;12336 N Mopac Expy;Austin;TX;78758;8002094245;24389;
The Children's Courtyard;11718 Metric Blvd;Austin;TX;78758;8002094245;24392;
The Children's Courtyard Master School;11718 Metric Blvd;Austin;TX;78758;8002094245;24392;
The Children's Courtyard;4213 Spicewood Springs Rd;Austin;TX;78759;8002094245;24391;
La Petite Academy;17001 E Iliff Ave;Aurora;CO;80013;8002077313;320211;
La Petite Academy;4290 S Richfield St;Aurora;CO;80013;8002077313;319851;
La Petite Academy;17391 E Wagon Trail Pl;Aurora;CO;80015;8002077313;320561;
La Petite Academy;13009 Westlake Dr;Broomfield;CO;80020;8002077313;320551;
La Petite Academy;11180 Eaton Street;Broomfield;CO;80020;8002077313;319901;
La Petite Academy;380 S McCaslin Blvd;Louisville;CO;80027;8002077313;320571;
La Petite Academy;2541 Prairie Ln;Castle Rock;CO;80104;8002077313;320541;
La Petite Academy;4620 S Yosemite St;Greenwood Village;CO;80111;8002077313;320181;
La Petite Academy;11550 W Burgundy Ave;Littleton;CO;80127;8002077313;320201;
La Petite Academy;9994 W Geddes Ave;Littleton;CO;80128;8002077313;320531;
La Petite Academy;11105 S Pikes Peak Dr;Parker;CO;80138;8002077313;320221;
La Petite Academy;348 South Owens Street;Lakewood;CO;80226;8002077313;313751;
La Petite Academy;3900 E 124th Ave;Thornton;CO;80241;8002077313;313371;
La Petite Academy;3615 Rio Vista Dr;Colorado Spgs;CO;80917;8002077313;319841;
La Petite Academy;2760 Purgatory Drive;Colorado Springs;CO;80918;8002077313;320171;
La Petite Academy;325 W 1550 N;Layton;UT;84041;8002077313;371719;
La Petite Academy;2105 Alta Canyon Dr;Sandy;UT;84093;8002077313;371717;
La Petite Academy;11347 S 1000 E;Sandy;UT;84094;8002077313;371720;
La Petite Academy;6955 S 2300 E;Salt Lake City;UT;84121;8002077313;371718;
Tutor Time;725 East Brill Street;Phoenix;AZ;85006;8002194278;238801;
Childtime;3546 E Thomas Rd;Phoenix;AZ;85018;8002194276;232681;
Tutor Time;4736 E Indian School Rd;Phoenix;AZ;85018;8002194278;235101;
Childtime;1212 E Glendale Ave;Phoenix;AZ;85020;8002194276;224121;
Tutor Time;875 East Bell Road;Phoenix;AZ;85022;8002194278;240521;
Childtime;3011 W Bell Rd;Phoenix;AZ;85023;8002194276;460837;
Tutor Time;24745 N. 23rd Avenue;Phoenix;AZ;85027;8002194278;460886;
Tutor Time;4060 E Bell Rd;Phoenix;AZ;85032;8002194278;282361;
Tutor Time;3316 East Baseline Road;Phoenix;AZ;85042;8002194278;231951;
Tutor Time;7810 W Lower Buckeye Rd;Phoenix;AZ;85043;8002194278;239381;
Childtime;5050 E Warner Rd;Phoenix;AZ;85044;8002194276;235711;
Tutor Time;15365 S 48th St;Phoenix;AZ;85044;8002194278;226271;
Tutor Time;3720 W Anthem Way;Anthem;AZ;85086;8002194278;232931;
Tutor Time;7255 S Power Rd;Queen Creek;AZ;85142;8002194278;238851;
Childtime;1111 N Horne;Mesa;AZ;85203;8002194276;223431;
Tutor Time;1928 North Gilbert Road;Mesa;AZ;85203;8002194278;228161;
Childtime;5154 E Adobe St;Mesa;AZ;85205;8002194276;235871;
La Petite Academy;2343 S Power Rd;Mesa;AZ;85208;8002077313;229681;
Childtime;350 N Pennington Dr;Chandler;AZ;85224;8002194276;232441;
Tutor Time;2050 West Ray Road;Chandler;AZ;85224;8002194278;228701;
La Petite Academy;5792 W Oakland St;Chandler;AZ;85226;8002077313;236571;
Tutor Time;905 North McClintock Drive;Chandler;AZ;85226;8002194278;240801;
Tutor Time;690 W Warner Rd;Gilbert;AZ;85233;8002194278;238161;
Childtime;3319 E Baseline Rd;Gilbert;AZ;85234;8002194276;231961;
Tutor Time;3901 E Guadalupe Rd;Gilbert;AZ;85234;8002194278;233341;
Tutor Time;1652 E Elliot Rd;Gilbert;AZ;85234;8002194278;281681;
La Petite Academy;3100 S Gilbert Rd;Chandler;AZ;85249;8002077313;231421;
Tutor Time;20645 North Scottsdale Road;Scottsdale;AZ;85255;8002194278;228781;
Tutor Time;11350 East VÃ­a Linda;Scottsdale;AZ;85259;8002194278;281311;
La Petite Academy;8433 E Raintree Dr;Scottsdale;AZ;85260;8002077313;240141;
La Petite Academy;1645 E Guadalupe Rd;Tempe;AZ;85283;8002077313;281671;
Tutor Time;1900 South Alma School Road;Chandler;AZ;85286;8002194278;228031;
Childtime;9105 N 57th Dr;Glendale;AZ;85302;8002194276;240881;
Tutor Time;10260 N 67th Ave;Glendale;AZ;85302;8002194278;281211;
Tutor Time;5911 West Thunderbird Road;Glendale;AZ;85306;8002194278;236751;
La Petite Academy;20195 N 67th Ave;Glendale;AZ;85308;8002077313;228521;
Tutor Time;5550 W Bell Rd;Glendale;AZ;85308;8002194278;236391;
Tutor Time;4710 East Lone Mountain Road;Cave Creek;AZ;85331;8002194278;235031;
Tutor Time;1730 North Dysart Road;Goodyear;AZ;85338;8002194278;227271;
Tutor Time;15438 W Bell Rd;Surprise;AZ;85374;8002194278;281561;
Tutor Time;8348 W Deer Valley Rd;Peoria;AZ;85382;8002194278;240011;
Childtime;1299 N 7th St;Sierra Vista;AZ;85635;8002194276;224501;
La Petite Academy;1155 N Sarnoff Dr;Tucson;AZ;85715;8002077313;223801;
La Petite Academy;1935 E Fort Lowell Rd;Tucson;AZ;85719;8002077313;228181;
La Petite Academy;8885 E Golf Links Rd;Tucson;AZ;85730;8002077313;240641;
Childtime;7090 N Thornydale Rd;Tucson;AZ;85741;8002194276;238571;
La Petite Academy;7930 N Thornydale Rd;Tucson;AZ;85741;8002077313;239511;
La Petite Academy;6570 S Midvale Park Rd;Tucson;AZ;85746;8002077313;237731;
Childtime;1120 S Harrison Rd;Tucson;AZ;85748;8002194276;223491;
La Petite Academy;8940 E Tanque Verde Rd;Tucson;AZ;85749;8002077313;240671;
Childtime;5675 E River Rd;Tucson;AZ;85750;8002194276;236481;
Childtime;109 E Oak Ave;Flagstaff;AZ;86001;8002194276;223191;
La Petite Academy;355 Avenida Bernalillo;Bernalillo;NM;87004;8002077313;372324;
La Petite Academy;6000 Fortuna Rd NW;Albuquerque;NM;87105;8002077313;460868;
La Petite Academy;6420 Gibson Blvd SE;Albuquerque;NM;87108;8002077313;371975;
La Petite Academy;7840 Constitution Ave NE;Albuquerque;NM;87110;8002077313;460869;
La Petite Academy;5212 Homestead Rd NE;Albuquerque;NM;87110;8002077313;460870;
La Petite Academy;12215 Towner Ave NE;Albuquerque;NM;87112;8002077313;371979;
La Petite Academy;4100 New Vistas Ct NW;Albuquerque;NM;87114;8002077313;371978;
La Petite Academy;5701 Redlands Rd NW;Albuquerque;NM;87120;8002077313;371971;
La Petite Academy;4910 Kachina NW;Albuquerque;NM;87120;8002077313;371977;
La Petite Academy;7615 Anaheim Ave NE;Albuquerque;NM;87122;8002077313;371972;
La Petite Academy;2800 Southern Blvd SE;Rio Rancho;NM;87124;8002077313;372103;
La Petite Academy;1501 Barbara Loop SE;Rio Rancho;NM;87124;8002077313;372104;
La Petite Academy;501 Quantum Rd NE;Rio Rancho;NM;87124;8002077313;372106;
La Petite Academy;1361 Rufina Cir;Santa Fe;NM;87505;8002077313;372168;
La Petite Academy;76 N Pecos Rd;Henderson;NV;89014;8002077313;364506;
La Petite Academy;1551 W Warm Springs Rd;Henderson;NV;89014;8002077313;364507;
La Petite Academy;4425 Simmons St;North Las Vegas;NV;89031;8002077313;364777;
La Petite Academy;2645 W Centennial Pkwy;North Las Vegas;NV;89084;8002077313;364778;
Childtime;555 Page St;Las Vegas;NV;89110;8002194276;364572;
La Petite Academy;680 E Warm Springs Rd;Las Vegas;NV;89119;8002077313;381341;
Childtime;7980 S Eastern Ave;Las Vegas;NV;89123;8002194276;364573;
La Petite Academy;2401 Tech Center Ct;Las Vegas;NV;89128;8002077313;364651;
La Petite Academy;2121 Harbor Island Dr;Las Vegas;NV;89128;8002077313;364652;
La Petite Academy;8451 Boseck Dr;Las Vegas;NV;89145;8002077313;364653;
La Petite Academy;750 N Alameda St;Los Angeles;CA;90012;8002077313;460871;
Childtime;4820 S Eastern Ave;Commerce;CA;90040;8002194276;6282;
Tutor Time;2850 Sepulveda Blvd;Torrance;CA;90505;8002194278;13077;
Tutor Time;5805 Corporate Ave;Cypress;CA;90630;8002194278;13903;
Childtime;1 World Trade Center;Long Beach;CA;90831;8002194276;8001;
Tutor Time;5108 Clareton Dr;Agoura Hills;CA;91301;8002194278;13076;
