"school ID";"ChildcareCenterus ID";"schood name";"addr";"addr2";"city";"state";"zip";"county";"area_code";"phone";"LocationPhone";"Email";"Director Name";"days open";"time_open";"time_close";"URL";"welcome message/school description";" programs available (200 chars max)";"Age Range";"License No";"Capacity";"Accept Subsidy (Y/N)";"Any Accreditation";"Logo url";"schools served"
"0355";681447;"The Goddard School";"400 Corporate Parkway";;"Hoover";"AL";"35242";"Jefferson";205;"9818080";2059818080;"HooverAL@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/birmingham/hoover-corporate-parkway-al";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0632";1088403;"The Goddard School";"2495 Broadway";;"New York";"NY";"10025";"MANHATTAN";212;"7122727";2127122727;"Manhattan1NY@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/nj-ny/manhattan-93rd-broadway-ny";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0808";;"The Goddard School";"1725 York Avenue";;"New York";"NY";"10128";;212;"8605306";2128605306;"Manhattan2NY@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/nj-ny/manhattan-90th-york-avenue-ny";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0790";90008;"The Goddard School";"3336 W. Main Street";;"Frisco";"TX";"75033";"DENTON";214;"8723600";2148723600;"FriscoTX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/dallas-fort-worth/frisco-main-street-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0239";708211;"The Goddard School";"240 W. Swamp Road";;"Doylestown";"PA";"18901";"BUCKS";215;"2309905";2152309905;"Doylestown1PA@goddardschools.com";;"Monday - Friday";"6:45 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/doylestown-swamp-road-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0083";712237;"The Goddard School";"420-B Dresher Rd";;"Horsham";"PA";"19044";"MONTGOMERY";215;"3289868";2153289868;"HorshamPA@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/horsham-dresher-road-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0394";;"The Goddard School";"100 Farm Lane";;"Doylestown";"PA";"18901";"MONTGOMERY";215;"3454121";2153454121;"Doylestown2PA@goddardschools.com";;"Monday - Friday";"6:45 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/doylestown-route-202-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0044";712125;"The Goddard School";"520 Stump Road";;"Montgomeryville";"PA";"18936";"BUCKS";215;"3935996";2153935996;"MontgomeryvillePA@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/montgomeryville-stump-road-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0460";708257;"The Goddard School";"1600 Meyer Way";;"Jamison";"PA";"18929";"BUCKS";215;"4912100";2154912100;"JamisonPA@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/jamison-meyer-way-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0180";708307;"The Goddard School";"138 Mill Road";;"Quakertown";"PA";"18951";"BUCKS";215;"5290408";2155290408;"QuakertownPA@goddardschools.com";;"Monday - Friday";"6:30 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/quakertown-mill-road-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0255";708273;"The Goddard School";"119 Pheasant Run";;"Newtown";"PA";"18940";"MONTGOMERY";215;"5798844";2155798844;"NewtownPA@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/newtown-pheasant-run-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0281";712169;"The Goddard School";"1820 County Line Road";;"Huntingdon Valley";"PA";"19006";"Montgomery";215;"9424332";2159424332;"HuntingdonValleyPA@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/philadelphia/huntingdon-valley-county-line-road-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0169";976849;"The Goddard School";"102 Stewart Lane";;"Chalfont";"PA";"18914";"BUCKS";215;"9972750";2159972750;"ChalfontPA@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/philadelphia/chalfont-stewart-lane-pa";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0619";991968;"The Goddard School";"5701 Lombardo Center Boulevard";;"Independence";"OH";"44131";"CUYAHOGA";216;"5252000";2165252000;"IndependenceOH@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/cleveland/independence-lombardo-center-boulevard-oh";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0750";1150610;"The Goddard School";"14250 Park Center Drive";;"Laurel";"MD";"20707";"PRINCE GEORGE'S";240;"5471470";2405471470;"LaurelMD@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/washington/laurel-park-center-drive-md";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0749";1150569;"The Goddard School";"6400 Goldsboro Road";;"Bethesda";"MD";"20817";"MONTGOMERY";240;"6302400";2406302400;"BethesdaMD@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/washington/bethesda-goldsboro-road-md";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0492";664675;"The Goddard School";"3825 Carriage Hill Drive";;"Urbana";"MD";"21704";"FREDERICK";240;"6990006";2406990006;"UrbanaMD@goddardschools.com";;"Monday - Friday";"6:30 AM";6:00 PM;"http://www.goddardschool.com/washington/urbana-carriage-hill-drive-md";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0334";205574;"The Goddard School";"935 E. Silverbell Road";;"Lake Orion";"MI";"48360";"OAKLAND";248;"3644401";2483644401;"LakeOrionMI@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/detroit/lake-orion-silverbell-road-mi";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0465";953909;"The Goddard School";"55 Gateway Drive";;"Oxford";"MI";"48371";"OAKLAND";248;"6286268";2486286268;"OxfordMI@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/detroit/oxford-gateway-drive-mi";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0793";;"The Goddard School";"820 E. Auburn Rd.";;"Rochester Hills";"MI";"48307";;248;"7102100";2487102100;"RochesterHillsMI@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/detroit/rochester-hills-auburn-road-mi";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0689";1119101;"The Goddard School";"7420 91st Avenue";;"Kenosha";"WI";"53142";"KENOSHA";262;"6940816";2626940816;"PleasantPrairieWI@goddardschools.com";;"Monday - Friday";"6:30 AM";6:00 PM;"http://www.goddardschool.com/milwaukee/pleasant-prairie-91st-avenue-wi";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0212";883484;"The Goddard School";"3355 Intertech Drive";;"Brookfield";"WI";"53045";"WAUKESHA";262;"7811400";2627811400;"BrookfieldWI@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/milwaukee/brookfield-intertech-drive-wi";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0697";1096457;"The Goddard School";"21024 W. Bellfort Street";;"Richmond";"TX";"77406";"FORT BEND";281;"2327980";2812327980;"Richmond2TX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/richmond-west-bellfort-street-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0818";959755;"The Goddard School";"8727 Eastloch Drive";;"Spring";"TX";"77379";"MONTGOMERY";281;"2514507";2812514507;"SpringTX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/spring-eastloch-drive-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0665";1061375;"The Goddard School";"14602 Spring Cypress Road";;"Cypress";"TX";"77429";"HARRIS";281;"3201885";2813201885;"Cypress2TX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/cypress-louetta-road-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0680";1061077;"The Goddard School";"2320 E. League City Parkway";;"League City";"TX";"77573";"GALVESTON";281;"3380508";2813380508;"LeagueCityTX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/league-city-east-league-city-parkway-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0677";1061060;"The Goddard School";"5220 Ranch Point Drive";;"Katy";"TX";"77494";"HARRIS";281;"3921200";2813921200;"Katy2TX@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/houston/katy-ranch-point-drive-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0566";934020;"The Goddard School";"24025 Cinco Village Center Boulevard";;"Katy";"TX";"77494";"HARRIS";281;"3921912";2813921912;"Katy1TX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/katy-cinco-village-center-boulevard-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0692";959754;"The Goddard School";"9722 U.S. Highway 90A";"Suite #111";"Sugar Land";"TX";"77478";"FORT BEND";281;"4910313";2814910313;"SugarLandTX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/sugar-land-highway-90a-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0533";84842;"The Goddard School";"8522 Princeton Place Drive";;"Tomball";"TX";"77375";"HARRIS";281;"5162111";2815162111;"TomballTX@goddardschools.com";;"Monday - Friday";"6:00 AM";6:00 PM;"http://www.goddardschool.com/houston/tomball-princeton-place-drive-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0651";1061374;"The Goddard School";"1720 Crescent Plaza Drive";;"Houston";"TX";"77077";"HARRIS";281;"5960300";2815960300;"Houston1TX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/houston-crescent-plaza-drive-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0653";1061376;"The Goddard School";"19406 Cypress N. Houston Road";;"Cypress";"TX";"77433";"HARRIS";281;"7583888";2817583888;"Cypress1TX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/cypress-creek-lakes-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0655";1097634;"The Goddard School";"6111 Sienna Ranch Road";;"Sienna Plantation";"TX";"77459";;281;"7788200";2817788200;"SiennaPlantationTX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/sienna-plantation-sienna-ranch-road-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0729";;"The Goddard School";"3655 Barker Cypress Road";;"Houston";"TX";"77084";;281;"8196750";2818196750;"Houston3TX@goddardschools.com";;"Monday - Friday";"7:00 AM";6:00 PM;"http://www.goddardschool.com/houston/houston-barker-cypress-road-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
"0744";;"The Goddard School";"3429 FM 2920";;"Spring";"TX";"77388";;281;"8255456";2818255456;"Spring2TX@goddardschools.com";;"Monday - Friday";"6:30 AM";6:30 PM;"http://www.goddardschool.com/houston/spring-fm-2920-tx";"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners.";"infant, toddler, preschool, pre-k, kindergarten, before- & after-school; summer camp";"6 Weeks - 6 Years";;;;;"http://www.goddardschool.com/images/icon.jpg";
