"Id";"Date";"Notes";"Link"
1035;"01/14/2014";"No deficiencies were cited on this date.";
1035;"05/21/2013";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05212013_4580_265476.pdf"
1035;"05/06/2013";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05062013_4580_263849.pdf"
1035;"09/17/2012";"No deficiencies were cited on this date.";
1035;"05/10/2012";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05102012_4580_250759.pdf"
1031;"10/26/2020";"No deficiencies were cited on this date.";
1031;"03/04/2020";"No deficiencies were cited on this date.";
1031;"09/09/2019";"No deficiencies were cited on this date.";
1031;"05/02/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05022019_3964_637879.pdf"
1031;"05/17/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05172018_3964_597295.pdf"
1031;"09/22/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09222017_3964_578574.pdf"
1031;"09/22/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09222017_3964_592078.pdf"
1031;"05/11/2017";"No deficiencies were cited on this date.";
1031;"03/29/2017";"No deficiencies were cited on this date.";
1031;"08/31/2016";"No deficiencies were cited on this date.";
1031;"04/05/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04052016_3964_515469.pdf"
1031;"05/14/2015";"No deficiencies were cited on this date.";
1031;"09/25/2014";"No deficiencies were cited on this date.";
1031;"05/12/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05122014_3964_278350.pdf"
1031;"01/14/2014";"No deficiencies were cited on this date.";
1032;"02/11/2021";"No deficiencies were cited on this date.";
1032;"10/28/2020";"No deficiencies were cited on this date.";
1032;"01/14/2020";"No deficiencies were cited on this date.";
1032;"08/16/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08162019_3961_637877.pdf"
1032;"05/17/2019";"No deficiencies were cited on this date.";
1032;"02/13/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02132019_3961_609105.pdf"
1032;"02/13/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02132019_3961_635097.pdf"
1032;"05/16/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05162018_3961_597293.pdf"
1032;"04/26/2018";"No deficiencies were cited on this date.";
1032;"04/26/2018";"No deficiencies were cited on this date.";
1032;"04/26/2018";"No deficiencies were cited on this date.";
1032;"10/11/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10112017_3961_592490.pdf"
1032;"10/11/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10112017_3961_592499.pdf"
1032;"10/03/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10032017_3961_578597.pdf"
1032;"10/03/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10032017_3961_592090.pdf"
1030;"10/26/2020";"No deficiencies were cited on this date.";
1030;"10/08/2019";"No deficiencies were cited on this date.";
1030;"05/16/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05162019_3962_637878.pdf"
1030;"05/01/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05012018_3962_597294.pdf"
1030;"05/17/2017";"No deficiencies were cited on this date.";
1030;"10/05/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10052016_3962_516421.pdf"
1030;"04/28/2016";"No deficiencies were cited on this date.";
1030;"03/02/2016";"No deficiencies were cited on this date.";
1030;"01/21/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01212016_3962_511086.pdf"
1030;"10/27/2015";"No deficiencies were cited on this date.";
1030;"09/17/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09172015_3962_506317.pdf"
1030;"05/13/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05132015_3962_504730.pdf"
1030;"05/05/2014";"Click Here *";
1030;"03/18/2014";"No deficiencies were cited on this date.";
1030;"09/24/2013";"No deficiencies were cited on this date.";
11008;"12/01/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12012020_16256_694405.pdf"
11008;"10/22/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10222020_16256_692381.pdf"
11008;"02/27/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02272020_16256_642165.pdf"
11008;"08/27/2019";"No deficiencies were cited on this date.";
11008;"04/17/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04172019_16256_637277.pdf"
11008;"02/06/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02062019_16256_624412.pdf"
11008;"12/04/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12042018_16256_623484.pdf"
11008;"12/04/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12042018_16256_623550.pdf"
11008;"10/24/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10242018_16256_609873.pdf"
11008;"12/06/2017";"No deficiencies were cited on this date.";
11008;"10/11/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10112017_16256_578454.pdf"
11008;"12/20/2016";"No deficiencies were cited on this date.";
11008;"12/01/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12012016_16256_539990.pdf"
11008;"08/31/2016";"No deficiencies were cited on this date.";
11008;"02/16/2016";"No deficiencies were cited on this date.";
21026;"12/17/2020";"No deficiencies were cited on this date.";
21026;"01/17/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01172020_9176_644143.pdf"
21026;"11/20/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11202019_9176_644590.pdf"
21026;"05/20/2019";"No deficiencies were cited on this date.";
21026;"04/12/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04122019_9176_636150.pdf"
21026;"01/11/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01112019_9176_623006.pdf"
21026;"04/26/2018";"No deficiencies were cited on this date.";
21026;"01/11/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01112018_9176_580470.pdf"
21026;"03/23/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03232017_9176_554950.pdf"
21026;"02/09/2017";"No deficiencies were cited on this date.";
21026;"12/06/2016";"No deficiencies were cited on this date.";
21026;"11/16/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11162016_9176_541701.pdf"
21026;"10/19/2016";"No deficiencies were cited on this date.";
21026;"09/26/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09262016_9176_510996.pdf"
21026;"10/20/2015";"No deficiencies were cited on this date.";
32045;"03/03/2021";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03032021_14193_692231.pdf"
32045;"09/09/2020";"No deficiencies were cited on this date.";
32045;"10/24/2019";"No deficiencies were cited on this date.";
32045;"05/06/2019";"No deficiencies were cited on this date.";
32045;"05/15/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05152018_14193_597365.pdf"
32045;"12/12/2017";"No deficiencies were cited on this date.";
32045;"05/04/2017";"No deficiencies were cited on this date.";
32045;"04/27/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04272016_14193_515548.pdf"
32045;"05/12/2015";"Click Here *";
32045;"05/06/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05062014_14193_278450.pdf"
32045;"09/11/2013";"No deficiencies were cited on this date.";
32045;"05/15/2013";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05152013_14193_263955.pdf"
32045;"05/08/2012";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05082012_14193_250876.pdf"
32045;"01/18/2012";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01182012_14193_243613.pdf"
32045;"09/16/2011";"Click Here *";
3022;"03/11/2021";"No deficiencies were cited on this date.";
3022;"09/11/2020";"No deficiencies were cited on this date.";
3022;"10/08/2019";"No deficiencies were cited on this date.";
3022;"10/08/2019";"No deficiencies were cited on this date.";
3022;"09/10/2019";"No deficiencies were cited on this date.";
3022;"05/09/2019";"No deficiencies were cited on this date.";
3022;"11/26/2018";"No deficiencies were cited on this date.";
3022;"08/27/2018";"No deficiencies were cited on this date.";
3022;"04/30/2018";"Report is not available on-line. You may contact Licensing for a hard copy.";
3022;"04/30/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04302018_869_597937.pdf"
3022;"09/18/2017";"No deficiencies were cited on this date.";
3022;"05/02/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05022017_869_554464.pdf"
3022;"10/25/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10252016_869_517920.pdf"
3022;"05/18/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05182016_869_513313.pdf"
3022;"01/06/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01062016_869_511429.pdf"
45002;"01/27/2021";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01272021_8831_696619.pdf"
45002;"01/13/2021";"No deficiencies were cited on this date.";
45002;"12/01/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12012020_8831_695185.pdf"
45002;"12/01/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12012020_8831_695359.pdf"
45002;"10/14/2020";"No deficiencies were cited on this date.";
45002;"10/14/2020";"Report is not available on-line. You may contact Licensing for a hard copy.";
45002;"08/20/2020";"No deficiencies were cited on this date.";
45002;"08/20/2020";"No deficiencies were cited on this date.";
45002;"03/05/2020";"No deficiencies were cited on this date.";
45002;"11/13/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11132019_8831_644050.pdf"
45002;"11/13/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11132019_8831_644139.pdf"
45002;"09/19/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09192019_8831_642504.pdf"
45002;"09/04/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09042019_8831_638084.pdf"
45002;"09/04/2019";"No deficiencies were cited on this date.";
45002;"09/04/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09042019_8831_641911.pdf"
45002;"04/10/2019";"No deficiencies were cited on this date.";
45002;"01/10/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01102019_8831_623002.pdf"
45002;"05/17/2018";"No deficiencies were cited on this date.";
45002;"05/09/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05092018_8831_598027.pdf"
45002;"04/24/2018";"No deficiencies were cited on this date.";
45002;"04/11/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04112018_8831_596750.pdf"
45002;"03/26/2018";"No deficiencies were cited on this date.";
49067;"02/04/2021";"No deficiencies were cited on this date.";
49067;"10/29/2020";"No deficiencies were cited on this date.";
49067;"03/03/2020";"No deficiencies were cited on this date.";
49067;"01/21/2020";"No deficiencies were cited on this date.";
49067;"08/15/2019";"No deficiencies were cited on this date.";
49067;"05/16/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05162019_51305_637995.pdf"
49067;"02/12/2019";"No deficiencies were cited on this date.";
49067;"02/12/2019";"No deficiencies were cited on this date.";
49067;"01/28/2019";"No deficiencies were cited on this date.";
49067;"10/31/2018";"No deficiencies were cited on this date.";
49065;"10/28/2020";"No deficiencies were cited on this date.";
49065;"01/30/2020";"No deficiencies were cited on this date.";
49065;"08/15/2019";"No deficiencies were cited on this date.";
49065;"05/17/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05172019_51306_637996.pdf"
49065;"01/28/2019";"No deficiencies were cited on this date.";
49065;"10/18/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10182018_51306_611093.pdf"
49059;"10/28/2020";"No deficiencies were cited on this date.";
49059;"02/19/2020";"No deficiencies were cited on this date.";
49059;"08/28/2019";"No deficiencies were cited on this date.";
49059;"05/17/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05172019_51299_637989.pdf"
49059;"01/31/2019";"No deficiencies were cited on this date.";
49059;"12/07/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12072018_51299_623685.pdf"
49059;"10/26/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10262018_51299_611083.pdf"
49066;"11/12/2020";"No deficiencies were cited on this date.";
49066;"02/10/2020";"No deficiencies were cited on this date.";
49066;"09/30/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09302019_51300_642124.pdf"
49066;"08/27/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08272019_51300_639436.pdf"
49066;"05/08/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05082019_51300_637990.pdf"
49066;"01/24/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01242019_51300_623708.pdf"
49066;"10/31/2018";"No deficiencies were cited on this date.";
49064;"10/26/2020";"No deficiencies were cited on this date.";
49064;"01/22/2020";"No deficiencies were cited on this date.";
49064;"11/14/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11142019_51301_639448.pdf"
49064;"05/16/2019";"No deficiencies were cited on this date.";
49064;"01/24/2019";"No deficiencies were cited on this date.";
49064;"10/29/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10292018_51301_611087.pdf"
49068;"03/04/2021";"No deficiencies were cited on this date.";
49068;"03/04/2021";"No deficiencies were cited on this date.";
49068;"10/27/2020";"No deficiencies were cited on this date.";
49068;"03/03/2020";"No deficiencies were cited on this date.";
49068;"11/20/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11202019_51308_644566.pdf"
49068;"11/04/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11042019_51308_643962.pdf"
49068;"11/04/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11042019_51308_644006.pdf"
49068;"09/19/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09192019_51308_641856.pdf"
49068;"08/22/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08222019_51308_637998.pdf"
49068;"01/30/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01302019_51308_635160.pdf"
49068;"12/07/2018";"Report is not available on-line. You may contact Licensing for a hard copy.";
49068;"10/15/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10152018_51308_611099.pdf"
500006;"01/13/2021";"No deficiencies were cited on this date.";
500006;"06/04/2020";"No deficiencies were cited on this date.";
500006;"03/04/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03042020_1915_656308.pdf"
500006;"06/12/2019";"No deficiencies were cited on this date.";
500006;"05/02/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05022019_1915_636217.pdf"
500006;"01/07/2019";"No deficiencies were cited on this date.";
500006;"10/12/2018";"No deficiencies were cited on this date.";
500006;"04/16/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04162018_1915_595999.pdf"
500006;"05/02/2017";"No deficiencies were cited on this date.";
500006;"04/10/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04102017_1915_555762.pdf"
500006;"03/13/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03132017_1915_554475.pdf"
500006;"06/28/2016";"No deficiencies were cited on this date.";
500006;"03/30/2016";"No deficiencies were cited on this date.";
500006;"03/15/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03152016_1915_514197.pdf"
500006;"08/13/2015";"No deficiencies were cited on this date.";
49063;"10/26/2020";"No deficiencies were cited on this date.";
49063;"02/21/2020";"No deficiencies were cited on this date.";
49063;"08/28/2019";"No deficiencies were cited on this date.";
49063;"05/09/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05092019_51302_637992.pdf"
49063;"01/30/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01302019_51302_635114.pdf"
49063;"12/07/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12072018_51302_623552.pdf"
49063;"10/30/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10302018_51302_611088.pdf"
49060;"10/30/2020";"No deficiencies were cited on this date.";
49060;"02/20/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02202020_51303_656531.pdf"
49060;"02/10/2020";"No deficiencies were cited on this date.";
49060;"12/11/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12112019_51303_643866.pdf"
49060;"09/20/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09202019_51303_640672.pdf"
49060;"07/09/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07092019_51303_637993.pdf"
49060;"04/11/2019";"No deficiencies were cited on this date.";
49060;"03/12/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03122019_51303_634982.pdf"
49060;"11/28/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11282018_51303_623352.pdf"
49060;"10/31/2018";"No deficiencies were cited on this date.";
49061;"10/27/2020";"No deficiencies were cited on this date.";
49061;"01/22/2020";"No deficiencies were cited on this date.";
49061;"11/14/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11142019_51307_640071.pdf"
49061;"06/13/2019";"No deficiencies were cited on this date.";
49061;"01/31/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01312019_51307_623701.pdf"
49061;"10/29/2018";"No deficiencies were cited on this date.";
45028;"02/08/2021";"No deficiencies were cited on this date.";
45028;"10/22/2020";"No deficiencies were cited on this date.";
45028;"03/11/2020";"No deficiencies were cited on this date.";
45028;"03/11/2020";"No deficiencies were cited on this date.";
45028;"09/30/2019";"No deficiencies were cited on this date.";
45028;"03/15/2019";"No deficiencies were cited on this date.";
45028;"12/07/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12072018_9991_622623.pdf"
45028;"08/30/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08302018_9991_597051.pdf"
45028;"08/30/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08302018_9991_610781.pdf"
45028;"03/06/2018";"No deficiencies were cited on this date.";
45028;"10/12/2017";"No deficiencies were cited on this date.";
45028;"05/11/2017";"No deficiencies were cited on this date.";
45028;"03/09/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03092017_9991_553432.pdf"
45028;"01/17/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01172017_9991_553141.pdf"
45028;"10/27/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10272016_9991_541352.pdf"
505005;"11/24/2020";"No deficiencies were cited on this date.";
505005;"11/05/2019";"No deficiencies were cited on this date.";
505005;"05/16/2019";"No deficiencies were cited on this date.";
505005;"01/22/2019";"No deficiencies were cited on this date.";
505005;"05/03/2018";"No deficiencies were cited on this date.";
505005;"03/14/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03142018_50295_596085.pdf"
505005;"02/07/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02072018_50295_591345.pdf"
505005;"07/10/2017";"No deficiencies were cited on this date.";
505005;"04/24/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04242017_50295_554573.pdf"
505005;"05/18/2016";"Report is not available on-line. You may contact Licensing for a hard copy.";
49062;"10/29/2020";"No deficiencies were cited on this date.";
49062;"10/07/2019";"No deficiencies were cited on this date.";
49062;"06/17/2019";"No deficiencies were cited on this date.";
49062;"01/31/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01312019_51304_623601.pdf"
49062;"10/29/2018";"No deficiencies were cited on this date.";
568001;"09/29/2020";"No deficiencies were cited on this date.";
568001;"10/08/2019";"No deficiencies were cited on this date.";
568001;"08/20/2019";"No deficiencies were cited on this date.";
568001;"01/31/2019";"No deficiencies were cited on this date.";
568001;"10/11/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10112018_11393_609812.pdf"
568001;"07/10/2018";"No deficiencies were cited on this date.";
568001;"03/20/2018";"No deficiencies were cited on this date.";
568001;"10/09/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10092017_11393_578389.pdf"
568001;"06/28/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06282016_11393_515370.pdf"
568001;"02/22/2016";"No deficiencies were cited on this date.";
568001;"07/14/2015";"No deficiencies were cited on this date.";
568001;"07/07/2014";"Report is not available on-line. You may contact Licensing for a hard copy.";
568001;"06/10/2014";"No deficiencies were cited on this date.";
568001;"02/27/2014";"No deficiencies were cited on this date.";
568001;"08/20/2013";"No deficiencies were cited on this date.";
588001;"01/20/2021";"No deficiencies were cited on this date.";
588001;"08/24/2020";"No deficiencies were cited on this date.";
588001;"08/10/2020";"No deficiencies were cited on this date.";
588001;"07/02/2020";"No deficiencies were cited on this date.";
588001;"02/04/2020";"No deficiencies were cited on this date.";
588001;"01/13/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01132020_50169_644837.pdf"
588001;"10/29/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10292019_50169_643361.pdf"
588001;"10/29/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10292019_50169_643942.pdf"
588001;"09/24/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09242019_50169_642286.pdf"
588001;"09/04/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09042019_50169_638984.pdf"
588001;"07/16/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07162019_50169_640200.pdf"
588001;"05/29/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05292019_50169_637551.pdf"
588001;"02/27/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02272019_50169_635139.pdf"
588001;"12/19/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12192018_50169_622746.pdf"
588001;"09/28/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09282018_50169_608896.pdf"
588001;"07/31/2018";"No deficiencies were cited on this date.";
588001;"07/31/2018";"No deficiencies were cited on this date.";
588001;"03/26/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03262018_50169_595821.pdf"
576001;"03/04/2021";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03042021_12531_695723.pdf"
576001;"03/04/2021";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03042021_12531_697182.pdf"
576001;"11/30/2020";"No deficiencies were cited on this date.";
576001;"09/14/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09142020_12531_656637.pdf"
576001;"09/09/2019";"No deficiencies were cited on this date.";
576001;"02/26/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02262019_12531_611162.pdf"
576001;"08/14/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08142018_12531_608811.pdf"
576001;"03/20/2018";"No deficiencies were cited on this date.";
576001;"08/21/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08212017_12531_578198.pdf"
576001;"03/21/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03212017_12531_540166.pdf"
576001;"09/07/2016";"No deficiencies were cited on this date.";
576001;"09/17/2015";"No deficiencies were cited on this date.";
576001;"10/16/2014";"No deficiencies were cited on this date.";
576001;"08/21/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08212014_12531_280674.pdf"
576001;"11/21/2013";"No deficiencies were cited on this date.";
593001;"11/17/2020";"No deficiencies were cited on this date.";
593001;"11/17/2020";"No deficiencies were cited on this date.";
593001;"06/01/2020";"No deficiencies were cited on this date.";
593001;"02/18/2020";"No deficiencies were cited on this date.";
593001;"09/24/2019";"No deficiencies were cited on this date.";
593001;"05/20/2019";"No deficiencies were cited on this date.";
593001;"05/20/2019";"No deficiencies were cited on this date.";
593001;"01/24/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01242019_520_609442.pdf"
