"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";;;;;"bad url?";
854969;"KIDS FOR THE FUTURE OF MARIANNA INC";"401 MAIN ST";"MARIANNA";"AR";72360;"LEE";8702955280;"http://www.kidsforthefuture.com/contact/";;"Kids for the Future is a family owned and operated business located in 5 counties in northeast Arkansas.  For over 20 years, we’ve served tens of thousands of families, addressing each of their individual needs. Our focus is helping your child grow, all within a nurturing environment.  We believe in providing quality early intervention services for children with developmental delays as well as therapeutic services for children and adolescents with emotional and behavioral health issues.";"http://www.kidsforthefuture.com/contact/";;;"http://www.kidsforthefuture.com/careers/";;;"y";"y";"y";"y";"y";"y";"http://kidsforthefuture.com/wp-content/uploads/2013/12/logo.png";;;;;;
854989;"KIDS R US";"1303 S HERVEY";"HOPE";"AR";71801;"HEMPSTEAD";8707771380;"https://www.facebook.com/pages/Kids-R-Us/162861910399876";;;"https://www.facebook.com/pages/Kids-R-Us/162861910399876";"https://www.facebook.com/pages/Kids-R-Us/162861910399876";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
854991;"KIDS STUFF PRESCHOOL & CHILDCARE INC";"227 EAST CIRCLE DRIVE";"RUSSELLVILLE";"AR";72801;"POPE";4799685159;"https://www.facebook.com/pages/Kids-Stuff-Pre-School-Child-Care/123020611090026";;;"https://www.facebook.com/pages/Kids-Stuff-Pre-School-Child-Care/123020611090026";"https://www.facebook.com/pages/Kids-Stuff-Pre-School-Child-Care/123020611090026";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
855006;"KIDS WORLD DAYCARE";"409 NORTH EXPRESS";"PARIS";"AR";72855;"LOGAN";4799636588;;;;;;;;;;;;;;;;;;;;;"Y";
855010;"KIDSCLUB";"315 WEST OLIVE ST";"ROGERS";"AR";72756;"BENTON";4799271004;;;;;;;;;;;;;;;;;;;;;"Y";
855012;"KIDSMART DAY SCHOOL/AFTER SCHOOL TUTORING CTR";"3516 BASELINE RD";"LITTLE ROCK";"AR";72209;"PULASKI";5015620968;;;;;;;;;;;;;;;;;;;;;"Y";
855017;"KIDZ KARE TOO";"600 N. 17TH ST";"OZARK";"AR";72949;"FRANKLIN";4796675004;;;;;;;;;;;;;;;;;;;;;"Y";
855024;"KIDZ UNIVERSITY";"2130 SPRING VALLEY DR.";"CONWAY";"AR";72034;"FAULKNER";5013277171;;;;;;;;;;;;;;;;;;;;;"Y";
855029;"KIDZPLACE";"FOOTBALL STADIUM ROAD";"OLA";"AR";72853;"YELL";4794895624;;;;;;;;;;;;;;;;;;;;;"Y";
855030;"KILPATRICK ELEMENTARY SCHOOL ABC PRESCHOOL";"1002 EAST 35TH STREET";"TEXARKANA";"AR";71854;"MILLER";8707749691;;;;;;;;;;;;;;;;;;;;;"Y";
855036;"KINDERKARE PRESCHOOL";"689 NORTH PARROTT DRIVE";"HUNTSVILLE";"AR";72740;"MADISON";4797386655;;;;;;;;;;;;;;;;;;;;;"Y";
855037;"KINDLES LOVE AND CARE LEARNING CENTER";"3914 W 12TH";"LITTLE ROCK";"AR";72204;"PULASKI";5016149868;;;;;;;;;;;;;;;;;;;;;"Y";
855038;"KING ELEMENTARY PRESCHOOL";"401 NORTH 19TH";"VAN BUREN";"AR";72956;"CRAWFORD";4794742661;;;;;;;;;;;;;;;;;;;;;"Y";
855040;"KINGDOM KIDDS";"9900 BROCKINGTON";"SHERWOOD";"AR";72120;"PULASKI";5018345474;;;;;;;;;;;;;;;;;;;;;"Y";
855042;"KINGS KIDS LEARNING CENTER";"10610 CHICOT ROAD";"LITTLE ROCK";"AR";72209;"PULASKI";5019513788;;;;;;;;;;;;;;;;;;;;;"Y";
855044;"KINGSTON ABC PRESCHOOL";"220 MADISON 2620";"KINGSTON";"AR";72742;"MADISON";"870.429.9122";"http://www.oursc.k12.ar.us/?DivisionID=7415&DepartmentID=7322";"billier@oursc.k12.ar.us";;"http://www.oursc.k12.ar.us/?DivisionID=7415&DepartmentID=7322";;;;;;"n";"n";"y";"y";"n";"n";;;;;;;
855063;"LA PETITE";"704 S LINDEN";"PINE BLUFF";"AR";71601;"JEFFERSON";5012400533;;;;;;;;;;;;;;;;;;;;;"Y";
855064;"LA PETITE ACADEMY";"215 NORTH WALTON BLVD";"BENTONVILLE";"AR";72712;"BENTON";4792719221;"http://www.lapetite.com/our-schools/bentonville-ar-7616/";;"Welcome to La Petite Academy, an educational daycare in Bentonville, AR. We provide a nurturing learning environment and implement developmentally appropriate practices in each of our programs.

We offer programs for infants and toddlers, Preschool, Pre-Kindergarten and more. Each program implements a research-based curriculum that focuses on meaningful, fun and engaging experiences.

Here at La Petite Academy, we have an outstanding team of teachers. Our staff is dedicated to providing families and children the best possible experience each and every day. All of our staff members receive monthly trainings and ongoing education.

We offer on-site speech therapy services with licensed speech therapists. We also offer a soccer program that is run by Happy Feet on Friday mornings.";"http://www.lapetite.com/our-schools/bentonville-ar-7616/";"https://www.facebook.com/LaPetiteAcademy";"06:00 AM - 06:00 PM";"http://www.lapetite.com/about-us/child-care-careers/";"http://www.lapetite.com/child-care-centers/enrollment/";;"y";"y";"y";"y";"n";"n";;;;;;;
855065;"LA PETITE ACADEMY";"3686 FRONT STREET";"FAYETTEVILLE";"AR";72703;"WASHINGTON";4794448130;"http://www.lapetite.com/our-schools/fayetteville-ar-7617/";;"Welcome to our La Petite Academy educational daycare in Fayetteville, Arkansas! My name is Mollie Moore, and I am the Academy Director. With a degree in education as well as other early childhood education programs and 34 years of teaching and managing experience, I am committed to making your toughest decision in selecting child care/preschool much easier. Based on my extensive experience and education, I can confidently say our infant care, preschool and other age-specific programs are the best in the Fayetteville community.

Since being director of this school since 2008, I have treated everyone involved as if they were my own family - the children, parents and teachers alike. We want our learning center to be warm and welcoming and have an open-door policy for anyone who would like to talk. Monthly events encourage everyone to participate to ensure our families meet each other and develop strong relationships.

Our center here in Fayetteville is working towards accreditation at both the state and national levels. The standards we follow are higher than the State of Arkansas's Child Daycare Licensing Standards. Teachers have selected to follow these higher standards when implementing curriculum, maintaining the classroom, and communicating with you.

I find it rewarding when I overhear children telling their parents about the great day they had how much fun they had with their teachers and classmates. We are fortunate to have an outstanding staff dedicated to our children and families. More than half of our teachers have at least four years teaching experience. All of our teachers receive monthly training as well as ongoing training provided by our state's central professional registry program.
";"http://www.lapetite.com/our-schools/fayetteville-ar-7617/";"https://www.facebook.com/LaPetiteAcademy";" 06:00 AM - 06:00 PM";"http://www.lapetite.com/about-us/child-care-careers/";"http://www.lapetite.com/child-care-centers/enrollment/";;"y";"y";"y";"y";"y";"y";;;;;;;
855068;"LAFAYETTE 3-5";"308 W 8TH STREET";"HOPE";"AR";71801;"HEMPSTEAD";8707030861;;;;;;;;;;;;;;;;;;;;;"Y";
855072;"LAKE POINT KIDDIE COTTAGE LLC";"1 LAKE POINT DRIVE";"MAUMELLE";"AR";72113;"PULASKI";5018513343;"https://www.facebook.com/lakepointkiddiecottage/info?tab=page_info";"lpkids@att.net";;"https://www.facebook.com/lakepointkiddiecottage/info?tab=page_info";"https://www.facebook.com/lakepointkiddiecottage/info?tab=page_info";"Mon - Fri: 
6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
855073;"LAKE VIEW LEARNING CENTER";"14466 HWY 44";"HELENA";"AR";72342;"PHILLIPS";8708276889;;;;;;;;;;;;;;;;;;;;;"Y";
855075;"LAKESIDE EARLY INTERVENTION";"2871 MALVERN AVENUE";"HOT SPRINGS";"AR";71901;"GARLAND";5012626206;;;;;;;;;;;;;;;;;;;;;"Y";
855076;"LAKESIDE PRE-SCHOOL";"HWY 82 WEST";"LAKE VILLAGE";"AR";71653;"CHICOT";8702657317;;;;;;;;;;;;;;;;;;;;;"Y";
855077;"LAKESIDE PRESCHOOL INC.";"2820 MALVERN AVE.";"HOT SPRINGS";"AR";71901;"GARLAND";5012629099;;;;;;;;;;;;;;;;;;;;;"Y";
855078;"LAKESIDE PRESCHOOL PROGRAM EUDORA";"566 S MABRY ST";"EUDORA";"AR";71640;"CHICOT";8703556040;;;;;;;;;;;;;;;;;;;;;"Y";
855079;"LAKEWOOD METHODIST MOTHERS DAY OUT";"1922 TOPF ROAD";"North Little Rock";"AR";72116;"PULASKI";5017536199;"http://lakewood-umc.org/MDO";"SAbles@lakewood-umc.org";"About Our Program: ""The child first"" is a tradition at Lakewood United Methodist Mother's Day Out. The purpose is for each child to grow and develop at his or her own pace. Each child is considered an individual. Our staff strives to nurture growth in feelings by loving, accepting and approving of the children for what they are. Good personal relationships are also encouraged so that the child gains independence and learns cooperation. Our program is designed to give your child a safe, stimulating environment in which to learn and grow. All classes have a structured day, with many learning activities taking place. These learning experiences are planned to challenge your child without exerting undue pressure to perform. We want your child to enjoy the time spent with us. We plan five holiday parties a year: Fall Festival, Thanksgiving, Christmas, Valentine's and Easter. Birthdays may be celebrated if the parent coordinates with the teachers in advance.Our Director of Mother's Day Out is the very experienced and loving Sarah Ables. We are a fully licensed facility and follow all state regulations pertaining to the welfare of children. Our program has been inspected and approved by the Arkansas Child Care Facility Review Board and by the local fire department. Fire and weather drills are practiced monthly. All staff members obtain continuing education requirements yearly and most are trained in CPR.  
";"http://lakewood-umc.org/MDO";;;;;"http://lakewood-umc.org/MDO";"y";"y";"y";"y";"n";"n";;;;;;;"Friday-Saturday"
855080;"LAMAR ELEMENTARY SCHOOL";"301 ELBERTA STREET";"LAMAR";"AR";72846;"JOHNSON";4798853363;"http://les.apps.lamarwarriors.org/";"carolw@lamarwarriors.org";"Our Mission:
""Building Tomorrow's Community of Leaders Today""";"http://les.apps.lamarwarriors.org/";;"Monday-Friday, 8:00am-4:30pm";;;;"n";"n";"y";"y";"y";"y";"http://les.apps.lamarwarriors.org/_/rsrc/1376595046432/config/customLogo.gif?revision=15";;;;;;
855081;"LANDMARK ELEMENTARY SCHOOL";"16712 ARCH STREET PIKE";"LITTLE ROCK";"AR";72206;"PULASKI";" 501.888.8790 ";"https://landmark.pcssd.org/";"pmccurry@pcssd.org";;"https://landmark.pcssd.org/";"https://www.facebook.com/pcssdschools";;"https://www.astihosted.com/pucssd/jam/DefaultApplicant.asp";;;"n";"n";"y";"y";"y";"y";;;;;;;
855083;"LANGSTON AEROSPACE MAGNET PRESCHOOL";"120 CHESTNUT ST";"HOT SPRINGS";"AR";71901;"GARLAND";5016207821;;;;;;;;;;;;;;;;;;;;;"Y";
855085;"LASONIAS ACTIVITY LAND";"423 HOBSON AVE";"HOT SPRINGS";"AR";71901;"GARLAND";5016232889;;;;;;;;;;;;;;;;;;;;;"Y";
855087;"LATESAS LEARNING & DEVELOPMENT CENTER";"2006 S PINE ST";"LITTLE ROCK";"AR";72204;"PULASKI";5012919504;;;;;;;;;;;;;;;;;;;;;"Y";
855092;"LAWSON ELEMENTARY";"19901 LAWSON RD";"LITTLE ROCK";"AR";72210;"PULASKI";5018217000;;;;;;;;;;;;;;;;;;;;;"Y";
855100;"LEARN AND PLAY DAYCARE INC";"230 S GRACE LANE";"FARMINGTON";"AR";72730;"WASHINGTON";4792675437;;;;;;;;;;;;;;;;;;;;;"Y";
855102;"LEARNING LAND";"1103 EAST L. ST.";"RUSSELLVILLE";"AR";72801;"POPE";4799683007;"http://www.myconnectchurch.cc/learning-land";"kim@myconnectchurch.cc";"Learning Land is a state licensed facility that reflects CONNECTchurch's concern for the religious education of children, 2 months through 5 years of age. During the first six years of life, children form their basic patterns for handling life. Our goal is to provide an educational program that nourishes the needs of the child and emphasizes growth in all areas- physical, mental, emotional, and spiritual- as a continuous, interrelated process.";"http://www.myconnectchurch.cc/learning-land";;"7:30am to 3:30pm, Monday through Friday";;"http://www.myconnectchurch.cc/learning-land";;"y";"y";"y";"y";"n";"n";"http://www.myconnectchurch.cc/filerequest/1692";;;;;;
855111;"LEVY CHRISTIAN KINDERGARTEN";"5124 CAMP ROBINSON ROAD";"North Little Rock";"AR";72118;"PULASKI";5017585466;"https://www.facebook.com/pages/Levy-Christian-Kindergarten-and-Montessori-School/102834676433255?sk=info&tab=page_info";;"We are a half day Montessori school for ages 3-6. We teach using the Montessori Method as well as conventional schooling methods. Call today for more information 501.758.5466.";"https://www.facebook.com/pages/Levy-Christian-Kindergarten-and-Montessori-School/102834676433255?sk=info&tab=page_info";"https://www.facebook.com/pages/Levy-Christian-Kindergarten-and-Montessori-School/102834676433255?sk=info&tab=page_info";;;;;"n";"n";"y";"y";"n";"n";;;;;;;
855115;"LIFE SKILLS FOR YOUTH";"10710 INTERSTATE 30";"LITTLE ROCK";"AR";72209;"PULASKI";5015654966;;;;;;;;;;;;;;;;;;;;;"Y";
855122;"LIFE STRATEGIES OF ARKANSAS LLC";"2135 MALCOLM";"NEWPORT";"AR";72112;"JACKSON";8707321878;"http://Lifestrategiesar.com";;"MISSION
To provide the best quality of care to clients and the community. ""Think Quality First"" approach to every aspect of patient care.

VISION
To establish a comprehensive network of behavioral health services througout the state of Arkansas.

VALUES
Integrity, Quality, and Customer Service are the guiding values of our company. ";"http://Lifestrategiesar.com";;;"http://lifestrategiesar.com/HumanResources.html";;;"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";;;;;;;
855123;"LIFE STRATEGIES OF ARKANSAS LLC";"320 LEE STREET";"EARLE";"AR";72331;"CRITTENDEN";8707927769;"http://www.lifestrategiesar.com/";;"MISSION
To provide the best quality of care to clients and the community. ""Think Quality First"" approach to every aspect of patient care.

VISION
To establish a comprehensive network of behavioral health services througout the state of Arkansas.

VALUES
Integrity, Quality, and Customer Service are the guiding values of our company. ";"http://www.lifestrategiesar.com/";;;"http://lifestrategiesar.com/HumanResources.html";;;"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";;;;;;;
855128;"LIL BLESSING LEARNING CENTER";"910 W DIXON RD";"LITTLE ROCK";"AR";72206;"PULASKI";5018883838;;;;;;;;;;;;;;;;;;;;;"Y";
855129;"LIL BUCKAROO LEARNING CENTER AND DAY CARE";"1301 HWY 18 LAKE CITY AR";"LAKE CITY";"AR";72437;"CRAIGHEAD";8702378100;;;;;;;;;;;;;;;;;;;;;"Y";
855133;"LIL DOG HOUSE DAYCARE AND PRESCHOOL";"207 FORD STREET";"STAR CITY";"AR";71667;"LINCOLN";8706284448;;;;;;;;;;;;;;;;;;;;;"Y";
855137;"LIL HAWKS PRESCHOOL CENTER";"5690 HWY. 9";"CENTER RIDGE";"AR";72027;"CONWAY";5018932435;;;;;;;;;;;;;;;;;;;;;"Y";
855141;"LIL MOTIVATORS ACADEMY CHILDCARE INC.";"423 DUPREE";"JACKSONVILLE";"AR";72076;"PULASKI";5019828801;;;;;;;;;;;;;;;;;;;;;"Y";
855145;"LIL SCHOLAR PRE SCHOOL";"504 CEDAR STREET";"CROSSETT";"AR";71635;"ASHLEY";8705002134;;;;;;;;;;;;;;;;;;;;;"Y";
855148;"LILLY BLOSSOM DAYCARE";"GARLAND AVE";"HOT SPRINGS";"AR";71913;"GARLAND";5016257790;;;;;;;;;;;;;;;;;;;;;"Y";
855150;"LILY PAD LEARNING CENTER";"4 DEE LANE";"CONWAY";"AR";72032;"FAULKNER";5014506332;;;;;;;;;;;;;;;;;;;;;"Y";
855152;"LINCOLN AFTER SCHOOL DAYCARE";"810 EP ROTHROCK";"LINCOLN";"AR";72744;"WASHINGTON";4798243010;;;;;;;;;;;;;;;;;;;;;"Y";
855153;"LINCOLN CHILD CARE CENTER";"1415 NORTH 9TH ST.";"FORT SMITH";"AR";72902;"SEBASTIAN";4797824997;"http://www.unitedwayfortsmith.org/lincoln-childcare-center/";" lincolnchild1@aol.com";"Lincoln Childcare Center is the only non-profit that provides vital Quality Childcare to low-income families on a sliding scale. The need for the services we provide is great, because for many in the Fort Smith Area, affordable childcare does not exist. As a result, many small children are often left at home under the supervision of older siblings who should be in school. Worse yet, there are cases where these children are left alone at home.";"http://www.unitedwayfortsmith.org/lincoln-childcare-center/";;;;;;"y";"y";"y";"y";"n";"n";;;;;;;
855154;"LINCOLN ELEMENTARY SCHOOL PRE-K";"613 COUNTY AVE";"LINCOLN";"AR";72744;"WASHINGTON";4798243010;"http://www.lincolncsd.com/little-school-childcare/";;;"http://www.lincolncsd.com/little-school-childcare/";;"7:00 am – 5:00 pm
Monday – Friday";;;;"y";"y";"y";"y";"n";"n";"http://www.lincolncsd.com/wp-content/themes/lcsd/images/header.png";;;;;;
855155;"LINCOLN LITTLE SCHOOL";"200 E SCHOOL STREET";"LINCOLN";"AR";72744;"WASHINGTON";4798243010;;;;;;;;;;;;;;;;;;;;;"Y";
855160;"LINDAS LEARNING CENTER LLC";"1304 WRIGHT AVE";"LITTLE ROCK";"AR";72206;"PULASKI";5013742949;;;;;;;;;;;;;;;;;;;;;"Y";
855161;"LINDEN STREET DAY CARE";"276 LINDEN STREET";"HOT SPRINGS";"AR";71901;"GARLAND";"501-624-2455";"http://quapawhouseinc.org/index.php/linden-street/linden-st-child-care-center";;"Linden Street Child Care Center was started to provide onsite childcare for our residents. Our first license in 1993 was for 11 children. Today, LSCC serves Specialized Women's Services (BARBS), staff and general public childcare needs.  Offering preschool childcare during the school year and school-age childcare in the summer months.  Adjacent to Linden Street Park and equipped with our own playground, there is no shortage of fun and age-appropriate physical developmental activities.  LSCC also collaborates with Arkansas Therapy Group to determine and meet any special developmental needs of our youth.  The purpose of Linden Street Child Care Center is to meet the needs of children and their families to ensure uniform application of standards of care for the development of children.

Linden Street Child Care Center is licensed by the Department of Human Services to care for infants six weeks through school age children up to twelve years.

Our school-aged summer day camp program offers all the excitement of summer activities, complete with nutritional meals, field trips, water fun, movies, and developing new friendships.";"http://quapawhouseinc.org/index.php/linden-street/linden-st-child-care-center";;;;;;"y";"y";"y";"y";"y";"y";;;;;;;
855165;"LITTLE ANGELS CHILD CARE OF PRESCOTT";"425 W 2ND STREET";"PRESCOTT";"AR";71857;"NEVADA";8708870375;;;;;;;;;;;;;;;;;;;;;"Y";
855166;"LITTLE ANGELS CHILD DEVELOPEMENT CENTER";"905 N. SPRINGFIELD ST.";"BERRYVILLE";"AR";72616;"CARROLL";8704234386;;;;;;;;;;;;;;;;;;;;;"Y";
855167;"LITTLE ANGELS CHILDCARE";"5104 BASELINE RD";"LITTLE ROCK";"AR";72209;"PULASKI";5015629132;;;;;;;;;;;;;;;;;;;;;"Y";
855172;"LITTLE BITTY CITY DAYCARE/PRESCHOOL";"4332 CENTRAL AVE. SUITE N";"HOT SPRINGS";"AR";71913;"GARLAND";5015257529;"http://littlebittycity.com/index.php?p=home";;"Welcome to Little Bitty City ... an indoor kids creative playground. Our mission is to provide a safe, fun-filled environment where children can dream, explore and imagine the possibilities through self-directed play.";"http://littlebittycity.com/index.php?p=home";"https://www.facebook.com/pages/Little-Bitty-City-Daycare/112922625402510";"Tuesday – Saturday 10 a.m. to 5 p.m.";;;;"y";"y";"y";"y";"n";"n";;;;;;;
855177;"LITTLE BLESSINGS DAYCARE AND PRESCHOOL";"217 S WEST END";"SPRINGDALE";"AR";72764;"WASHINGTON";4797502233;;;;;;;;;;;;;;;;;;;;;"Y";
855178;"LITTLE BLESSINGS PRESCHOOL & CHILDCARE INC";"730 CLINIC STREET";"GREENWOOD";"AR";72936;"SEBASTIAN";4799960777;;;;;;;;;;;;;;;;;;;;;"Y";
855179;"LITTLE BLESSINGS PRESCHOOL AND CHILDCARE INC";"3124 ALMA BLVD.";"VAN BUREN";"AR";72956;"CRAWFORD";4794749669;"http://www.littleblessingsarkansas.com/location.nxg";;"Parents want more than just daycare for their children. They want their kids to have a head start in developing skills needed to succeed in school. Little Blessings Preschool & Child Care Center understands this desire and offers quality child care and preschool learning programs.

We use a curriculum that is both instructive and fosters a love for learning. Also, our certified teachers are highly qualified, experienced, nurturing and patient. We guarantee an enriching experience for your child. ";"http://www.littleblessingsarkansas.com/location.nxg";;;;"http://www.littleblessingsarkansas.com/contactus.nxg";;"n";"y";"y";"y";"y";"y";;;;;;;
855192;"LITTLE DUMPLINGS";"9 ODOM RD";"CONWAY";"AR";72032;"FAULKNER";5017644142;"http://littledumplingschildcarecenter.com/contact/";;"Our philosophy is to have and create an environment where children are loved and cared for, and where they have a feeling of security, therefore promoting child growth and development.

The goal is to provide the best and most professional care for each child. Young children learn best when they have hands-on activities. Each child will be provided with experiences in social development, music, art, science, math, and practical life skills. These activities will be presented to each child on a developmentally appropriate level. Each child will be stimulated, challenged, and never put in the position of possibly failing to accomplish a task.

We want to maintain a good relationship with each child. Including the parents, so they can be successful. We, as caregivers and parents, need a good rapport with each other in order to provide an enriched stimulation environment so children will have a secure relationship with parents. We can gain the child’s trust and confidence, which will allow us to help them use self control and create a great learning environment.

Our personal goal is to try to educate parents, especially young parents, about children. In doing this, I hope to instill in parents the very important job they have, that they need to provide a safe and stress-free (as possible) environment at home, and to also understand and support their children. As child care professionals, our creed to the parents, with their help, is to shape and mold children’s minds by using a variety of positive guidance methods.";"http://littledumplingschildcarecenter.com/contact/";"https://www.facebook.com/littledumplingschildcarecenter";"Mon - Fri: 
5:30 am - 8:30 pm";"http://littledumplingschildcarecenter.com/wp-content/uploads/2014/04/Employment-Application.pdf";"http://littledumplingschildcarecenter.com/registration/";"http://littledumplingschildcarecenter.com/wp-content/uploads/2014/04/LD-Handbook-.pdf";"y";"y";"y";"y";"y";"y";"http://littledumplingschildcarecenter.com/wp-content/uploads/2014/04/Little-Dumplings-Logo-Image.png";;;;;;
855196;"LITTLE FEET STREET INC";"110 SHANE DRIVE";"CENTERTON";"AR";72719;"BENTON";4797950677;;;;;;;;;;;;;;;;;;;;;"Y";
855197;"LITTLE FINGERS LEARNING CENTER";"1110 EAST KIEHL";"SHERWOOD";"AR";72120;"PULASKI";5018353533;"https://www.facebook.com/pages/Little-Fingers-Learning-Center/116080631786880";;;"https://www.facebook.com/pages/Little-Fingers-Learning-Center/116080631786880";"https://www.facebook.com/pages/Little-Fingers-Learning-Center/116080631786880";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
855202;"LITTLE HANDS CHILD CARE";"1609 SOUTH DAYTON";"RUSSELLVILLE";"AR";72802;"POPE";4799677763;;;;;;;;;;;;;;;;;;;;;"Y";
855208;"LITTLE KIDS PRESCHOOL INC";"1801 WEST HUNTSVILLE AVE";"SPRINGDALE";"AR";72762;"WASHINGTON";4797569012;;;;;;;;;;;;;;;;;;;;;"Y";
855211;"LITTLE LAMBS LEARNING CENTER";"201 S CHESTNUT";"MORRILTON";"AR";72110;"CONWAY";5013548212;"https://www.facebook.com/pages/Little-Lambs-Learning-Center/195357247153517";;;"https://www.facebook.com/pages/Little-Lambs-Learning-Center/195357247153517";"https://www.facebook.com/pages/Little-Lambs-Learning-Center/195357247153517";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
855214;"LITTLE LEAPS LEARNING ACADEMY";"110 NORTH 8TH STREET";"SCRANTON";"AR";72863;"LOGAN";4799388800;;;;;;;;;;;;;;;;;;;;;"Y";
855216;"LITTLE LEARNERS CHILD DEVELOPMENT CENTER";"302 EAST ROOSEVELT BUILDING 9";"LITTLE ROCK";"AR";72206;"PULASKI";"501-374-7383 ext 208";"http://ourhouseshelter.org/children/";"mollie@ourhouseshelter.org";"Little Learners Child Development Center is a licensed child care facility and a Better Beginning Center providing quality children’s programming for the working parents of Our House, as well as for community members at a low weekly rate. DHS child care vouchers are accepted as well.

We provide a structured daily schedule which includes time for small and large group activities, music, art, large and small motor development, and outdoor play. A healthy breakfast, lunch, and snack are served daily as part of our Special Nutrition Program. We also offer speech and occupational therapy to all children who qualify.";"http://ourhouseshelter.org/children/";"https://www.facebook.com/ourhouseshelter";"9 am to 11 am Monday through Friday";;;;"y";"y";"y";"y";"n";"n";"http://ourhouseshelter.org/wp-content/uploads/2013/11/Our-House-HFTWH4.png";;;;;;
855223;"LITTLE MAGICAL MINDS";"21169 HWAY 18 EAST";"MONETTE";"AR";72447;"CRAIGHEAD";8704862001;;;;;;;;;;;;;;;;;;;;;"Y";
855234;"LITTLE RED SCHOOL HOUSE";"1 SCHOOL STREET";"VALLEY SPRINGS";"AR";72682;"BOONE";8704298103;;;;;;;;;;;;;;;;;;;;;"Y";
855243;"LITTLE SCHOLARS";"8707 STANTON ROAD";"LITTLE ROCK";"AR";72209;"PULASKI";5015626693;;;;;;;;;;;;;;;;;;;;;"Y";
855246;"LITTLE SCHOLARS ANNEX";"8405 STANTON ROAD";"LITTLE ROCK";"AR";72209;"PULASKI";5015682644;;;;;;;;;;;;;;;;;;;;;"Y";
855247;"LITTLE SCHOLORS LEARNING ACADEMY AND DAY CARE";"4915 E NETTLETON SUITE B AND C";"JONESBORO";"AR";72401;"CRAIGHEAD";8709721968;;;;;;;;;;;;;;;;;;;;;"Y";
855248;"LITTLE SHEEP DAY SCHOOL";"1735 EAST POPLAR";"WYNNE";"AR";72396;"CROSS";8702382481;"http://littlesheepdayschool.weebly.com/contact-us.html";"meholland7860@gmail.com";;"http://littlesheepdayschool.weebly.com/contact-us.html";"https://www.facebook.com/pages/Little-Sheep-Day-School/105262289540070";;;;;"y";"y";"y";"y";"y";"y";"http://littlesheepdayschool.weebly.com/files/theme/pencil.png";;;;;;
855256;"LITTLE TREASURES II";"902 TONYA ST";"BALD KNOB";"AR";72010;"WHITE";5017245616;;;;;;;;;;;;;;;;;;;;;"Y";
855257;"LITTLE ZION DAY CARE AND LEARNING ACADEMY";"420 S. 15TH";"WEST MEMPHIS";"AR";72301;"CRITTENDEN";8704002005;;;;;;;;;;;;;;;;;;;;;"Y";
855259;"LIVING FAITH PRE SCHOOL";"1351 MORNINGSIDE DRIVE";"FAYETTEVILLE";"AR";72701;"WASHINGTON";"479-442-2216";"http://www.lfcfay.com/ministries/lfc-preschool/";;;"http://www.lfcfay.com/ministries/lfc-preschool/";;"6:30 a.m.-5:30 p.m.";;;;"y";"y";"y";"y";"n";"n";"http://www.lfcfay.com/wp-content/uploads/2012/08/Schoolhouse.png";;;;;;
855268;"LONDON BRIDGES CHILD CARE CENTER INC.";"305 E 50TH STREET";"North Little Rock";"AR";72117;"PULASKI";5019450297;;;;;;;;;;;;;;;;;;;;;"Y";
855283;"LOVE N CARE";"4118 E 37TH STREET";"College Station";"AR";72053;"Pulaski";5014901955;;;;;;;;;;;;;;;;;;;;;"Y";
855290;"LOYDS LITTLE LAND";"3855 CONCORD";"ROGERS";"AR";72758;"BENTON";4796593013;;;;;;;;;;;;;;;;;;;;;"Y";
855291;"LRSD CARE PROGRAM WASHINGTON ELEMENTARY";"115 WEST 27TH STREET";"LITTLE ROCK";"AR";72206;"PULASKI";5014471887;"http://schools.lrsd3.org/?q=content/booker-t-washington-elementary-school";;"The school was named in honor of Booker T. Washington, a famous African-American man who, among his other accomplishments, founded Tuskegee Institute in Alabama in 1881. The original Booker T. Washington Elementary School was built in 1949 and served approximately 200 students per year until 1988. The original building was leveled for expansion and reconstruction. 

The current facility opened in August, 1989 as an incentive school. Booker T. Washington Incentive School became Booker T. Washington Basic Skills/Math/Science Interdistrict Magnet School for the 1990-1991 school year, serving students from all three Pulaski County school districts. We became Booker T. Washington Elementary in 2013-2014 school year.  We have the capacity to serve around 850 students.";"http://schools.lrsd3.org/?q=content/booker-t-washington-elementary-school";;;;;;"n";"n";"y";"y";"y";"y";;;;;;;
855293;"LUCAS INFANT AND TODDLER CENTER";"4685 N. WASHINGTON";"FORREST CITY";"AR";72335;"SAINT FRANCIS";8706338078;;;;;;;;;;;;;;;;;;;;;"Y";
