"facilityGenId";"licenseNumber";"facilityName";"facilityType";"address";"address2";"city";"state";"zip";"county";"phone";"phoneTypeDesc";"email";"providerStatus";"website";"licensedCapacity";"agesServedIndicatorValue";"directorFirstName";"directorMiddleName";"directorLastName";"qrisLevel";"qrisDate";"qrisOverride";"expirationDate";"facilityLicenseType";"scheduleMonday";"scheduleMondayOpenTime";"scheduleMondayCloseTime";"scheduleTuesday";"scheduleTuesdayOpenTime";"scheduleTuesdayCloseTime";"scheduleWednesday";"scheduleWednesdayOpenTime";"scheduleWednesdayCloseTime";"scheduleThursday";"scheduleThursdayOpenTime";"scheduleThursdayCloseTime";"scheduleFriday";"scheduleFridayOpenTime";"scheduleFridayCloseTime";"scheduleSaturday";"scheduleSaturdayOpenTime";"scheduleSaturdayCloseTime";"scheduleSunday";"scheduleSundayOpenTime";"scheduleSundayCloseTime";"specialistFirstName";"specialistLastName";"specialistPhone";"specialistEmail";"isCCDF";"federalId";"federalIdName";"eppicId";"caresId";"legacyId";"dohCampId";"dohMonitoringDate";"complaintCount";"sanctionCount";"seriousIncidentCount";"injuryCount";"deathCount";"grievanceCount";"lastQrisMonitoringVisit";"updatedBy";"createDate";"caseStatus";"lastInspectionMonitoringVisit";"lastLicensingVisit";"facilityTypeDescription";"facilityTypeLongName";"facilityTypeShortName";"currentCapacity";"facilityStatus";"facilityLicenseStatus";"showRenew";"nonComplianceCount";"facilityTypeDesc";"directorTitle"
700356;"01TRI0001";"Trinity Learning Center";"Child Care Center";"7004 Ridge Ave";" ";"Egg Harbor Township";"NJ";8234;"Atlantic";6096539001;"Work";"abaldwin@trinitylearningcenter.org";"Active";;180;"0 - 13 years";"Angela";;"Baldwin";0;;1;"4/26/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001110;634229;"01TRI0001";;;0;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"5/6/2019";"7/17/2020";"Child Care Center";"Child Care Center";"Center";180;"Active";"Active";0;6;"Child Care Center";"Director"
700357;"01KID0010";"Kids' Choice Academy, L.L.C.";"Child Care Center";"6652 Black Horse Pike";" ";"Egg Harbor Township";"NJ";8234;"Atlantic";6092723099;"Work";"Kidschoiceacademy@verizon.net";"Active";;93;"0 - 13 years";"Dana";;"Nemeth";3;"2018-09-10T00:00:00";1;"6/24/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001113;629821;"01KID0010";;;5;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"1/27/2020";"2/3/2021";"Child Care Center";"Child Care Center";"Center";67;"Active";"Active";0;7;"Child Care Center";"Director"
700358;"01TUT0001";"Learning Edge Academy dba Children Academy";"Child Care Center";"213 East Jimmie Leeds Road";" ";"Galloway";"NJ";8205;"Atlantic";6094044700;"Work";"director@childrenacademynj.com";"Active";;176;"0 - 13 years";"Elizabeth";;"Palmer";2;"2019-05-04T07:13:20.077";1;"5/30/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001116;631879;"01TUT0001";;;0;3;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"12/12/2019";"7/16/2020";"Child Care Center";"Child Care Center";"Center";176;"Active";"Active";1;0;"Child Care Center";"Director"
700359;"01KIN0001";"The Kingdom Academy";"Child Care Center";"1031-1033 N Main Street";" ";"Pleasantville";"NJ";8232;"Atlantic";6095699905;"Work";"kingdomacademynj@gmail.com";"Active";;27;"2 1/2 - 13 years";"Kamee";;"Baker";0;;0;"3/26/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001118;633745;"01KIN0001";;;0;14;"None";0;0;"None";"None";0;"Dec 15 2018  6:12PM";"Active";"5/6/2019";"6/24/2020";"Child Care Center";"Child Care Center";"Center";52;"Active";"Active";0;12;"Child Care Center";"Director"
700360;"01KID0011";"Kiddie Kastle Academy, LLC";"Child Care Center";"515 Tilton Rd";" ";"Northfield";"NJ";8225;"Atlantic";6092728000;"Work";"heatherjones0426@gmail.com";"Active";;69;"0 - 13 years";"Heather";;"Jones";1;"2018-12-15T03:00:33.543";1;"4/29/2023";"Regular";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"07:00 AM";"04:00 PM";"Open";"07:00 AM";"04:00 PM";;;;;1;;;1001119;633798;"01KID0011";;;1;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"2/3/2020";"8/13/2020";"Child Care Center";"Child Care Center";"Center";54;"Active";"Active";0;48;"Child Care Center";"Early Childhood Supervisor"
700362;"01CRE0001";"Creative Learning Pre-School";"Child Care Center";"515 W Hamilton Ave";" ";"Linwood";"NJ";8221;"Atlantic";6099274715;"Work";"Ellieclp@aol.com";"Active";;160;"0 - 13 years";"Eleanor";;"Granieri";0;;0;"12/12/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;0;;;1001124;617209;"01CRE0001";;;0;3;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/31/2020";"8/25/2020";"Child Care Center";"Child Care Center";"Center";160;"Active";"Active";0;6;"Child Care Center";"Director"
700364;"01LIT0008";"Little Lambs Christian Pre-School";"Child Care Center";"1202 Crocus Ave";" ";"Mays Landing";"NJ";8330;"Atlantic";6099658070;"Work";"renyfishman@yahoo.com";"Active";;24;"0 - 13 years";"Renate";"S";"Fishman";1;"2019-11-14T19:56:26.223";1;"8/2/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001129;622624;"01LIT0008";;;0;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"7/9/2019";"7/15/2020";"Child Care Center";"Child Care Center";"Center";23;"Active";"Active";1;4;"Child Care Center";"Director"
700365;"01LIT0009";"Little Flyers Academy Child Care Center";"Child Care Center";"Faa William J. Hughes Tech Ctr";"Atlantic City Airport";"Atlantic City";"NJ";8405;"Atlantic";6094855429;"Work";"Phyllis.ctr.reinhard@faa.gov";"Active";;56;"0 - 6 years";"Phyllis";"E";"Reinhard";0;;0;"7/24/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001133;627600;"01LIT0009";;;0;2;1;0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"5/6/2019";"9/29/2020";"Child Care Center";"Child Care Center";"Center";56;"Active";"Active";0;2;"Child Care Center";"Director"
700367;"01TEN0003";"Tennant's Day Care Center";"Child Care Center";"19 N. Virginia Avenue";" ";"Atlantic City";"NJ";8401;"Atlantic";6093481808;"Work";"monicat609@gmail.com";"Active";;28;"2 1/2 - 13 years";"Monica";;"Tennant";1;"2020-02-06T16:40:38.37";1;"5/1/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001135;635377;"01TEN0003";;;1;10;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"2/4/2021";"3/1/2021";"Child Care Center";"Child Care Center";"Center";28;"Active";"Active";0;54;"Child Care Center";"Director"
700369;"01GRA0002";"Building Blocks Learning Center II, LLC";"Child Care Center";"3495 Oak Road";" ";"Buena Vista Township";"NJ";8310;"Atlantic";8562050990;"Work";"mybuildingblocks2@comcast.net";"Active";;79;"0 - 13 years";"Lisa";"A";"Copley";1;"2020-12-21T15:05:45.127";1;"3/11/2023";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001141;637045;"01GRA0002";;;1;1;"None";0;0;"None";"None";0;"Dec 15 2018  6:12PM";"Pending";"10/29/2019";"6/24/2020";"Child Care Center";"Child Care Center";"Center";79;"Active";"Active";0;22;"Child Care Center";"Director"
700370;"01KRE0001";"Kreative Kids of Mays Landing";"Child Care Center";"1317 Route 50";" ";"Mays Landing";"NJ";8330;"Atlantic";6099091751;"Center Phone";"njkreativekids@gmail.com";"Active";;44;"0 - 13 years";;;;0;;0;"12/22/2022";"Regular";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001148;611699;"01KRE0001";;;0;6;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"5/6/2019";"7/15/2020";"Child Care Center";"Child Care Center";"Center";44;"Active";"Active";0;2;"Child Care Center";
700373;"01ATL0003";"Atlantic City Day Nursery";"Child Care Center";"101 N Boston Ave";" ";"Atlantic City";"NJ";8401;"Atlantic";6093453569;"Work";"ACDN@comcast.net";"Active";;87;"0 - 6 years";"Alice";;"Armstrong";3;"2020-05-14T13:11:24.753";1;"1/24/2022";"Temporary";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001154;610739;"01ATL0003";;;1;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/30/2020";"9/22/2020";"Child Care Center";"Child Care Center";"Center";87;"Active";"Active";0;5;"Child Care Center";"Director"
700376;180100103;"Roland Rogers Elementary School Child Care Program";"Child Care Center";"105 South Reeds Road";" ";"Galloway";"NJ";8205;"Atlantic";;;"lovelandt@gtps.k12.nj.us";"Active";;50;"6 - 13 years";"Marilyn";"A";"Moore";1;"2019-05-07T13:04:56.303";1;"3/23/2021";"Regular";"Closed";"06:00 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001159;604713;180100103;;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"10/24/2019";"9/17/2020";"Child Care Center";"Child Care Center";"Center";50;"Active";"Active";1;27;"Child Care Center";"Director"
700377;"01ADV0001";"Adventures In Learning";"Child Care Center";"1812 Marmora Ave";" ";"Atlantic City";"NJ";8401;"Atlantic";6093483883;"Work";"director@adventureskidz.com";"Active";;50;"0 - 13 years";"Heather";"L";"Friel";2;"2019-05-04T07:13:20.077";1;"8/31/2021";"Temporary";"Open";"07:00 AM";"12:00 AM";"Open";"07:00 AM";"12:00 AM";"Open";"07:00 AM";"12:00 AM";"Open";"07:00 AM";"12:00 AM";"Open";"07:00 AM";"12:00 AM";"Open";"07:00 AM";"12:00 AM";"Open";"07:00 AM";"12:00 AM";;;;;1;;;1001162;604696;"01ADV0001";;;1;15;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"12/3/2019";"6/25/2021";"Child Care Center";"Child Care Center";"Center";50;"Active";"Active";0;23;"Child Care Center";"Director"
700379;"01WON0001";"The Wonder Years Day Care Center";"Child Care Center";"2155 Ocean Heights Ave";" ";"Egg Harbor Township";"NJ";8234;"Atlantic";6099260020;"Center Phone";"anderson0843@yahoo.com";"Active";;80;"0 - 13 years";;;;0;;0;"3/20/2022";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001165;604742;"01WON0001";;;0;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";;"7/7/2020";"Child Care Center";"Child Care Center";"Center";80;"Active";"Active";0;0;"Child Care Center";
700380;"01MIL0001";"Milton and Betty Katz Jewish Comm.Ctr.Childcare & Preschool";"Child Care Center";"501 N Jerome Ave";" ";"Margate";"NJ";8402;"Atlantic";6098221167;"Work";"jhigbee@jccatlantic.org";"Active";;160;"0 - 13 years";"Mary Jan";;"Higbee";2;"2019-05-04T07:13:20.077";1;"6/12/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001166;604831;"01MIL0001";;;1;2;1;0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"6/10/2019";"7/16/2020";"Child Care Center";"Child Care Center";"Center";160;"Active";"Active";1;15;"Child Care Center";"Director"
700381;171200170;"After School Child Care PALS";"Child Care Center";"800 Irelan Avenue";" ";"Absecon";"NJ";8201;"Atlantic";6096415375;"Work";;"Active";;180;"2 1/2 - 13 years";"Barbara";"J";"Needham";0;;0;"2/27/2022";"Temporary";"Open";"02:15 PM";"05:45 PM";"Open";"02:15 PM";"05:45 PM";"Open";"02:15 PM";"05:45 PM";"Open";"02:15 PM";"05:45 PM";"Open";"02:15 PM";"05:45 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001167;604823;171200170;;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";;"9/15/2020";"Child Care Center";"Child Care Center";"Center";180;"Active";"Active";0;0;"Child Care Center";"Floating Teacher Assistant/Aide"
700383;"01TOD0001";"Toddler Town Infant Nursery & Preschool";"Child Care Center";"425 S. Egg Harbor Road";" ";"Hammonton";"NJ";8037;"Atlantic";6095617300;"Work";"kprivitera@comcast.net";"Active";;55;"0 - 6 years";"Kristie";;"Privitera";3;"2018-04-04T00:00:00";1;"11/5/2022";"Regular";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001170;611756;"01TOD0001";;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"8/15/2019";"6/25/2020";"Child Care Center";"Child Care Center";"Center";55;"Active";"Active";0;46;"Child Care Center";"Director"
700405;140700165;"Boys and Girls Club of Atlantic City";"Child Care Center";"317 N. Pennsylvania Avenue";" ";"Atlantic City";"NJ";8401;"Atlantic";6093472697;"Work";"Brian@acbgc.org";"Active";;394;"6 - 13 years";;;;1;"2019-05-04T07:13:20.077";1;"4/21/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001226;615551;140700165;;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";;"10/2/2020";"Child Care Center";"Child Care Center";"Center";394;"Active";"Active";0;0;"Child Care Center";
701938;171200136;"Hamilton Twp Schools Kids Corner Hess Education Complex";"Child Care Center";"700 Babcock Road";" ";"Mays Landing";"NJ";8330;"Atlantic";6094766311;"Work";"melderc@hamiltonschools.org";"Temporary Closure";;150;"6 - 13 years";"Clifford";;"Melder";0;;1;"4/12/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1005154;629735;171200136;2568;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/14/2020";"7/15/2020";"Child Care Center";"Child Care Center";"Center";150;"Temporary Closure";"Active";1;26;"Child Care Center";"Director"
701940;"01KID0005";"KidAcademy";"Child Care Center";"101 Morton Ave";" ";"Absecon";"NJ";8201;"Atlantic";6096463435;"Work";"Wendif@Kidacademy.com";"Active";;120;"0 - 13 years";"Wendi";"J";"French";0;;0;"10/26/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1005161;604824;"01KID0005";;;2;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"7/9/2019";"12/1/2020";"Child Care Center";"Child Care Center";"Center";120;"Active";"Active";0;65;"Child Care Center";"Director"
701941;81200082;"Kingdom Academy II";"Child Care Center";"253 New Road";" ";"Pleasantville";"NJ";8232;"Atlantic";6095839430;"Work";"Holleyg3@gmail.com";"Active";;52;"0 - 13 years";"Grace";;"Holley";0;;0;"5/26/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1005162;637916;81200082;;;0;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"6/18/2019";"6/22/2020";"Child Care Center";"Child Care Center";"Center";52;"Active";"Active";1;1;"Child Care Center";"Director"
701942;80100174;"AtlantiCare Kids";"Child Care Center";"810 S. Main Street";" ";"Pleasantville";"NJ";8232;"Atlantic";6096776972;"Center Phone";"ronni.lerner@atlanticare.org";"Active";;60;"2 1/2 - 13 years";"April";;"Carrington";1;"2019-05-04T07:13:20.077";1;"3/25/2023";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1005165;635726;80100174;;;0;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/23/2020";"11/24/2020";"Child Care Center";"Child Care Center";"Center";60;"Active";"Active";0;36;"Child Care Center";"Director"
701944;"01ATL0021";"AtlantiCare Kids";"Child Care Center";"100 West Leeds Avenue";" Leeds Avenue School";"Pleasantville";"NJ";8232;"Atlantic";6092899605;"Center Mobile Phone";"ronni.lerner@atlanticare.org";"Temporary Closure";;89;"2 1/2 - 13 years";"Heather";"V";"Turner";0;;0;"2/4/2023";"Regular";"Open";"02:30 PM";"06:00 PM";"Open";"02:30 PM";"06:00 PM";"Open";"02:30 PM";"06:00 PM";"Open";"02:30 PM";"06:00 PM";"Open";"02:30 PM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005167;632781;"01ATL0021";;;0;8;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/23/2020";"1/15/2021";"Child Care Center";"Child Care Center";"Center";89;"Temporary Closure";"Active";0;8;"Child Care Center";"Director"
701981;"01DAV0001";"Davis-Holland Learning Center, Inc.";"Child Care Center";"1445 Cantillon Blvd";" ";"Mays Landing";"NJ";8330;"Atlantic";6099099979;"Work";"davishollandlearningcenter@gmail.com";"Active";;99;"0 - 13 years";"Melode";;"Davis-Holland";2;"2019-03-05T20:22:33.33";1;"1/16/2022";"Regular";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005264;618118;"01DAV0001";;;4;11;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"9/3/2019";"2/8/2021";"Child Care Center";"Child Care Center";"Center";99;"Active";"Active";0;22;"Child Care Center";"Director"
