"ID,";"Inspection month";"Inspection url";"Note"
171200019;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/171200019may2018.pdf";
171200021;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/171200021may2018.pdf";
171200018;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/171200018may2018.pdf";
171200022;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/171200022may2018.pdf";
171200024;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/171200024may2018.pdf";
171200025;"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/171200025oct2018.pdf";
171200025;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/171200025may2018.pdf";
120400099;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/120400099may2018.pdf";
120400099;"2016 - July";"http://www.nj.gov/dcf/families/childcare/centers/120400099jul2016.pdf";
120400099;"2015 - May";"http://www.nj.gov/dcf/families/childcare/centers/120400099may2015.pdf";
120400099;"2013 - July";"http://www.nj.gov/dcf/families/childcare/centers/120400099jul2013.pdf";
120300142;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/120300142may2018.pdf";
120300142;"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/120300142jul2017.pdf";
120300142;"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/120300142jun2016.pdf";
120300142;"2015 - May";"http://www.nj.gov/dcf/families/childcare/centers/120300142may2015.pdf";
171200276;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200276mar2018.pdf";
171200281;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200281mar2018.pdf";
171200275;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200275mar2018.pdf";
171200277;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200277mar2018.pdf";
171200280;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200280mar2018.pdf";
171200278;"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/171200278apr2018.pdf";
171200278;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200278mar2018.pdf";
171200279;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200279mar2018.pdf";
180100071;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/180100071mar2018.pdf";
180100072;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/180100072mar2018.pdf";
180100073;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/180100073mar2018.pdf";
180100070;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/180100070mar2018.pdf";
171200023;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/171200023mar2018.pdf";
"16BAB0001";"2017 - February";"http://www.nj.gov/dcf/families/childcare/centers/16BAB0001feb2017.pdf";
"16BAB0001";"2016 - May";"http://www.nj.gov/dcf/families/childcare/centers/16BAB0001may2016.pdf";
"16BAB0001";"2015 - November";"http://www.nj.gov/dcf/families/childcare/centers/16BAB0001nov2015.pdf";
"16BAB0001";"2014 - November";"http://www.nj.gov/dcf/families/childcare/centers/16BAB0001nov2014.pdf";
"16BAB0001";"2013 - August";"http://www.nj.gov/dcf/families/childcare/centers/16BAB0001aug2013.pdf";
171200249;"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/171200249nov2018.pdf";
171200014;"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/171200014apr2019.pdf";
171200014;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/171200014jan2018.pdf";
171200015;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/171200015jan2018.pdf";
171200016;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/171200016jan2018.pdf";
171200017;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/171200017jan2018.pdf";
"06LIN0001";"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/06LIN0001may2018.pdf";
"06LIN0001";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/06LIN0001oct2017.pdf";
"06LIN0001";"2016 - October";"http://www.nj.gov/dcf/families/childcare/centers/06LIN0001oct2016.pdf";
"06LIN0001";"2015 - January";"http://www.nj.gov/dcf/families/childcare/centers/06LIN0001jan2015.pdf";
171200010;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/171200010jan2018.pdf";
171200029;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/171200029jan2018.pdf";
171200020;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/171200020jan2018.pdf";
"07EAS0012";"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0012mar2018.pdf";
"07EAS0012";"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0012jun2016.pdf";
"07EAS0012";"2015 - June";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0012jun2015.pdf";
"07EAS0012";"2013 - December";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0012dec2013.pdf";
"07EAS0012";"2013 - November";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0012nov2013.pdf";
71000121;"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/071000121oct2018.pdf";
71000121;"2017 - November";"http://www.nj.gov/dcf/families/childcare/centers/071000121nov2017.pdf";
71000121;"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/071000121jun2016.pdf";
71000121;"2015 - June";"http://www.nj.gov/dcf/families/childcare/centers/071000121jun2015.pdf";
71000121;"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/071000121oct2013.pdf";
171000264;"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/171000264dec2017.pdf";
171000263;"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/171000263dec2017.pdf";
"07EAS0006";"2019 - January";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0006jan2019.pdf";
"07EAS0006";"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0006jan2018.pdf";
"07EAS0006";"2015 - August";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0006aug2015.pdf";
"07EAS0006";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0006jun2014.pdf";
"07EAS0006";"2013 - February";"http://www.nj.gov/dcf/families/childcare/centers/07EAS0006feb2013.pdf";
71200067;"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/071200067oct2018.pdf";
71200067;"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/071200067jan2017.pdf";
71200067;"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/071200067feb2016.pdf";
71200067;"2015 - May";"http://www.nj.gov/dcf/families/childcare/centers/071200067may2015.pdf";
71200067;"2014 - January";"http://www.nj.gov/dcf/families/childcare/centers/071200067jan2014.pdf";
"16PAT0004";"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0004jan2018.pdf";
"16PAT0004";"2016 - September";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0004sep2016.pdf";
"16PAT0004";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0004feb2015.pdf";
"16PAT0004";"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0004oct2013.pdf";
"16PAT0006";"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0006nov2018.pdf";
"16PAT0006";"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0006jan2017.pdf";
"16PAT0006";"2015 - October";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0006oct2015.pdf";
"16PAT0006";"2013 - November";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0006nov2013.pdf";
"16PAT0013";"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0013apr2018.pdf";
"16PAT0013";"2016 - November";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0013nov2016.pdf";
"16PAT0013";"2015 - April";"http://www.nj.gov/dcf/families/childcare/centers/16PAT0013apr2015.pdf";
"14SAL0001";"2019 - March";"http://www.nj.gov/dcf/families/childcare/centers/14SAL0001mar2019.pdf";
"14SAL0001";"2018 - June";"http://www.nj.gov/dcf/families/childcare/centers/14SAL0001jun2018.pdf";
"14SAL0001";"2018 - June";"http://www.nj.gov/dcf/families/childcare/centers/14SAL0001jun2018CS.pdf";"Complaint Investigation Summary"
"14SAL0001";"2016 - April";"http://www.nj.gov/dcf/families/childcare/centers/14SAL0001apr2016.pdf";
"14SAL0001";"2015 - March";"http://www.nj.gov/dcf/families/childcare/centers/14SAL0001mar2015.pdf";
"14SAL0001";"2013 - August";"http://www.nj.gov/dcf/families/childcare/centers/14SAL0001aug2013.pdf";
"09SAL0004";"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/09SAL0004apr2019.pdf";
"09SAL0004";"2018 - February";"http://www.nj.gov/dcf/families/childcare/centers/09SAL0004feb2018.pdf";
"09SAL0004";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/09SAL0004oct2017.pdf";
"09SAL0004";"2016 - January";"http://www.nj.gov/dcf/families/childcare/centers/09SAL0004jan2016.pdf";
"09SAL0004";"2015 - January";"http://www.nj.gov/dcf/families/childcare/centers/09SAL0004jan2015.pdf";
"15SAL0002";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/15SAL0002jul2018.pdf";
"15SAL0002";"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/15SAL0002jul2017.pdf";
"15SAL0002";"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/15SAL0002mar2016.pdf";
"15SAL0002";"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/15SAL0002jul2015.pdf";
"15SAL0002";"2014 - July";"http://www.nj.gov/dcf/families/childcare/centers/15SAL0002jul2014.pdf";
"15SAL0002";"2013 - February";"http://www.nj.gov/dcf/families/childcare/centers/15SAL0002feb2013.pdf";
"12SAL0001";"2017 - April";"http://www.nj.gov/dcf/families/childcare/centers/12SAL0001apr2017.pdf";
"12SAL0001";"2015 - August";"http://www.nj.gov/dcf/families/childcare/centers/12SAL0001Aug2015.pdf";
"12SAL0001";"2014 - November";"http://www.nj.gov/dcf/families/childcare/centers/12SAL0001nov2014.pdf";
"12SAL0001";"2013 - May";"http://www.nj.gov/dcf/families/childcare/centers/12SAL0001may2013.pdf";
170400215;"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/170400215sep2017.pdf";
"10PAR0004";"2019 - February";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0004feb2019.pdf";
"10PAR0004";"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0004oct2018.pdf";
"10PAR0004";"2018 - June";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0004jun2018.pdf";
"10PAR0004";"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0004dec2017.pdf";
"10PAR0004";"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0004dec2015.pdf";
"10PAR0004";"2013 - May";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0004may2013.pdf";
"10PAR0005";"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0005dec2018.pdf";
"10PAR0005";"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0005oct2018.pdf";
"10PAR0005";"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0005dec2017.pdf";
"10PAR0005";"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0005dec2015.pdf";
"10PAR0005";"2013 - April";"http://www.nj.gov/dcf/families/childcare/centers/10PAR0005apr2013.pdf";
"07URB0001";"2019 - February";"http://www.nj.gov/dcf/families/childcare/centers/07URB0001feb2019.pdf";
"07URB0001";"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/07URB0001dec2017.pdf";
"07URB0001";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/07URB0001feb2016.pdf";
"07URB0001";"2015 - October";"http://www.nj.gov/dcf/families/childcare/centers/07URB0001oct2015.pdf";
"07URB0001";"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/07URB0001sep2014.pdf";
"07URB0001";"2013 - April";"http://www.nj.gov/dcf/families/childcare/centers/07URB0001apr2013.pdf";
110900028;"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/110900028nov2018CS.pdf";"Complaint Investigation Summary"
110900028;"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/110900028sep2017.pdf";
110900028;"2016 - October";"http://www.nj.gov/dcf/families/childcare/centers/110900028oct2016.pdf";
110900028;"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/110900028sep2015.pdf";
110900028;"2014 - October";"http://www.nj.gov/dcf/families/childcare/centers/110900028oct2014.pdf";
"20BOY0001";"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0001apr2019.pdf";
"20BOY0001";"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0001nov2018.pdf";
"20BOY0001";"2016 - May";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0001may2016.pdf";
"20BOY0001";"2014 - December";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0001dec2014.pdf";
"20BOY0001";"2013 - March";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0001mar2013.pdf";
"20BOY0002";"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0002apr2019.pdf";
"20BOY0002";"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0002nov2018.pdf";
"20BOY0002";"2016 - May";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0002may2016.pdf";
"20BOY0002";"2014 - December";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0002dec2014.pdf";
"20BOY0002";"2013 - March";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0002mar2013.pdf";
"20BOY0003";"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0003apr2019.pdf";
"20BOY0003";"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0003dec2018.pdf";
"20BOY0003";"2016 - May";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0003may2016.pdf";
"20BOY0003";"2014 - December";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0003dec2014.pdf";
"20BOY0003";"2013 - March";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0003mar2013.pdf";
"20BOY0004";"2019 - February";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0004feb2019.pdf";
"20BOY0004";"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0004dec2018.pdf";
"20BOY0004";"2016 - May";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0004may2016.pdf";
"20BOY0004";"2015 - January";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0004jan2015.pdf";
"20BOY0004";"2013 - March";"http://www.nj.gov/dcf/families/childcare/centers/20BOY0004mar2013.pdf";
"20DIS0001";"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0001oct2018.pdf";
"20DIS0001";"2017 - May";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0001may2017.pdf";
"20DIS0001";"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0001dec2015.pdf";
"20DIS0001";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0001jun2014.pdf";
"20DIS0001";"2014 - January";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0001jan2014.pdf";
110900172;"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/110900172nov2018.pdf";
110900172;"2016 - September";"http://www.nj.gov/dcf/families/childcare/centers/110900172sep2016.pdf";
110900172;"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/110900172oct2013.pdf";
"20DIS0004";"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0004may2018.pdf";
"20DIS0004";"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0004sep2017.pdf";
"20DIS0004";"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0004jan2017.pdf";
"20DIS0004";"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0004sep2015.pdf";
"20DIS0004";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/20DIS0004jun2014.pdf";
70900016;"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/070900016nov2018.pdf";
70900016;"2017 - November";"http://www.nj.gov/dcf/families/childcare/centers/070900016nov2017.pdf";
70900016;"2016 - April";"http://www.nj.gov/dcf/families/childcare/centers/070900016apr2016.pdf";
70900016;"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/070900016dec2015.pdf";
70900016;"2013 - August";"http://www.nj.gov/dcf/families/childcare/centers/070900016aug2013.pdf";
"16NJA0004";"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/16NJA0004jun2017.pdf";
"16NJA0004";"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/16NJA0004jul2015.pdf";
"16NJA0004";"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/16NJA0004oct2013.pdf";
110600018;"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/110600018oct2017.pdf";
110600018;"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/110600018jul2015.pdf";
110600018;"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/110600018sep2014.pdf";
110600018;"2013 - August";"http://www.nj.gov/dcf/families/childcare/centers/110600018aug2013.pdf";
130700146;"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/130700146dec2018.pdf";
130700146;"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/130700146jun2016.pdf";
130700146;"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/130700146jul2015.pdf";
130700146;"2014 - October";"http://www.nj.gov/dcf/families/childcare/centers/130700146oct2014.pdf";
130700146;"2013 - September";"http://www.nj.gov/dcf/families/childcare/centers/130700146sep2013.pdf";
100300263;"2019 - March";"http://www.nj.gov/dcf/families/childcare/centers/100300263mar2019.pdf";
100300263;"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/100300263dec2018.pdf";
100300263;"2017 - November";"http://www.nj.gov/dcf/families/childcare/centers/100300263nov2017.pdf";
100300263;"2016 - April";"http://www.nj.gov/dcf/families/childcare/centers/100300263apr2016.pdf";
100300263;"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/100300263sep2014.pdf";
100300263;"2013 - September";"http://www.nj.gov/dcf/families/childcare/centers/100300263sep2013.pdf";
110800268;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/110800268mar2018.pdf";
110800268;"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/110800268oct2017.pdf";
110800268;"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/110800268feb2016.pdf";
110800268;"2014 - November";"http://www.nj.gov/dcf/families/childcare/centers/110800268nov2014.pdf";
110800268;"2013 - November";"http://www.nj.gov/dcf/families/childcare/centers/110800268nov2013.pdf";
110800314;"2017 - April";"http://www.nj.gov/dcf/families/childcare/centers/110800314apr2017.pdf";
110800314;"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/110800314mar2016.pdf";
110800314;"2015 - November";"http://www.nj.gov/dcf/families/childcare/centers/110800314nov2015.pdf";
110800314;"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/110800314sep2015.pdf";
110800314;"2014 - August";"http://www.nj.gov/dcf/families/childcare/centers/110800314aug2014.pdf";
130600191;"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/130600191oct2018.pdf";
130600191;"2018 - June";"http://www.nj.gov/dcf/families/childcare/centers/130600191jun2018.pdf";
130600191;"2018 - June";"http://www.nj.gov/dcf/families/childcare/centers/130600191jun2018CS.pdf";"Complaint Investigation Summary"
130600191;"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/130600191sep2017.pdf";
130600191;"2016 - July";"http://www.nj.gov/dcf/families/childcare/centers/130600191jul2016.pdf";
130600191;"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/130600191feb2016.pdf";
130600191;"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/130600191jul2015.pdf";
130600191;"2014 - December";"http://www.nj.gov/dcf/families/childcare/centers/130600191dec2014.pdf";
130600191;"2014 - July";"http://www.nj.gov/dcf/families/childcare/centers/130600191Jul2014.pdf";
130600191;"2013 - November";"http://www.nj.gov/dcf/families/childcare/centers/130600191nov2013.pdf";
130600191;"2013 - September";"http://www.nj.gov/dcf/families/childcare/centers/130600191sep2013.pdf";
130600193;"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/130600193nov2018.pdf";
130600193;"2017 - March";"http://www.nj.gov/dcf/families/childcare/centers/130600193mar2017CS.pdf";"Complaint Investigation Summary"
130600193;"2016 - May";"http://www.nj.gov/dcf/families/childcare/centers/130600193may2016.pdf";
130600193;"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/130600193jul2015.pdf";
130600193;"2014 - July";"http://www.nj.gov/dcf/families/childcare/centers/130600193jul2014.pdf";
130600193;"2013 - September";"http://www.nj.gov/dcf/families/childcare/centers/130600193sep2013.pdf";
140700123;"2019 - March";"http://www.nj.gov/dcf/families/childcare/centers/140700123mar2019.pdf";
140700123;"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/140700123jun2017.pdf";
140700123;"2016 - January";"http://www.nj.gov/dcf/families/childcare/centers/140700123jan2016.pdf";
140700123;"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/140700123sep2014.pdf";
140800002;"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/140800002jun2017.pdf";
140800002;"2015 - October";"http://www.nj.gov/dcf/families/childcare/centers/140800002oct2015.pdf";
140800002;"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/140800002sep2014.pdf";
140800005;"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/140800005jun2017.pdf";
140800005;"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/140800005feb2016.pdf";
140800005;"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/140800005sep2014.pdf";
140800059;"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/140800059jul2017.pdf";
140800059;"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/140800059jan2017.pdf";
140800059;"2015 - October";"http://www.nj.gov/dcf/families/childcare/centers/140800059oct2015.pdf";
140800059;"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/140800059sep2014.pdf";
160300091;"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/160300091dec2017.pdf";
160300091;"2016 - September";"http://www.nj.gov/dcf/families/childcare/centers/160300091sep2016.pdf";
"16MIC0001";"2019 - February";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0001feb2019.pdf";
"16MIC0001";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0001jul2018.pdf";
"16MIC0001";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0001feb2016.pdf";
"16MIC0001";"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0001dec2015.pdf";
"16MIC0001";"2015 - May";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0001may2015.pdf";
"16MIC0001";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0001feb2015.pdf";
"16MIC0001";"2013 - February";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0001feb2013.pdf";
"07ESS0001";"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/07ESS0001apr2018.pdf";
"07ESS0001";"2017 - May";"http://www.nj.gov/dcf/families/childcare/centers/07ESS0001may2017CS.pdf";"Complaint Investigation Summary"
"07ESS0001";"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/07ESS0001jan2017.pdf";
"07ESS0001";"2016 - April";"http://www.nj.gov/dcf/families/childcare/centers/07ESS0001apr2016.pdf";
"07ESS0001";"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/07ESS0001jul2015.pdf";
"07ESS0001";"2014 - November";"http://www.nj.gov/dcf/families/childcare/centers/07ESS0001nov2014.pdf";
"07ESS0001";"2013 - May";"http://www.nj.gov/dcf/families/childcare/centers/07ESS0001may2013.pdf";
110700186;"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/110700186dec2018.pdf";
110700186;"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/110700186oct2017.pdf";
110700186;"2016 - December";"http://www.nj.gov/dcf/families/childcare/centers/110700186dec2016.pdf";
110700186;"2015 - November";"http://www.nj.gov/dcf/families/childcare/centers/110700186nov2015.pdf";
110700186;"2014 - November";"http://www.nj.gov/dcf/families/childcare/centers/110700186nov2014.pdf";
110700186;"2014 - May";"http://www.nj.gov/dcf/families/childcare/centers/110700186may2014.pdf";
180300081;"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/180300081oct2018.pdf";
170200173;"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/170200173jun2017.pdf";
170800078;"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/170800078sep2017.pdf";
100200282;"2015 - August";"http://www.nj.gov/dcf/families/childcare/centers/100200282aug2015.pdf";
100200282;"2013 - May";"http://www.nj.gov/dcf/families/childcare/centers/100200282may2013.pdf";
