"facilityGenId";"licenseNumber";"facilityName";"facilityType";"address";"address2";"city";"state";"zip";"county";"phone";"phoneTypeDesc";"email";"providerStatus";"website";"licensedCapacity";"agesServedIndicatorValue";"directorFirstName";"directorMiddleName";"directorLastName";"qrisLevel";"qrisDate";"qrisOverride";"expirationDate";"facilityLicenseType";"scheduleMonday";"scheduleMondayOpenTime";"scheduleMondayCloseTime";"scheduleTuesday";"scheduleTuesdayOpenTime";"scheduleTuesdayCloseTime";"scheduleWednesday";"scheduleWednesdayOpenTime";"scheduleWednesdayCloseTime";"scheduleThursday";"scheduleThursdayOpenTime";"scheduleThursdayCloseTime";"scheduleFriday";"scheduleFridayOpenTime";"scheduleFridayCloseTime";"scheduleSaturday";"scheduleSaturdayOpenTime";"scheduleSaturdayCloseTime";"scheduleSunday";"scheduleSundayOpenTime";"scheduleSundayCloseTime";"specialistFirstName";"specialistLastName";"specialistPhone";"specialistEmail";"isCCDF";"federalId";"federalIdName";"eppicId";"caresId";"legacyId";"dohCampId";"dohMonitoringDate";"complaintCount";"sanctionCount";"seriousIncidentCount";"injuryCount";"deathCount";"grievanceCount";"lastQrisMonitoringVisit";"updatedBy";"createDate";"caseStatus";"lastInspectionMonitoringVisit";"lastLicensingVisit";"facilityTypeDescription";"facilityTypeLongName";"facilityTypeShortName";"currentCapacity";"facilityStatus";"facilityLicenseStatus";"showRenew";"nonComplianceCount";"facilityTypeDesc";"directorTitle"
700358;"01TUT0001";"Learning Edge Academy dba Children Academy";"Child Care Center";"213 E Jimmie Leeds Rd";" ";"Galloway";"NJ";8205;"Atlantic";6094044700;"Work";"director@childrenacademynj.com";"Active";"https://www.childrenacademynj.com";176;"0 - 13 years";"Olufemi";;"Palmer";2;"2019-05-04T07:13:20.077";1;"5/30/2024";"Regular";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001116;631879;"01TUT0001";;;0;3;"None";0;0;"None";"None";0;;"Active";"8/29/2022";"2/24/2023";"Child Care Center";"Child Care Center";"Center";176;"Active";"Active";0;40;"Child Care Center";
700359;"01KIN0001";"The Kingdom Academy";"Child Care Center";"1031-1033 N Main Street";" ";"Pleasantville";"NJ";8232;"Atlantic";6095699905;"Work";"kingdomacademynj@gmail.com";"Active";;27;"2 1/2 - 13 years";"Grace";;"Holley";0;;0;"3/26/2025";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001118;633745;"01KIN0001";;;0;14;"None";0;0;"None";"None";0;;"Inactive";"11/28/2022";"2/21/2023";"Child Care Center";"Child Care Center";"Center";52;"Active";"Active";0;18;"Child Care Center";
700360;"01KID0011";"Kiddie Kastle Academy, LLC";"Child Care Center";"515 Tilton Rd";" ";"Northfield";"NJ";8225;"Atlantic";6092728000;"Work";"heatherjones0426@gmail.com";"Active";;69;"0 - 13 years";"Heather";;"Jones";1;"2018-12-15T03:00:33.543";1;"4/29/2024";"Temporary";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"07:00 AM";"04:00 PM";"Open";"07:00 AM";"04:00 PM";;;;;1;;;1001119;633798;"01KID0011";;;0;2;"None";0;0;"None";"None";0;;"Active";"2/24/2023";"6/5/2023";"Child Care Center";"Child Care Center";"Center";54;"Active";"Active";0;40;"Child Care Center";"Director"
700362;"01CRE0001";"Creative Learning Pre-School";"Child Care Center";"515 W Hamilton Ave";" ";"Linwood";"NJ";8221;"Atlantic";6099274715;"Work";"Ellieclp@aol.com";"Active";;160;"0 - 13 years";"Eleanor";;"Granieri";0;;0;"12/12/2024";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;0;;;1001124;617209;"01CRE0001";;;0;3;"None";0;0;"None";"None";0;;"Active";"10/12/2022";"12/5/2022";"Child Care Center";"Child Care Center";"Center";160;"Active";"Active";0;15;"Child Care Center";
700364;"01LIT0008";"Little Lambs Christian Pre-School";"Child Care Center";"1202 Crocus St ";" ";"Mays Landing";"NJ";8330;"Atlantic";6099658070;"Work";"renyfishman@yahoo.com";"Active";;24;"0 - 13 years";"Renate";"S";"Fishman";1;"2019-11-14T19:56:26.223";1;"8/2/2024";"Regular";"Open";"06:00 AM";"05:30 PM";"Open";"06:00 AM";"05:30 PM";"Open";"06:00 AM";"05:30 PM";"Open";"06:00 AM";"05:30 PM";"Open";"06:00 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001129;622624;"01LIT0008";;;0;1;"None";0;0;"None";"None";0;;"Active";"7/29/2022";"9/21/2022";"Child Care Center";"Child Care Center";"Center";23;"Active";"Active";0;9;"Child Care Center";
700370;"01KRE0001";"Kreative Kids of Mays Landing";"Child Care Center";"1317 Route 50";" ";"Mays Landing";"NJ";8330;"Atlantic";6099091751;"Center Phone";"njkreativekids@gmail.com";"Active";;49;"0 - 13 years";"Jennifer";;"Hesser";0;;0;"12/22/2025";"Regular";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001148;611699;"01KRE0001";;;0;6;"None";0;0;"None";"None";0;;"Active";"3/7/2023";"4/24/2023";"Child Care Center";"Child Care Center";"Center";44;"Active";"Active";0;40;"Child Care Center";
700373;"01ATL0003";"Atlantic City Day Nursery";"Child Care Center";"101 N Boston Ave";" ";"Atlantic City";"NJ";8401;"Atlantic";6093453569;"Work";"ACDN@comcast.net";"Active";;87;"0 - 6 years";"Alice";;"Armstrong";3;"2020-05-14T13:11:24.753";1;"1/24/2024";"Regular";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001154;610739;"01ATL0003";;;1;1;1;0;0;"None";"None";0;;"Pending";"5/8/2023";"7/20/2023";"Child Care Center";"Child Care Center";"Center";87;"Active";"Active";1;28;"Child Care Center";
700376;180100103;"Roland Rogers Elementary School Child Care Program";"Child Care Center";"105 South Reeds Road";" ";"Galloway";"NJ";8205;"Atlantic";;;"lovelandt@gtps.k12.nj.us";"Active";;50;"6 - 13 years";"Todd";;"Loveland";1;"2019-05-07T13:04:56.303";1;"3/23/2024";"Regular";"Open";"07:15 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Open";"07:15 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001159;604713;180100103;;;0;"None";"None";0;0;"None";"None";0;;"Pending";"6/14/2021";"6/14/2021";"Child Care Center";"Child Care Center";"Center";50;"Active";"Active";0;0;"Child Care Center";
700379;"01WON0001";"The Wonder Years Day Care Center";"Child Care Center";"2155 Ocean Heights Ave";" ";"Egg Harbor Township";"NJ";8234;"Atlantic";6099260020;"Center Phone";"thewonderyearsabc@gmail.com";"Active";;80;"0 - 13 years";"Margaret";;"Anderson";0;;0;"3/20/2024";"Regular";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001165;604742;"01WON0001";;;0;1;"None";0;0;"None";"None";0;;"Active";"6/23/2023";"6/23/2023";"Child Care Center";"Child Care Center";"Center";80;"Active";"Active";0;14;"Child Care Center";
700380;"01MIL0001";"Milton and Betty Katz Jewish Comm.Ctr.Childcare & Preschool";"Child Care Center";"501 N Jerome Ave";" ";"Margate";"NJ";8402;"Atlantic";6098221167;"Work";"mrosenblatt@jccatlantic.org";"Active";;160;"0 - 13 years";"Amanda";;"McGowan";2;"2019-05-04T07:13:20.077";1;"6/12/2024";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001166;604831;"01MIL0001";55;;2;2;1;0;0;"None";"None";0;;"Active";"9/7/2022";"9/21/2022";"Child Care Center";"Child Care Center";"Center";160;"Active";"Active";0;15;"Child Care Center";
700381;171200170;"After School Child Care PALS";"Child Care Center";"800 Irelan Avenue";" ";"Absecon";"NJ";8201;"Atlantic";6096415375;"Work";"Stars@abseconschools.org";"Active";;180;"2 1/2 - 13 years";"Barbara";"J";"Needham";0;;0;"2/27/2024";"Regular";"Open";"11:45 AM";"05:45 PM";"Open";"11:45 AM";"05:45 PM";"Open";"07:00 AM";"09:45 AM";"Open";"07:00 AM";"09:15 AM";"Open";"07:00 AM";"09:15 AM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001167;604823;171200170;;;0;"None";1;0;0;"None";"None";0;;"Active";"5/9/2023";"6/2/2023";"Child Care Center";"Child Care Center";"Center";180;"Active";"Active";0;11;"Child Care Center";
700383;"01TOD0001";"Toddler Town Infant Nursery & Preschool";"Child Care Center";"425 S Egg Harbor Road";" ";"Hammonton";"NJ";8037;"Atlantic";;;"kprivitera@comcast.net";"Active";;55;"0 - 6 years";"Kristie";;"Privitera";4;"2021-09-09T17:33:28.14";1;"11/5/2025";"Regular";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001170;611756;"01TOD0001";;;0;"None";"None";0;0;"None";"None";0;;"Active";"1/10/2023";"3/28/2023";"Child Care Center";"Child Care Center";"Center";55;"Active";"Active";0;10;"Child Care Center";
700405;140700165;"Boys & Girls Club of Atlantic City";"Child Care Center";"317 N. Pennsylvania Avenue";" ";"Atlantic City";"NJ";8401;"Atlantic";6093472687;"Work";"aholmes@acbgc.org";"Active";;394;"6 - 13 years";"Brian";;"Little";1;"2019-05-04T07:13:20.077";1;"4/21/2025";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001226;615551;140700165;1453;;0;"None";"None";0;0;"None";"None";0;;"Active";"12/16/2022";"4/18/2023";"Child Care Center";"Child Care Center";"Center";394;"Active";"Active";0;26;"Child Care Center";
701938;171200136;"Hamilton Twp Schools Kids Corner Hess Education Complex";"Child Care Center";"700 Babcock Road";" ";"Mays Landing";"NJ";8330;"Atlantic";6094766311;"Work";"melderc@hamiltonschools.org";"Active";"https://hamiltonschools.org";150;"6 - 13 years";"Clifford";;"Melder";0;;1;"4/12/2024";"Regular";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005154;629735;171200136;2568;;0;"None";"None";0;0;"None";"None";0;;"Active";"3/14/2023";"4/18/2023";"Child Care Center";"Child Care Center";"Center";150;"Active";"Active";0;14;"Child Care Center";"Director"
701940;"01KID0005";"KidAcademy";"Child Care Center";"101 Morton Ave";" ";"Absecon";"NJ";8201;"Atlantic";6096463435;"Work";"debras@kidacademy.com";"Active";;49;"0 - 13 years";"Wendi";"J";"French";0;;0;"10/26/2025";"Regular";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005161;604824;"01KID0005";;;0;1;"None";0;0;"None";"None";0;;"Active";"9/13/2022";"10/31/2022";"Child Care Center";"Child Care Center";"Center";120;"Active";"Active";0;25;"Child Care Center";
701941;81200082;"Kingdom Academy II";"Child Care Center";"253 North New Road ";" ";"Pleasantville ";"NJ";8232;"Atlantic";6094849430;"Home";"Holleyg3@gmail.com";"Active";"https://www.facebook.com/Kingdomacademynj";28;"0 - 13 years";"Kamee";;"Baker";0;;0;"5/26/2024";"Regular";"Open";"06:30 AM";"05:30 PM";"Open";"06:30 AM";"05:30 PM";"Open";"06:30 AM";"05:30 PM";"Open";"06:30 AM";"05:30 PM";"Open";"05:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005162;637916;81200082;;;0;1;"None";0;0;"None";"None";0;;"Pending";"3/21/2023";"4/25/2023";"Child Care Center";"Child Care Center";"Center";52;"Active";"Active";0;27;"Child Care Center";
701942;80100174;"AtlantiCare Kids";"Child Care Center";"810 S Main Street";" ";"Pleasantville";"NJ";8232;"Atlantic";6096776975;"Work";"ronni.lerner@atlanticare.org";"Active";;60;"2 1/2 - 13 years";"Ronni";;"Lerner";1;"2019-05-04T07:13:20.077";1;"3/25/2024";"Temporary";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005165;635726;80100174;;;0;2;"None";0;0;"None";"None";0;;"Pending";"1/17/2023";"3/6/2023";"Child Care Center";"Child Care Center";"Center";60;"Active";"Active";0;18;"Child Care Center";
701944;"01ATL0021";"AtlantiCare Kids";"Child Care Center";"LEEDS AVE SCHOOL";" ";"PLEASANTVILLE";"NJ";8232;"Atlantic";6096419309;"Work";"ronni.lerner@atlanticare.org";"Active";;89;"2 1/2 - 13 years";"Heather";"V";"Turner";0;;0;"2/4/2024";"Temporary";"Open";"02:30 PM";"05:30 PM";"Open";"02:30 PM";"05:30 PM";"Open";"02:30 PM";"05:30 PM";"Open";"02:30 PM";"05:30 PM";"Open";"02:30 PM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005167;632781;"01ATL0021";;;1;8;"None";0;0;"None";"None";0;;"Active";"11/21/2022";"5/19/2023";"Child Care Center";"Child Care Center";"Center";89;"Active";"Active";0;31;"Child Care Center";"Director"
701981;"01DAV0001";"Davis-Holland Learning Center, Inc.";"Child Care Center";"1445 Cantillon Blvd";" ";"Mays Landing";"NJ";8330;"Atlantic";6099099979;"Work";"davishollandlearningcenter@gmail.com";"Active";;99;"0 - 13 years";"Melode";;"Davis-Holland";2;"2019-03-05T20:22:33.33";1;"1/16/2024";"Regular";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Open";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1005264;618118;"01DAV0001";;;1;11;"None";0;0;"None";"None";0;;"Active";"3/17/2023";"6/23/2023";"Child Care Center";"Child Care Center";"Center";99;"Active";"Active";0;45;"Child Care Center";"Director"
701988;"01ROB0001";"Robinson Small Learning Center";"Child Care Center";"715 Baltic Ave";" ";"Atlantic City";"NJ";8401;"Atlantic";6093442737;"Work";"rslcca@aol.com";"Active";;66;"0 - 13 years";"Carolyn";;"Farrar";0;;0;"8/22/2024";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1005277;608228;"01ROB0001";;;0;20;"None";0;0;"None";"None";0;;"Pending";"6/2/2023";"7/17/2023";"Child Care Center";"Child Care Center";"Center";66;"Active";"Active";0;31;"Child Care Center";
702397;160200006;"AtlantiCare Kids";"Child Care Center";"225 W. Washington Avenue";"Washington Avenue Elementary School";"Pleasantville";"NJ";8232;"Atlantic";6096419309;"Work";"ronni.lerner@atlanticare.org";"Active";;60;"6 - 13 years";"Heather";"V";"Turner";0;;0;"7/28/2025";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1006945;632714;160200006;;;0;"None";"None";0;0;"None";"None";0;;"Active";"5/31/2022";"1/5/2023";"Child Care Center";"Child Care Center";"Center";60;"Active";"Active";0;28;"Child Care Center";"Director"
702398;"01ATL0028";"AtlantiCare Kids";"Child Care Center";"1311 S Main Street";" ";"Pleasantville";"NJ";8232;"Atlantic";6096419309;"Center Phone";"Ronni.Lerner@atlanticare.org";"Active";;60;"2 1/2 - 13 years";"Heather";"V";"Turner";1;"2018-12-15T03:00:33.557";1;"3/3/2024";"Temporary";"Open";"08:45 AM";"05:30 PM";"Open";"08:45 AM";"05:30 PM";"Open";"08:45 AM";"05:30 PM";"Open";"08:45 AM";"05:30 PM";"Open";"08:45 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1006946;632782;"01ATL0028";;;0;3;2;2;0;"None";"None";0;;"Active";"1/10/2023";"2/24/2023";"Child Care Center";"Child Care Center";"Center";60;"Active";"Active";0;11;"Child Care Center";"Director"
702459;171200233;"Brigantine Board Of Education";"Child Care Center";"301 East Evans Boulevard";" ";"Brigantine";"NJ";8203;"Atlantic";6092663632;"Work";"dandros@brigantineschools.org";"Active";;150;"2 1/2 - 13 years";"Donna";;"Andros";1;"2019-05-07T13:06:22.01";1;"3/2/2024";"Regular";"Open";"03:00 PM";"06:00 PM";"Open";"03:00 PM";"06:00 PM";"Open";"03:00 PM";"06:00 PM";"Open";"03:00 PM";"06:00 PM";"Open";"03:00 PM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1007116;642915;171200233;;;0;"None";"None";0;0;"None";"None";0;;"Active";"3/15/2022";"9/8/2022";"Child Care Center";"Child Care Center";"Center";150;"Active";"Active";0;7;"Child Care Center";
702701;"01PEA0001";"Peace Lutheran Christian Preschool";"Child Care Center";"328 E Great Creek Road";" ";"Galloway";"NJ";8205;"Atlantic";6097480094;"Work";"peacepre@gmail.com";"Active";;30;"2 1/2 - 6 years";"Patricia";"Michele ";"Wythe";0;;0;"9/4/2024";"Temporary";"Open";"08:00 AM";"05:00 PM";"Open";"08:00 AM";"05:00 PM";"Open";"08:00 AM";"05:00 PM";"Open";"08:00 AM";"05:00 PM";"Open";"08:00 AM";"05:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;0;;;1007935;642178;"01PEA0001";;;0;"None";"None";0;0;"None";"None";0;;"Active";"5/23/2023";"5/23/2023";"Child Care Center";"Child Care Center";"Center";30;"Active";"Active";0;3;"Child Care Center";
