"ID";"Report Type";"Web Link";"Date"
1604;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15968174";"09-23-2021"
1604;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15968152";"09-23-2021"
1604;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15968155";"10-13-2021"
1604;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15968175";"10-13-2021"
1604;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15975503";"10-21-2021"
1604;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15975501";"10-25-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=332544";"02-21-2020"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=332542";"02-21-2020"
875;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=332697";"02-21-2020"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=422175";"06-18-2020"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=422174";"06-18-2020"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=697315";"02-03-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=697317";"02-03-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=679406";"02-03-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=679418";"02-03-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=679420";"02-03-2021"
875;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=679454";"02-03-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=679404";"02-03-2021"
875;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=697326";"02-19-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=697319";"02-19-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=697321";"02-19-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=697323";"02-19-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=697325";"02-19-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=679424";"02-19-2021"
875;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=679428";"02-19-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=460185";"02-13-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=457657";"02-13-2019"
1634;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=460189";"02-13-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=447875";"03-05-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=447855";"03-05-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=447837";"03-05-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=447825";"03-05-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=447655";"04-16-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=447823";"04-16-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=187251";"09-05-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=193882";"09-05-2019"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=355417";"02-26-2020"
1634;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=327954";"02-26-2020"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=327953";"02-26-2020"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=327952";"02-26-2020"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=355415";"02-26-2020"
1634;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=355418";"02-26-2020"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771510";"03-03-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771541";"03-03-2021"
1634;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=698467";"03-03-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=698460";"03-03-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=698462";"03-03-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771488";"03-03-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771492";"03-24-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=1538372";"03-24-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=1538531";"03-24-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=1538534";"03-24-2021"
1634;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771300";"03-24-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771569";"03-24-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771514";"03-24-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771518";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771578";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771584";"05-14-2021"
1634;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771338";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15445776";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15445786";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771304";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771483";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771496";"05-14-2021"
1634;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15771506";"05-14-2021"
242;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683684";"04-11-2018"
242;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683689";"04-11-2018"
242;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683693";"04-11-2018"
242;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683702";"04-11-2018"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683700";"04-11-2019"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683682";"04-11-2019"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683686";"04-30-2019"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=683680";"04-30-2019"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=299728";"01-30-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=387742";"05-19-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=387752";"05-19-2020"
242;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=387802";"05-19-2020"
242;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451345";"05-19-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=412167";"06-08-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=412168";"06-08-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451358";"06-22-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451362";"06-22-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451356";"06-22-2020"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=715214";"03-19-2021"
242;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=715215";"03-19-2021"
242;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=715222";"03-19-2021"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=280522";"01-14-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=280521";"01-14-2020"
1793;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=280527";"01-14-2020"
1793;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=280523";"01-14-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=517694";"07-07-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=517695";"07-07-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=6193855";"12-17-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=6193772";"12-17-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=6194047";"12-17-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=6194134";"12-17-2020"
1793;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=6193669";"12-17-2020"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=2105903";"04-05-2021"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=2105904";"04-05-2021"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=6145360";"04-19-2021"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=6145361";"04-19-2021"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15935633";"09-09-2021"
1793;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15935659";"09-09-2021"
1793;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15935657";"09-09-2021"
988;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=2104258";"04-07-2021"
1473;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451199";"06-08-2020"
1473;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451200";"06-08-2020"
1473;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451203";"06-08-2020"
1473;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=451198";"06-29-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=416207";"02-28-2019"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=416210";"02-28-2019"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15868318";"01-16-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=285577";"01-16-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=285566";"01-16-2020"
1798;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=285570";"01-16-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=340981";"01-30-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=340980";"03-06-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=341003";"03-06-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=340984";"03-16-2020"
1798;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=340979";"03-16-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=507422";"08-18-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=489804";"08-18-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=489805";"08-18-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=507424";"09-11-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=507426";"09-11-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=583383";"11-30-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=583384";"11-30-2020"
1798;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=675127";"11-30-2020"
1798;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=583386";"11-30-2020"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=626887";"01-20-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=626889";"01-20-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=672971";"02-09-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=672970";"02-09-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=675128";"02-09-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=675130";"02-09-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=716081";"03-18-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=716076";"03-18-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15855096";"05-27-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15855093";"05-27-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15855090";"06-16-2021"
1798;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15855098";"06-16-2021"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=617659";"03-20-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=617658";"03-20-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=617657";"03-20-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=617653";"03-20-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=617655";"04-02-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=617656";"04-02-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=617654";"04-02-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=477689";"05-29-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=477674";"05-29-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=264964";"08-27-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15859904";"08-27-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=264968";"08-27-2019"
1662;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=264963";"08-27-2019"
1662;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=430478";"08-27-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=265011";"10-17-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=15859906";"10-17-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=265012";"12-17-2019"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=558366";"10-07-2020"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=520784";"10-07-2020"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=520785";"10-07-2020"
1662;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=520783";"10-07-2020"
1662;"Evaluation Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=613237";"10-07-2020"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=558370";"11-12-2020"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=558368";"11-12-2020"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=594487";"11-12-2020"
1662;"Deficiency Form";"https://laserfiche.alabama.gov/WebLinkADHRCC/DocView.aspx?dbid=0&repo=ADHR&id=613207";"11-12-2020"
