"id";"name";"address";"city";"state";"zip";"county";"phone";"website";"email";"detail";
1086207;"Building Blocks Daycare Home";;"Great Bend";"KS";67530;"BARTON";;"https://m.facebook.com/profile.php?id=134334169957797";;"Building Blocks Day Care is licensed daycare home, located in Great Bend, KS. My goal is to provide a clean, safe, educational environment. To promote an interest in learning. To help children feel loved, accepted, and secure while in my care. And to lay a ""firm foundation"" for quality life. ";
955760;"Park Place Childcare & Learning Center";"2139 S Maize Rd";"Wichita";"KS";67209;"SEDGWICK";"316-722-9719";"https://plus.google.com/100737990530661425116/about?gl=ph&hl=en";;;
1051251;"Little Dragons Daycare";"510 E Jackson St";"Pittsburg";"KS";66762;"CRAWFORD";"620-704-8393";"https://plus.google.com/102863845942297569701/about?gl=ph&hl=en";;;
1051005;"Debbies Family Daycare";"16415 Elm Slough Road";"Wamego";"KS";66547;"POTTAWATOMIE";"785-456-6726";"https://plus.google.com/102991450800371868250/about?gl=ph&hl=en";;;
1085050;"Brilliant Beginnings 1";" 17680 Old Post Rd";"Wamego";"KS";66547;"POTTAWATOMIE";"(785) 456-8112 ";"https://plus.google.com/105035284803473701596/about?gl=ph&hl=en";;;
1050695;"Skys the Limit Childcare Inc";"8301 Lamar";"Overland Park";"KS";66210;"Johnson";"913-381-4743";"https://plus.google.com/105395817610434147778/about";;;
1086032;"Tabatha Griffith Day Care Home";"State Street   ";"Salina";"KS";67401;"SALINE";"785-577-3376";"https://plus.google.com/105424960870199968265/videos";;;
1054493;"Washington County Head Start";"412 Park St";"Greenleaf";"KS";66943;"WASHINGTON";"(785) 747-2604";"https://plus.google.com/105674412999357163602/about?gl=ph&hl=en";;;
1052439;"Kids World Day Care";"W Curtis";"Liberal";"KS";67901;"SEWARD";"620-626-5066";"https://plus.google.com/105877263625683135825/about?gl=ph&hl=en";;;
1086436;"Grandmas House";"2210 Sioux Dr ";"Garden City";"KS";67846;"FINNEY";"620-275-1114";"https://plus.google.com/107404610853743428998/about?gl=ph&hl=en";;;
914526;"BZB Day Care Home";"812 W 8th Street";"Pittsburg";"KS";66762;"CRAWFORD";"620-231-0557";"https://plus.google.com/110423415012300817586/about?gl=ph&hl=en";;;
1051242;"Neodesha Head Start Center";"1103 North 6th";"Neodesha";"KS";66757;"WILSON";"620-325-2813";"https://plus.google.com/110674982582558267578/about?gl=ph&hl=en";;;
1084640;"Grandmas House";"3544 N 59 St ";"Kansas City";"KS";66111;"WYANDOTTE";"913-334-5524";"https://plus.google.com/111114224331074563998/about?gl=ph&hl=en";;;
1086457;"Tiny Hearts Daycare";"2106 Apache Dr ";"Garden City";"KS";67846;"FINNEY";"620-275-0486";"https://plus.google.com/112961748067210085958/about?gl=ph&hl=en";;;
1050589;"Melanies Angels Home Child Care";"N 89th St";"Kansas City";"KS";66112;"WYANDOTTE";"913-484-2140";"https://plus.google.com/113144289557049172192/about?gl=ph&hl=en";;"We believe that all God's children are special! For this reason, Melanie's Angels Home Child Care is dedicated to teaching the importance of becoming loveable wholesome purposeful children.";
1084845;"Little Hearts LLC";"12011 W 127th St ";"Overland Park";"KS";66224;"Johnson";"913-322-0193";"https://plus.google.com/113980338227178453733/about?gl=ph&hl=en";;;
1054586;"Mama Burkes Sweet Tots";"5928 Haskell Ave ";"Kansas City";"KS";66104;"WYANDOTTE";"(913) 299-9880";"https://plus.google.com/115425567055929620254/about?gl=ph&hl=en";;;
1085894;"Precious Moments Home Daycare";;"Wichita";"KS";67220;"SEDGWICK";"316-665-4420";"https://plus.google.com/116465801177904894242/about?gl=ph&hl=en";;;
1054270;"Watch Us Bloom Home Daycare";"16617 W 125th St";"Olathe";"KS";66062;"JOHNSON";"(913) 839-3904 ";"https://plus.google.com/116493512533010458188/about";;"Watch Us Bloom is a home daycare providing a safe, home atmosphere. We offer 2 providers, Food Program, baby sign language, circle time, themed curriculum and more. ";
1051372;"Smith County Head Start";"221 S Main St Smith Center";"Smith Center";"KS";66967;"SMITH";"785-282-6011";"https://plus.google.com/116833368820392474599/about?gl=ph&hl=en";;;
1054822;"Noahs Ark Daycare";"175 Lawrence Ave Watsonville";"Lawrence";"KS";66047;"DOUGLAS";"831-722-7811";"https://plus.google.com/117344772545821691463/about?gl=ph&hl=en";;;
1054589;"Playmates Child Care";"604 6th St ";"Altamont";"KS";67330;"LABETTE";"(620) 7845495";"https://plus.google.com/117812345706163335059/about?gl=ph&hl=en";;;
1085490;"Pleasant Valley Preschool";"1020 E. 14th";"Harper";"KS";67058;"HARPER";"620-896-2004";"https://sites.google.com/site/pleasantvalleymennonite/Home/about-us/pleasant-place-pre-school";"alan.stucky@gmail.com";;
1086380;"Amber Heldermans Daycare";;"Goodland";"KS";67735;"SHERMAN";;"https://www.facebook.com/Amber101a?ref=br_rs&fref=browse_search";;;
1050753;"Puddle Jumpers Childcare";"Greenway Ln";"Lenexa";"KS";66215;"Johnson";"913-461-9926";"https://www.facebook.com/cjpjcc?fref=browse_search";;;
1051078;"Community First Inc";"1112 SE 10th St";"Topeka";"KS";66607;"SHAWNEE";"785-357-7331";"https://www.facebook.com/CommunityFirstInc/info";"service@abcfirst.org";"About
School Age Child Care Programming - Afterschool & Summer Camp
Mission
Reaching...Teaching...Building...Together…";
1084562;"Country Kids Daycare";"701 W. 15th Street";"Pleasanton";"KS";66075;"LINN";"913-594-0107";"https://www.facebook.com/countrykids13?ref=stream";"jessealynn89@gmail.com";"Country Kids Daycare is a home based daycare in Pleasanton, KS! ";
1050190;"All Gods Children";"Dempsey";"Leavenworth";"KS";66048;"LEAVENWORTH";"913-707-2376";"https://www.facebook.com/dempseydaycare";"lovedoinglaundry@yahoo.com";"All God's Children In-Home Day Care, independently owned and operated by Heather J. Smith, provides a loving, caring environment where children will be happy and grow healthy. ";
1084224;"DeSoto Daycare";"Demeadows";"De Soto";"KS";66018;"JOHNSON";"913-585-1110";"https://www.facebook.com/DeSotoPreschoolAndDaycare/info";"desotodaycarellc@gmail.com";"Our goal at DeSoto Daycare LLC is to encourage academic skills, creativity, individuality, and independence. We have created an environment filled with educators, love, patience and kindness.";
1084448;"Dragonfly Infant Care";"16648 W. 147th street";"Olathe";"KS";66062;"JOHNSON";"913-416-3606";"https://www.facebook.com/dragonflyinfantcare/info";"larajean1014@gmail.com";"As a Mom of two and a young Grandma of four, my heart is connected to the needs of young moms who want to finish school and have a good running start at life with their new, growing family. I believe there is a real need for young moms who need to start working and continue school soon after baby is born and the option of a big, expensive daycare setting is frightening. I specialize in babies under 1 year and hope to act as a transition from birth to toddler for these young moms. I offer a smoke-free, pet free environment. I only have space for a total of 3 babies at any given time so that each little one gets as much one-on-one care as possible. I offer organic baby food to those moms who are interested and I accept Child Care Assistance through Kansas.";
1086284;"Huwa Home Daycare";"2010 Metro";"Hays";"KS";67601;"ELLIS";"785-259-4732";"https://www.facebook.com/HuwaHomeDaycare/info";;"Run by Ashley Huwa, Huwa Home Daycare is a fun and interactive Day Care that is centered around your child's learning and growning. ";
1086521;"Kimmy Ds Christian Day Care";;"Liberal";"KS";67901;"SEWARD";;"https://www.facebook.com/kimmyds.christiandaycare?fref=browse_search";;;
1050354;"Lets Pretend";"S Kiowa Dr";"Olathe";"KS";66062;"JOHNSON";"913-626-1246";"https://www.facebook.com/letspretend.childcare?fref=browse_search";;;
1052309;"Little Cubs Academy";"409 N. 4th St";"WaKeeney";"KS";67672;"Trego";"785-743-8071";"https://www.facebook.com/LittleCubsAcademy";;;
1084334;"Little Lambs Christian Care";;"Leavenworth";"KS";66048;"LEAVENWORTH";"913-651-3694";"https://www.facebook.com/LittleLambsChristianCare/timeline";;"Little Lambs Christian Care is a family oriented place that wants to care for your children in a loving christian way.  Prices may vary depending on hours needed and number of children needing care.";
1084213;"Little Piggys Daycare";"6504 Botkins Rd.";"Blue Mound";"KS";66010;"LINN";"620-224-8758";"https://www.facebook.com/LittlePiggysDaycare/info";;"Little Piggy's Daycare is located North of Blue Mound. Kids of all ages welcome. Very resonable rates. Gives my kids friends to play with at all times. Never a dull moment around here. LOL Tons of Fun around here. ";
1085356;"Little Steps Daycare";"105 W 1st Ave";"Barnes";"KS";66933;"WASHINGTON";"785-763-4115";"https://www.facebook.com/LittleStepsDaycare.IsaacsCorner/info?ref=br_rs";"cschwin12@yahoo.com";;
1086299;"Lullabies and Laughter Daycare";"1318 MacArthur";"Hays";"KS";67601;"ELLIS";"785-259-6692";"https://www.facebook.com/lullabiesandlaughterdaycare1";;"Lullabies and Laughter Daycare is a licensed in home daycare ran by Sarah Fischer. Participant of Sunshine Connections Child and Adult Care Food Program. ";
