"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
1065226;"SOUTHWEST HEAD START @ PALOMINO SCHOOL";"15833 NORTH 29TH STREET";"PHOENIX";"AZ";85032;"MARICOPA";"(602) 923-6234";;;;;;;;;;;;;;;;;;;;;"Y";
943377;"GLENDALE COMMUNITY COLLEGE HEAD START";"6000 WEST OLIVE AVENUE";"GLENDALE";"AZ";85302;"MARICOPA";"(623) 845-3197";;;;;;;;;;;;;;;;;;;;;"Y";
943364;"RAIN FOREST MONTESSORI PRESCHOOL & DAYCARE CENTER";"786 N INDUSTRIAL PARK";"NOGALES";"AZ";85621;"SANTA CRUZ";"(520) 761-1599";"https://www.facebook.com/pages/Rainforest-Montessori-Preschool-and-Daycare/611948095482481";;;"https://www.facebook.com/pages/Rainforest-Montessori-Preschool-and-Daycare/611948095482481";"https://www.facebook.com/pages/Rainforest-Montessori-Preschool-and-Daycare/611948095482481";;;;;"y";"y";"y";"y";"n";"n";;;;;;;
943356;"A NEIGHBORHOOD EARLY LEARNING CENTER";"150 SOUTH WESTMORELAND";"TUCSON";"AZ";85718;"PIMA";"(520) 620-1001";;;;;;;;;;;;;;;;;;;;;"Y";
943342;"ANGEL KIDS ACADEMY";"10720 WEST INDIAN SCHOOL SUITE 45";"PHOENIX";"AZ";85037;"MARICOPA";"(623) 907-5439";;;;;;;;;;;;;;;;;;;;;"Y";
943313;"THE ROCK - THE SALVATION ARMY DAYCARE";"161 EAST CEDAR STREET";"GLOBE";"AZ";85501;"GILA";"(928) 402-0517";;;;;;;;;;;;;;;;;;;;;"Y";
1065267;"CITY OF GLENDALE - O' NEIL RECREATION CENTER G R A";"6448 WEST MISSOURI";"GLENDALE";"AZ";85301;"MARICOPA";"(623) 937-3925";;;;;;;;;;;;;;;;;;;;;"Y";
1010535;"INFANT CHILD RESEARCH PROGRAMS";"200 EAST CURRY ROAD STE 146";"TEMPE";"AZ";85281;"MARICOPA";"(480) 965-9396";"https://icrp.asu.edu/";"Mjwilcox@asu.edu";"The mission of ICRP is to promote the integration of science into early childhood practices. We strive to strengthen the relationship between children, their families, and their communities through cutting edge research, discovery, dissemination, and the training of interdisciplinary personnel.";"https://icrp.asu.edu/";"https://www.facebook.com/educationasu";;;;;"y";"y";"y";"y";"n";"n";"https://icrp.asu.edu/sites/all/themes/icrp/images/tree_logo_76.png";;;;;;
943301;"EAST MESA CHARTER ELEMENTARY SCHOOL";"9701 EAST SOUTHERN AVENUE";"MESA";"AZ";85209;"MARICOPA";"480-355-6830";"http://imagineeastmesa.org/home/";;"Imagine East Mesa (IEM) is committed to the goal of maintaining an educational  environment, conducive to a positive learning experience, free from disruptions, and  full of opportunities for students to take responsibility. We are igniting student success one future leader at a time!";"http://imagineeastmesa.org/home/";;" 7:30 am – 4:00 pm";;"http://visitimagineschools.com/home/wp-content/uploads/docs/2014-15_enrollment-pkg-eng.pdf";"http://imagineeastmesa.org/home/wp-content/uploads/docs/2013-14_handbook-emesa.pdf";"n";"n";"y";"y";"y";"y";;;;;;;
1065266;"CITY OF GLENDALE - DESERT PALMS G.R.A.S.P.";"11441 NORTH 55TH AVENUE";"GLENDALE";"AZ";85304;"MARICOPA";"(623) 359-1005";;;;;;;;;;;;;;;;;;;;;"Y";
1065265;"CITY OF GLENDALE - ROSE LANE RECREATION CENTER G R";"5003 WEST MARLETTE AVENUE";"GLENDALE";"AZ";85301;"MARICOPA";"(623) 930-7945";;;;;;;;;;;;;;;;;;;;;"Y";
1065264;"CEDAR TREE MONTESSORI INC";"129 NORTH PLEASANT STREET";"PRESCOTT";"AZ";86301;"YAVAPAI";"(928) 771-8785";"http://www.cedartreemontessori.com/";;"Mission statement
To encourage the development of the whole child by providing a comprehensive Montessori education, cultivating independent thought and foundational skills as well as awareness of their environment; empathy for others; social ease and confidence.

To establish within a child the intellectual, emotional, and physical rigor needed to become a self-directed learner, flexible thinker, creative problem solver, and support their ever-increasing curiosity about the world in which they live.

To help our students to grow up to be successful global citizens.
";"http://www.cedartreemontessori.com/";;;;;;"n";"y";"y";"y";"n";"n";;;;;;;
1065235;"NOAH WEBSTER SCHOOLS-- MESA";"7301 EAST BASELINE ROAD";"MESA";"AZ";85209;"MARICOPA";"(480) 986-2335";"https://www.noahwebster.org/campus/mesa/";;"At Noah Webster Schools, we want our students to succeed, and with two campuses in Arizona—one in Mesa and one in Scottsdale—you’ll be able to choose the perfect campus for you and your family. This allows you to send your child to a technologically advanced public, non-profit charter school, at no cost to you! Of course we understand that you have a lot of choices when it comes to your child’s education, and this decision is not something to take lightly. With our 5-star promise and wonderful team of educators and staff, we know you’ll be pleased with your decision to join the Noah Webster Schools’ family.";"https://www.noahwebster.org/campus/mesa/";"https://www.facebook.com/NoahWebsterSchool";"Monday – Friday
8:30 a.m. – 3:00 p.m.";"https://www.noahwebster.org/employment/";"https://www.noahwebster.org/pre-enrollment-form/";;"n";"n";"y";"y";"y";"y";"https://www.noahwebster.org/wp-content/uploads/2015/01/logo1.svg";;;;;;
1065263;"IMMACULATE HEART PRESCHOOL";"455 SOUTH LAKE POWELL BOULEVARD";"PAGE";"AZ";86040;"COCONINO";"(928) 645-2301";;;;;;;;;;;;;;;;;;;;;"Y";
1065234;"THE LITTLE ANGEL EARLY CHILDHOOD LEARNING CENTER,";"2802 W. Alvaro Rd.";"TUCSON";"AZ";85746;"PIMA";"(520) 806-4079";"http://www.littleangelpreschool.net/contact.html";"littleangelspreschool1@comcast.net";"Our center serves families with children in infancy through 9 years of age. Our program is designed to develop the creativity in each child through discovery by learning through an interactive process in the classroom and playground setting. This teaching approach enables us to provide a development appropriate practice in our center. 

Most of our Teachers are continuing students in Early Childhood Education at Pima Community College while employed at our facility. The Lead Teachers and their classrooms get visits from a Pima Community College educator to mentor and guide them in goals set in their classrooms. Each classroom is monitored with video security cameras. Our largest classroom maximum is 16 children (above 3 years old) to 2 teachers. Our nursery has 5 infants to 1 teacher and an assistant available. ";"http://www.littleangelpreschool.net/contact.html";;"6:00 a.m.-6:00 p.m.";;"http://www.littleangelpreschool.net/Enrollment_Application.pdf";"http://www.littleangelpreschool.net/Enrollment-Forms.html";"y";"y";"y";"y";"y";"y";"http://www.littleangelpreschool.net/publishImages/contact~~element18.jpg";;;;;;
1065232;"EAST VALLEY JCC";"908 NORTH ALMA SCHOOL ROAD";"CHANDLER";"AZ";85224;"MARICOPA";"(480) 897-0588";"http://www.evjcc.org/";"pam@evjcc.org";"The 2013-2014 academic year is well under way at the Early Childhood Learning Center. With our recent delivery of items from Lakeshore Learning, the brand new floors and cabinetry and the brightly painted walls, the center looks amazing!  Our staff works hard to develop clientuploads/ECLC/IMG_1474 (300x225).jpgchallenging  activities for your children so that they can learn and progress at their own level. With the use of guidelines from the National Association for the Education of Young Children, NAEYC, the premier accrediting organization and the Arizona Early Learning Standards, our teachers feel confident that they will meet the individual needs of each and every child at our center.";"http://www.evjcc.org/";;" Monday - Friday: 7 a.m. - 6 p.m.";;;"http://www.evjcc.org/clientuploads/ECLC/PARENT%20HANDBOOK%202014.2015.pdf";"y";"y";"y";"y";"y";"y";;;;;;;
128440;"JARDIN DE NINOS CHILDCARE INC";"1001 N WILMOT ROAD";"TUCSON";"AZ";85746;"PIMA";"(520)203-7402";;;;;;;;;;;;;;;;;;;;;"Y";
128272;"IMMANUEL CARE FOR CHILDREN";"WEST COLUMBINE DRIVE";"PHOENIX";"AZ";85029;"MARICOPA";"(602)472-3000";;;;;;;;;;;;;;;;;;;;;"Y";
128111;"ALEXANDRIA'S PLAY PALACE";"RAMAR ROAD";"BULLHEAD CITY";"AZ";86442;"MOHAVE";"(928)704-5165";"https://www.facebook.com/pages/Alexandrias-Play-Palace/592744490742592";;;"https://www.facebook.com/pages/Alexandrias-Play-Palace/592744490742592";"https://www.facebook.com/pages/Alexandrias-Play-Palace/592744490742592";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
128085;"WE LOVE KIDS CHILD CARE";"18631 N 19TH AVE STE 120-124";"PHOENIX";"AZ";85027;"MARICOPA";"(623)780-9222";"http://www.welovekidsaz.com/";"welovekidsaz@gmail.com";;"http://www.welovekidsaz.com/";;;"http://www.welovekidsaz.com/day-care-employment-form";"http://www.welovekidsaz.com/day-care-enrollment";;"y";"y";"y";"y";"y";"y";"http://www.welovekidsaz.com/wp-content/themes/welovekidschildcare/images/comp-logo.png";;;;;;
128086;"CAREBEAR PRESCHOOL";"2625 W. Queen Creek Road";"CHANDLER";"AZ";85248;"MARICOPA";"(480)219-9049";"http://carebearpreschool.com/";;"Carebear Preschool is dedicated to providing innovative, quality education services that support and contribute to the success and well being of our children and their families. We are committed to encouraging learning through fun, skill-based activities for children 1 to 5 years of age.

Our qualified, talented teachers structure daily activities designed for each child to learn at his or her own pace. Our teachers serve as examples to the children, who learn as much by observing others as they do by direct instruction. The teaching staff acts as a group of facilitators rather than directors of activities.

It is our daily mission to offer children an enriching experience that enhances their cognitive, social, emotional, physical, language, and creative development. It is our goal to give each child a strong, secure foundation on which to begin his or her educational journey.";"http://carebearpreschool.com/";"https://www.facebook.com/carebearpreschool";"Mon - Sun: 
7:00 am - 6:00 pm";"http://carebearpreschool.com/page/careers";"http://carebearpreschool.com/page/registration";;"n";"n";"y";"y";"y";"y";;;;;;;
128090;"COMPLETE KIDS CARE";"1546 NORTH PARKWAY DRIVE SUITE 102";"GILBERT";"AZ";85234;"MARICOPA";"(480)926-6116";"http://www.azsierrapediatrics.com/Complete-kids-care/Location.aspx";;"Complete Kids Care is committed to providing the very highest quality early childhood education that includes a developmentally appropriate curriculum and learning environment. Our instructors and aides strive to develop that special relationship that enhances learning and, at the same time, promotes fun and individual success. Graduates from our existing programs have done exceptionally well in kindergarten and in elementary school. Make Complete Kids Care the best choice for children and parents. We are a small center with big goals for your children.";"http://www.azsierrapediatrics.com/Complete-kids-care/Location.aspx";"https://www.facebook.com/completekidscare";"6am-6pm";;;"http://www.azsierrapediatrics.com/_files/complete-kids-care-parent-handbook-april-2012-update.pdf";"y";"y";"y";"y";"n";"n";"http://www.azsierrapediatrics.com/_images/logo.png";;;;;;
128084;"A B C'S PRESCHOOL & DAYCARE CENTER";"13615 NORTH 35TH AVENUE STE #7";"PHOENIX";"AZ";85029;"MARICOPA";"(602)896-1237";;;;;;;;;;;;;;;;;;;;;"Y";
128065;"W A C O G - CARVER HEAD START CENTER";"1341 W 5TH ST";"YUMA";"AZ";85364;"YUMA";"(928)217-7157";"http://www.wacog.com/head_start_centers.html";"carver@wacog.com";"The program offers a broad range of individualized services in the areas of education and child development, special education, health services, nutrition, parent/family development.

In addition, the range of Head Start services is responsive and appropriate to each family's ethnic, cultural, and linguistic heritage.

Serving western Arizona for over three decades, WACOG Head Start has a long tradition of delivering high quality services designed to enhance the healthy development of children. The primary focus of WACOG Head Start is children and their families. It is the program's mission to provide the foundation for the development of self-sufficient, healthy, caring and productive children and families. It is Head Start's role to ensure the provision of opportunities of parents to become active participants in their children's growth and development. Children's 'social competence' is an overall goal of the program and is defined as a child's everyday effectiveness in dealing with the responsibilities that attend both school life and home life. Social competence also takes into account a child's social, emotional, cognitive and physical development, and how these aspects are interrelated.

Since 1990, WACOG Head Start has more than quintupled its enrollment in its tri-county service area. The program is funded to serve 1,000 children and their families representing a diverse population in terms of culture, ethnicity, and language. The program has 20 centers with 42 classrooms and is staffed by over 130 full and part-time teaching staff.";"http://www.wacog.com/head_start_centers.html";;"8:00am to 5:00pm
Monday - Friday";"http://www.applitrack.com/wacog/onlineapp/";"http://www.wacog.com/enrollment_application.html";;"n";"n";"y";"y";"n";"n";"http://www.wacog.com/art/wacog40.jpg";;;;;;
128055;"HARVEST PRESCHOOL & CHILD CARE CENTER";"350 E 18TH STREET";"YUMA";"AZ";85364;"YUMA";"(928)782-2052";"http://prek.harvestprep.com/";"agamez@harvestprep.com";"Harvest Preparatory Preschool & Childcare is a DES-certified preschool with locations near each of our main school campuses in Yuma and San Luis. 

We provide a caring and stimulating environment for children up to 5 years old. A healthy breakfast, lunch and snacks are provided, as well as plenty of outdoor play and a restorative nap time. Structured preschool classes for 3-, 4- and 5-year-olds include cooperative play, music and movement, story time, manipulatives and more. Our dedicated staff members are committed to the well-being, safety and individual learning of each child in our care.";"http://prek.harvestprep.com/";"https://www.facebook.com/harvestprep";"Mon - Fri: 
7:30 am - 5:00 pm";"http://www.harvestprep.com/Employment/index.html";"http://prek.harvestprep.com/documents/HPCC%20Student%20Application%20Form.pdf";;"y";"y";"y";"y";"n";"n";;;;;;;
128056;"JARDIN ANGELICAL";"4240 W DAISY ST";"YUMA";"AZ";85364;"YUMA";"(928)783-0177";"http://www.jardinangelical-daycare.com/";;"Jardin Angelical Daycare in Yuma, Arizona was opened in 2006 by the Centeno family. Before opening the daycare center, Guadalupe Centeno, the co-owner, had 20+ experience in childcare. She has raised six children of her own, as well as had a group home for many years before opening up the daycare.

Jardin Angelical Daycare strives to develop children in a positive and nurturing environment. Jardin Angelical Daycare follows the ECR’s, First Things First, and Quality First Programs. Jardin Angelical helps children grow and learn in all aspects. Staff at Jardin Angelical are well-trained and challenge children to think in a deeper level. Staff help children to develop cognitive thinking, eye-hand coordination, and the obvious pre-k basics. Our staff also strives to develop all five senses and start getting children to think and communicate as much as possible. Meet our wonderful staff.

Our staff is also continuously learning and growing. Our teachers attend workshops on a regular basis to stay up to date with new information relevant to childcare. Staff also works very closely with First Thing First Coaches and Quality First Coaches to be constantly learning to provide better childcare for your children. Learn more about our credentials and certifications.";"http://www.jardinangelical-daycare.com/";"https://www.facebook.com/JardinAngelicalDaycare";"Mon - Fri: 
6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";"http://www.jardinangelical-daycare.com/wp-content/themes/jardin-angelical/assets/gfx/logo.png";;;;;;
128057;"KELLAND'S KIDDIE COLLEGE";"2430 SOUTH 1ST AVENUE";"YUMA";"AZ";85364;"YUMA";"(520)344-6274";;;;;;;;;;;;;;;;;;;;;"Y";
128063;"THE LEARNING PAD CHRISTIAN PRESCHOOL";"12716 NORTH FRONTAGE ROAD";"YUMA";"AZ";85367;"YUMA";"(928)345-1520";"http://www.learningpadpreschool.com/contact-us/";"thelearningpad@live.com";"Working with our families as a team, we desire to instill a respect and love for God, for the Bible, for authority, for self, for others, for study, and for work. We desire to promote a healthy balance between work and play. We desire to lay a strong biblical and educational foundation which may be built upon for years to come.";"http://www.learningpadpreschool.com/contact-us/";;"8am-3pm";;"http://www.learningpadpreschool.com/wp-content/uploads/2011/01/Registration-Form-2015-2016.pdf";;"n";"n";"y";"y";"n";"n";"http://www.learningpadpreschool.com/wp-content/uploads/2011/01/Learning-Pad-Firehouse-Logo2-300x223.jpg";;;;;;
128051;"HAND IN HAND CHRISTIAN PRESCHOOL";"150 WEST 28TH STREET";"YUMA";"AZ";85364;"YUMA";"(928)344-2519";"https://www.facebook.com/pages/Hand-in-Hand-Christian-Preschool-Inc/275859052528389?sk=info&tab=page_info";;"Hand in Hand Christian Preschool gives three, four, and five year old children the opportunity to develop their spiritual, intellectual, and social development in a preschool or kindergarten setting.";"https://www.facebook.com/pages/Hand-in-Hand-Christian-Preschool-Inc/275859052528389?sk=info&tab=page_info";"https://www.facebook.com/pages/Hand-in-Hand-Christian-Preschool-Inc/275859052528389?sk=info&tab=page_info";;;;;"n";"n";"y";"y";"n";"n";;;;;;;
128045;"PRESCHOOL EXPRESS L L C";"2464 W 8TH ST";"YUMA";"AZ";85364;"YUMA";"(928)782-3290";"https://www.facebook.com/pages/Preschool-Express/111039895627330";;;"https://www.facebook.com/pages/Preschool-Express/111039895627330";"https://www.facebook.com/pages/Preschool-Express/111039895627330";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
128047;"BRIGHT BEGINNINGS CHILDCARE";"7985 EAST 24TH STREET";"YUMA";"AZ";85365;"YUMA";"(928)341-1230";;;;;;;;;;;;;;;;;;;;;"Y";
128040;"POOH'S PLAYHOUSE";"1017 APACHE";"WINSLOW";"AZ";86047;"NAVAJO";"(928)289-4159";;;;;;;;;;;;;;;;;;;;;"Y";
128037;"WILLCOX MIGRANT & SEASONAL HEAD START";"611 NORTH BISBEE AVENUE";"WILLCOX";"AZ";85643;"COCHISE";"(520)384-3140";;;;;;;;;;;;;;;;;;;;;"Y";
128039;"MARY'S LITTLE LAMBS";"100 NORTH WARREN AVENUE";"WINSLOW";"AZ";86047;"NAVAJO";"(928)289-2987";;;;;;;;;;;;;;;;;;;;;"Y";
128038;"WILLIAMS HEAD START";"310 WEST SHERMAN";"WILLIAMS";"AZ";86046;"COCONINO";"(928)635-4273";;;;;;;;;;;;;;;;;;;;;"Y";
128034;"WICKENBURG HEAD START";"251 SOUTH TEGNER STREET";"WICKENBURG";"AZ";85390;"MARICOPA";"(928)684-6750";"http://www.hassayampa.wickenburgschools.org/";"cahershkowitz@wickenburg.k12.az.us";"Hassayampa Elementary School believes in a responsibility shared among students, staff, community, and parents to develop opportunities for learners to achieve maximum academic and personal potential in our changing world.";"http://www.hassayampa.wickenburgschools.org/";;"monday-thursday 8am-2:40pm
friday 8am-noon";;"http://www.wickenburgschools.org/index.cfm?pID=920";"http://toolbox1.s3-website-us-west-2.amazonaws.com/site_0086/WickenburgHassayampa_Handbk14-15_081814.pdf";"n";"n";"y";"y";"y";"y";"http://toolbox1.s3-website-us-west-2.amazonaws.com/site_0086/header_main25.gif";;;;;;
128036;"WILLCOX HEAD START";"501 WEST STEWART STREET";"WILLCOX";"AZ";85643;"COCHISE";"(520)384-0016";;;;;;;;;;;;;;;;;;;;;"Y";
128030;"ACADEMY FOR EARLY LEARNING";"51020 HIGHWAY 60/89";"WICKENBURG";"AZ";85390;"MARICOPA";"(928)668-0410";;;;;;;;;;;;;;;;;;;;;"Y";
128028;"Y M C A OF METROPOLITAN TUCSON 0LD VAIL MIDDLE SCH";"13299 E COLOSSAL CAVE RD";"VAIL";"AZ";85641;"PIMA";"(520)762-2400";;;;;;;;;;;;;;;;;;;;;"Y";
128027;"Y M C A AT OCOTILLO RIDGE";"10170 S WHITE LIGHTING LANE";"VAIL";"AZ";85641;"PIMA";"(520)885-2317";"https://tucsonymca.org/child-care/";"info@tucsonymca.org";"At the Y, we believe that every child should have the opportunity to discover who they are and what they can achieve. The Y’s early learning, before and after school programs, and school break and summer camps provide a safe and enriching experience for your child to discover and grow their unique interests while developing their self-esteem and confidence. Our focus on safety, health, social growth, and academic achievement means your child will have fun, grow, and thrive in our program. Nationally, the Y is a leader in early child care education.";"https://tucsonymca.org/child-care/";"https://www.facebook.com/TucsonYMCA";"Mon - Fri: 
8:00 am - 5:00 pm";"https://tucsonymca.org/about/employment/";;;"y";"y";"y";"y";"y";"y";;;;;;;
128023;"YOUTH ENRICHMENT SERVICES (YES) - HOMER DAVIS";"4250 NORTH ROMERO ROAD";"TUCSON";"AZ";85705;"PIMA";"(520)293-0820";;;;;;;;;;;;;;;;;;;;;"Y";
128022;"YOUTH ENRICHMENT SERVICES (YES)";"6901 N CAMINO DE LA TIERRA";"TUCSON";"AZ";85741;"PIMA";"(520)742-0438";;;;;;;;;;;;;;;;;;;;;"Y";
128015;"Y.M.C.A. - WHEELER ELEMENTARY";"1818 SOUTH AVE DEL SOL";"TUCSON";"AZ";85710;"PIMA";"(520)885-2317";;;;;;;;;;;;;;;;;;;;;"Y";
128003;"WRIGHT HEAD START";"2080 NORTH COLUMBUS BLVD";"TUCSON";"AZ";85712;"PIMA";"(520)326-9047";;;;;;;;;;;;;;;;;;;;;"Y";
128001;"WALTER DOUGLAS HEAD START";"3232 NORTH FLOWING WELLS";"TUCSON";"AZ";85705;"PIMA";"(520)292-6319";;;;;;;;;;;;;;;;;;;;;"Y";
127987;"THE CHILDREN'S CENTER";"4831 EAST 22ND STREET";"TUCSON";"AZ";85711;"PIMA";"(520)790-0117";"http://www.childrenscentertucson.com/contact-the-childrens-center-tucson-az.htm";"info@childrenscentertuscon.com";"The Children's Center of Tucson, AZ offers an Early Childhood Development program for children newborn to 6 years of age. The Center's purpose is to provide a rich environment, which will enhance and stimulate the total development of the child, physically, emotionally, socially, and intellectually.

We offer creative learning activities which incorporate reading readiness, math readiness, and arts and crafts. The educational materials in the environment are also designed to provide a wide variety of learning experiences, geared to the developmental needs of each child. These experiences will allow the child to have positive feelings about his or herself and build capabilities in all the following areas: Physical Development, Emotional Development, Social Development, and intellectual Growth.

The Children's Center staff is carefully screened and selected for experience and commitment to young children.";"http://www.childrenscentertucson.com/contact-the-childrens-center-tucson-az.htm";;"6:00 A.M. to 6:00 P.M.
Monday through Friday ";;;;"y";"y";"y";"y";"y";"y";"http://legacy.ybsitecenter.com/multi-images/kop/chi/158018/1187891-siteheader.jpg";;;;;;
127988;"THE CLUBHOUSE";"2719 NORTH SWAN ROAD";"TUCSON";"AZ";85712;"PIMA";"(520)795-9595";;;;;;;;;;;;;;;;;;;;;"Y";
