"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"detail";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
1066071;"HEAD START OF MFS DUPAGE";"700 E PLEASANT LN";"LOMBARD";"IL";60148;"DU PAGE";"(630) 516-7700";"http://www.metrofamily.org/programs-and-services/Education/HeadStart.aspx";;"We offer affordable & accredited educational programs for children ages 6 weeks to 5 years of age. Monday thru Friday, we provide a nurturing and diverse classroom environment for children to learn and play.";"http://www.metrofamily.org/programs-and-services/Education/HeadStart.aspx";"https://www.facebook.com/MetroFamChicago";"Mon - Fri: 8:30 am - 5:00 pm";"http://www.metrofamily.org/careers/";"http://www.metrofamily.org/programs-and-services/Education/HeadStart.aspx#require";;"y";"y";"y";"y";"n";"n";"http://www.metrofamily.org/library/images/common/logo.gif";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/t1.0-9/38717_10150210573205511_99719_n.jpg";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xfa1/t1.0-9/38793_10150210573100511_3137114_n.jpg";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/38465_10150210573075511_503755_n.jpg?oh=974256d9a28bed68babd279f830bd402&oe=5476A4A9&__gda__=1416790625_afc26d0b5fe94789a5ab90a29e169abd";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/36809_10150210573105511_5827622_n.jpg?oh=793ef6942d630eb048473405c6c7f2cb&oe=546437AD&__gda__=1415881162_7d6940363828f989e8a3a1930be005e6";;
1066062;"LIBERTY CHRISTIAN SCHOOL, LLC";"1640 W GELDEN RD";"LINDENHURST";"IL";60046;"LAKE";"(847) 445-8083";"http://www.libertychristianearlylearning.com/";"libertychristian.lindenhurst@gmail.com";"Our Mission:
Liberty Christian School offers spiritual, emotional, social, and educational development in a loving Christian atmosphere. A variety of resources and medium are used to enhance learning in areas of developmental readiness. ";"http://www.libertychristianearlylearning.com/";;"7:00 a.m.-4:00 p.m.";;"http://www.libertychristianearlylearning.com/Links___Directions.html";"http://www.libertychristianearlylearning.com/uploads/LCS_100_Liberty_Christian_Handbook.pdf";"y";"y";"y";"y";"n";"n";;"http://www.libertychristianearlylearning.com/images/5a22a6e4defa2300350a2351f47dcae6.jpg";"http://www.libertychristianearlylearning.com/images/a1dd89328a4089cc7bba447008a00d3b.jpg";"http://www.libertychristianearlylearning.com/images/fce2d3a6259b33e2849b507658e9619d.jpg";"http://www.libertychristianearlylearning.com/images/031b4e1c15e92203df97b5ea2ae0d5c8.jpg";;
1066041;"THE CHILDRENS HOUSE MONTESSORI SCHOOL";"1015 E 31ST ST";"LAGRANGE PARK";"IL";60526;"COOK";"(708) 203-1236";"http://www.tchms.org/";"jarcher@tchms.org";"The Children's House Montessori School is a Full School Member of the American Montessori Society and is registered with Illinois State Board of Education.  We are a community of learners working together to provide a Montessori educational experience that engages and inspires children to become life-long learners and responsible citizens in our diverse global community.  ";"http://www.tchms.org/";"https://www.facebook.com/childrenshouse.montessori1";"8:30 am-3:15 pm ";;;;"n";"n";"y";"y";"y";"n";"http://www.tchms.org/uploads/3/0/2/7/3027316/1382801544.png";"http://www.tchms.org/uploads/3/0/2/7/3027316/2298783_orig.jpg";"http://www.tchms.org/uploads/3/0/2/7/3027316/1266582_orig.jpg";"http://www.tchms.org/uploads/3/0/2/7/3027316/3668280_orig.jpg";"http://www.tchms.org/uploads/3/0/2/7/3027316/6281550_orig.jpg";;
1066025;"JUSTICE CHILD DEVELOPMENT CENTER";"8527 S 88TH AVE";"JUSTICE";"IL";60458;"COOK";"(708) 563-1234";;;;;;;;;;;;;;;;;;;;;"Y";
1092634;"CHERISHABLE MOMENTS CHILDCARE CENTER";"7012 W NORTH AVE";"CHICAGO";"IL";60707;"COOK";"(773) 6376220";;;;;;;;;;;;;;;;;;;;;"Y";
1092633;"L & L ACADEMY AND PRESCHOOL LAKEVIEW";"1056 W BELMONT AVE STE A";"CHICAGO";"IL";60657;"COOK";"(312) 404-6647";"http://www.landlschool.com/lakeview.html";"Director@LandLSchool.com";"The goal of L&L Academy is to nurture and guide each child’s development intellectually, socially, and physically. This is accomplished in an environment where learning unfolds though curriculum, exploration, and stimulating play. These lessons create a solid foundation that will continue to grow and evolve throughout your child’s lifetime.";"http://www.landlschool.com/lakeview.html";;;;;;"y";"y";"y";"y";"n";"n";"http://nebula.wsimg.com/dd85bea0d510ce977a1f8363506e691d?AccessKeyId=9FA3464567A1CB75F3D0&disposition=0&alloworigin=1";"http://nebula.wsimg.com/af914cd8d439be6404552330e3d93464?AccessKeyId=9FA3464567A1CB75F3D0&disposition=0&alloworigin=1";"http://nebula.wsimg.com/5ebd877eb4d48233df4fc023503f6341?AccessKeyId=9FA3464567A1CB75F3D0&disposition=0&alloworigin=1";"http://nebula.wsimg.com/369dc64ce22b0294e495b736f592fb84?AccessKeyId=9FA3464567A1CB75F3D0&disposition=0&alloworigin=1";"http://nebula.wsimg.com/1429a48699bf9686c6dc16542d96be28?AccessKeyId=9FA3464567A1CB75F3D0&disposition=0&alloworigin=1";;
1092632;"CHICAGO YOUTH CENTERS-ELLIOTT DONNELLEY";"3947 S MICHIGAN AVE";"CHICAGO";"IL";60653;"COOK";"(773) 268-3815";"http://chicagoyouthcenters.org/bronzeville-elliott-donnelley-youth-center/";"yvette.goodrich@chicagoyouthcenters.org";"One of the original three centers to form Chicago Youth Centers (CYC) in 1956, Elliott Donnelley Youth Center offers well-trained youth-development specialists who give individual attention to nearly 700 children and teens each year to help them with academic achievement and social and life skills development. Special features of this center are the ITW College and Career Readiness Center, the Art Park recreation area, the Lou Jones Fitness Park, and the Zuccarini Family Library. The center offers the following age-specific programs:";"http://chicagoyouthcenters.org/bronzeville-elliott-donnelley-youth-center/";"https://www.facebook.com/chicagoyouthcenters/info";;;;;"n";"n";"n";"n";"y";"y";"http://chicagoyouthcenters.org/wp-content/uploads/2013/07/cyc-header_v6.png";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/t1.0-9/p180x540/10361326_10152525946672368_4643167983331132072_n.jpg";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfp1/t1.0-9/s720x720/10606180_10152527967802368_6016828615097490028_n.jpg";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xpa1/l/t1.0-9/s720x720/10537031_10152491360077368_5369606447106059264_n.jpg";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xap1/t1.0-9/s720x720/10494566_10152491359662368_6792668277578689430_n.jpg";;
1092631;"NORTHWEST INSTITUTE FOR CONTEMP LEARNING";"4040 WEST DIVISION";"CHICAGO";"IL";60651;"COOK";"(773) 921-2800";;;;;;;;;;;;;;;;;;;;;"Y";
1092628;"CHILDREN'S LEARNING PLACE";"3121-3129 west fullerton";"CHICAGO";"IL";60647;"COOK";"(312) 923-9628";"http://www.childrenslearningplace.com/contact-us/fullerton";"clp@childrenslearningplace.com";"State agencies regulate and overseethe quality and compliance of every childcare center.  At Children's Learning Place (CLP), our staff is trained to follow systems that have been designed to not only meet state regulatory standards, but where possible, exceed them.

We monitor our staff in order to maintain the highest standards for security, safety and health as well as curriculum education and staff performance.  In addition, our directors are responsible for conducting evaluations monthly.  Routine procedures must be executed by Teachers and Directors to ensure all quality standards are met. They include a daily school check list and elaborate monthly and quarterly evaluations. There are management and staff evaluations, daily communications between the school, the director, and parents.  These evaluations are further critiqued by the executive director.

To further warranty the soundness and inclusiveness of our school, Parent Surveys are utilized in conjunction with Parent-Teacher meetings.  These surveys and meetings are studied to be sure of the effectiveness of our school and, in addition, offer parent feedback.

Definitive rules and regulations govern our school:
    We strive at all times to keep the health and contentment of our children first and foremost.
    Our schools are cleaned and maintained under the strictest of procedures.
    There are routine assessments for compliance of curriculum, procedures and the general happiness and well being of each child.
    We have consistent evaluations for maintenance and cleanliness of our schools.
    Directors and staff are obligated to fulfill their duties to the highest degree.
    We sponsor continuing education courses for our staff.
    We set the standards high and expect those standards to be respected and fulfilled.
";"http://www.childrenslearningplace.com/contact-us/fullerton";"https://www.facebook.com/pages/Childrens-Learning-Place/109708613807";"Monday thru Friday
7:00 a.m. - 6:30 p.m.";;"http://www.childrenslearningplace.com/admission";;"y";"y";"y";"y";"n";"n";;"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xap1/t1.0-9/p180x540/182923_10151570791663808_1563056354_n.jpg";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/581327_10151422638963808_1803862752_n.jpg?oh=ee8b4e5dc2c49389e5a3b6d1a12d6296&oe=5466945E&__gda__=1416294895_d7f11b7aef2b96caa73e7cb0dc72ea2f";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s720x720/602172_10151421171423808_1239898021_n.jpg?oh=d920d49bc020d4946d866702bf38eea4&oe=54772090&__gda__=1417741352_0a44b28975ba9e09ed001a9a13cb8284";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpf1/t1.0-9/s720x720/10656_10151635832793808_2114189212_n.jpg";;
1092629;"LEARN IT EXTENDED CLASSROOM-BUCKTOWN CIC";"2235 N HAMILTON AVE";"CHICAGO";"IL";60647;"COOK";"(810) 771-7235";;;;;;;;;;;;;;;;;;;;;"Y";
1092630;"WISE OWL DAYCARE, LLC";"2734 W NORTH AVE";"CHICAGO";"IL";60647;"COOK";"(312) 217-1433";"http://www.smartfromthestart.net/contact/";;"Our mission is to nurture children through Loving , Learning and Collaboration. We strive to make our children and their parents feel comfortable by providing a beautiful, sensory rich environment. In our preschool, your children will explore their world, while gaining skills in key areas such as literacy, mathematics, social studies, the arts and technology.";"http://www.smartfromthestart.net/contact/";"https://www.facebook.com/SFTSWiseOwlDaycare/info";;"http://www.smartfromthestart.net/careers/";;;"y";"y";"y";"y";"y";"n";"http://smartfromthestart.net/wp-content/uploads/2013/10/stackedlogofinal.png";"http://www.smartfromthestart.net/wp-content/uploads/2014/07/1976955_607281522691787_1382875083_n.jpg";"http://www.smartfromthestart.net/wp-content/uploads/2013/10/photo-63.jpg";"http://www.smartfromthestart.net/wp-content/uploads/2013/10/photo-60.jpg";"http://www.smartfromthestart.net/wp-content/uploads/2013/10/61.jpeg";;
1092626;"LITTLE LEADERS OF TOMORROW DAY CARE CTR";"301 N MAYFIELD AVE";"CHICAGO";"IL";60644;"COOK";"(773) 378-8302";;;;;;;;;;;;;;;;;;;;;"Y";
1092625;"POSITIVE ATTITUDES WORKING  DAYCARE";"757 N AUSTIN BLVD";"CHICAGO";"IL";60644;"COOK";"(708) 763-8983";;;;;;;;;;;;;;;;;;;;;"Y";
1092624;"LITTLE SHEPHERDS ACADEMY INC";"11832 S WESTERN AVE";"CHICAGO";"IL";60643;"COOK";"(773) 233-0900";;;;;;;;;;;;;;;;;;;;;"Y";
1092619;"U CHICAGO CDC - STONY ISLAND";"5824 S STONY ISLAND AVE";"CHICAGO";"IL";60637;"COOK";"(773) 891-6542";;;;;;;;;;;;;;;;;;;;;"Y";
1092620;"MILESTONES LEARNING ACADEMY, INC";"6445 S COTTAGE GROVE AVE";"CHICAGO";"IL";60637;"COOK";"(773) 633-2864";"http://mslearningacademy.weebly.com/";;;"http://mslearningacademy.weebly.com/";;"Monday - Friday 6am-6pm";;"http://mslearningacademy.weebly.com/register.html";;"n";"n";"y";"y";"n";"n";;;;;;;
1092621;"LEARN IT EXTENDED CLASSROOM-W BELDEN CIC";"2245 N MCVICKER AVE";"CHICAGO";"IL";60639;"COOK";"(773) 637-9430";;;;;;;;;;;;;;;;;;;;;"Y";
1092622;"CHRISTOPHER HOUSE-BELMONT CRAGIN";"5235 W BELDEN ST";"CHICAGO";"IL";60639;"COOK";"(773) 988-9859";"http://www.christopherhouse.org/page.aspx?pid=512";"info@christopherhouse.org";"Christopher House levels the playing field for low-income children by partnering with families to provide a continuum of high-quality schools from birth through high school and adult educational programs that create stable, self-sufficient families.

Founded in 1906 as a settlement house to help immigrants adjust to life in the U.S., Christopher House has continually evolved to meet the needs of Chicago’s low-income population over the last century. In the 1950’s, we became one of the first Head Start providers in the country. In the 1980s, in active response to a dramatic surge in teen pregnancies, we launched a teen parent program that is among the most effective in the state. In 2009, with several partners, we launched the Chicago Benchmarking Collaborative in an effort to promote better service for families across Chicago through the use of data-driven decision-making. Today, Christopher House is a network of six sites serving nearly 4,000 low income individuals throughout Chicago’s North and West Sides. In August 2013, we opened our new center and our first elementary school in the drastically underserved Belmont Cragin neighborhood. ";"http://www.christopherhouse.org/page.aspx?pid=512";"https://www.facebook.com/ChristopherHouseChicago";"Mon - Fri: 7:30 am - 5:30 pm";"http://www.christopherhouse.org/employment";;;"y";"y";"y";"y";"y";"n";"http://www.christopherhouse.org/image/ch-template-images/ch_logo.png";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xpa1/t1.0-9/s720x720/10612720_10152580147067383_5949610765251207889_n.jpg";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/t1.0-9/p180x540/14182_10152565734662383_4109597170987649930_n.jpg";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s720x720/10563025_10152588378842383_886934210246471778_n.jpg?oh=8bc8a876cc1d1e0ef5c86aac2210361b&oe=546A7584";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xpa1/t1.0-9/p180x540/10628403_10152588378817383_9015671420235759434_n.jpg";;
1092623;"SEEDS OF JOY DAYCARE & FITNESS CTR INC";"850 W EASTWOOD AVE STE 1";"CHICAGO";"IL";60640;"COOK";"(312) 765-3619";"http://www.seedsofjoydaycare.com/Daycare-Services-Locations-Chicago-IL.html";;"Seeds of Joy Daycare & Fitness Center in Chicago, Illinois, offers exceptional daycare services for children ages 6 weeks old to 12 years old. Our program fosters physical, cognitive, and emotional growth in students. We offer a positive learning environment that allows children to overcome any fears of learning while enhancing their social skills. Since our founding in June 2006, we have hoped to expand the number of jobs available to local residents and simultaneously enhance the resources available to youth and parents in the community. Our program enables parents to go to work secure in the knowledge that their child is safe and cared for. We have dedicated professionals that meet the needs of each child. We also provide nutritious meals.  Seeds of Joy Daycare & Fitness Center operates under a philosophy that children need to be treated with warmth and respect. We provide a caring environment to encourage independence, constructive problem solving, positive self-esteem, and improved self-worth. Seeds of Joy Daycare & Fitness Center is licensed through the City of Chicago and Illinois Children and Family Services.";"http://www.seedsofjoydaycare.com/Daycare-Services-Locations-Chicago-IL.html";;"Monday – Friday, 6:30 a.m. – 6:30 p.m.";;;;"y";"y";"y";"y";"y";"n";"http://www.seedsofjoydaycare.com/image/76242038_scaled_274x366.png";"http://www.seedsofjoydaycare.com/image/81548902.jpg";"http://www.seedsofjoydaycare.com/image/81548906.jpg";"http://www.seedsofjoydaycare.com/image/81548951.jpg";"http://www.seedsofjoydaycare.com/image/81548954.jpg";;
1092618;"U CHICAGO CHILD DEVELOPMENT CENTER DREXE";"5610 S DREXEL AVE";"CHICAGO";"IL";60637;"COOK";"(773) 256-0000";;;;;;;;;;;;;;;;;;;;;"Y";
1092617;"JUST LIKE HOME CHILDCARE CENTER INC";"1249 W 63RD ST";"CHICAGO";"IL";60636;"COOK";"(773) 434-1999";"https://www.facebook.com/justlikehome63/info?ref=page_internal";"justlikehome63@gmail.com";"Just Like Home is a childcare center where we provide a healthy learning environment. Each teacher takes pride in doing their jobs. We extend open arms to all children from all walks of life. At Just Like Home we want our families to feel welcome and comfortable. We want them to feel at home.";"https://www.facebook.com/justlikehome63/info?ref=page_internal";"https://www.facebook.com/justlikehome63/info?ref=page_internal";"Mon - Fri: 6:00 pm - 6:00 pm";;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/1506946_581854978558299_2063955482_n.jpg?oh=ccbf73eb93976f28b67f08da987ddfbf&oe=545DEA40";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xap1/t1.0-9/s720x720/10394649_683311815079281_7345910902163186674_n.jpg";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfa1/t1.0-9/s720x720/10606018_683311061746023_8159984602161123378_n.jpg";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/p180x540/10430459_682515515158911_941007698836966996_n.jpg?oh=e4c8205d99c250f86ff9e9bfb8a8bba4&oe=5463D5E1&__gda__=1417215432_7940710ba121fdf1b2c48c3f0bccf8d9";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/p180x540/10609574_682515748492221_4325375789947312180_n.jpg?oh=9f89e2bfafa892b87aea9bdd6573be6b&oe=546982EB&__gda__=1415782969_0e8f284a37f50939ccf5dce21921dcd3";;
1092615;"GOLDEN SUGAR";"5527 SOUTH ASHLAND";"CHICAGO";"IL";60636;"COOK";"(312) 623-7560";;;;;;;;;;;;;;;;;;;;;"Y";
1092616;"LITERACY ZONE, INC.";"5831 S WESTERN AVE";"CHICAGO";"IL";60636;"COOK";"(773) 306-0856";;;;;;;;;;;;;;;;;;;;;"Y";
