"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"detail";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
153434;"Academy of Learning & Development Center";"1709 Kateway Drive";"Greenwood";"SC";29646;"Greenwood";"(864)229-3207";;;;;;;;;;;;;;;;;;;;;"Y";
153435;"Academy Road Country Care";"270 Academy Road";"Walterboro";"SC";29488;"Colleton";"(843)538-5437";;;;;;;;;;;;;;;;;;;;;"Y";
153438;"Adams Run Children Academy";"5166 Highway 174";"Adams Run";"SC";29426;"Charleston";"(843)889-6076";;;;;;;;;;;;;;;;;;;;;"Y";
153451;"Adventures Plus Child Care";"1570 Ebinport Road";"Rock Hill";"SC";29732;"York";"(803)329-4101";"http://www.adventurespluschildcare.com/";;"Adventures Plus is a Rock Hill, SC day care that's been taking care of children for 16 years. Our philosophy is to provide top quality child care and meals at an affordable price.  
Adventures Plus offers infant care, preschool instruction, an after school program, and summer programs. In our preschool, each age has its own classroom. Children are served a nutritious breakfast, lunch, and snack each day. 
 
The staff at Adventures Plus believes in the importance of child development. Our facility is licensed by the South Carolina DSS (license #16660) and our approach is enhanced by the state's ABC Child Care program.  ";"http://www.adventurespluschildcare.com/";;"6AM to 6PM, Monday through Friday";;;;"y";"y";"y";"y";"y";"n";;;;;;;
153452;"After School Kids Center";"210 Balcome Blvd";"Simpsonville";"SC";29681;"Greenville";"(864)967-2891";;;;;;;;;;;;;;;;;;;;;"Y";
153453;"After School, Inc.";"733 King Street";"Charleston";"SC";29403;"Charleston";"(843)278-0441";;;;;;;;;;;;;;;;;;;;;"Y";
153456;"Agape United Day Care";"5 South Pacific Avenue";"York";"SC";29745;"York";"(803)684-6211";;;;;;;;;;;;;;;;;;;;;"Y";
153457;"Agapeland Day Care Center";"304 Huggins Street";"Marion";"SC";29571;"Marion";"(843)423-2077";;;;;;;;;;;;;;;;;;;;;"Y";
153460;"Aiken Head Start Center/ABCAA Child Development Center";"203 Beaufort Street N.E";"Aiken";"SC";29801;"Aiken";"(803)649-1465";;;;;;;;;;;;;;;;;;;;;"Y";
153474;"Alice G. Gainey";"200 W Washington Street";"Pamplico";"SC";29583;"Florence";"(843)493-5875";;;;;;;;;;;;;;;;;;;;;"Y";
153487;"Allendale Elementary School";"4561 Allendale-Fairfax Highway";"Allendale";"SC";29810;"Allendale";"(803)584-3476";"http://www.acs.k12.sc.us/Domain/8";"leaths@acs.k12.sc.us";"We succeed when Tigers R.E.A.D.!

    I will take responsibility for my learning and behavior.
    I will put forth effort and apply myself.
    I will remember that my attitude determines my altitude.
    With lots of determination, I can achieve!";"http://www.acs.k12.sc.us/Domain/8";"https://www.facebook.com/AllendaleElementarySC/info";;;;;"n";"n";"y";"y";"y";"n";"http://www.acs.k12.sc.us/cms/lib3/sc01001719/centricity/template/9/logos/allendalees.png";"http://www.acs.k12.sc.us/cms/lib3/sc01001719/centricity/domain/8/dfd1.jpg";"http://www.acs.k12.sc.us/cms/lib3/sc01001719/centricity/domain/8/dfd5.jpg";"http://www.acs.k12.sc.us/cms/lib3/sc01001719/centricity/domain/8/robotics%20members.jpg";"http://www.acs.k12.sc.us/cms/lib3/sc01001719/centricity/domain/8/dfd4.jpg";;
153494;"Alpha Christian Development Center";"216 Grober Hill Rd.";"Beaufort";"SC";29906;"Beaufort";"(843)986-0070";;;;;;;;;;;;;;;;;;;;;"Y";
153495;"Alpha Wee Care Center";"315 Peurifoy Road";"Walterboro";"SC";29488;"Colleton";"(843)542-9689";;;;;;;;;;;;;;;;;;;;;"Y";
153522;"Andrews Christian School";"607 Ashland Avenue";"Andrews";"SC";29510;"Georgetown";"(843)264-8413";"http://www.tcaandrews.org/contact.htm";"info@tcaandrews.org";"Thank you for visiting our site. Trinity Christian Academy exists to support families and churches in the work of making disciples.

We’re kind of fond of trees around here. One of the reasons is that they are one of God’s greatest metaphors for life. Trees are often symbolic of people in the scriptures. We have roots and branches; our lives grow from the past and branch out into the world around us. The Church too is like a tree, with roots and branches. One of our goals here at Trinity is to revive our awareness of our roots so that our branches produce the leaves for the healing of the nations (Ezekiel 47, Revelation 22:2). ";"http://www.tcaandrews.org/contact.htm";"https://www.facebook.com/pages/Trinity-Christian-Academy/196184975539";"Mon - Fri: 8:00 am - 3:00 pm";;"http://www.tcaandrews.org/Documents/STUDENT%20APPLICATION.pdf";;"y";"n";"y";"y";"y";"n";"http://www.tcaandrews.org/index_files/image8741.png";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpa1/t1.0-9/q71/s720x720/10156022_10152465585285540_3614853330298017159_n.jpg";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpa1/t1.0-9/p180x540/1908358_10152464913420540_5696955938318207764_n.jpg";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpa1/t1.0-9/p180x540/10402537_10152448657420540_8461704790867572884_n.jpg";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xap1/t1.0-9/p480x480/10154117_10152436408335540_6921483991263926250_n.jpg";;
153523;"Andrews Headstart";"13072 County Line Road";"Andrews";"SC";29510;"Williamsburg";"(843)264-3419";"http://www.weoc.org/maps/andrews.htm";"info@weoc.org";;"http://www.weoc.org/maps/andrews.htm";;;;;;"y";"y";"y";"y";"n";"n";;;;;;;
153525;"Angel's Inn";"2030 N. Cashua Drive";"Florence";"SC";29501;"Florence";"(843)665-4540";"http://angelsinnchildcareandpreschool.com/";;"At Angel's Inn Childcare & Preschool, we are dedicated to making childcare a positive experience that meets the needs of our children and their parents.  To offer a wide area of different programs for our children to have a well balanced life in order to grow in every possible way, and be ready for school.  Our creative curriculum is taught for 3K & 4K children.  We also offer schedule active for 2K children.";"http://angelsinnchildcareandpreschool.com/";;"Monday-Friday, 6:30 AM - 6:15 PM";;;;"y";"y";"y";"y";"y";"n";"http://angelsinnchildcareandpreschool.com/templates/School/img/DEDBDB/oben2.gif";;;;;;
153538;"Angels "" R"" Us";"854 Rocky River Road";"Lancaster";"SC";29720;"Lancaster";"(803)289-1927";;;;;;;;;;;;;;;;;;;;;"Y";
153539;"Angels Learning Center";"1704 Spring Street";"Greenwood";"SC";29646;"Greenwood";"(864)227-2700";;;;;;;;;;;;;;;;;;;;;"Y";
153558;"Anne Pitts Child Development Center";"291 Andrew Corley Road";"Lexington";"SC";29072;"Lexington";"803-359-5380";"https://www.facebook.com/ashstall/info";"maggieg12@windstream.net";"Our mission is to provide quality childcare and education to children ages 1-12 in a safe and loving environment.";"https://www.facebook.com/ashstall/info";"https://www.facebook.com/ashstall/info";;;;;"n";"y";"y";"y";"y";"n";"https://scontent-a-lax.xx.fbcdn.net/hphotos-frc1/t1.0-9/397344_283427741711668_2107124863_n.jpg";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/t1.0-9/s720x720/579755_460748500646257_1984309863_n.jpg";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-prn2/t1.0-9/s720x720/69256_460748433979597_832913567_n.jpg";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-ash2/t1.0-9/s720x720/600741_460748107312963_795818840_n.jpg";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/t1.0-9/s720x720/734238_455025261218581_172609017_n.jpg";;
153582;"Arms of Joy";"606 West 4th North St.";"Summerville";"SC";29483;"Dorchester";"(843)832-1170";;;;;;;;;;;;;;;;;;;;;"Y";
153583;"Arms of Love Academy";"502 Old York Road";"Chester";"SC";29706;"Chester";"(803)581-7997";;;;;;;;;;;;;;;;;;;;;"Y";
153591;"ATEC Child Development Center";"874 Vocational Lane";"Camden";"SC";29020;"Kershaw";"(803)425-8982";;;;;;;;;;;;;;;;;;;;;"Y";
153595;"Aunt Susans Play School Inc";"436 North Main Street";"Sumter";"SC";29150;"Sumter";"(803)775-4255";;;;;;;;;;;;;;;;;;;;;"Y";
153596;"Avery Lake Head Start";"100 Lestina Court";"Fort Mill";"SC";29715;"York";"(803)802-7587";"http://www.carolinacommunityactions.org/html/head_start_programs_.html";"CarolinaCommunityActions@gmail.com";"Head Start provides comprehensive educational, health, nutritional, social and many other services to economically challenged children and their families in Chester, Lancaster, Union and York Counties.";"http://www.carolinacommunityactions.org/html/head_start_programs_.html";;;;;;"y";"y";"y";"y";"n";"n";;;;;;;
153603;"Aye's Kinderoo Care II";"213 Van Boklen Street";"Eastover";"SC";29044;"Richland";"(803)353-5299";;;;;;;;;;;;;;;;;;;;;"Y";
153607;"B. R. Scott Children's Center, LLC";"327 Pidgeon Bay Road";"Summerville";"SC";29483;"Dorchester";"(843)875-4189";;;;;;;;;;;;;;;;;;;;;"Y";
153608;"B.A.C. Daycare Center";"1200 North Irby Street";"Florence";"SC";29501;"Florence";"(843)662-8086";;;;;;;;;;;;;;;;;;;;;"Y";
153609;"Baby Bear Day Care, L.L.C.";"15 Ornan Street";"Bamberg";"SC";29003;"Bamberg";"(803)245-3470";;;;;;;;;;;;;;;;;;;;;"Y";
153612;"Balancing Buddies";"3762 Claypond Road";"Myrtle Beach";"SC";29579;"Horry";"(843)236-9620";"http://www.gymnasticsincmyrtlebeach.com/bbud_preschool.html";"balancingbuddies@hotmail.com";"Balancing Buddies Preschool is a bright, stimulating and fun place for preschool children to grow and learn.  We offer three, four, and five year olds a curriculum-based class experience. Our preschool classes follow Horry County age guidelines for kindergarten placement.   Believing in fitness, our program includes one hour of structured gymnastics two times a week. This fitness activity will encourage motor development and improve your child's strength, flexibility and coordination, acting as a springboard for other sports and activities.";"http://www.gymnasticsincmyrtlebeach.com/bbud_preschool.html";;"Monday - Friday 7am - 6pm ";;;;"n";"y";"y";"y";"n";"n";"http://www.gymnasticsincmyrtlebeach.com/images/bbuds/bb_logo.jpg";"http://www.gymnasticsincmyrtlebeach.com/images/gym/tramp.jpg";"http://www.gymnasticsincmyrtlebeach.com/images/bbuds/bus.jpg";"http://www.gymnasticsincmyrtlebeach.com/images/bbuds/sit.jpg";"http://www.gymnasticsincmyrtlebeach.com/images/bbuds/blding.jpg";;
153640;"Barbara Tyner's Day Care";"408 Bluff Road";"Hartsville";"SC";29550;"Darlington";"(843)332-7359";;;;;;;;;;;;;;;;;;;;;"Y";
153645;"Barnwell Head Start Center/ABCAA Child Development Center";"262 Litchfield Street";"Barnwell";"SC";29812;"Barnwell";"(803)259-7210";;;;;;;;;;;;;;;;;;;;;"Y";
153647;"Batesburg-Leesville Head Start";"118 David Drive";"Batesburg";"SC";29006;"Lexington";"(803)532-4039";;;;;;;;;;;;;;;;;;;;;"Y";
153655;"Beaufort Academy Kindergarten";"7 Fairfield Estate Road";"Beaufort";"SC";29907;"Beaufort";"(843)524-9533";"http://new.beaufortacademy.org/academics/lower-school/";;"The Lower School consists of pre-Kindergarten through Fourth Grade. Beaufort Academy is dedicated to a safe and nurturing environment.

    Small class sizes allowing for personal interaction among teachers, students, and parents
    Child-centered classrooms where students are challenged independently, in small groups, and as a whole class
    Traditional classroom activities in language arts, math, science, social studies, and handwriting that are supplemented with hands on experiences
    Creating independent thinkers and critical problem solvers
    Enrichment in art, music, media skills, Spanish, keyboarding and technology, and physical education
";"http://new.beaufortacademy.org/academics/lower-school/";"https://www.facebook.com/pages/Beaufort-Academy/407170812659044";;"http://new.beaufortacademy.org/employment/";;;"n";"n";"y";"y";"n";"n";"http://new.beaufortacademy.org/wp-content/uploads/2012/10/BA.png";"http://new.beaufortacademy.org/wp-content/uploads/2012/11/IMG_2235.jpg";"http://new.beaufortacademy.org/wp-content/uploads/2012/11/100_1994.jpg";;;;
153656;"Beaufort Head Start";"1800 Prince St.";"Beaufort";"SC";29902;"Beaufort";"(843)322-2600";;;;;;;;;;;;;;;;;;;;;"Y";
153659;"Beech Island Child Development Center, Inc.";"1981 Atomic Road";"North Augusta";"SC";29841;"Aiken";"(803)302-1654";;;;;;;;;;;;;;;;;;;;;"Y";
153660;"Beginner's Paradise Day Care Center, Inc.";"8899 Highway 701 South";"Conway";"SC";29527;"Horry";"(843)397-1830";"https://www.facebook.com/pages/Beginners-Paradise-Day-Care-Center/161876387230972?sk=info";"beginpds@sccoast.net or beginnersparadise1830@gmail.com";"Beginners Paradise Day Care Center is a fun, loving, safe place where each child is treated as an individual. Our staff knows how important it is to provide age appropriate educational activites. All of Beginners Paradise staff are CPR/First Aid certified, along with having their Early Childhood Credential from Horry/Georgetown Tech. We are located at 8899 Highway 701 South in Conway, South Carolina. Come let us care for your child/children in a fun, safe, kid friendly enviroment.";"https://www.facebook.com/pages/Beginners-Paradise-Day-Care-Center/161876387230972?sk=info";;;;;;"y";"y";"y";"y";"n";"n";;"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/t1.0-9/p180x540/302456_164022037016407_798281802_n.jpg";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xpf1/t1.0-9/p180x540/296696_164021933683084_106665353_n.jpg";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/t1.0-9/p180x540/315894_164021977016413_2140820392_n.jpg";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfp1/t1.0-9/p180x540/293227_164022183683059_1043482262_n.jpg";;
153671;"Belvedere Early Learning Center";"3700 Thurmond Street";"Columbia";"SC";29204;"Richland";"(803)754-4027";;;;;;;;;;;;;;;;;;;;;"Y";
153672;"Benedict College Child Development Center";"1608 Westminister Drive";"Columbia";"SC";29204;"Richland";" (803) 705-4884";"http://www.benedict.edu/cms/?q=node/180";;"The Mission of Benedict College Child Development Center is to cultivate in each child a lifelong enjoyment for learning and respect for others by providing a nurturing, stimulating, and interactive environment.";"http://www.benedict.edu/cms/?q=node/180";;;;"http://www.benedict.edu/cms/?q=node/182";;"y";"y";"y";"y";"n";"n";"http://www.benedict.edu/cms/sites/default/files/images/bc_divisions/child_dev_ctr/CDC_Logo.jpg";;;;;;
153686;"Best Friends Day Care";"110 West Clifton Avenue";"North Augusta";"SC";29841;"Aiken";"(803)279-8260";;;;;;;;;;;;;;;;;;;;;"Y";
153690;"Bethel Baptist Church Day Care";"403 Sulphur Springs Road";"Greenville";"SC";29617;"Greenville";"(864)246-5951";;;;;;;;;;;;;;;;;;;;;"Y";
153691;"Bethel Child Care and Learning Center";"2401 Bethel Road";"Sumter";"SC";29154;"Sumter";"(803)481-5340";;;;;;;;;;;;;;;;;;;;;"Y";
153692;"Bethel Child Enrichment Program";"245 South Church Street";"Spartanburg";"SC";29306;"Spartanburg";"(864)585-8356";"http://www.bethelmethodist.org/site/page.asp?id=50&t=child_enrichment";;"Welcome to Bethel's Child Enrichment Program. Here at Bethel, we offer both Pre-School and After School Child Enrichment opportunitites. Our goal is to provide the best quality care for your child in a loving Christian environment, meeting their needs and enriching their lives.
Our programs are designed to enhance learning and play, while enriching their spiritual growth. As a part of our program we offer music, arts and crafts, games, free play, and many other learning opportunities. Each day offers a variety of experiences to stimulate interests and enrich development.
Each child is special to us. We strive to discover their interests and encourage any talents. We teach them God has a special plan for their lives.";"http://www.bethelmethodist.org/site/page.asp?id=50&t=child_enrichment";"https://www.facebook.com/pages/Bethel-United-Methodist-Church/117426291616973";;;;;"n";"n";"y";"y";"y";"n";;;;;;;
153694;"Bethel Learning Centers";"819 Woodrow Street";"Columbia";"SC";29205;"Richland";"(803)779-1816";"http://bethellearningcenters.org/pages/page.asp?page_id=243555";;"The Child Development Center (CDC) is the oldest division at Bethel Learning Centers and one of few accredited programs in the state of South Carolina. Children ages 2 years through 5 years are accepted and immersed in the faith-based A Beka Bookcurriculum.

We are proud to offer an educational experience that is spiritually guided and based on academics. Our curriculum includes instruction in language arts (phonetics, spelling), mathematics and the social and general sciences. We also offer Spanish language instruction, as well as Computer Technology and Physical Education special area programs.";"http://bethellearningcenters.org/pages/page.asp?page_id=243555";;"Monday-Friday
6:30 AM-6:00 PM";"http://bethellearningcenters.org/pages/page.asp?page_id=243308";;;"n";"y";"y";"y";"n";"n";;;;;;;
153695;"Bethel UMC";"1705 Lockhart Hwy.";"Union";"SC";29379;"Union";"(864)427-9715";;;;;;;;;;;;;;;;;;;;;"Y";
153698;"Bethesda Christian School";"504 Dekalb Street";"Camden";"SC";29020;"Kershaw";"(803)425-0080";;;;;;;;;;;;;;;;;;;;;"Y";
153701;"Bethune Bowman Elementary Child Development Center";"4857 Charleston Hwy.";"Rowesville";"SC";29133;"Orangeburg";"(803)533-6371";"http://bbes.ocsd5.net/";;"Bethune-Bowman Elementary School exists to provide excellence in teaching and learning.";"http://bbes.ocsd5.net/";;" 7:15 AM - 3:20 PM ";;;"http://www.ocsd5.net/Download.asp?L=0&LMID=&PN=DocumentUploads&DivisionID=15809&DepartmentID=0&SubDepartmentID=0&SubP=&Act=Download&T=1&I=311111";"n";"n";"y";"y";"y";"n";;"http://images.schoolinsites.com/cache/School_5935/38e3891a685828e58e9464916f7439ba.jpg";;;;;
153722;"Betty's Day Care and Preschool";"122 Elm Street";"SAINT STEPHEN";"SC";29479;"Berkeley";"(843)567-2624";"https://www.facebook.com/pages/Bettys-Daycare-Preschool/117868921756574?sk=info";"Bettysdaycare.preschool@gmail.com";;"https://www.facebook.com/pages/Bettys-Daycare-Preschool/117868921756574?sk=info";"https://www.facebook.com/pages/Bettys-Daycare-Preschool/117868921756574?sk=info";;;;;"y";"y";"y";"y";"n";"n";;"https://scontent-a-lax.xx.fbcdn.net/hphotos-ash2/t1.0-9/q77/s720x720/1012314_121334801409986_1024122417_n.jpg";"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/q71/s720x720/972268_119534754923324_1126397014_n.jpg?oh=7f26ce256a691b35ec499f9c76070831&oe=542D955B&__gda__=1412550462_3949562110eda358586042763b21201f";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-ash2/t1.0-9/q71/s720x720/943614_119524438257689_624906990_n.jpg";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpf1/t1.0-9/q71/s720x720/970495_119525101590956_909537449_n.jpg";;
153723;"Betty's Tots";"1303 Rivers Street";"Walterboro";"SC";29488;"Colleton";"(803)549-5903";;;;;;;;;;;;;;;;;;;;;"Y";
153732;"BHW Head Start";"15 Black Street";"Honea Path";"SC";29654;"Anderson";"(864)369-1108";;;;;;;;;;;;;;;;;;;;;"Y";
153733;"Bibleway Community Learning Center";"1518 Hawkins Street";"Georgetown";"SC";29440;"Georgetown";"(843)527-2617";"http://www.greaterbiblewaygeorgetown.com/Day_Care_Georgetown_SC.html";"info@greaterbiblewaygeorgetown.com";"Breathe easier knowing that your little ones are in good hands at The Bibleway Community Learning Center in Georgetown, South Carolina. A certified day care center since 1988, we offer services Monday through Friday for children as young as 6 weeks to 12 years of age. Day care lessons are divided up based on age groups.";"http://www.greaterbiblewaygeorgetown.com/Day_Care_Georgetown_SC.html";;"Monday–Friday, 6:45 a.m.–5:30 p.m.";;;;"y";"y";"y";"y";"y";"n";"http://www.greaterbiblewaygeorgetown.com/image/59678600.png";"http://www.greaterbiblewaygeorgetown.com/image/33053777_scaled_150x225.jpeg";;;;;
153734;"Bishop's Day Care & Kindergarten";"110 N. Old Grove Road";"Greenville";"SC";29605;"Greenville";"(864)233-7941";"https://www.facebook.com/pages/Bishops-Day-Care-Kindergarten/170275512986080?id=170275512986080&sk=info";;;"https://www.facebook.com/pages/Bishops-Day-Care-Kindergarten/170275512986080?id=170275512986080&sk=info";"https://www.facebook.com/pages/Bishops-Day-Care-Kindergarten/170275512986080?id=170275512986080&sk=info";;;;;"y";"y";"y";"y";"n";"n";;;;;;;
153735;"Bishopville - Lee Child Care Center, Inc.";"118 East College Street";"Bishopville";"SC";29010;"Lee";"(803)484-6800";;;;;;;;;;;;;;;;;;;;;"Y";
153736;"Bishopville Head Start";"603 North Main Street";"Bishopville";"SC";29010;"Lee";"(803)484-5403";;;;;;;;;;;;;;;;;;;;;"Y";
153737;"Bishopville Primary School";"603 North Dennis Avenue";"Bishopville";"SC";29010;"Lee";"(803)484-9475";;;;;;;;;;;;;;;;;;;;;"Y";
153741;"Blenheim Head Start";"2809 Polston Farm Road";"Blenheim";"SC";29516;"Marlboro";"(843)528-3465";;;;;;;;;;;;;;;;;;;;;"Y";
