"provider_id";"date";"id";"outcome";"category";"roi_url"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Founded";"Food/Nutrition";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Unfounded";"Sleep/Napping Requirements";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118195;"Founded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdo/nfNmDQFQEhEsR45KggQFVO06mNl4z2Wc0e.bS7pJtQY"
"0011J00001CPmSwQAL";" 10/3/2019";118560;"Founded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdy/rZoN1FM38LHiZkahE1q5Uht4RXreNGOrFQCxaW3L1.U"
"0011J00001CPmSwQAL";" 10/3/2019";118560;"Founded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfdy/rZoN1FM38LHiZkahE1q5Uht4RXreNGOrFQCxaW3L1.U"
"0011J00001CPmSwQAL";" 10/3/2019";119374;"Founded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfe3/duaPVCgYmVeuEbSf1D2X7vYE4.rUM0sf7_fnnIQkNHA"
"0011J00001CPmklQAD";" 11/20/2019";124315;"Founded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AcF2/bupCkjOaLdUjw2hLZLVdYI.pSYN3hFzupwfVv4AapTA"
"0011J00001CPmklQAD";" 11/20/2019";124315;"Unfounded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AcF2/bupCkjOaLdUjw2hLZLVdYI.pSYN3hFzupwfVv4AapTA"
"0011J00001CPmklQAD";" 11/20/2019";124315;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AcF2/bupCkjOaLdUjw2hLZLVdYI.pSYN3hFzupwfVv4AapTA"
"0011J00001CPmklQAD";" 11/20/2019";124315;"Unfounded";"Lack of Supervision";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AcF2/bupCkjOaLdUjw2hLZLVdYI.pSYN3hFzupwfVv4AapTA"
"0011J00001CPmklQAD";" 8/20/2019";120074;"Founded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xcxl/2dsCzzMtjzjpg9.DSb8RMyuvfHBQjAj3obTIsfJ3Hus"
"0011J00001CPmklQAD";" 8/20/2019";120074;"Founded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xcxl/2dsCzzMtjzjpg9.DSb8RMyuvfHBQjAj3obTIsfJ3Hus"
"0011J00001CPmklQAD";" 8/20/2019";120074;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xcxl/2dsCzzMtjzjpg9.DSb8RMyuvfHBQjAj3obTIsfJ3Hus"
"0011J00001CPmklQAD";" 8/20/2019";120074;"Unfounded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xcxl/2dsCzzMtjzjpg9.DSb8RMyuvfHBQjAj3obTIsfJ3Hus"
"0011J00001CPmklQAD";" 4/17/2019";113586;"Founded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmeZ/V43xUddIXkCZifGgtUsVHZ9nMJ63eWBt6p_mWPIefTo"
"0011J00001CPmklQAD";" 4/17/2019";113586;"Unfounded";"Food/Nutrition";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmeZ/V43xUddIXkCZifGgtUsVHZ9nMJ63eWBt6p_mWPIefTo"
"0011J00001CPmklQAD";" 4/17/2019";113586;"Founded";"Harsh Treatment";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmeZ/V43xUddIXkCZifGgtUsVHZ9nMJ63eWBt6p_mWPIefTo"
"0011J00001CPmklQAD";" 4/17/2019";113586;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmeZ/V43xUddIXkCZifGgtUsVHZ9nMJ63eWBt6p_mWPIefTo"
"0011J00001CPoxwQAD";" 7/1/2019";116789;"Unfounded";"Staff Qualifications";
"0011J00001CPoxwQAD";" 7/1/2019";116789;"Founded";"Facility Condition/safety";
"0011J00001CPoxwQAD";" 7/1/2019";116789;"Unfounded";"Other";
"0011J00001CPoxwQAD";" 7/1/2019";116789;"Unfounded";"Staff Qualifications";
"0011J00001CPoxwQAD";" 8/30/2018";104517;"Unfounded";"Business/Financial";
"0011J00001CPoxwQAD";" 8/28/2018";103542;"Founded";"Staff to Child Ratio";
"0011J00001CPoxwQAD";" 8/28/2018";103542;"Founded";"Other";
"0011J00001Elm0YQAR";" 8/16/2019";119885;"Unfounded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xd8U/.Bad60YmLkPMRQx3u_NNbUjLBvnsLxeMcS1MirQpDm4"
"0011J00001Elm0YQAR";" 8/16/2019";119885;"Unfounded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xd8U/.Bad60YmLkPMRQx3u_NNbUjLBvnsLxeMcS1MirQpDm4"
"0011J00001Elm0YQAR";" 8/16/2019";119885;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xd8U/.Bad60YmLkPMRQx3u_NNbUjLBvnsLxeMcS1MirQpDm4"
"0011J00001Elm0YQAR";" 8/16/2019";119885;"Unfounded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xd8U/.Bad60YmLkPMRQx3u_NNbUjLBvnsLxeMcS1MirQpDm4"
"0011J00001Elm0YQAR";" 8/16/2019";119885;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xd8U/.Bad60YmLkPMRQx3u_NNbUjLBvnsLxeMcS1MirQpDm4"
"0011J00001Elm0YQAR";" 8/16/2019";119885;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xd8U/.Bad60YmLkPMRQx3u_NNbUjLBvnsLxeMcS1MirQpDm4"
"0011J00001EmgVyQAJ";" 7/11/2018";100622;"Founded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MShm/1qf4XOePyDQtvkBawRwKBjBJhvI0WxNlsZQwIlEMW8Q"
"0011J00001EmgVyQAJ";" 7/11/2018";100622;"Founded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MShm/1qf4XOePyDQtvkBawRwKBjBJhvI0WxNlsZQwIlEMW8Q"
"0011J00001EmgVyQAJ";" 7/11/2018";100622;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MShm/1qf4XOePyDQtvkBawRwKBjBJhvI0WxNlsZQwIlEMW8Q"
"0011J00001En9dzQAB";" 6/19/2019";117847;"Founded";"Harsh Treatment";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AYTa/SxBCw3orfg_nyl.A0WwZ1MIvY72ZuQ.bL8fiia7cSSI"
"0011J00001GI8dOQAT";" 7/31/2020";137916;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UjnM/fjrvSbPYvPTPuaydwLuzZhaITdd98Nhw.5reUASpwMk"
"0011J00001GI8dOQAT";" 7/31/2020";137916;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UjnM/fjrvSbPYvPTPuaydwLuzZhaITdd98Nhw.5reUASpwMk"
"0011J00001GI8dOQAT";" 12/3/2019";125619;"Founded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AZ8E/wQvKqCz65HN9DcBXJrWGN4wMm0ZHP64mdWhg7tn_Tvg"
"0011J00001GI8dOQAT";" 12/3/2019";125649;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AYAE/itbRMUxC.o7JdBl_hOLDB2WJUoFQ_YslPnnqSkGH94k"
"0011J00001HPi3rQAD";" 10/2/2020";141766;"Unfounded";"Lack of Supervision";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UnDw/zj5jXjnYUr1wexnGQu_WF0O.afGJnd.KhLVAVWBGuJc"
"0011J00001IEQ6eQAH";" 4/3/2020";132898;"Unfounded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Aeh8/vLIcpq4x9ZxaYHH5x7K8CkBCGEff0PnuqetUfK2x9EI"
"0011J00001IEQ6eQAH";" 4/3/2020";132898;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Aeh8/vLIcpq4x9ZxaYHH5x7K8CkBCGEff0PnuqetUfK2x9EI"
"0011J00001IEQ6eQAH";" 4/3/2020";132898;"Unfounded";"Discipline";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Aeh8/vLIcpq4x9ZxaYHH5x7K8CkBCGEff0PnuqetUfK2x9EI"
"0011J00001IEQ6eQAH";" 4/26/2019";114864;"Founded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mn1E/6R3GfRBqd6lmNz0VjGMNhpwUy1aNaHzz0S9ntoypYAA"
"0011J00001IEQ6eQAH";" 4/26/2019";115480;"Founded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mn1J/8JPkQ0G5NhA_fh02cyqf5A.YKhuWHvuc2d_m6KUjdkY"
"0011J00001IGrGVQA1";" 11/23/2020";144356;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Uq4i/nj0xXN4GJKITflqlOtEiOxatBXnztNN1umW6rRCEcCI"
"0011J00001MP6DuQAL";" 11/6/2020";142443;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UqOx/OG6bFpmz_MSH5RRM7fWpXBhN4707a5UNXUE1SmlMpbQ"
"0011J00001MP6DuQAL";" 11/6/2020";142443;"Unfounded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UqOx/OG6bFpmz_MSH5RRM7fWpXBhN4707a5UNXUE1SmlMpbQ"
"0011J00001MP6DuQAL";" 10/9/2020";142118;"Unfounded";"Staff Qualifications";
"0011J00001MP6DuQAL";" 10/9/2020";142118;"Unfounded";"Other";
"0011J00001MP6DuQAL";" 6/26/2020";135722;"Unfounded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UiPn/Esrn9_zp04xH9cUwlkC5ihilJ1MxYIGs6HnVKiF3URo"
"0011J00001MP6DuQAL";" 6/26/2020";135722;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UiPn/Esrn9_zp04xH9cUwlkC5ihilJ1MxYIGs6HnVKiF3URo"
"0011J00001MP6DuQAL";" 6/26/2020";135722;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UiPn/Esrn9_zp04xH9cUwlkC5ihilJ1MxYIGs6HnVKiF3URo"
"0011J00001MRqpTQAT";" 9/22/2020";139167;"Unfounded";"Harsh Treatment";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UmdP/ITQhMQnjLvnUvN0Ds5QgvfzMbsGEPQP6YLpZ717QDU0"
"0011J00001Nph8KQAR";" 8/21/2019";120375;"Unfounded";"Over Enrollment";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XdFa/2xJaoqKFMuedR4BE5aZg3kfQD0NREEl8OKXWQjJyTU8"
"0011J00001QoulEQAR";" 11/9/2020";143071;"Founded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UppT/Lr6ixYBdrIvIBTd7TXgKjk7a7VO.6dac4_EbEQPjU58"
"0011J00001QoulEQAR";" 11/9/2020";143071;"Founded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UppT/Lr6ixYBdrIvIBTd7TXgKjk7a7VO.6dac4_EbEQPjU58"
"0011J00001QoulEQAR";" 11/9/2020";143071;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UppT/Lr6ixYBdrIvIBTd7TXgKjk7a7VO.6dac4_EbEQPjU58"
"0011J00001QoulEQAR";" 1/6/2020";126015;"Founded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Acsd/s9gW9ThaYk83dwXF1lK_DSq7dYjgl40mmHvFTTchBmw"
"0011J00001QrIuUQAV";" 12/20/2019";126320;"Unfounded";"Other";
"0011J00001QrIuUQAV";" 11/11/2019";124927;"Unfounded";"Unlicensed";
"0011J00001QrIuUQAV";" 10/10/2019";122504;"Founded";"Other";
"001o000000JBEDLAA5";" 5/24/2019";116840;"Founded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mofj/ou8y73wYLSUoz8Bj_TSQYKI3uWnrAEeDUJa2zZqpGfc"
"001o000000JBEDtAAP";" 5/14/2018";98655;"Founded";"Staff Qualifications";
"001o000000JBEDtAAP";" 5/14/2018";98655;"Unfounded";"Staff to Child Ratio";
"001o000000JBEDtAAP";" 5/14/2018";98655;"Unfounded";"Other";
"001o000000JBEE5AAP";" 8/26/2019";120111;"Unfounded";"Discipline";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xe8k/6d8JkoOIYhDWTU7G4inKquhj54whfzfJ1YT5SokPqHU"
"001o000000JBEE5AAP";" 8/26/2019";120111;"Unfounded";"Harsh Treatment";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xe8k/6d8JkoOIYhDWTU7G4inKquhj54whfzfJ1YT5SokPqHU"
"001o000000JBEE5AAP";" 8/26/2019";120111;"Unfounded";"Lack of Supervision";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xe8k/6d8JkoOIYhDWTU7G4inKquhj54whfzfJ1YT5SokPqHU"
"001o000000JBEEGAA5";" 6/16/2020";134195;"Unfounded";"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLa/vURtWLKWDbzp8MqLJGLM0aMC.LSmJUOzGmWRuMB0tgs"
"001o000000JBEEIAA5";" 1/10/2018";92941;;"Food/Nutrition";
"001o000000JBEEIAA5";" 1/10/2018";92941;;"Food/Nutrition";
"001o000000JBEEeAAP";" 6/3/2208";12806;"Unable to Confirm";"Harsh Treatment";
"001o000000JBEErAAP";" 7/9/2019";118858;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MrQ3/ntnvl3SPqugEAldFH9_TS7IVUv8.btKzVLsVb3wy33s"
"001o000000JBEErAAP";" 11/16/2018";107196;"Unfounded";"Lack of Supervision";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000McNN/sygGWQg3jZ1CJVAnirm6GnSeDEttr.zklWOrMeEvMJM"
"001o000000JBEErAAP";" 11/16/2018";107196;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000McNN/sygGWQg3jZ1CJVAnirm6GnSeDEttr.zklWOrMeEvMJM"
"001o000000JBEErAAP";" 7/16/2018";101387;"Founded";"Food/Nutrition";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MTIE/SDkhSA7Jo4PpFr.0x4pzRE4S_MbV83ZqOh1LxGquGaw"
"001o000000JBEEtAAP";" 9/7/2018";103941;"Founded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MXNh/AvW66zdHsmYIBgpE7mZYPK6QXAFEBcKXa.VE3JUgM6Q"
"001o000000JBEEtAAP";" 9/7/2018";103941;"Unfounded";"Over Enrollment";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MXNh/AvW66zdHsmYIBgpE7mZYPK6QXAFEBcKXa.VE3JUgM6Q"
"001o000000JBEEtAAP";" 9/7/2018";103941;"Unfounded";"Over Enrollment";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MXNh/AvW66zdHsmYIBgpE7mZYPK6QXAFEBcKXa.VE3JUgM6Q"
"001o000000JBEEtAAP";" 9/7/2018";103941;"Unfounded";"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MXNh/AvW66zdHsmYIBgpE7mZYPK6QXAFEBcKXa.VE3JUgM6Q"
"001o000000JBEF1AAP";" 3/3/2020";129488;"Unfounded";"Lack of Supervision";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AdIb/MHOeZU_sTveTpo2VJNLn9J0fxX7wybmswp5BuseJvGA"
"001o000000JBEF7AAP";" 2/28/2018";95148;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MG8z/_JInTDz49Pkx.bKd1WdLL6BXKzGgceDMon0V9dgApf8"
"001o000000JBEF7AAP";" 2/28/2018";95148;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MG8z/_JInTDz49Pkx.bKd1WdLL6BXKzGgceDMon0V9dgApf8"
"001o000000JBEF7AAP";" 2/28/2018";95148;"Unfounded";"Facility Condition/safety";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MG8z/_JInTDz49Pkx.bKd1WdLL6BXKzGgceDMon0V9dgApf8"
"001o000000JBEF9AAP";" 10/28/2019";121816;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xh4v/pYqRoy.6xanlh9AIrJ7GAxa_6pVV2vmUfqUuKOa7uGU"
"001o000000JBEFGAA5";" 8/20/2019";119900;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xd9S/qi3tpZ2jl4zePVD7ORQ1cun5fgH04VNWCZ31QRN8oQk"
"001o000000JBEFGAA5";" 7/20/2018";99260;"Unfounded";"Business/Financial";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MTOH/paxBConkupJussCvogrufF_LFY_inq.Klv8zWJlMXOE"
"001o000000JBEFvAAP";" 2/22/2019";112034;"Unfounded";"Discipline";
"001o000000JBEFvAAP";" 2/22/2019";112034;"Unfounded";"Other";
"001o000000JBEFyAAP";" 4/8/2019";113408;"Unfounded";"Staff Qualifications";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmBI/f8kcdffofmzdu3bS.iBHZ.hy7LO8YX4Q2GbLAII0JfU"
"001o000000JBEGdAAP";" 3/1/2018";94379;;"Staff to Child Ratio";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MH2O/l2KQEzK0WwrpuZPUKJ1hscj7kwV9xtzP4QOvLc3xwDU"
"001o000000JBEGlAAP";" 2/19/2020";129715;"Unfounded";"Lack of Supervision";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AcJO/aQl2.3qgN2aXC5FA1vdlHPXuvrP_top.CXQoip.1kq4"
"001o000000JBEGlAAP";" 1/16/2018";93374;;"Other";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MBfT/AOyktXRQU0UGZm7ParBaajAHrx3dcXa_am1hH4SqfUw"
