"id";"name";"address";"city";"state";"phone";"main website";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4"
57224;"Pewee Valley Presbyterian Church - Child Developme";"119 Central Avenue";"Pewee Valley";"KY";"502-241-0177";"http://www.peweevalleypresbyterian.org/index.php?page=child-development-center";"http://www.peweevalleypresbyterian.org/index.php?page=child-development-center";;;;;;"n";"n";"y";"y";"n";"n";"http://www.peweevalleypresbyterian.org/uploads/images/Gallery/PVPC/CDC%20Logo.jpG";"http://www.peweevalleypresbyterian.org/uploads/images/Gallery/PVPC/flc.jpg";"http://www.peweevalleypresbyterian.org/uploads/images/Gallery/PVPC/flc2.jpg";;
57222;"St. Aloysius After School Care";"122 Mt. Mercy Drive P. O. Box 190";"Pewee Valley";"KY";"502-241-8516";"http://www.edline.net/pages/Saint_Aloysius_School";"http://www.edline.net/pages/Saint_Aloysius_School";;;;;"http://www.edline.net/files/_eKIsG_/6df2b403ece2ef1a3745a49013852ec4/Handbook_2012-2013.pdf";"n";"n";"y";"y";"y";"n";"http://www.edline.net/dynimg/_4YBxR_/docid/7404766533570941186/ea/true/cci/1363660650454/riSig/57ddcd4070b96c43ddfea8a7dff25953";;;;
57221;"Crestwood United Methodist Church Preschool";"7214 Kavanaugh Road P. O. Box 1296";"Crestwood";"KY";"502-553-9362";"http://www.crestwoodmethodist.com/crestwood-umc-pre-school-1";;;;;;;;;;;;;;;;;
57220;"Crestwood Child Care & Learning Center";"7018 Hughes Avenue";"Crestwood";"KY";"502-241-5071";"http://www.crestwoodchildcare.com/";"http://www.crestwoodchildcare.com/";"http://www.facebook.com/pages/Crestwood-Childcare-Learning-Center/522730931088674?skip_nax_wizard=true";"Monday- Friday 6:00 AM- 6:00 PM";;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"http://crestwoodchildcare.2a-studio.com/wp-content/uploads/2012/07/logo1.png";"http://crestwoodchildcare.2a-studio.com/wp-content/uploads/2012/07/philosophy1.jpg";"http://crestwoodchildcare.2a-studio.com/wp-content/uploads/2012/07/curriculum1.jpg";"http://crestwoodchildcare.2a-studio.com/wp-content/uploads/2012/07/staff1.jpg";"http://crestwoodchildcare.2a-studio.com/wp-content/uploads/2012/07/objectives1.jpg"
57213;"Wayland Alexander School Age Child Care Program";"1250 Oakwood Drive";"Hartford";"KY";"(270) 298-3462";"http://www.ohio.k12.ky.us/school_home.aspx?schoolid=5";;;;;;;;;;;;;;;;;
57207;"St Joseph Montessori Children's Ctr.";"161 West Drive";"Nazareth";"KY";"502-348-1540";"http://www.stjosephmontessori.org/";"http://www.stjosephmontessori.org/";;;;"http://www.stjosephmontessori.org/pdfs/RegistrationForm20122013.pdf";;"n";"n";"y";"y";"n";"n";"http://www.stjosephmontessori.org/images/header-JPG.jpg";;;;
57204;"Crocus Academy Main Street";"633 North Third Street";"Bardstown";"KY";"502-348-8771";"http://www.crocusacademy.net/Child_Care_Contact_Us_Elizabethtown_KY.html";"http://www.crocusacademy.net/Child_Care_Contact_Us_Elizabethtown_KY.html";;"7:30am-5pm";;;;"n";"n";"y";"y";"n";"n";"http://www.crocusacademy.net/image/45996489.png";"http://www.crocusacademy.net/image/45996529_scaled_465x212.png";"http://www.crocusacademy.net/image/40666326.png";"http://www.crocusacademy.net/image/40666370.png";"http://www.crocusacademy.net/image/40666371.png"
57203;"The Clubhouse";"360 Arnold Lane";"Bloomfield";"KY";"(502) 349 - 721";"http://bes.nelson.kyschools.us/index.htm";;;;;;;;;;;;;;;;;
57202;"The Bulldog Center";"5635 Louisville Road";"Coxs Creek";"KY";"(502) 349-7050";"http://cces.nelson.kyschools.us/cces%2007%20web/bulldog_center.htm";;;;;;;;;;;;;;;;;
57201;"Bardstown Head Start";"865 St. Thomas Lane St. Thomas Elementary School";"Bardstown";"KY";"502-348-9240";"http://www.acf.hhs.gov/programs/hsb";;;;;;;;;;;;;;;;;
57196;"St. Joseph PreSchool";"320 West Stephen Foster Avenue";"Bardstown";"KY";"502-348-5994";"http://www.stjoeelem.org/index.htm";;;;;;;;;;;;;;;;;
57195;"St. Gregory Pre-Kindergarten";"330 Samuels Loop";"Coxs Creek";"KY";"502-348-9583";"http://www.stgregory-school.org/home";;;;;;;;;;;;;;;;;
57189;"New Haven Head Start";" 413-A First Street ";"New Haven";"KY";"502-549-3786";"http://ckyhs.org/serv01.htm";"http://ckyhs.org/serv01.htm";;;"http://ckyhs.org/_private/employmentapp.pdf";"http://ckyhs.org/_private/head%20start%20app%20form.pdf";;"n";"n";"y";"y";"n";"n";"http://ckyhs.org/_borders/CAKLogo_189x103.png";;;;
57186;"First Baptist Church Preschool";"114 North Third Street";"Central City";"KY";"270-754-3670";"http://www.centralcityfbc.com/preschool.htm";;;;;;;;;;;;;;;;;
57185;"Bremen Elementary Child Care Center";"P.O. Box 10 5000 Main Street";"Bremen";"KY";"270-525-9200";"http://www.mberg.k12.ky.us:81/Bremen/About%20Our%20School.htm";;;;;;;;;;;;;;;;;
57183;"Longest Elementary Child Care";"1020 North Main Street";"Greenville";"KY";"(270) 338-2842";"http://www.mberg.k12.ky.us:81/longest/contact/contact.htm";;;;;;;;;;;;;;;;;
57171;"Giggles & Grins";"1904 Owingsville Road";"MOUNT STERLING";"KY";"859-274-0061";"http://gigglesandgrinschildcare.net/";;;;;;;;;;;;;;;;;
57168;"Montgomery County Early Learning Center";"212 North Maysville Street";"MOUNT STERLING";"KY";"859-497-6423";"http://www.montgomery.k12.ky.us/school_home.aspx?schoolID=7";;;;;;;;;;;;;;;;;
57163;"First Church of God Child Care & Development Center";"1051 Camargo Road";"MOUNT STERLING";"KY";"859-498-2973";"http://firstchurchms.org/content.cfm?id=308";"http://firstchurchms.org/content.cfm?id=308";;;;;;"y";"y";"y";"y";"y";"n";"http://www.firstchurchms.org/images/library/logo_school.jpg";;;;
57158;"Tompkinsville Wee Care Day Care";"401 W. Fourth Street";"Tompkinsville";"KY";"270-487-6181";"http://www.monroe.k12.ky.us/olc/class.aspx?id=15676&s=1287";;;;;;;;;;;;;;;;;
57152;"Wilderness Trace Family YMCA Junction City After School";"250 School St";"Junction";"KY";"859-936-7524";"http://www.wildernesstraceymca.org/child-care";"http://www.wildernesstraceymca.org/child-care";;;;"http://www.wildernesstraceymca.org/registration-forms";;"n";"n";"n";"y";"y";"y";;"http://www.wildernesstraceymca.org/sites/wildernesstraceymca.org/files/styles/full-node/public/biddy%20ball.JPG?itok=EXzoZm_Z";;;
57151;"God's Tree House Preschool /Daycare";"215 West Office St.";"Harrodsburg";"KY";"859-734-2311";"http://godstreehouse.com/";"http://godstreehouse.com/";;"7:00am—5:30pm";;"http://www.godstreehouse.com/Enrollment%20Form.pdf";;"n";"y";"y";"y";"y";"n";"http://godstreehouse.com/index_files/image303.gif";;;;
57143;"Wilderness Trace Family YMCA After School Program";"741 Tapp Road";"Harrodsburg";"KY";"859-723-7040";"http://www.wildernesstraceymca.org/child-care";"http://www.wildernesstraceymca.org/child-care";;;;"http://www.wildernesstraceymca.org/registration-forms";;"n";"n";"n";"y";"y";"y";;"http://www.wildernesstraceymca.org/sites/wildernesstraceymca.org/files/styles/full-node/public/biddy%20ball.JPG?itok=EXzoZm_Z";;;
57138;"Menifee County Head Start";"HCR 71, HWY 460";"Frenchburg";"KY";"606-768-3818";"http://www.gcscap.org/Programs/HeadStart.aspx";"http://www.gcscap.org/Programs/HeadStart.aspx";"http://www.facebook.com/pages/Gateway-Community-Action-Agency/120995401328532?ref=ts";;;;;"n";"n";"y";"y";"n";"n";;"http://www.gcscap.org/portals/65/Photos/Head%20Start/IMG_3789%20Playground.jpg";"http://www.gcscap.org/portals/65/Photos/Head%20Start/IMG_7478%20Sign.jpg";"http://www.gcscap.org/portals/65/Photos/Head%20Start/IMG_3775%20Bus.jpg";
57125;"Meade County Head Start";"440 St. Martin Road";"Vine Grove";"KY";"270-828-3311";"http://ckcac.org/serv01.htm";;;;;;;;;;;;;;;;;
57122;"Calhoun Elementary Afterschool Childcare";"755 Main Street";"Calhoun";"KY";"270-273-3264";"http://www.mclean.k12.ky.us/school_home.aspx?schoolid=3";;;;;;;;;;;;;;;;;
57120;"Livermore Elementary School After School Program";"110 8th Street";"Livermore";"KY";"270-278-9829";"http://www.mclean.k12.ky.us/livermore";;;;;;;;;;;;;;;;;
57111;"Eagle Child and Family Development Center";"100 Eagle School Road";"Parkers Lake";"KY";"606-376-3272";"http://www.christianapp.org/who-we-are/children-and-their-families/children-family-development-cente";"http://www.christianapp.org/who-we-are/children-and-their-families/children-family-development-cente";"http://www.facebook.com/ChrisAppProj?ref=ts";;;;;"y";"y";"y";"y";"y";"n";;"http://christianapp.org/oldsite/CFDC%20pic.jpg";;;
57108;"Lone Oak Elementary Little Acorns Before & After School";"301 Cumberland Avenue";"Paducah";"KY";"270-538-4120";"http://xfinity.comcast.net/hloes/";;;;;;;;;;;;;;;;;
57107;"Kiddie Kottage Daycare and Preschool";"1915 Husband Road";"Paducah";"KY";"270-415-0604";"http://www.kiddiekottage.net/";"http://www.kiddiekottage.net/";;;;"http://www.kiddiekottage.net/Enrollment_Forms.pdf";;"y";"y";"y";"y";"y";"n";"http://www.kiddiekottage.net/publishImages/logo_Logo1A.jpg";"http://www.kiddiekottage.net/files/QuickSiteImages/IMG_1375_op_800x600_rot_90.jpg";"http://www.kiddiekottage.net/files/QuickSiteImages/IMG_1233_op_800x6002.jpg";"http://www.kiddiekottage.net/files/QuickSiteImages/IMG_1158_op_800x6002.jpg";"http://www.kiddiekottage.net/files/QuickSiteImages/IMG_1135_op_800x600.jpg"
57104;"Farley Elementary Adventures Program";"1250 Husbands Road";"Paducah";"KY";"270-538-4170";"http://rhsweb.mccracken.kyschools.us/~kcarper/Farley_Elementary/Home.html";;;;;;;;;;;;;;;;;
57098;"Easter Seals Child Development Center";"801 North 29th Street";"Paducah";"KY";"270-444-9687";"http://eswky.easterseals.com/site/PageServer?pagename=KYWS_inclusive_child_care";;;;;;;;;;;;;;;;;
57097;"Immanuel Preschool & Encore";"3465 Buckner Lane";"Paducah";"KY";"270-443-5306";"http://ibcpaducah.org/min_child_preschool.htm";;;;;;;;;;;;;;;;;
57091;"St. Mary Elementary Early Chilhood Center";"377 Highland Blvd.";"Paducah";"KY";"270-442-1681";"http://smss.org/EarlyChildhoodCenter.htm";;;;;;;;;;;;;;;;;
57088;"Harmony Baptist Pre-School";"9215 Ogden Landing Road";"West Paducah";"KY";"(270) 488-2482";"http://harmonybaptistchurchwestpaducahky.blogspot.com/p/preschool.html";"http://harmonybaptistchurchwestpaducahky.blogspot.com/p/preschool.html";;;;;;"n";"n";"y";"y";"n";"n";;;;;
57087;"Lourdes Child Care Center";"1536 Lone Oak Road";"Paducah";"KY";"270-444-2905";"http://lourdeschildcare.lbu.com/";"http://lourdeschildcare.lbu.com/";;"5:45pm to 7:30pm";;;;"y";"y";"y";"y";"n";"n";;"http://lourdeschildcare.lbu.com/images/common/daycare1.jpg";"http://lourdeschildcare.lbu.com/images/common/daycare2.jpg";;
57086;"Reidland United Methodist Pre-School";"5515 Reidland Road";"Paducah";"KY";"270-898-2114";"http://reidlandumc.com/preschool.htm";"http://reidlandumc.com/preschool.htm";;"9am-3pm";;;;"n";"n";"y";"y";"n";"n";;"http://reidlandumc.com/images/preschool_building.gif";;;
57084;"First Baptist Church Preschool";"2890 Broadway";"Paducah";"KY";"270-444-0273";"http://www.fbcpaducah.org/get-involved-children.html";"http://www.fbcpaducah.org/get-involved-children.html";"http://www.facebook.com/pages/First-Baptist-Church-Paducah/333519853334958";;;;;"y";"y";"y";"y";"n";"n";"http://www.fbcpaducah.org/images/header/header_r1_c1_s1.jpg";;;;
57083;"First Christian Church Pre-School";"415 Audubon Drive";"Paducah";"KY";"270-443-8251";"http://www.fccpaducah.org/?q=preschool";"http://www.fccpaducah.org/?q=preschool";"http://www.facebook.com/pages/First-Christian-Church-of-Paducah/104867138793";"9:00am until 11:30am ";;"http://www.fccpaducah.org/files/13%20enrollment%20form.pdf";;"n";"y";"y";"y";"n";"n";;;;;
57075;"Nativity Montessori";"31 East Third Street";"Maysville";"KY";"606-564-4133";"http://nmontessori.com/";"http://nmontessori.com/";;;;"http://nmontessori.com/nativitymontessoriapplication.pdf";"http://nmontessori.com/handbook.htm";"n";"n";"y";"y";"n";"n";"http://nmontessori.com/index_files/image002.jpg";"http://nmontessori.com/index_files/image003.jpg";"http://nmontessori.com/index_files/image005.jpg";"http://nmontessori.com/index_files/image007.jpg";"http://nmontessori.com/index_files/image015.jpg"
57067;"iKids REACH Program at Central Elementary";"3064 US Highway 641 North";"Benton";"KY";"270-527-0796";"http://www.marshall.k12.ky.us/ces/links/sitemap.html";;;;;;;;;;;;;;;;;
57065;"iKids Club at Sharpe Elementary";"8400 US Highway 68 West";"Benton";"KY";"270 - 898 - 285";"http://www.marshall.kyschools.us/sharpe/links/schoolactivities.html";;;;;;;;;;;;;;;;;
57060;"Marion County Head Start";"225 Schoolhouse Drive";"Loretto";"KY";"270-865-4214";"http://ckyhs.org/serv01.htm";"http://ckyhs.org/serv01.htm";;;"http://ckyhs.org/_private/employmentapp.pdf";"http://ckyhs.org/_private/head%20start%20app%20form.pdf";;"n";"n";"y";"y";"n";"n";"http://ckyhs.org/_borders/CAKLogo_189x103.png";;;;
57058;"Gravel Switch Head Start";"640 Gravel Switch Road";"Gravel Switch";"KY";"270-692-2386";"http://ckyhs.org/serv01.htm";"http://ckyhs.org/serv01.htm";;;"http://ckyhs.org/_private/employmentapp.pdf";"http://ckyhs.org/_private/head%20start%20app%20form.pdf";;"n";"n";"y";"y";"n";"n";"http://ckyhs.org/_borders/CAKLogo_189x103.png";;;;
57056;"St. Augustine Preschool";"236 South Spalding Avenue";"Lebanon";"KY";"270-692-2063";"http://www.staschool.com/";;;;;;;;;;;;;;;;;
57053;"Gingerbread Tree";"340 Hood Avenue";"Lebanon";"KY";"270-692-6969";"http://ckyhs.org/locations.htm";"http://ckyhs.org/locations.htm";;;"http://ckyhs.org/_private/employmentapp.pdf";"http://ckyhs.org/_private/head%20start%20app%20form.pdf";;"n";"n";"y";"y";"n";"n";"http://ckyhs.org/_borders/CAKLogo_189x103.png";;;;
57043;"First Baptist Church Learning Center";"425 Eastern Bypass";"Richmond";"KY";"859-623-4028";"http://www.firstbaptistnet.com/templates/System/details.asp?id=26759&PID=379105";"http://www.firstbaptistnet.com/templates/System/details.asp?id=26759&PID=379105";;;;"http://www.firstbaptistnet.com/clientimages/26759/userfiles/learningcenter/lc%20registration%202013-14.pdf";"http://www.firstbaptistnet.com/clientimages/26759/userfiles/learningcenter/handbook%202012.pdf";"n";"y";"y";"y";"n";"n";"http://www.firstbaptistnet.com/clientimages/26759/userphotos/learningcenter-logo.jpg";;;;
57041;"Kids Kingdom";"360 Highland Park Drive";"Richmond";"KY";"859-626-7771";"http://www.kidskingdomchildcare.com/";"http://www.kidskingdomchildcare.com/";;"6:00 AM – 6:00 PM
Monday-Friday";"http://www.kidskingdomchildcare.com/employment.htm";"http://www.kidskingdomchildcare.com/enrollment.htm";"http://www.kidskingdomchildcare.com/handbook.htm";"y";"y";"y";"y";"y";"n";"http://www.kidskingdomchildcare.com/images/banner.jpg";"http://www.kidskingdomchildcare.com/lightbox/images/KKPhoto1.jpg";"http://www.kidskingdomchildcare.com/lightbox/images/KKPhoto2.jpg";"http://www.kidskingdomchildcare.com/lightbox/images/KKPhoto4.jpg";"http://www.kidskingdomchildcare.com/lightbox/images/KKPhoto3.jpg"
57034;"Hands & Feet Learning Center";"408 Mini Mall Drive";"Berea";"KY";"859-985-1027";"http://handsandfeetlc.com/";"http://handsandfeetlc.com/";;"Monday thru Friday 6:00am - 6:00pm";;"http://handsandfeetlc.com/docs/enrollment.pdf";;"y";"y";"y";"y";"y";"n";;"http://handsandfeetlc.com/images/contnt-image-01.jpg";"http://handsandfeetlc.com/images/p1-2-2-2-2.jpg";"http://handsandfeetlc.com/images/hands.jpg";
57029;"Small Wonders Childcare";"1013 Ival James Blvd.";"Richmond";"KY";"859-625-5700";"http://steppingstonesforchildren.com/";;;;;;;;;;;;;;;;;
57024;"Harvest Christian Academy Day Care";"621 South Keeneland Drive";"Richmond";"KY";"859-624-8620";"http://www.hcaky.org/";"http://www.hcaky.org/";;"6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"n";"http://www.hcaky.org/HCA/Welcome_files/shapeimage_3.png";"http://www.hcaky.org/HCA/Services_files/pic10.jpg";"http://www.hcaky.org/HCA/Learning_Activities_files/shapeimage_3.png";"http://www.hcaky.org/HCA/Learning_Activities_files/pic47.jpg";"http://www.hcaky.org/HCA/Learning_Activities_files/pic9.jpg"
57023;"Model Laboratory School, After School Program";"521 Lancaster Avenue";"Richmond";"KY";"859-622-3153";"http://people.eku.edu/keetons/flyer.htm";"http://people.eku.edu/keetons/flyer.htm";;"11am-6pm";;;;"n";"n";"n";"y";"y";"y";;;;;
57019;"Berea College Child Development Laboratory";"125 W. Jefferson Street";"Berea";"KY";"859-985-3620";"http://www.berea.edu/childdevelopmentlab/";"http://www.berea.edu/childdevelopmentlab/";"http://www.facebook.com/bereacollege";;;"http://www.berea.edu/child-development-lab/files/2012/06/CDL-2011-Application.pdf";"http://www.berea.edu/child-development-lab/files/2012/08/2012-2013-Parent-Handbook-Final.pdf";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"http://www.berea.edu/wp-content/themes/BereaCollege/images/hdr-bclogowdip.png";"http://www.berea.edu/child-development-lab/wp-content/blogs.dir/62/files/cdl-gallery/backplayground_jpg.jpg";"http://www.berea.edu/child-development-lab/wp-content/blogs.dir/62/files/cdl-gallery/cdlconferenceroom_jpg.jpg";"http://www.berea.edu/child-development-lab/wp-content/blogs.dir/62/files/cdl-gallery/room142_jpg.jpg";"http://www.berea.edu/child-development-lab/wp-content/blogs.dir/62/files/cdl-gallery/cdlhallway_jpg.jpg"
57016;"Richmond Montessori School";"305 Geri Lane";"Richmond";"KY";"859-623-1048";"http://www.richmondkymontessori.com/";"http://www.richmondkymontessori.com/";;" Monday - Friday: 7:00 am - 5:00 pm";;;;"n";"y";"y";"y";"y";"n";"http://legacy.ybsitecenter.com/images/kop/var/76874/indexphp_siteheader.jpg";;;;
57015;"Burrier Child Development Center";"521 Lancaster Avenue 102 Burrier Building";"Richmond";"KY";"859-622-1173";"http://www.fcs.eku.edu/bcdc.php";;;;;;;;;;;;;;;;;
57014;"Telford YMCA Day Care & Preschool";"1100 East Main Street";"Richmond";"KY";"859-623-9356";"http://www.ymcatelford.org/?page_id=61";"http://www.ymcatelford.org/?page_id=61";;"Monday - Thursday  5:00 am to 9:00 pm
Friday  5:00 am to 8:00 pm
Saturday  8:00 am to 5:00 pm
Sunday  1:00 pm to 5:00 pm";;;;"y";"y";"y";"y";"n";"n";;;;;
56977;"Tiddle Town Day Care";"114 Jackson Lane";"Beattyville";"KY";"606-464-8696";"http://www.tiddletowndaycare.com/contact.html";;;;;;;;;;;;;;;;;
56974;"Trinity Christian Academy";"409 West Pike Street";"Louisa";"KY";"606-638-0135";"http://tcaschool.org/default.aspx";;;;;;;;;;;;;;;;;
56971;"Cornerstone Christian School";"225 Commonwealth Drive";"London";"KY";"606-862-2068";"http://searchdiscovered.com/?dn=cornerstoneky.com&fp=SMOQsiuDnCS058WiJftT9IUns2TCZBetCiyVKFN2UAH6ShU";;;;;;;;;;;;;;;;;
