"Provider ID";"Date";"Ref"
2982;"2021-11-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=2982&FilePath=ProviderReport&FromType=Public&FileName=Tri-County%20CAA%20Charlestown%20Head%20Start_Unannounced%20Monitoring%20Visit_11-1-2021.pdf"
2983;"2022-05-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=2983&FilePath=ProviderReport&FromType=Public&FileName=Tri-County%20CAA%20SK%20Head%20Start_Unannounced%20Monitoring%20Visit_5-9-2022.pdf"
2984;"2022-06-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=2984&FilePath=ProviderReport&FromType=Public&FileName=Tri-County%20CAA%20Head%20Start_Unannounced%20Monitoring%20Visit_6-2-2022.pdf"
3669;"2021-10-25";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3669&FilePath=ProviderReport&FromType=Public&FileName=Tri-County%20CCA%20Joyful%20Learning%20Child%20Academy_Unannounced%20Monitoring%20Visit_10-25-2021.pdf"
3669;"2022-05-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3669&FilePath=ProviderReport&FromType=Public&FileName=Tri-County%20Joyful%20Learn_Unannounced%20Monitoring%20Visit_5-9-2022.pdf"
884;"2021-10-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=884&FilePath=ProviderReport&FromType=Public&FileName=Hidden%20Hills%20Early%20Learning%20Center_Unannounced%20Monitoring%20Visit_10-21-2021.pdf"
884;"2022-04-12";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=884&FilePath=ProviderReport&FromType=Public&FileName=Hidden%20Hills%20ELC_Unannounced%20Monitoring%20Visit_4-12-2022.pdf"
892;"2021-12-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=892&FilePath=ProviderReport&FromType=Public&FileName=DrPatFeinstein_UnannouncedMonitoringVisit_121721.pdf"
892;"2022-06-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=892&FilePath=ProviderReport&FromType=Public&FileName=Dr.%20Pat%20Feinstein%20Child%20Development%20Center_Unannounced%20Monitoring%20Visit_6-9-2022.pdf"
902;"2022-02-22";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=902&FilePath=ProviderReport&FromType=Public&FileName=KidsJunction_UnannouncedMonitoringVisit_022222.pdf"
912;"2021-10-29";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=912&FilePath=ProviderReport&FromType=Public&FileName=WestBayChristianAcademy_UnannouncedMonitoringVisit_102921.pdf"
912;"2022-03-30";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=912&FilePath=ProviderReport&FromType=Public&FileName=West%20Bay%20Academy_Unannounced%20Monitoring%20Visit_3-30-2022.pdf"
979;"2022-03-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=979&FilePath=ProviderReport&FromType=Public&FileName=JoyfulHeartsChildcare_UnannouncedMonitoringVisit_030722.pdf"
979;"2022-09-15";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=979&FilePath=ProviderReport&FromType=Public&FileName=Joyful%20Hearts%20Childcare_Unannounced%20Monitoring%20Visit_9-15-2022.pdf"
198;;"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=198&FilePath=ProviderReport&FromType=Public&FileName=TriCountyJohnston31622.pdf"
198;;"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=198&FilePath=ProviderReport&FromType=Public&FileName=TriCountyJohnston_UnannouncedMonitoringVisit_31622.pdf"
199;"2022-03-31";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=199&FilePath=ProviderReport&FromType=Public&FileName=TriCountyWaterman_UnannouncedMonitoringVisit_033122.pdf"
200;"2022-03-31";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=200&FilePath=ProviderReport&FromType=Public&FileName=TriCountyMineral_UnannouncedMonitoringVisit_033122.pdf"
203;"2021-11-19";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=203&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20Tiverton_Unannounced%20Monitoring%20Visit_11-19-2021.pdf"
205;"2021-10-14";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=205&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20Head%20Start%20at%20Mary%20V.%20Quirk%20School_Unannounced%20Monitoring%20Visit_10-14-2021.pdf"
205;"2022-03-31";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=205&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20Head%20Start%20Mary%20V%20Quirk_Unannounced%20Monitoring%20Visit_3-31-2022.pdf"
205;"2022-10-03";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=205&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20Head%20Start%20at%20Mary%20V%20Quirk%20School_Unannounced%20Monitoring%20Visit_10-3-2022.pdf"
206;"2021-10-15";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=206&FilePath=ProviderReport&FromType=Public&FileName=Champion%20Child%20Care%20Pell_Unannounced%20Monitoring%20Visit_10-15-2021.pdf"
206;"2022-03-31";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=206&FilePath=ProviderReport&FromType=Public&FileName=Champion%20Child%20Care_Unannounced%20Monitoring%20Visit_3-31-2022.pdf"
235;;"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=235&FilePath=ProviderReport&FromType=Public&FileName=CCAPGansettMarch2022.pdf"
237;"2021-10-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=237&FilePath=ProviderReport&FromType=Public&FileName=Sanpipers%20Early%20Learning%20Center_Unannounced%20Monitoring%20Visit_10-1-2021.pdf"
237;"2022-03-25";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=237&FilePath=ProviderReport&FromType=Public&FileName=Sandpipers%20Early%20Learning%20Center_Unannounced%20Monitoring%20Visit_3-25-2022.pdf"
252;"2022-06-03";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=252&FilePath=ProviderReport&FromType=Public&FileName=Woonsocket%20Head%20Start%20Cass%20Park_Unannounced%20Monitoring%20Visit_6-3-2022.pdf"
252;"2022-06-03";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=252&FilePath=ProviderReport&FromType=Public&FileName=Woonsocket%20Head%20Start%20Cass%20Park_Unannounced%20Monitoring%20Visit_6-3-2022.pdf"
253;"2022-06-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=253&FilePath=ProviderReport&FromType=Public&FileName=Woonsocket%20Head%20Start%20Benoit%20Brown_Unannounced%20Monitoring%20Visit_6-17-2022.pdf"
694;"2021-10-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=694&FilePath=ProviderReport&FromType=Public&FileName=Child%20Development%20Center%20at%20MacColl_Unannounced%20Monitoring%20Visit_10-7-2021.pdf"
699;"2022-09-29";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=699&FilePath=ProviderReport&FromType=Public&FileName=Four%20Corners%20YMCA%20Early%20Learning%20Center_Unannounced%20Monitoring%20Visit_9-29-2022.pdf"
823;"2022-04-15";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=823&FilePath=ProviderReport&FromType=Public&FileName=Creative%20Child%20Inc_Unannounced%20Monitoring%20Visit_4-15-2022.pdf"
879;"2023-06-20";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=879&FilePath=ProviderReport&FromType=Public&FileName=A%20Family%20Tree%20III_Unannounced%20Monitoring%20Visit_6-20-2023.pdf"
98;"2021-11-16";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=98&FilePath=ProviderReport&FromType=Public&FileName=Progresso%20Excellence%20Academy_Unannounced%20Monitoring%20Visit_11-16-2021.pdf"
98;"2022-07-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=98&FilePath=ProviderReport&FromType=Public&FileName=Progresso%20Excellence%20Academy_Unannounced%20Monitoring%20Visit_7-6-2022.pdf"
135;"2022-02-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=135&FilePath=ProviderReport&FromType=Public&FileName=MagicYearsChildCare_UnannouncedMonitoringVIsit_020722.pdf"
143;"2021-11-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=143&FilePath=ProviderReport&FromType=Public&FileName=Sunshine%20Early%20Child%20Care%20Center_Unannounced%20Monitoring%20Visit_11-2-2021.pdf"
143;"2022-06-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=143&FilePath=ProviderReport&FromType=Public&FileName=Sunshine%20Early%20Child%20Care%20Center_Unannounced%20Monitoring%20Visit_6-6-2022.pdf"
163;"2022-02-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=163&FilePath=ProviderReport&FromType=Public&FileName=StorksNestEG_UnannouncedMonitoringVisit_021722.pdf"
166;"2022-01-24";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=166&FilePath=ProviderReport&FromType=Public&FileName=BoysandGirlsClubof%20Warwick-Norwood_UnannouncedMonitoringVisit_012422.pdf"
166;"2022-07-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=166&FilePath=ProviderReport&FromType=Public&FileName=Boys%20&amp;%20Girls%20Club%20of%20Warwick_Unannounced%20Monitoring%20Visit_7-8-2022.pdf"
1049;"2021-10-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1049&FilePath=ProviderReport&FromType=Public&FileName=Meeting%20Street%20Early%20Learning%20Center_Unannounced%20Monitoring%20Visit_10-21-2021.pdf"
1049;"2022-04-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1049&FilePath=ProviderReport&FromType=Public&FileName=Meeting%20Street%20Early%20Learning%20Center_Unannounced%20Monitoring%20Visit_4-1-2022.pdf"
173;"2021-11-04";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=173&FilePath=ProviderReport&FromType=Public&FileName=Boys%20&amp;%20Girls%20Club%20or%20Pawtucket_Unannounced%20Monitoring%20Visit_11-4-2021.pdf"
176;"2021-10-04";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=176&FilePath=ProviderReport&FromType=Public&FileName=RI%20College%20Cooperative_Unannounced%20Monitoring%20Visit_10-4-2021.pdf"
176;"2022-03-24";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=176&FilePath=ProviderReport&FromType=Public&FileName=RI%20College%20Cooperative%20Preschool%20_UnannouncedMonitoringVisit_032422.pdf"
176;"2022-03-24";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=176&FilePath=ProviderReport&FromType=Public&FileName=RI%20College%20Cooperative%20Preschool_Unannounced%20Monitoring%20Visit_3-24-2022.pdf"
182;"2022-03-30";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=182&FilePath=ProviderReport&FromType=Public&FileName=ChildrensFriendFriendship-UnannouncedMonitoringVisit_3_30_22.pdf"
187;"2021-12-15";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=187&FilePath=ProviderReport&FromType=Public&FileName=Children's%20Friend%20at%20Kizarian_Unannounced%20Monitoring%20Visit_12-15-2021.pdf"
320;"2022-02-22";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=320&FilePath=ProviderReport&FromType=Public&FileName=BoysandGirlsClubofNewport_UnannouncedMonitoringVisit_022222.pdf"
345;"2022-03-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=345&FilePath=ProviderReport&FromType=Public&FileName=Storks%20Nest%20Academy%20V_Uannounced%20Monitoring%20Visit_3-17-2022.pdf"
345;"2022-08-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=345&FilePath=ProviderReport&FromType=Public&FileName=Stork's%20Nest%20Child%20Academy%20V_Complaint%20Visit_8-5-2022.pdf"
477;"2021-12-10";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=477&FilePath=ProviderReport&FromType=Public&FileName=Virginia%20Najarro_Unannounced%20Monitoring%20Visit_12-10-2021.pdf"
583;"2022-09-22";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=583&FilePath=ProviderReport&FromType=Public&FileName=Storks%20Nest%20Child%20Academy%20III_Unannounced%20Monitoring%20Report_9-22-2022.pdf"
664;"2022-04-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=664&FilePath=ProviderReport&FromType=Public&FileName=Wansckuck%20Boys%20and%20Girls%20Club_Unannounced%20Monitoring%20Visit_4-21-2022.pdf"
3811;"2022-01-28";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3811&FilePath=ProviderReport&FromType=Public&FileName=AFamilyTree_UnannoucedMonitoringVisit_012822.pdf"
3811;"2022-05-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3811&FilePath=ProviderReport&FromType=Public&FileName=A%20Family%20Tree%20Learning%20Center_Unannounced%20Monitoring%20Visit_5-5-2022.pdf"
164;"2022-05-11";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=164&FilePath=ProviderReport&FromType=Public&FileName=YWCA%20Rhode%20Island_Unannounced%20Monitoring%20Visit_5-11-2022.pdf"
181;"2022-01-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=181&FilePath=ProviderReport&FromType=Public&FileName=ChildrensFriendatCianci_UnannouncedMonitoringVisit_010622.pdf"
201;"2021-10-28";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=201&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20Head%20Start%20at%20Newport_Monitoring%20Visit_10-28-2021.pdf"
201;"2022-05-13";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=201&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20Head%20Start%20at%20Newport_Unannounced%20Monitoring%20Visit_5-13-2022.pdf"
207;"2021-10-18";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=207&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20at%20John%20F%20Kennedy_Unannounced%20Monitoring%20Visit_10-18-2021.pdf"
207;"2022-04-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=207&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20at%20JFK_UnannouncedMonitoringVisit_040722.pdf"
207;"2022-04-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=207&FilePath=ProviderReport&FromType=Public&FileName=EBCAP%20at%20JFK_Unannounced%20Monitoring%20Visit_4-7-2022.pdf"
249;"2021-12-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=249&FilePath=ProviderReport&FromType=Public&FileName=Beautiful%20Beginnings_Unannounced%20Monitoring%20Visit_12-17-2021.pdf"
249;"2022-06-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=249&FilePath=ProviderReport&FromType=Public&FileName=Beautiful%20Beginnings_Unannounced%20Monitoring%20Visit_6-9-2022.pdf"
249;"2022-08-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=249&FilePath=ProviderReport&FromType=Public&FileName=Beautiful%20Beginnings_Complaint%20Visit_8-5-2022.pdf"
364;"2021-12-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=364&FilePath=ProviderReport&FromType=Public&FileName=Connecting%20for%20Children%20and%20Families%20Hope%20Street_Unannounced%20Monitoring%20Visit_12-2-2021.pdf"
364;"2022-06-23";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=364&FilePath=ProviderReport&FromType=Public&FileName=Connecting%20for%20Children%20and%20Families%20Early%20Learning_Unannounced%20Monitoring%20Visit_6-23-2022.pdf"
208;"2021-11-22";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=208&FilePath=ProviderReport&FromType=Public&FileName=Westbay%20Children's%20Center_Unannounced%20Monitoring%20Visit_11-22-2021.pdf"
208;"2022-05-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=208&FilePath=ProviderReport&FromType=Public&FileName=West%20Bay%20Children's%20Center_Unannounced%20Monitoring%20Visit_5-6-2022.pdf"
274;"2021-10-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=274&FilePath=ProviderReport&FromType=Public&FileName=Kids%20Kingdom_Uannanounced%20Monitoring%20Visit_10-05-2021.pdf"
274;"2022-04-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=274&FilePath=ProviderReport&FromType=Public&FileName=KidsKingdom_UnannouncedMonitoringVisit_040722.pdf"
283;"2021-11-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=283&FilePath=ProviderReport&FromType=Public&FileName=Kent%20County%20Y%20Schools%20Out_Unannounced%20Monitoring%20Visit_11-9-2021.pdf"
283;"2022-07-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=283&FilePath=ProviderReport&FromType=Public&FileName=Kent%20County%20YMCA%20School's%20Out_Unannounced%20Monitoring%20Visit_7-1-2022.pdf"
287;"2021-10-04";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=287&FilePath=ProviderReport&FromType=Public&FileName=Newman%20YMCA%20at%20Whiteknact_Unannounced%20Monitoring%20Visit_10-4-2021.pdf"
287;"2022-05-25";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=287&FilePath=ProviderReport&FromType=Public&FileName=Newman%20YMCA%20@%20Whiteknact_Unannounced%20Monitoring%20Visit_5-25-2022.pdf"
293;"2022-04-11";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=293&FilePath=ProviderReport&FromType=Public&FileName=Newman%20Y%20at%20SIlver%20Spring_Unannounced%20Monitoring%20Visit_4-11-2022.pdf"
293;"2022-04-11";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=293&FilePath=ProviderReport&FromType=Public&FileName=Newman%20Y%20at%20Silver%20Spring-Unannounced%20Monitoring%20Visit_CAPS%20completed%20after%2090%20days_4-11-2022.pdf"
298;"2021-12-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=298&FilePath=ProviderReport&FromType=Public&FileName=InTown%20YMCA%20at%20Bailey%20School_Unannounced%20Monitoring%20Visit_12-2-21.pdf"
300;"2022-01-10";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=300&FilePath=ProviderReport&FromType=Public&FileName=MountHopeChildCareCenter_UnannouncedMonitoringVisit_011022.pdf"
300;"2022-08-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=300&FilePath=ProviderReport&FromType=Public&FileName=Mount%20Hope%20Learning%20Center_Providence_Unannounced%20Monitoring%20Visit_8-1-2022.pdf"
300;"2022-09-14";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=300&FilePath=ProviderReport&FromType=Public&FileName=Mount%20Hope%20Child%20Care%20Center_Unannounced%20Monitoring%20Visit_9-14-2022.pdf"
303;"2022-02-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=303&FilePath=ProviderReport&FromType=Public&FileName=BaysideYMCAMainSite_UnannouncedMonitoringVisit_020922.pdf"
303;"2022-09-20";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=303&FilePath=ProviderReport&FromType=Public&FileName=Bayside%20YMCA%20at%20Main%20Y%20Site_Unannounced%20Monitoring%20Visit_9-20-2022.pdf"
322;"2022-01-31";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=322&FilePath=ProviderReport&FromType=Public&FileName=Cornerstone%20School_Unannounced%20Monitoring%20Report_1-31-2022.pdf"
322;"2022-08-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=322&FilePath=ProviderReport&FromType=Public&FileName=Cornerstone%20School_Complaint%20Visit_8-1-2022.pdf"
363;"2021-12-29";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=363&FilePath=ProviderReport&FromType=Public&FileName=CCF-Chaplin-Perez%20School%20Age_Unannounced%20Monitoring%20Visit_12-29-21.pdf"
665;"2022-04-22";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=665&FilePath=ProviderReport&FromType=Public&FileName=Boys%20and%20Girls%20CLub%20of%20Providence%20Southside_Unannounced%20Monitoring%20Visit_4-22-2022.pdf"
180;"2021-11-16";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=180&FilePath=ProviderReport&FromType=Public&FileName=Children's%20Friend%20at%20Dexter_Unannounced%20Monitroing%20Visit_11-16-2021.pdf"
180;"2022-05-19";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=180&FilePath=ProviderReport&FromType=Public&FileName=Children's%20Friend%20at%20Dexter_Unannounced%20Monitoring%20Visit_5-19-2022.pdf"
184;"2021-11-23";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=184&FilePath=ProviderReport&FromType=Public&FileName=Children's%20Friend%20at%20Manton_Unannuonced%20Monitoring%20Visit_11-23-2021.pdf"
