"id";"name";"address";"city";"state";"phone";"main website";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4"
64594;"CAMP FIRE ALPENGLOW SACC PROGRAM";"19201 DRIFTWOOD BAY";"EAGLE RIVER";"AK";"907-694-1292";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6:30pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64596;"CAMP FIRE CHUGACH SACC PROGRAM";"1205 E STREET";"ANCHORAGE";"AK";"907-278-1635";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64597;"CAMP FIRE CHUGIAK SACC PROGRAM";"19932 OLD GLENN HIGHWAY";"CHUGIAK";"AK";"907-688-0898";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6:30pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64598;"CAMP FIRE DENALI SACC PROGRAM";"952 CORDOVA STREET";"ANCHORAGE";"AK";"907-276-0300";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64599;"CAMP FIRE FIRELAKE SACC PROGRAM";"13801 HARRY MCDONALD REC ROAD";"EAGLE RIVER";"AK";"907-694-1294";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6:30pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64600;"CAMP FIRE GLADYS WOOD SACC PROGRAM";"7001 CRANBERRY";"ANCHORAGE";"AK";"907-243-4625";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64601;"CAMP FIRE GOVERNMENT HILL SACC PROGRAM";"525 E BLUFF DRIVE";"ANCHORAGE";"AK";"907-272-3966";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64602;"CAMP FIRE HUFFMAN SACC PROGRAM";"12000 LORRAINE STREET";"ANCHORAGE";"AK";"907-345-6201";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64603;"CAMP FIRE INLET VIEW SACC PROGRAM";"1219 N STREET";"ANCHORAGE";"AK";"907-770-0515";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64604;"CAMP FIRE KLATT SCHOOL AGE CHILD CARE";"11900 PUMA DRIVE";"ANCHORAGE";"AK";"907-770-5520";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64605;"CAMP FIRE LAKE OTIS SACC PROGRAM";"3331 LAKE OTIS PARKWAY";"ANCHORAGE";"AK";"907-278-6645";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64606;"CAMP FIRE NUNAKA VALLEY SACC PROGRAM";"1905 TWINING STREET";"ANCHORAGE";"AK";"907-338-1954";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64607;"CAMP FIRE POLARIS SACC PROGRAM";"6200 ASHWOOD STREET";"ANCHORAGE";"AK";"907-677-6741";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64608;"CAMP FIRE ROGERS PARK SACC PROGRAM";"1400 E. NORTHERN LIGHTS";"ANCHORAGE";"AK";"907-278-1634";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64609;"CAMP FIRE RUSSIAN JACK SACC PROGRAM";"4300 EAST 20TH AVENUE";"ANCHORAGE";"AK";"907-333-6812";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64610;"CAMP FIRE SAND LAKE SACC PROGRAM";"7500 JEWEL LAKE ROAD";"ANCHORAGE";"AK";"907-248-3711";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64611;"CAMP FIRE SCENIC PARK SACC PROGRAM";"3933 PATTERSON DRIVE";"ANCHORAGE";"AK";"907-333-6748";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64612;"CAMP FIRE SUSITNA SACC PROGRAM";"7500 TYONE COURT";"ANCHORAGE";"AK";"907-338-0637";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64613;"CAMP FIRE TRAILSIDE SACC PROGRAM";"5151 ABBOTT ROAD";"ANCHORAGE";"AK";"907-349-0049";"http://www.campfireak.org/program/before-after-programs/";"http://www.campfireak.org/program/before-after-programs/";"https://www.facebook.com/pages/Camp-Fire-Alaska/135141233184028";"7am-6pm";"http://www.campfireak.org/jobs/";"https://register.campfireak.org/Login.aspx?ReturnUrl=/Default.aspx";"http://www.campfireak.org/wp-content/uploads/2013/02/2013-14-SAP-Program-Handbook.pdf";"n";"n";"n";"y";"y";"y";;"http://www.campfireak.org/wp-content/uploads/2011/03/circle-game.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/3681.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/170.jpg";"http://www.campfireak.org/wp-content/uploads/2011/03/160.jpg"
64631;"EASTER SEALS CDC, TUNDRA TYKES";"750 D STREET";"ANCHORAGE";"AK";"907-271-4500";"http://alaska.easterseals.com/site/PageServer?pagename=AKDR_";;;;;;;;;;;;;;;;;
64643;"HILLCREST CHILDREN 'S CENTER";"900 HOLLYWOOD DRIVE";"ANCHORAGE";"AK";"907-272-9924";"http://www.hillcrestchildrenscenter.com/";"http://www.hillcrestchildrenscenter.com/";"https://www.facebook.com/HillcrestChildrensCenter";"Mon - Fri: 7:00 am - 6:30 pm";;;;"y";"y";"y";"y";"n";"n";"http://www.hillcrestchildrenscenter.com/HCSLogo.jpg";"http://www.hillcrestchildrenscenter.com/Hillcrest.jpg";;;
64645;"IMAGINATION STATION";"300 E. 56TH AVENUE";"ANCHORAGE";"AK";"907-563-8290";"http://www.imaginationstation.biz/index2_imagination.html";"http://www.imaginationstation.biz/index2_imagination.html";"https://www.facebook.com/ImaginationStationDaycare";"6:30am-6:30pm";"http://www.imaginationstation.biz/employment_imagination.html";"http://www.imaginationstation.biz/child_reg_form.pdf";;"y";"y";"y";"n";"n";"n";"http://www.imaginationstation.biz/daycare.jpg";"http://www.imaginationstation.biz/index_imagination.jpg";;;
64646;"IMAGINATION STATION EXPRESS";"5651 DENALI STREET";"ANCHORAGE";"AK";"907-563-8290";"http://www.imaginationstation.biz/index2.html";"http://www.imaginationstation.biz/index2.html";"https://www.facebook.com/ImaginationStationDaycare";"6:30am-6:30pm";"http://www.imaginationstation.biz/employment.html";"http://www.imaginationstation.biz/child_reg_form.pdf";;"n";"n";"y";"y";"y";"n";"http://www.imaginationstation.biz/express.jpg";"http://www.imaginationstation.biz/Weathered_Copper_sm.jpg";"http://www.imaginationstation.biz/home_bottom.jpg";;
64657;"JOY GREISEN JEWISH EDUCATION CENTER";"7525 E. NORTHERN LIGHTS BLVD.";"ANCHORAGE";"AK";"907-337-1672";"www.jecalaska.com";;;;;;;;;;;;;;;;;
64668;"KING CAREER CENTER EARLY CHILDHOOD";"2650 E. NORTHERN LIGHTS";"ANCHORAGE";"AK";"907-742-8956";"http://www.asdk12.org/schools/kcc/pages/TechPrep.html";;;;;;;;;;;;;;;;;
64669;"KING'S KIDS CHILD CARE";"12101 BRAYTON DRIVE";"ANCHORAGE";"AK";"907-345-7937";"http://southanchorageassembly.com/child/";;;;;;;;;;;;;;;;;
64680;"LITTLE RED SCHOOL HOUSE #4";"6821 WEIMER RD.";"ANCHORAGE";"AK";"907-243-3101";"http://www.anchoragelittlered.com/";"http://www.anchoragelittlered.com/";;"Monday through Friday
6:30 a.m. to 6:30 p.m. ";;"http://www.anchoragelittlered.com/Enroll/tabid/249/Default.aspx";;"y";"y";"y";"y";"y";"y";"http://www.anchoragelittlered.com/Portals/7/877x182Banner4.jpg";;;;
64681;"LITTLE RED SCHOOLHOUSE #1";"8620 LAKE OTIS PKWY";"ANCHORAGE";"AK";"907-349-8511";"http://www.anchoragelittlered.com/";"http://www.anchoragelittlered.com/";;"Monday through Friday
6:30 a.m. to 6:30 p.m. ";;"http://www.anchoragelittlered.com/Enroll/tabid/249/Default.aspx";;"y";"y";"y";"y";"y";"y";"http://www.anchoragelittlered.com/Portals/7/877x182Banner4.jpg";;;;
64687;"MORNING STAR CHRISTIAN SCHOOL";"8220 BRIARWOOD STREET";"ANCHORAGE";"AK";"907-522-9034";"http://www.morningstarchildcare.com/";;;;;;;;;;;;;;;;;
64705;"RURAL CAP CHILD DEVELOPMENT CENTER";"3327 FAIRBANKS ST.";"ANCHORAGE";"AK";"907-278-0068";"http://www.ruralcap.com/www/";;;;;;;;;;;;;;;;;
64712;"SOUTHCENTRAL FOUNDATION EMPLOYEE FAMILY";"4145 TUDOR CENTRE DRIVE";"ANCHORAGE";"AK";"907-729-8600";"http://www.southcentralfoundation.com/";;;;;;;;;;;;;;;;;
64716;"STARBRIGHT PRESCHOOL (CENTER)";"3531 E TUDOR RD";"ANCHORAGE";"AK";"907-562-1414";"http://www.starbrightelc.com/";"http://www.starbrightelc.com/";;"6:30am. – 6:30pm.";;;;"n";"n";"y";"y";"y";"n";;"http://www.starbrightelc.com/childrencorner/photos/files/collage_lb_image_page26_0_1.png";"http://www.starbrightelc.com/childrencorner/photos/files/collage_lb_image_page26_1_1.png";"http://www.starbrightelc.com/childrencorner/photos/files/collage_lb_image_page26_2_1.png";"http://www.starbrightelc.com/childrencorner/photos/files/collage_lb_image_page26_3_1.png"
64718;"TANAINA CHILD DEVELOPMENT CENTER";"3211 PROVIDENCE DRIVE";"ANCHORAGE";"AK";"907-786-1340";"http://www.tanainachildren.org/";;;;;;;;;;;;;;;;;
64734;"YMCA - BAXTER SCHOOL AGE CHILD DEV. SITE";"2991 BAXTER ROAD";"ANCHORAGE";"AK";"907-332-3770";"http://ymcaalaska.org/ymca-wp/child-care/";"http://ymcaalaska.org/ymca-wp/child-care/";;"7am-6:30pm";"http://ymcaalaska.org/ymca-wp/about-us/jobs/";"http://ymcaalaska.org/ymca-wp/wp-content/uploads/2011/05/13-14-Parent-Packet-for-School-Age-Program-final.pdf";;"n";"n";"n";"y";"y";"y";;;;;
