"ID";"Provider Name";"Facility Type";"Street Address";"City";"County";"State";"Zip Code";"Phone";"Contact Name";"Star Quality Rating";"Capacity";"Min Age";"Max Age";"Open Time";"Close Time";"Child Care Assistance";"Discounts";"Wheelchair Access";"Transportation";"Licensing Program Evaluator";"Evaluator Phone"
"e7e096851b72180b5cf0ed1dd62fe260";"CLINTON EARLY HEAD START & PRE-K (-E-)";"Centers Care for 13 or more children";"708 NORTH MAIN STREET";"CLINTON";"Anderson";"TN";37716;"'8654632833";"Shelby Haun";;110;"6 WK";"2 YR";"7:30 AM";"1:45 PM";"YES";"NO";"YES";"NO";"Adrienne Butler";"'9312396819"
"4fb175c5b48a00cbb509629488f16404";"Clinton Middle Head Start Transition (-E-)";"Centers Care for 13 or more children";"110 N. Hicks Street";"Clinton";"Anderson";"TN";37716;"'8654632833";"Tammy Overton";;18;"3 YR";"5 YR";"8:00 AM";"4:00 PM";"NO";"NO";"YES";"NO";"Adrienne Butler";"'9312396819"
"396a825ddffa4d93698011325fc7eef1";"CLINTON MS EXPLORE 2 SOAR (-E-)";"Centers Care for 13 or more children";"110 N. Hicks Street";"Clinton";"Anderson";"TN";37116;"'8654573451";;;100;"10 YR";"15 YR";"7:30 AM";"5:45 PM";"YES";"NO";"YES";"NO";;
"53f0cd700966dbdd212dca3ea6e0cd5c";"Crossroads Academy Preschool";"Centers Care for 13 or more children";"105 Fellowship Lane";"Powell";"Anderson";"TN";37849;"'8659451239";"Sabrena Cox";"New";97;"12 MO";"5 YR";"6:30 AM";"6:00 PM";"NO";"NO";"YES";"NO";"Carrie Plotz";"'8655949177"
"cdaa42284c938f39756e5a34ffaec40e";"DUTCH VALLEY ELEM EXPLORE 2 SOAR (-E-)";"Centers Care for 13 or more children";"1044 OLD DUTCH VALLEY RD";"CLINTON";"Anderson";"TN";37716;"'8654572599";;;100;"5 YR";"12 YR";"6:50 AM";"5:30 PM";"NO";"NO";"YES";"NO";;
"29df2434795a992b1027fea9edaa5a90";"Early Learning Tree, Inc.";"Centers Care for 13 or more children";"114 Raccoon Valley Road";"Powell";"Anderson";"TN";37849;"'8659455437";"Jennifer Parker";"3 star";99;"6 WK";"12 YR";"6:30 AM";"6:00 PM";"YES";"NO";"YES";"YES";"Carrie Plotz";"'8655949177"
"c471328d05dadbcf8f1e139f7475ab55";"Emory Valley Early Learning Center";"Centers Care for 13 or more children";"718 Emory Valley Road";"Oak Ridge";"Anderson";"TN";37830;"'8652947202";"Therese Peek";"New";98;"6 WK";"6 YR";"7:00 AM";"6:00 PM";"YES";"YES";"YES";"NO";"Carrie Plotz";"'8655949177"
"1c24d71bdec346a800cf7371dd15039a";"FAIRVIEW ELEM AFTERSCHOOL (-E-)";"Centers Care for 13 or more children";"6715 HICKORY VALLEY ROAD";"HEISKELL";"Anderson";"TN";37754;"'8654947959";"Tammy Overton";;20;"4 YR";"12 YR";"2:00 PM";"6:00 PM";"YES";"YES";"YES";"NO";;
"97aa9df215b039dda243a9561d730571";"FAIRVIEW ELEM HEAD START (-E-)";"Centers Care for 13 or more children";"6715 HICKORY VALLEY ROAD";"HEISKELL";"Anderson";"TN";37754;"'8654943229";"Shelby Haun";;40;"3 YR";"5 YR";"7:30 AM";"1:45 PM";"YES";"NO";"YES";"NO";"Adrienne Butler";"'9312396819"
"2286f061e1783796d18da23681c968be";"First Steps Child Development Center";"Centers Care for 13 or more children";"1350 Oak Ridge Turnpike";"Oak Ridge";"Anderson";"TN";37830;"'8654836291";"Elizabeth Bonner";"3 star";70;"6 WK";"5 YR";"7:30 AM";"6:00 PM";"YES";"NO";"YES";"NO";"Carrie Plotz";"'8655949177"
"547a33e89d3482a2f8cb34aff5e2daee";"GLENWOOD ELEMENTARY - 21st CENTURY (-E-)";"Centers Care for 13 or more children";"125 AUDUBON ROAD";"OAK RIDGE";"Anderson";"TN";37830;"'8654259401";"Pearl Goins";;150;"6 YR";"11 YR";"7:45 AM";"6:00 PM";"NO";"NO";"YES";"YES";;
"3fed0ef6baa77c9d0a0cd11f822ce579";"GLENWOOD ELEMENTARY SCHOOL - ESP (-E-)";"Centers Care for 13 or more children";"125 AUDUBON ROAD";"OAK RIDGE";"Anderson";"TN";37830;"'8654259404";"Ingrid Hamm";;60;"5 YR";"12 YR";"6:30 AM";"6:00 PM";"YES";"NO";"YES";"NO";;
"8f0c268345054a9a910f00ba2b7a5729";"GRAND OAKS ELEM HEAD START (-E-)";"Centers Care for 13 or more children";"1033 OLIVER SPRINGS HWY";"CLINTON";"Anderson";"TN";37716;"'8654632833";"Shelby Haun";;60;"3 YR";"6 YR";"7:30 AM";"1:45 PM";"NO";"NO";"YES";"YES";"Adrienne Butler";"'9312396819"
"3b11d318908d4a105af0a97659123abd";"Grand Oaks Elem.-Explore 2 Soar (-E-)";"Centers Care for 13 or more children";"1033 Oliver Springs Highway";"Clinton";"Anderson";"TN";37716;"'8654351506";"Kristina Kenny";;140;"5 YR";"12 YR";"7:00 AM";"5:30 PM";"NO";"NO";"YES";"NO";;
"ec0d7b4aaef043065afacce232e0cd06";"Heritage Preschool";"Centers Care for 13 or more children";"121 N. Illinois Avenue";"Oak Ridge";"Anderson";"TN";37830;"'8654831976";"Christine Jones";"Under review";111;"6 WK";"6 YR";"6:00 AM";"6:00 PM";"YES";"YES";"YES";"NO";"Carrie Plotz";"'8655949177"
"f2a860e060d194c515c5059255f8e150";"Imagination Station Playschool";"Centers Care for 13 or more children";"607 Old Tacora Hills Rd.";"Clinton";"Anderson";"TN";37716;"'8654573903";"Beth Starnes";"3 star";53;"6 WK";"5 YR";"6:30 AM";"6:00 PM";"YES";"YES";"YES";"NO";"Carrie Plotz";"'8655949177"
"2331c2bf98c4830fcd3b54f5920abe99";"Kiddie Kare Child Center";"Centers Care for 13 or more children";"305 6th Street";"Rocky Top";"Anderson";"TN";37769;"'8654267070";"Lea Ann Phillips";"3 star";37;"8 WK";"13 YR";"6:30 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Carrie Plotz";"'8655949177"
"bca51f38ed7925fd055d6eb35a385b8e";"La Petite Academy - Oak Ridge";"Centers Care for 13 or more children";"112 Tulsa Road";"Oak Ridge";"Anderson";"TN";37830;"'8654838324";"Anita Armes";"2 star";106;"6 WK";"12 YR";"6:00 AM";"6:00 PM";"YES";"YES";"YES";"YES";"Carrie Plotz";"'8655949177"
"74338d917b20b54244cfdb8d8471a7cd";"LAKE CITY EARLY HEAD START (-E-)";"Centers Care for 13 or more children";"402 LINDSAY AVENUE";"rocky Top";"Anderson";"TN";37769;"'8654268167";"Shelby Haun";;16;"6 WK";"2 YR";"8:00 AM";"4:00 PM";"NO";"NO";"YES";"NO";"Adrienne Butler";"'9312396819"
"d05c50ec19288e7e11101ca95a255e3f";"LAKE CITY ELEM HEAD START AND PRE-K (-E-)";"Centers Care for 13 or more children";"402 LINDSAY AVENUE";"Rocky Top";"Anderson";"TN";37769;"'8654262108";"Brandi Wilson";;60;"4 YR";"5 YR";"8:00 AM";"1:45 PM";"YES";"NO";"YES";"YES";"Adrienne Butler";"'9312396819"
"317cfdfaf787d4b9cf7df21ea224edd6";"LINDEN ELEMENTARY SCHOOL - ESP (-E-)";"Centers Care for 13 or more children";"700 ROBERTSVILLE ROAD";"OAK RIDGE";"Anderson";"TN";37830;"'8654255704";"Ingrid Hamm";;60;"5 YR";"12 YR";"6:30 AM";"6:00 PM";"YES";"NO";"YES";"NO";;
"81861387bbd511ab6f58df2186b62fe7";"N. Clinton Elem. Pre-K (-E-)";"Centers Care for 13 or more children";"305 Beets Street";"Clinton";"Anderson";"TN";37716;"'8654572784";"Kelly Johnson";;40;"4 YR";"5 YR";"7:30 AM";"1:30 PM";"NO";"NO";"NO";"NO";"Adrienne Butler";"'9312396819"
"94210e15c21a748efe393802554e6462";"NORRIS ELEM AFTERSCHOOL (-E-)";"Centers Care for 13 or more children";"42 EAST CIRCLE ROAD";"NORRIS";"Anderson";"TN";37828;"'8654947422";"Tammy Overton";;40;"4 YR";"12 YR";"2:00 PM";"6:00 PM";"YES";"YES";"YES";"NO";;
"511b2b3243dea144c7e1292531b687d9";"NORRIS ELEMENTARY PRE-K (-E-)";"Centers Care for 13 or more children";"42 East Circle Dr.";"Norris";"Anderson";"TN";37828;"'8654947422";;;16;"3 YR";"5 YR";"8:00 AM";"3:00 PM";"NO";"NO";"YES";"NO";"Adrienne Butler";"'9312396819"
"e4844a8add294d783c1685b4aedd9e9f";"North Anderson 6th Street Boys & Girls (-E-)";"Centers Care for 13 or more children";"306 6th Street";"Rocky Top";"Anderson";"TN";37769;"'8652321234";"Mike Swisher";;58;"5 YR";"17 YR";"2:45 PM";"6:30 PM";"YES";"NO";"NO";"NO";"CYNTHIA TEMPLIN";"'8655949450"
"ffd077fbb322a4a9215d8b42078d06dc";"NORWOOD EARLY HEAD START (-E-)";"Centers Care for 13 or more children";"669 TRI-COUNTY BLVD.";"OLIVER SPRINGS";"Anderson";"TN";37716;"'8654632833";"Shelby Haun";;9;"6 WK";"3 YR";"8:00 AM";"4:00 PM";"NO";"NO";"NO";"NO";"Adrienne Butler";"'9312396819"
"aeed482c6605321ffda9b6a3bf5fa069";"NORWOOD ELEM PRE-K (-E-)";"Centers Care for 13 or more children";"809 TRI COUNTY BLVD.";"OLIVER SPRINGS";"Anderson";"TN";37840;"'8654355039";"Shelby Haun";;20;"3 YR";"5 YR";"8:00 AM";"1:45 PM";"YES";"NO";"YES";"NO";"Adrienne Butler";"'9312396819"
"56e13311cf2fb5db8e09ce42b8647856";"Norwood Elem.-Explore 2 Soar (-E-)";"Centers Care for 13 or more children";"809 E. Tri-County Blvd.";"Oliver Springs";"Anderson";"TN";37840;"'8654352519";"Kristina Kenny";;100;"5 YR";"12 YR";"3:30 PM";"6:00 PM";"NO";"NO";"YES";"NO";;
"57e899150b128cfe0eb633996f22b679";"Norwood MS-Explore 2 Soar (-E-)";"Centers Care for 13 or more children";"805 E. Tri-County Blvd.";"Oliver Springs";"Anderson";"TN";37840;"'8654357749";"Kristina Kenny";;100;"10 YR";"15 YR";"6:45 AM";"5:30 PM";"NO";"NO";"YES";"NO";;
"a479e8aed10d3f7076d55da65a0039ce";"OAK RIDGE EARLY HEAD START (-E-)";"Centers Care for 13 or more children";"1051 OAK RIDGE TURNPIKE";"OAK RIDGE";"Anderson";"TN";37830;"'8654827633";"Shelby Haun";;16;"6 WK";"36 MO";"8:00 AM";"4:00 PM";"YES";"NO";"YES";"NO";"Adrienne Butler";"'9312396819"
"2157908e8a4fe0f62b335e9d7817e7b4";"Oak Ridge Nursery School";"Centers Care for 13 or more children";"151 Robertsville Road";"Oak Ridge";"Anderson";"TN";37830;"'8654833036";"Lisa Errettshortridg";"3 star";75;"12 MO";"8 YR";"7:00 AM";"6:00 PM";"YES";"YES";"NO";"NO";"Carrie Plotz";"'8655949177"
"8747154ee7aea6df592ed13da3de2fa1";"OAK RIDGE SCHOOL'S PRESCHOOL (-E-)";"Centers Care for 13 or more children";"304 NEW YORK AVENUE";"OAK RIDGE";"Anderson";"TN";37830;"'8654259101";"Charlsey Cofer";;270;"3 YR";"5 YR";"8:00 AM";"2:00 PM";"NO";"NO";"YES";"YES";"Adrienne Butler";"'9312396819"
"60d8a2dd45e888de13c5982c5b9e0a56";"Small Miracles";"Centers Care for 13 or more children";"930 Grace Ave";"Rocky Top";"Anderson";"TN";37769;"'8658032705";"Penny Harmon";"New";24;"6 WK";"12 YR";"6:00 AM";"6:00 PM";"YES";"NO";"NO";"NO";"Carrie Plotz";"'8655949177"
"8f4dc6427fd2e48b6fd5da90e7c7725e";"Small Wonders Nursery School, Inc.";"Centers Care for 13 or more children";"98 Mariner Point Drive";"Clinton";"Anderson";"TN";37716;"'8654575815";"Rhonda Lane";"No Participate";99;"6 WK";"12 YR";"6:00 AM";"6:00 PM";"NO";"YES";"YES";"YES";"Carrie Plotz";"'8655949177"
"8f2307cea8869ce7a156e5156dea1d78";"ST. MARY'S PRESCHOOL (-E-)";"Centers Care for 13 or more children";"323 VERMONT AVENUE";"OAK RIDGE";"Anderson";"TN";37830;"'8654839700";"Joanne Bucholz";;38;"3 YR";"5 YR";"7:30 AM";"3:15 PM";"NO";"YES";"YES";"NO";"Adrienne Butler";"'9312396819"
"554fe238bdff1c95de18aefea19045b0";"ST. MARY'S SCHOOL - ESP (-E-)";"Centers Care for 13 or more children";"323 VERMONT AVENUE";"OAK RIDGE";"Anderson";"TN";37830;"'8657668567";"Sheila Sparrow";;30;"4 YR";"13 YR";"3:00 PM";"6:00 PM";"NO";"YES";"YES";"NO";;
"3f04cd19a57a94802ac41a9be4cd5fbf";"United Church Nursery School";"Centers Care for 13 or more children";"85 Kentucky Avenue";"Oak Ridge";"Anderson";"TN";37830;"'8654822221";"Patrica Dunn";"No Participate";75;"16 MO";"6 YR";"9:00 AM";"2:55 PM";"NO";"YES";"NO";"NO";"Carrie Plotz";"'8655949177"
"41bab1c5f7ca7ac7fa25e9e16f3b9f34";"Weekday Early Educ WEE Ministry";"Centers Care for 13 or more children";"225 North Main Street";"Clinton";"Anderson";"TN";37716;"'8654576685";"Tammy Braden";"2 star";128;"16 MO";"12 YR";"6:30 AM";"6:00 PM";"NO";"YES";"YES";"YES";"Carrie Plotz";"'8655949177"
"68baa5ba27cc33199ec3a8e5a4a6551c";"Willow Brook Elem- 21st Century (-E-)";"Centers Care for 13 or more children";"298 Robertsville Rd.";"Oak Ridge";"Anderson";"TN";37830;"'8654253201";;;150;"5 YR";"12 YR";"7:30 AM";"5:00 PM";"YES";"NO";"NO";"YES";;
"87a77a1e67d47c21ab75fa873f6093ba";"WILLOW BROOK ELEM. SCHOOL - ESP (-E-)";"Centers Care for 13 or more children";"298 ROBERTSVILLE ROAD";"OAK RIDGE";"Anderson";"TN";37830;"'8654253204";"Ingrid Hamm";;60;"5 YR";"11 YR";"6:30 AM";"6:00 PM";"YES";"YES";"YES";"NO";;
"af65740b0529bc2c7b25030888055ee1";"WOODLAND ELEM. SCHOOL - ESP (-E-)";"Centers Care for 13 or more children";"168 MANHATTAN AVENUE";"OAK RIDGE";"Anderson";"TN";37830;"'8654259145";"Ingrid Hamm";;60;"5 YR";"12 YR";"6:30 AM";"6:00 PM";"YES";"YES";"YES";"NO";;
"3111871b436d7e5279687b82b75a4b12";"WOODLAND ELEMENTARY PRE-K (-E-)";"Centers Care for 13 or more children";"168 MANHATTAN AVE";"OAK RIDGE";"Anderson";"TN";37830;"'8654259101";"Charlsey Cofer";;20;"4 YR";"5 YR";"8:00 AM";"2:00 PM";"NO";"NO";"YES";"YES";"Adrienne Butler";"'9312396819"
"e909b22a779b0d70063ea38e8a9dc0ea";"Little Bloomers";"Family Homes Care for 7 or fewer children";"204 Russell St.";"Shelbyville";"Bedford";"TN";37160;"'9315806762";"Anita Farris";"New";7;"6 WK";"5 YR";"7:00 AM";"5:00 PM";"NO";"NO";"NO";"NO";"Christy Newman";"'9312799275"
"660f02be7199d5fc1d9abd3547b030ce";"BUILDING BLOCKS OF A,B,& D";"Group Homes Care for 8-12 children";"725 ALTON AVE.";"SHELBYVILLE";"Bedford";"TN";37160;"'9316859522";"Donnye Fields";"3 star";12;"6 WK";"12 YR";"7:00 AM";"5:00 PM";"NO";"YES";"YES";"NO";"Christy Newman";"'9312799275"
"1f84f29475b0db3e23688d28d8cf74b4";"Green Acres Childcare";"Group Homes Care for 8-12 children";"272 Green Acres Rd.";"Unionville";"Bedford";"TN";37180;"'9312240869";"Lara Smotherman";"New";12;"6 WK";"12 YR";"6:00 AM";"5:00 PM";"YES";"NO";"NO";"NO";"Christy Newman";"'9312799275"
"9840e74df0eda203eec373fc36451710";"KIDS R US";"Group Homes Care for 8-12 children";"3044 UNIONVILLE DEASON RD";"BELL BUCKLE";"Bedford";"TN";37020;"'9314372547";"Dee Sheetz";"3 star";12;"3 YR";"12 YR";"6:30 AM";"5:30 PM";"NO";"YES";"YES";"NO";"Christy Newman";"'9312799275"
"ead0970acc28c292de4b72cf24e51554";"MISS JUDIE'S";"Group Homes Care for 8-12 children";"201 TULIPTREE ROAD";"SHELBYVILLE";"Bedford";"TN";37160;"'9316842877";"Judie Pope";"3 star";12;"6 WK";"12 YR";"7:00 AM";"5:00 PM";"YES";"NO";"YES";"NO";"Christy Newman";"'9312799275"
"83f53a816d9293aa3fdf132f7d53bd0f";"Reed's Love N Care";"Group Homes Care for 8-12 children";"204 South Linda Drive";"Shelbyville";"Bedford";"TN";37160;"'9316845568";"Rhonda Reed";"No Participate";12;"3 YR";"12 YR";"6:30 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Christy Newman";"'9312799275"
"b8f8f1c819b6bd84ff0e2bffdbfc920f";"Sweet Pea's Academy";"Group Homes Care for 8-12 children";"202 Gladys Drive";"Shelbyville";"Bedford";"TN";37160;"'9317032359";"Tanna Warren";"No Participate";12;"6 WK";"12 YR";"7:00 AM";"5:30 PM";"YES";"NO";"NO";"NO";"Christy Newman";"'9312799275"
"4df6b01c03837b0987cd7d47848ca541";"TODDLER TIME PRESCHOOL";"Group Homes Care for 8-12 children";"204 TULIPTREE ROAD";"SHELBYVILLE";"Bedford";"TN";37160;"'9316858021";"Tracy Blessing";"No Participate";12;"6 WK";"12 YR";"6:30 AM";"5:15 PM";"YES";"YES";"NO";"NO";"Christy Newman";"'9312799275"
"32e256d96f607629ed5eb554b2190dc5";"WARTRACE WEE CHAMPS";"Group Homes Care for 8-12 children";"322 SPRING ST.";"WARTRACE";"Bedford";"TN";37183;"'9316078546";"Vivian Bynum";"3 star";12;"6 WK";"12 YR";"7:00 AM";"5:00 PM";"YES";"YES";"YES";"NO";"Christy Newman";"'9312799275"
"13a33b3bc434046a02e6f79245d0846f";"BARNYARD KIDS";"Centers Care for 13 or more children";"330 BETHANY LANE";"SHELBYVILLE";"Bedford";"TN";37160;"'9316844332";"Dana Barnes";"No Participate";99;"6 WK";"5 YR";"6:30 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Christy Newman";"'9312799275"
"5830cc0d504fe0592cf82faa7ccab51b";"BEDFORD CO. EARLY HEAD START";"Centers Care for 13 or more children";"512 TILLMAN STREET";"SHELBYVILLE";"Bedford";"TN";37160;"'9316850876";"Brieanna Davidson";"3 star";16;"6 WK";"4 YR";"8:00 AM";"2:15 PM";"NO";"NO";"YES";"NO";"Christy Newman";"'9312799275"
"1fe7ef20ec753d943103163afda2fde5";"Bright Beginnings Preschool, LLC";"Centers Care for 13 or more children";"315 N. Cannon Blvd.";"Shelbyville";"Bedford";"TN";37160;"'9317034040";"Rachel Victory";"No Participate";99;"6 WK";"12 YR";"6:30 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Christy Newman";"'9312799275"
"1328220c2b1311a414f5b477d897fb2e";"CASCADE ELEMENTARY - SACP (-E-)";"Centers Care for 13 or more children";"2998 FAIRFIELD PIKE";"BELL BUCKLE";"Bedford";"TN";37020;"'9313890031";;;95;"5 YR";"13 YR";"6:00 AM";"6:00 PM";"YES";"YES";"YES";"NO";;
"b9d9b35a8e25db95053b3adb425b3a16";"CHILDREN'S LEARNING CENTER";"Centers Care for 13 or more children";"349 CLARDY ROAD";"UNIONVILLE";"Bedford";"TN";37180;"'9312942244";"Margie Stallings";"2 star";72;"6 WK";"12 YR";"6:00 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Christy Newman";"'9312799275"
"9a0a0f6b7bacf43d82dac1dce9a8d0e5";"Circle of Friends Christian Preschool";"Centers Care for 13 or more children";"400 E. Lane";"Shelbyville";"Bedford";"TN";37160;"'9316844907";"Shannon Taylor";"New";99;"30 MO";"12 YR";"7:00 AM";"5:30 PM";"YES";"NO";"YES";"NO";"Christy Newman";"'9312799275"
"7c39f64cc505350cab30e0fd3e675a6a";"COMMUNITY ELEMENTARY - SACP (-E-)";"Centers Care for 13 or more children";"3470 HIGHWAY 41-A NORTH";"UNIONVILLE";"Bedford";"TN";37180;"'9312942676";;;75;"5 YR";"13 YR";"6:00 AM";"6:00 PM";"YES";"YES";"YES";"NO";;
"23d1f4e6bc43f1e14fd402e2d3794826";"Community High School LEAPS (-E-)";"Centers Care for 13 or more children";"100 Community Crossing";"Unionville";"Bedford";"TN";37180;"'9316843284";;;150;"13 YR";"18 YR";"7:00 AM";"5:00 PM";"NO";"NO";"YES";"NO";;
"c599ceca2e014970e2d52b990f69fc86";"EAKIN ELEMENTARY - SACP (-E-)";"Centers Care for 13 or more children";"1100 GLEN OAKS ROAD";"SHELBYVILLE";"Bedford";"TN";37160;"'9316847852";;;170;"5 YR";"10 YR";"6:00 AM";"6:00 PM";"YES";"YES";"YES";"NO";;
"5d161047b0e5b2627bd5ae11a7387dc3";"Eakin Elementary LEAPS (-E-)";"Centers Care for 13 or more children";"1100 Glen Oaks Rd";"Shelbyville";"Bedford";"TN";37160;"'9316843284";;;70;"5 YR";"12 YR";"7:00 AM";"5:00 PM";"NO";"NO";"YES";"YES";;
"e25b956cdf218796e5810bf597775226";"Eakin Elementary Preschool (-E-)";"Centers Care for 13 or more children";"1100 Glen Oaks Road";"Shelbyville";"Bedford";"TN";37174;"'9316847852";"Cari Doss";;100;"3 YR";"5 YR";"7:45 AM";"1:15 PM";"NO";"NO";"YES";"YES";;
"aa97bc7296dde837f23c3d7eb6ba60dd";"East Side Elementary LEAPS (-E-)";"Centers Care for 13 or more children";"421 Elliott St.";"Shelbyville";"Bedford";"TN";37160;"'9316847112";;;60;"6 YR";"12 YR";"7:00 AM";"5:00 PM";"NO";"NO";"YES";"NO";;
"5dde1b36f41964fe0a4d703254845263";"EAST SIDE ELEMENTARY SCHOOL - SACP (-E-)";"Centers Care for 13 or more children";"421 ELLIOTT STREET";"SHELBYVILLE";"Bedford";"TN";37160;"'9316847112";;;90;"5 YR";"10 YR";"2:00 PM";"6:00 PM";"YES";"YES";"YES";"NO";;
"a29cf138fce1b92bec6d1e38b3f2022a";"Harris Head Start";"Centers Care for 13 or more children";"610 Elm Street";"Shelbyville";"Bedford";"TN";37160;"'9317730033";"Melissa White";"3 star";90;"3 YR";"5 YR";"8:00 AM";"2:30 PM";"NO";"NO";"YES";"NO";"Christy Newman";"'9312799275"
"f1e7dbe089930128326c6d938e2ef200";"Harris Middle School LEAPS (-E-)";"Centers Care for 13 or more children";"570 Eagle Boulevard";"Shelbyville";"Bedford";"TN";37160;"'9316845195";;;150;"10 YR";"17 YR";"7:15 AM";"5:15 PM";"NO";"NO";"YES";"YES";;
"51c16f4a52302703b2a50adf23953ddf";"KIDDIE KINGDOM";"Centers Care for 13 or more children";"211 KINGREE ROAD";"SHELBYVILLE";"Bedford";"TN";37160;"'9316859600";"Carmen Newcomb";"3 star";24;"18 MO";"5 YR";"6:00 AM";"5:00 PM";"YES";"NO";"YES";"NO";"Christy Newman";"'9312799275"
"c94731ec7c9172838a0603b94a864bde";"Learning Way Elementary LEAPS (-E-)";"Centers Care for 13 or more children";"200 Learning Way";"Shelbyville";"Bedford";"TN";37160;"'9316847852";;;150;"6 YR";"13 YR";"7:00 AM";"5:00 PM";"NO";"NO";"YES";"NO";;
"6d1729e4bb5a20a81bd6e30ad0018d61";"Learning Way Elementary Preschool (-E-)";"Centers Care for 13 or more children";"200 Learning Way";"Shelbyville";"Bedford";"TN";37160;"'9316851425";;;40;"3 YR";"5 YR";"8:00 AM";"1:30 PM";"NO";"NO";"NO";"NO";;
"d43b35f083d57801c1e8b490ca05834f";"Learning Way Elementary School SACP (-E-)";"Centers Care for 13 or more children";"200 Learning Way";"Shelbyville";"Bedford";"TN";37160;"'9315802592";;;150;"5 YR";"13 YR";"6:00 AM";"6:00 PM";"YES";"YES";"YES";"NO";;
"b87019cb47149c6fb37cea8a69124248";"LIBERTY SCHOOL - SACP (-E-)";"Centers Care for 13 or more children";"500 SNELL ROAD";"SHELBYVILLE";"Bedford";"TN";37160;"'9315802592";"Rachael Trott";;90;"5 YR";"13 YR";"6:00 AM";"6:00 PM";"NO";"YES";"YES";"NO";;
