"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
1073223;"Sam's Kids Safari";"379B Sucre Circle";"Abbeville";"LA";70510;"VERMILION";"337-893-8500";"https://www.facebook.com/pages/Sams-Kids-Safari-Early-Learning-Center/137925312897447?sk=info&tab=page_info";"samskidssafari@aol.com";"Providing quality childcare and early learning, at an affordable price, in a loving christian atmosphere. Because we believe that ""A Person's A Person, No Matter How Small""";"https://www.facebook.com/pages/Sams-Kids-Safari-Early-Learning-Center/137925312897447?sk=info&tab=page_info";"https://www.facebook.com/pages/Sams-Kids-Safari-Early-Learning-Center/137925312897447?sk=info&tab=page_info";"Mon - Sat: 
6:00 am - 6:00 am";;;;"y";"y";"y";"y";"y";"y";;;;;;;
1073224;"Sandra's ABC Childcare Center";"602 4th Street";"Bernice";"LA";71222;"UNION";"318-285-7042";"https://www.facebook.com/pages/Sandras-ABC-Childcare/1499977506957859?sk=info&tab=page_info";;"At Sandra's ABC Childcare we offer after school care, childcare, and drop in's. We perform a variety of task,such as,feeding, bathing, dressing, and (ect.)";"https://www.facebook.com/pages/Sandras-ABC-Childcare/1499977506957859?sk=info&tab=page_info";"https://www.facebook.com/pages/Sandras-ABC-Childcare/1499977506957859?sk=info&tab=page_info";"Mon - Fri: 
7:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
1073244;"Ware Youth Center - Coushatta";"3565 Highway 71";"Coushatta";"LA";71019;"RED RIVER";"318-932-4411";"http://www.wareyouthcenter.com/Contact_Us.php";"WYC@wareyouthcenter.com";"Ware Youth Center offers a 24-bed non-secure residential group home for twelve females and twelve males and a 16-bed substance abuse treatment program for eight males and eight females. The male and female cottages provide a behavior modification milieu designed to reinforce positive behavior. The non-secure setting allows youth to relax outside, socialize with peers in comfortable day areas that have television, video games, and interactive games as well as sleep in pleasant, comfortable rooms. Residents are allowed to earn the privilege of going on outings to local movies, shopping, and sporting events. There is also an emphasis on the importance of family interaction by allowing youth to earn home passes twice monthly. A multi-disciplinary treatment team is employed to evaluate each resident’s needs and to develop a treatment plan of specific, change oriented interventions for each resident. ";"http://www.wareyouthcenter.com/Contact_Us.php";;"Monday - Friday 8am-4:30pm Central ";;;;"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";;;;;;;
1073140;"3 Sisters Academy";"9015 Morrison Road";"New Orleans";"LA";70127;"ORLEANS";"504-242-2893";"http://3sistersacademy.com/contact-us/";"rhodges@3sistersacademy.com";"3 Sister’s Academy’s Mission is to provide age appropriate activities to help develop and enhance children’s intellectual, emotional, physical and social growth to be prepared for success. We thread the technological gap between daycare and kindergarten education through providing technology to low-income children.";"http://3sistersacademy.com/contact-us/";;"Monday - Friday

6.00 AM - 6.00 PM CST";;"http://3sistersacademy.com/registration/";;"n";"y";"y";"y";"n";"n";"http://3sistersacademy.com/wp-content/uploads/2015/03/3sisterslogo.png";;;;;;
1073155;"Brighter Horizon Learning Center";"115 Castle Drive";"Edgard";"LA";70049;"ST JOHN THE BAPTIST";"985-497-5551";"http://m.brighterhorizonlouisiana.com/MAP.html";;"Our company is based on the belief that our customers' needs are of the utmost importance. Our entire team is committed to meeting those needs.";"http://m.brighterhorizonlouisiana.com/MAP.html";;"Mon - Fri: 6:30 am - 6:00 pm";;;;"n";"y";"y";"y";"n";"n";"http://m.brighterhorizonlouisiana.com/header.jpg?2937257";;;;;;
1073143;"Amazin Grace Daycare And Learning Center, LLC";"135 South Baronne Street";"Ponchatoula";"LA";70454;"TANGIPAHOA";"985-467-1028";;;;;;;;;;;;;;;;;;;;;"Y";
1073144;"American Child-Greenwood";"7061 Greenwood Springridge Road";"Greenwood";"LA";71033;"CADDO";"318-938-9990";"http://americanchildshreveport.com/contact-us";"americanchildshreveport@gmail.com";"American Child has educated and cared for Shreveport's children for 35 years. We utilize the A Beka phonics curriculum to develop early reading skills and follow the Magnet testing guidelines. Our mission is to provide a superior educational environment in a fun, loving atmosphere. ";"http://americanchildshreveport.com/contact-us";"https://www.facebook.com/americanchild/info?tab=page_info";"Mon-Fri 6am - 6pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
1073145;"An Apple a Day";"1933 Green Street";"Jeanerette";"LA";70544;"IBERIA";"337-276-5183";;;;;;;;;;;;;;;;;;;;;"Y";
1073146;"Angels Among Us Daycare LLC";"112 Lakewood Drive";"Luling";"LA";70070;"SAINT CHARLES";"985-308-1633";;;;;;;;;;;;;;;;;;;;;"Y";
1073147;"Assumption Parish Youth Detention Center";"122 Parish Complex Road";"Napoleonville";"LA";70390;"ASSUMPTION";"985-369-7283";;;;;;;;;;;;;;;;;;;;;"Y";
1073149;"Baby Love Child Development, Also";"1603 East Lafayette Street";"Winnfield";"LA";71483;"WINN";"318-628-2229";;;;;;;;;;;;;;;;;;;;;"Y";
1073150;"Barney and Baby Bop Daycare #2";"733 1\2 Oregon Street";"Berwick";"LA";70342;"SAINT MARY";"985-384-7006";;;;;;;;;;;;;;;;;;;;;"Y";
1073168;"Creme de la Creme (Center of Excellences)";"4901 Chef Menteur Hwy Suite 8";"New Orleans";"LA";70126;"ORLEANS";"504-283-3756";;;;;;;;;;;;;;;;;;;;;"Y";
1073169;"Cribs to Crayons 2";"903 Lemoine Street";"Cottonport";"LA";71327;"AVOYELLES";;;;;;;;;;;;;;;;;;;;;;"Y";
1073247;"Young World LLC";"1060 LSU-E Drive";"Eunice";"LA";70535;"SAINT LANDRY";"337-523-7996";"https://www.facebook.com/pages/Young-World-Child-Care-Inc/123105954414048";;;"https://www.facebook.com/pages/Young-World-Child-Care-Inc/123105954414048";"https://www.facebook.com/pages/Young-World-Child-Care-Inc/123105954414048";;;;;"n";"n";"y";"y";"n";"n";;;;;;;
1073248;"Youth Study Center (New Orleans Juvenile Detention Center)";"1100 Milton Street";"New Orleans";"LA";70122;"ORLEANS";"504-658-3400";"http://www.nola.gov/youth-study-center/";;" Our purpose is to provide quality evidence-based juvenile detention practices and programming with a focus on public safety, accountability, and individual treatment needs of the juvenile, and to provide educational, medical, mental health and evidence-based treatment programming that supports every juvenile’s capacity to learn.

These services focus on the best interest of the youth through a professional culture which holds them behaviorally accountable in a manner conducive to personal growth and development. 

The mission of Youth Study Center is to provide a safe, secure, and humane environment for juveniles and staff; to provide juveniles an opportunity for behavioral change; and to provide quality services and programs for juveniles based on their individual needs.

 ";"http://www.nola.gov/youth-study-center/";;"8:00am–5:30pm";"http://www.nola.gov/youth-study-center/employment/";;;"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";"not mentioned";;;;;;;
1073249;"Zion Hill Learning Center";"312 Hunter Street";"Pineville";"LA";71360;"RAPIDES";"(318) 427-3900";"http://www.zionhill.com/learning-center.php";"zhclc@zionhill.com";"Zion Hill Learning Center provides a place for young people, from the ages of one year to five years old, to receive a quality education in a safe, secure and Christian environment where the love of Jesus is modeled.";"http://www.zionhill.com/learning-center.php";;"6:00 A.M. – 6:00 P. M.";;"http://www.zionhill.com/learning-center.php";;"n";"y";"y";"y";"n";"n";"http://www.zionhill.com/images/zion-hill-church-family.png";;;;;;
1073246;"Winn's Discovery Center";"2367 Prentiss Avenue";"New Orleans";"LA";70122;"ORLEANS";"504-283-3101";"http://www.winnsdiscovery.com/?view=featured";"winnsdiscovery23@gmail.com";"WDC Offers:
- Highly Qualified Staff 

- Art and Music Enriched Curriculum

- School Readiness Program

- Physical Fitness and Nutrition        

   Encouragement

- Child Care Assistance";"http://www.winnsdiscovery.com/?view=featured";;"6:30am - 5:30pm";;;;"y";"y";"y";"y";"y";"y";"http://static.wixstatic.com/media/dd13ca_e7ac1ad25f9e460c96af040000b1bfb4.png_srz_p_281_108_75_22_0.50_1.20_0.00_png_srz";;;;;;
1073245;"Willie Mae's Nursery Daycare and Learning Center LLC";"3462 Mary Drive";"New Roads";"LA";70760;"POINTE COUPEE";"225-421-9445";;;;;;;;;;;;;;;;;;;;;"Y";
1073241;"Vaughn Early Learning Center";"1500 Gold Street";"Natchitoches";"LA";71457;"NATCHITOCHES";"318-352-2369";;;;;;;;;;;;;;;;;;;;;"Y";
1073240;"Urban League Clarence L. Barney Head Start Center";"2800 Desire Parkway";"New Orleans";"LA";70126;"ORLEANS";"504-525-2911";;;;;;;;;;;;;;;;;;;;;"Y";
1073238;"TreeTop Learning Center";"1389 Airline Drive";"Bossier City";"LA";71112;"BOSSIER";"318-742-4415";"https://www.facebook.com/TreetopLearningCenter/info?tab=page_info";;"TreeTop Learning Center is enrolling kids now. We aim to provide a loving and safe environment where children are able to grow and also be children.
We are a class A facility.
Serving 6 weeks to 12 years old.";"https://www.facebook.com/TreetopLearningCenter/info?tab=page_info";"https://www.facebook.com/TreetopLearningCenter/info?tab=page_info";"Mon - Fri: 
6:30 am - 5:45 pm";;;;"y";"y";"y";"y";"y";"y";"https://scontent-lax.xx.fbcdn.net/hphotos-xtf1/v/t1.0-9/p720x720/10177960_831001496918702_2687812943819079379_n.jpg?oh=7fbfee8f33c8b96c12627c03d291db4b&oe=560A45B1";;;;;;
1073236;"Tootie Tot Learning Enrichment";"8003 Line Avenue";"Shreveport";"LA";71106;"CADDO";"318-216-5812";;;;;;;;;;;;;;;;;;;;;"Y";
1073237;"Totally Kidz Daycare";"714 W. Worthy Road";"Gonzales";"LA";70737;"ASCENSION";"225-644-4529";;;;;;;;;;;;;;;;;;;;;"Y";
1073235;"The Village Children's Center";"204 Albertson Parkway";"Broussard";"LA";70518;"LAFAYETTE";"337-837-7003";"http://www.thevillagechildrenscenter.com/";"Amanda_hb@hotmail.com";"We offer child care services from 6:30 a.m. to 5:45 p.m. Monday through Friday for children 6 weeks to pre-kindergarten age.

The primary focus of our center is, of course, the care of the children.  We provide the best child care service in Acadiana by exceeding the Louisiana state guidelines for child care centers. Our requirements for child/staff ratios are just one example.

After meeting the needs of the children, our next priority is to develop a trusting and secure relationship with the parents. One of the ways that we offer parents peace of mind is through the use of web cameras. In addition to web cameras, we also offer an open door policy. Parents may visit the center at any time throughout the day as long as they do not interrupt their child or their class.  We also have the added security of access control located at the entrance.";"http://www.thevillagechildrenscenter.com/";;"6:30 a.m. to 5:45 p.m. Monday through Friday";"https://25301.mywatchmegrowvideo.com/index.php?page=46";;;"y";"y";"y";"y";"n";"n";"https://25301.mywatchmegrowvideo.com/files/251-1-Village-x100.png";;;;;;
1073234;"The Little Schoolhouse Child Development Center";"3843 General Meyer";"New Orleans";"LA";70114;"ORLEANS";"504-343-2591";;;;;;;;;;;;;;;;;;;;;"Y";
1073231;"The Kennedy Center of Louisiana, Inc.";"809 College Street";"Shreveport";"LA";71104;"CADDO";"318-675-1112";"http://www.weallwinn.com/";"info@weallwinn.com";"The Kennedy Center of Louisiana (TKCL) acts as host to volunteer community based mentoring initiatives in Shreveport/Bossier, Louisiana. Our goals are to educate and empower the children of the Caddo Parish Public School District by placing them with mentors that offer support to the program participants. Mentors build a structured and trusting relationship with their mentees by offering guidance, support, encouragement, and academic assistance. Through the TKCL mentoring relationship, We All Winn mentors help young people develop into confident, competent, and contributing members of society. In turn, volunteer-mentors strengthen their dedication to the community and thoughtfully enhance their lives.";"http://www.weallwinn.com/";;;;;;"n";"n";"y";"y";"y";"y";"http://www.weallwinn.com/profile/theme/default/images/header_logo.png";;;;;;
1073230;"Terrebonne Parish Juvenile Detention Center";"3181 Grand Caillou Road";"Houma";"LA";70363;"TERREBONNE";"985-853-1201";;;;;;;;;;;;;;;;;;;;;"Y";
1073228;"Stepping Stones Academy";"1335 Soult Street";"Mandeville";"LA";70448;"SAINT TAMMANY";"985-778-2050";;;;;;;;;;;;;;;;;;;;;"Y";
1073229;"Stepping Stones Academy";"503 N. University Avenue";"Lafayette";"LA";70501;"LAFAYETTE";"337-504-3229";;;;;;;;;;;;;;;;;;;;;"Y";
1073227;"St. Bernard Parish Juvenile Detention Center";"1900 Paris Road";"Chalmette";"LA";70043;"SAINT BERNARD";"504-278-7776";;;;;;;;;;;;;;;;;;;;;"Y";
1073226;"Shining Stars Learning Center";"2715 Jewella Avenue";"Shreveport";"LA";71109;"CADDO";"318-230-1681";;;;;;;;;;;;;;;;;;;;;"Y";
1073225;"Sandys Kidz II LLC";"1810 Avenue F";"Bogalusa";"LA";70427;"WASHINGTON";"985-735-8350";;;;;;;;;;;;;;;;;;;;;"Y";
1073222;"Riverside Educational Development Center West";"8201 Norwood Street";"Livonia";"LA";70755;"POINTE COUPEE";;"http://www.redcnewroads.com/";;"The goal of this facility is to provide a safe, caring, and academically challenging environment in which children may develop their self esteem, creativity, learning, and social skills through the use of age-appropriate activities and materials and to provide quality education.  We want to feed the mind as well as the body with the right balance of nutrients and development advancement. 
It is our mission to provide a wholesome, loving environment where children can be children and learn to play and socially interact with one another.  We are committed to teach with the highest educational standards that will be age appropriate.  We will not discriminate against race, sex, creed, religion, or in any other way.";"http://www.redcnewroads.com/";;"Mon - Fri: 6:30AM - 6:00PM";;;;"y";"y";"y";"y";"y";"y";"http://www.redcnewroads.com/bg-1-25806.jpeg?u=481694417";;;;;;
1073217;"Pumpkin Patch of Eunice, LLC";"150 North Ninth Street";"Eunice";"LA";70535;"SAINT LANDRY";"337-466-3600";"http://pumpkinpatchofeunice.webs.com/";"adamfontenot@pumpkinpatchofeunice.com";"Pumpkin Patch of Eunice Day Care currently provides infant, preschool and after-school programs for children from infant to twelve years of age. We are dedicated to providing children with a safe, loving environment that meets their developmental needs. At Pumpkin Patch of Eunice, your child will be given the loving care and resources to develop a healthy mind and body.";"http://pumpkinpatchofeunice.webs.com/";;"6:30 a.m. - 5:30 p.m.";;"http://pumpkinpatchofeunice.webs.com/registration";;"y";"y";"y";"y";"y";"y";"http://imageprocessor.websimages.com/width/299/pumpkinpatchofeunice.webs.com/Pumpkin%20patch%20logo2.PNG";;;;;;
1073218;"Raceland Head Start";"3603 Hwy 308";"Raceland";"LA";70394;"LAFOURCHE";;;;;;;;;;;;;;;;;;;;;;"Y";
1073219;"Rainbow Academy and Pre-School Too!";"3001 Annette Street";"New Orleans";"LA";70122;"ORLEANS";"504-942-3645";;;;;;;;;;;;;;;;;;;;;"Y";
1073220;"Renew Early Childhood Center";"3649 Laurel Street";"New Orleans";"LA";70115;"ORLEANS";"504-298-9260";"http://www.renewschools.org/apps/news/show_news.jsp?REC_ID=249361&id=0";;"Our Mission: 
ReNEW Schools will provide a rigorous, college preparatory education to historically underserved PK-12 students.";"http://www.renewschools.org/apps/news/show_news.jsp?REC_ID=249361&id=0";"https://www.facebook.com/ReNEWschools";"Mon - Fri: 
7:30 am - 5:00 pm";"http://www.renewschools.org/apps/pages/index.jsp?uREC_ID=179139&type=d&pREC_ID=372702";"http://www.renewschools.org/apps/pages/index.jsp?uREC_ID=180092&type=d&pREC_ID=374892";;"n";"n";"y";"y";"y";"y";;;;;;;
1073221;"Rivarde Juvenile Detention Facility";"1550 Gretna Blvd.";"Harvey";"LA";70058;"JEFFERSON";"504-364-2860";;;;;;;;;;;;;;;;;;;;;"Y";
1073216;"Priscilla R. Edwards Head Start (Formerly Central City EOC Head S";"1962 Jackson Avenue";"New Orleans";"LA";70113;"ORLEANS";"504-524-3484";;;;;;;;;;;;;;;;;;;;;"Y";
1073213;"Playhowse Too";"1107 Hwy 2";"Farmerville";"LA";71241;"UNION";"318-368-4499";;;;;;;;;;;;;;;;;;;;;"Y";
1073212;"Playhouse Academy Daycare";"201 Dellwood Drive";"Monroe";"LA";71202;"OUACHITA";"318-410-1653";;;;;;;;;;;;;;;;;;;;;"Y";
1073210;"Ms. Laurie's Pre K";"1008 Virginia Street";"New Iberia";"LA";70560;"IBERIA";"337-359-8974";;;;;;;;;;;;;;;;;;;;;"Y";
1073207;"Little Steps of Faith Child Enrichment Center";"303 Sibley Road";"Minden";"LA";71055;"WEBSTER";"318-299-3839";"https://www.facebook.com/LittleStepsOfFaithChildEnrichmentCenter/info?tab=page_info";;"We strive to provide excellent customer service realizing that parents are choosing to allow us to provide care, educate and love on their most prized possession - their children! We do not take that responsibility lightly. We believe that God has given us precious gifts and it is our obligation to ensure that we cherish every moment we have using it as an opportunity to share the love of God and the peace a relationship with Him provides. Life teaches us many lessons, and learning to ""walk by faith"" is one that we want our children to embrace and experience from an early age. We pray that our children will take those ""little steps of faith"" and walk hand in hand with Jesus for the rest of their lives. We welcome you to our center and we invite you to come into this place and allow the Holy Spirit to touch your heart as he has touched each of ours.";"https://www.facebook.com/LittleStepsOfFaithChildEnrichmentCenter/info?tab=page_info";"https://www.facebook.com/LittleStepsOfFaithChildEnrichmentCenter/info?tab=page_info";"Mon - Fri: 
6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
1073205;"Little Hands at Work Child Care and Learning Development Center L";"1920 Jewella Avenue";"Shreveport";"LA";71109;"CADDO";"318-636-1444";;;;;;;;;;;;;;;;;;;;;"Y";
1073203;"Life Discovery Center";"11838 Mansfield Road";"Keithville";"LA";71047;"CADDO";"318-925-0202";"http://www.lifediscoverycenterla.com/";"barbara7055@gmail.com";"Life Discovery Center offer after school programs in Keithville and surrounding areas. Our child care is caring and fun, helping kids grow well rounded with proper education. Life Discovery Center is the premier day care center in Keithville. Call Life Discovery Center today. Life Discovery Center is a Keithville, Louisiana family owned day care center company. Life Discovery Center has established an after school programs division, offered summer day care and developed a toddler care service for its Keithville clients in Caddo County. Life Discovery Center has become Keithville local day care center favorite! ";"http://www.lifediscoverycenterla.com/";;"7:00AM to 6:00PM";;;;"y";"y";"y";"y";"y";"y";;;;;;;
1073200;"Lafayette Juvenile Detention Home";"1613 Surrey St.";"Lafayette";"LA";70508;"LAFAYETTE";"337-291-7130";;;;;;;;;;;;;;;;;;;;;"Y";
1073198;"Kidz Karousel Academy West";"3424 Power Centre Pwky";"Lake Charles";"LA";70607;"CALCASIEU";"337-564-6788";"https://www.facebook.com/pages/Kidz-Karousel-West/325946704215601";;;"https://www.facebook.com/pages/Kidz-Karousel-West/325946704215601";"https://www.facebook.com/pages/Kidz-Karousel-West/325946704215601";;;;;"y";"y";"y";"y";"n";"n";;;;;;;
1073196;"Kid's Company";"8811 Walker Road";"Shreveport";"LA";71108;"CADDO";"318-841-8811";"http://kidscompanypreschool.org/";"?subject=Check out Kid\&#039;s Company&body=I thought you'd be interested in this site:%0ahttp://kidscompanypreschool.org/contact-us/";"We are honored that you have chosen us for your child’s preschool education. We take that responsibility very seriously. We are looking forward to helping your child grow in every way. Our staff is committed to fostering the spiritual, academic, and social growth of your child. We understand how important it is for you to feel comfortable when leaving your child in our care. If there is anything we can do to help make your time with us more memorable, please let us know!";"http://kidscompanypreschool.org/";;"6:30 a.m. – 6:00 p.m.";;"http://kidscompanypreschool.org/events-and-activities/";"http://kidscompanypreschool.org/parent-handbook/";"y";"y";"y";"y";"n";"n";;;;;;;
1073195;"Kid D Land Daycare and Learning Center #2";"12112 Landry Lane";"Port Allen";"LA";70760;"WEST BATON ROUGE";"225-627-5306";;;;;;;;;;;;;;;;;;;;;"Y";
1073194;"K.I.D.S. Daycare";"614 W 19th Avenue";"Covington";"LA";70433;"SAINT TAMMANY";"985-892-9667";;;;;;;;;;;;;;;;;;;;;"Y";
1073193;"Jump Start Academy, LLC";"202 West Fairfield Drive";"Broussard";"LA";70518;"LAFAYETTE";"337-330-8688";"https://www.facebook.com/pages/Jumpstart-Academy-LLC/258521077656787";;;"https://www.facebook.com/pages/Jumpstart-Academy-LLC/258521077656787";"https://www.facebook.com/pages/Jumpstart-Academy-LLC/258521077656787";;;;;"y";"y";"y";"y";"n";"n";;;;;;;
1073192;"Jayla's Learning Center";"2208 North Sherwood Forest Blvd";"Baton Rouge";"LA";70815;"EAST BATON ROUGE";"225-273-6927";"https://www.facebook.com/pages/Jaylas-Learning-Center/217671445091735?sk=info&tab=page_info";"Jaylaslearningcenter@gmail.com";"Jayla's Learning Center is a private school located in Baton Rouge La. Our school is special and its designed with your child in mind. It is Christian own Our mission is to see each child learn to serve God and others with all the gifts that God has ordained for him or her. ";"https://www.facebook.com/pages/Jaylas-Learning-Center/217671445091735?sk=info&tab=page_info";"https://www.facebook.com/pages/Jaylas-Learning-Center/217671445091735?sk=info&tab=page_info";"Mon - Fri: 
6:00 am - 5:30 pm";;;;"y";"y";"y";"y";"y";"y";"https://scontent-lax.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/p480x480/1554508_218616944997185_1036566948_n.jpg?oh=fb2fa5c4eda64c283c5d7107b49e3ddb&oe=55C3DFA1";;;;;;
1073190;"Heavenly Care Child Development Center";"1305 Autumn Orchard Lane";"Alexandria";"LA";71303;"RAPIDES";"318-730-6524";"https://www.facebook.com/pages/Heavenly-Care-Child-Development-Center/443268572438484?sk=info&tab=page_info";"heavenlycare71303@att.net";"A christian childcare center with Christian values being instill in your child today. Stop by or schedule a visit. Be blessed. ";"https://www.facebook.com/pages/Heavenly-Care-Child-Development-Center/443268572438484?sk=info&tab=page_info";"https://www.facebook.com/pages/Heavenly-Care-Child-Development-Center/443268572438484?sk=info&tab=page_info";;;;;"n";"y";"y";"y";"n";"n";;;;;;;
