id;name;address;city;state;zip;county;phone;main website;email;details;location url;facebook page;business hours;career/employment url;application/registration url;parent handbook url;infant (under 12 months);toddler (1-2yrs);preschools (2-3yrs);pre-kindergarden(4yr);before/afterschools;camps;logo url (only small logo if available);pictures url 1;picture url 2;picture url 3;picture url 4;bad url?;
1101531;EVERLASTING COVENANT CHURCH;600 ROBERT JEMISON RD. SW;BIRMINGHAM;AL;35209;JEFFERSON;(205)942-2252;;;;;;;;;;;;;;;;;;;;;Y;
1101522;DAY SPRING CHURCH;1001 SECOND AVENUE;SHEFFIELD;AL;35660;COLBERT;(256)702-6390;http://dayspringstl.com/;DayspringSTL@gmail.com;We are intentional about teaching and nurturing faith in the children at Dayspring. This is done through worship, Sunday School, Manna, Camps, and other opportunities for playfulness and joy. At Dayspring, children are blessed to have many adults who know their names and encourage their faith.  Manna is a ministry for 2nd-5th grade students that feeds a child’s physical, emotional, and spiritual needs through scripture, community, mission, and fun. It takes place two Sundays sunday evenings a month.;http://dayspringstl.com/;;;;;;y;y;y;y;y;y;http://dayspringstl.com/wp-content/uploads/2014/12/Dayspring_wht_logo.png;http://dayspringstl.com/wp-content/uploads/2014/12/SAM_13381.jpg;http://dayspringstl.com/wp-content/uploads/2014/12/Peace_square.jpg;http://dayspringstl.com/wp-content/uploads/2014/12/Community_square.jpg;http://dayspringstl.com/wp-content/uploads/2014/12/Faith-640.jpg;;
1101521;DAWSON HEAD START;5308 MASTIN LAKE ROAD;HUNTSVILLE;AL;35801;MADISON;(256)382-5547;http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;"Community Action Partnership of North Alabama operates quality early care and learning centers for young children and their families in over 100 classrooms within a 12 county area. Our program offers an array of educational, nutritional, health, and socialization opportunities to low-income, homeless and military families, as well as children with disabilities at no cost to families. All of our learning centers are licensed by the state and our teachers hold degrees in Early Childhood Education or Child Development.

The Head Start Preschool and Alabama Office of School Readiness Pre-K classrooms promote school readiness by offering a socially stimulating learning environment that encourages children, ages 3 to 5, to engage in hands-on experiences and explore the world around them.

We welcome infants and toddlers up to age 3, in our Early Head Start program and we offer services to pregnant women through resource and referral, education, pre-natal care and maternal health. Young children experience quality services in a warm and caring center-based environment that values each child individually.";http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;;http://northalabamacommunities.org/employment-opps.html;;;n;n;y;y;n;n;http://northalabamacommunities.org/images/stories/logo.png;;;;;;
1101520;CROSSPOINT CHRISTIAN CHURCH;1710 W. DALLAS AVENUE;SELMA;AL;36701;DALLAS;(334)872-1808;;;;;;;;;;;;;;;;;;;;;Y;
1101518;COWART HEAD START;1701 WEST HOBBS ST.;ATHENS;AL;35611;LIMESTONE;(256)262-1005;http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;"Community Action Partnership of North Alabama operates quality early care and learning centers for young children and their families in over 100 classrooms within a 12 county area. Our program offers an array of educational, nutritional, health, and socialization opportunities to low-income, homeless and military families, as well as children with disabilities at no cost to families. All of our learning centers are licensed by the state and our teachers hold degrees in Early Childhood Education or Child Development.

The Head Start Preschool and Alabama Office of School Readiness Pre-K classrooms promote school readiness by offering a socially stimulating learning environment that encourages children, ages 3 to 5, to engage in hands-on experiences and explore the world around them.

We welcome infants and toddlers up to age 3, in our Early Head Start program and we offer services to pregnant women through resource and referral, education, pre-natal care and maternal health. Young children experience quality services in a warm and caring center-based environment that values each child individually.";http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;;http://northalabamacommunities.org/employment-opps.html;;;n;n;y;y;n;n;http://northalabamacommunities.org/images/stories/logo.png;;;;;;
1101519;CREEKSIDE HEAD START;16049 SANDERSON ROAD;HARVEST;AL;35749;MADISON;(256)355-7843;http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;"Community Action Partnership of North Alabama operates quality early care and learning centers for young children and their families in over 100 classrooms within a 12 county area. Our program offers an array of educational, nutritional, health, and socialization opportunities to low-income, homeless and military families, as well as children with disabilities at no cost to families. All of our learning centers are licensed by the state and our teachers hold degrees in Early Childhood Education or Child Development.

The Head Start Preschool and Alabama Office of School Readiness Pre-K classrooms promote school readiness by offering a socially stimulating learning environment that encourages children, ages 3 to 5, to engage in hands-on experiences and explore the world around them.

We welcome infants and toddlers up to age 3, in our Early Head Start program and we offer services to pregnant women through resource and referral, education, pre-natal care and maternal health. Young children experience quality services in a warm and caring center-based environment that values each child individually.";http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;;http://northalabamacommunities.org/employment-opps.html;;;n;n;y;y;n;n;http://northalabamacommunities.org/images/stories/logo.png;;;;;;
1101517;COUNTRY KIDS CHILD DEVELOPMENT CENTER;1176 COUNTY ROAD 9 SOUTH;SLOCOMB;AL;36375;GENEVA;(334)258-4500;;;;;;;;;;;;;;;;;;;;;Y;
1101515;CHURCH OF TRUE LOVE MINISTRY;7833 - 1ST AVENUE NORTH;BIRMINGHAM;AL;35206;JEFFERSON;(205)502-7114;;;;;;;;;;;;;;;;;;;;;Y;
1101510;CEDAR HILL HEAD START;27905 CEDAR HILL ROAD;ARDMORE;AL;35739;LIMESTONE;(256)423-1848;http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;"Community Action Partnership of North Alabama operates quality early care and learning centers for young children and their families in over 100 classrooms within a 12 county area. Our program offers an array of educational, nutritional, health, and socialization opportunities to low-income, homeless and military families, as well as children with disabilities at no cost to families. All of our learning centers are licensed by the state and our teachers hold degrees in Early Childhood Education or Child Development.

The Head Start Preschool and Alabama Office of School Readiness Pre-K classrooms promote school readiness by offering a socially stimulating learning environment that encourages children, ages 3 to 5, to engage in hands-on experiences and explore the world around them.

We welcome infants and toddlers up to age 3, in our Early Head Start program and we offer services to pregnant women through resource and referral, education, pre-natal care and maternal health. Young children experience quality services in a warm and caring center-based environment that values each child individually.";http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;;http://northalabamacommunities.org/employment-opps.html;;;n;n;y;y;n;n;http://northalabamacommunities.org/images/stories/logo.png;;;;;;
1101508;CAPITOL SCHOOL NURSERY;600 29TH STREET;TUSCALOOSA;AL;35401;TUSCALOOSA;(205)758-2828;http://www.thecapitolschool.com/;brountree@thecapitolschool.com;"The Capitol School is a Multiple Intelligence School founded in 1993 whose mission is to educate responsible citizens of the world.

Since 1993, our faculty has worked to find ways to incorporate Multiple Intelligences opportunities for our faculty and students in Pre-School through 12th grades. Medical research indicates the capacities of the brain and how the mind is organized.";http://www.thecapitolschool.com/;;;;http://www.thecapitolschool.com/admissions;http://www.thecapitolschool.com/downloads/student_handbook.pdf;n;n;y;y;y;y;http://www.thecapitolschool.com/images/logo.png;http://www.thecapitolschool.com/images/front_header_slides/slide_0011_slide11.jpg;http://www.thecapitolschool.com/images/front_header_slides/slide_0010_slide10.jpg;http://www.thecapitolschool.com/images/front_header_slides/slide_0002_slide2.jpg;http://www.thecapitolschool.com/images/front_header_slides/slide_0012_slide12.jpg;;
1101509;CAREGIVING INTERNATIONAL, SITE II;1901 WOODLAND AVENUE, SW;BIRMINGHAM;AL;35211;JEFFERSON;(205)201-4096;;;;;;;;;;;;;;;;;;;;;Y;
1101507;CANAAN BAPTIST CHURCH;824 15TH STREET N;BESSEMER;AL;35020;JEFFERSON;(205)428-5565;;;;;;;;;;;;;;;;;;;;;Y;
1101506;CALVARY BAPTIST CHURCH, SITE II;1305 W. 12TH STREET;SHEFFIELD;AL;35660;COLBERT;(256)381-6650;http://www.calvarybaptisttuscumbia.com/daycare/;daycare-calvary.baptist@comcast.net;"Calvary Learning Center (CLC) provides an Early Childhood Education program which is committed to the total development of each child.  Our focus is to encourage spiritual, educational and social growth in a safe and fun environment.  We believe each child is a unique individual, powerfully created by God; thereby having their own unique growth and development patterns.  Our hope for each child is that by providing a fun and safe introduction to education and Spiritual truths, our “children” will leave the center having developed a life-long love of learning and God!";http://www.calvarybaptisttuscumbia.com/daycare/;https://www.facebook.com/CalvaryBaptistChurchTuscumbia;6:00 am – 5:30 pm;;;;y;y;y;y;y;y;http://www.calvarybaptisttuscumbia.com/hp_wordpress/wp-content/uploads/2012/06/Logo4_logo.png;http://www.calvarybaptisttuscumbia.com/hp_wordpress/wp-content/uploads/2013/06/Mother-Website-Sidebar-.jpg;http://www.calvarybaptisttuscumbia.com/hp_wordpress/wp-content/uploads/2013/06/Faith-Like-a-Child-Website-Sidebar-.jpg;http://www.calvarybaptisttuscumbia.com/hp_wordpress/wp-content/uploads/gallery/ras-gas/img_4153.jpg;http://www.calvarybaptisttuscumbia.com/hp_wordpress/wp-content/uploads/gallery/ras-gas/img_4138.jpg;;
1101504;BLUE SPRINGS HEAD START;16787 HARDY ROAD;ATHENS;AL;35611;LIMESTONE;(256)262-1006;http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;"Community Action Partnership of North Alabama operates quality early care and learning centers for young children and their families in over 100 classrooms within a 12 county area. Our program offers an array of educational, nutritional, health, and socialization opportunities to low-income, homeless and military families, as well as children with disabilities at no cost to families. All of our learning centers are licensed by the state and our teachers hold degrees in Early Childhood Education or Child Development.

The Head Start Preschool and Alabama Office of School Readiness Pre-K classrooms promote school readiness by offering a socially stimulating learning environment that encourages children, ages 3 to 5, to engage in hands-on experiences and explore the world around them.

We welcome infants and toddlers up to age 3, in our Early Head Start program and we offer services to pregnant women through resource and referral, education, pre-natal care and maternal health. Young children experience quality services in a warm and caring center-based environment that values each child individually.";http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;;http://northalabamacommunities.org/employment-opps.html;;;n;n;y;y;n;n;http://northalabamacommunities.org/images/stories/logo.png;;;;;;
1101505;BREAD OF LIFE DELIVERANCE CHURCH MIN.;307 N. MAIN STREET;BRUNDIDGE;AL;36010;PIKE;(334)735-5652;;;;;;;;;;;;;;;;;;;;;Y;
1101502;BIBB COUNTY HEAD START;1006 WALNUT STREET;CENTREVILLE;AL;35042;BIBB;(205)938-9469;;;;;;;;;;;;;;;;;;;;;Y;
1101503;BLESSING'S BY DAY CHILDCARE, LLC;40 TIDWELL HOLLOW ROAD;ALLGOOD;AL;35013;;(205)625-5437;https://www.facebook.com/pages/Blessings-By-Day-Childcare-LLC/696935950341572?sk=info&tab=page_info;;;https://www.facebook.com/pages/Blessings-By-Day-Childcare-LLC/696935950341572?sk=info&tab=page_info;https://www.facebook.com/pages/Blessings-By-Day-Childcare-LLC/696935950341572?sk=info&tab=page_info;"Mon - Fri: 
6:00 am - 6:00 pm";;;;y;y;y;y;y;y;https://scontent-sin.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10502513_696942243674276_7588516317756153525_n.png?oh=45a49b3b827a932b68624ba2a4a72ed8&oe=55B4E318;https://scontent-sin.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/q81/s720x720/1907362_701031523265348_1379301165464958925_n.jpg?oh=e2693063c62eb4813cb50fb3c27fc17a&oe=55BDDFB7;https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/s720x720/10363937_701031429932024_4708902330703086951_n.jpg?oh=8f3d2474c9982c2fa2987ed6bfbafce0&oe=5572652B&__gda__=1434068251_d8527c4873e799a064441e465d3736f0;https://scontent-sin.xx.fbcdn.net/hphotos-xfp1/v/l/t1.0-9/s720x720/10342828_701031333265367_8121585145285638190_n.jpg?oh=0fc1c598b90cb8438c7c80a55f244606&oe=55B192C9;https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/10339567_701029903265510_3526338120767297358_n.jpg?oh=ad23e6a8f32b92b4d112e2d11c4757a8&oe=55B64672&__gda__=1438493333_c9d65fd18f13065daae504bcc0d2e617;;
1101500;BAY MINETTE CHURCH OF CHRIST;12 WEST PINE STREET;BAY MINETTE;AL;36507;BALDWIN;(251)937-1879;;;;;;;;;;;;;;;;;;;;;Y;
1101499;BAY COMMUNITY CHURCH;10063 ROCKWELL SCHOOL DR.;SPANISH FORT;AL;36527;BALDWIN;(251)626-0123;;;;;;;;;;;;;;;;;;;;;Y;
1101501;BELTLINE CHURCH OF CHRIST;2159 BELTLINE ROAD SW;DECATUR;AL;35601;MORGAN;(256)353-1876;http://www.beltlinechurchofchrist.org/get-involved/children-youth;adventureland@beltlinechurchofchrist.org;"Adventureland is Beltline’s self-supporting preschool program. Our program is open to children ages 2 months to 4 years.
 
Adventureland students come from throughout the community. Adventureland provides care, education, and development for each child enrolled. This is accomplished through the use of developmentally appropriate activities designed to nurture each child spiritually, mentally, physically, emotionally, and socially. This program is also intended to provide encouragement to parents of enrolled children. We believe that each child is a unique individual created by God and is of immeasurable value. We desire to provide an environment in which each child can learn and grow.
 
The school day is four hours long lasting from 9:15am to 1:15pm. There are 2 day, 3 day, and 5 day class combinations available for babies (2 months to 12 months), toddlers (12 months to 23 months), 2 year-olds, 3 year-olds, and 4 year-olds. Currently there are 15 classes in the preschool program that can accommodate up to 150 total students.";http://www.beltlinechurchofchrist.org/get-involved/children-youth;;9:15am to 1:15pm;;;;y;y;y;y;n;n;http://www.beltlinechurchofchrist.org/templates/front/images/2014_04.jpg;http://www.beltlinechurchofchrist.org/images/stories/youth2.jpg;http://www.beltlinechurchofchrist.org/images/stories/thumbnails/images-stories-youth6-225x149.jpg;http://www.beltlinechurchofchrist.org/images/stories/youth9.jpg;;;
1101547;FULL CIRCLE MINISTRIES CHURCH;6803 AIRPORT BLVD.;MOBILE;AL;36608;MOBILE;(251)207-8002;;;;;;;;;;;;;;;;;;;;;Y;
1101498;ASHLAND HEAD START;41375 HWY 77;ASHLAND;AL;36251;CLAY;(256)354-2553;https://www.facebook.com/pages/Ashland-Head-Start/279303155463544?sk=info&tab=page_info;;"Our Mission Statement:
To change people's lives by providing services to children and families in the communities we serve, and perform our responsibilities with joy and a positive attitude.
Our Purpose: To provide a quality pre-school program for eligible 3- 5 year olds, low-income; inclusion of children with disabilities. ";https://www.facebook.com/pages/Ashland-Head-Start/279303155463544?sk=info&tab=page_info;https://www.facebook.com/pages/Ashland-Head-Start/279303155463544?sk=info&tab=page_info;8:00 a. m. -3:00 p.m. Monday-Friday ;;;;n;n;y;y;n;n;;https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p480x480/936618_531899306870593_914011307_n.jpg?oh=5c5300a252b3bb55a575955d174bfc49&oe=55A42472&__gda__=1433479951_d16e10cb322e09f4cf16c5b9c159c71c;https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/p480x480/198119_531894920204365_972387386_n.jpg?oh=d13ff2eff5637063b7194cb57e48cff2&oe=55735BBF&__gda__=1437964512_7e938b69845fa54979b890c93ec60da4;https://scontent-sin.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/p480x480/600977_531894650204392_1017474801_n.jpg?oh=eda403213a6b08c027bf0f4d342d2b33&oe=55BDFBF8;https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/p480x480/408376_531893886871135_1442368303_n.jpg?oh=f39e5a171f0bdb43a84fbdd5b0bb977c&oe=55A8C120&__gda__=1437294855_39c6426c862d85ef645b11f79f665685;;
1101497;ANOINTED CARE;914 RIDERWOOD DRIVE;BUTLER;AL;36904;CHOCTAW;(205)459-3079;;;;;;;;;;;;;;;;;;;;;Y;
1101570;KIDS R US UNIVERSITY;1619 CHRISTINE AVE;ANNISTON;AL;36207;CALHOUN;(256)770-7248;http://www.kidsareusuniversity.yolasite.com/;KRUU2012@GMAIL.COM;"Our mission at Kids R Us University is to encore-age creativity, individuality, and independence. We are here to strives to support families in their effort to ensure the wholesome social, emotional, cognitive, and physical development of their children by providing high quality educational care at the lowest possible cost We have created a safe environ-mint with a playful at-morpheme that is conducive to learning. We are here to nurtured and care for your child (ran); we are here to provide our parents and guardians with piece of mind, while you are working diligently to provide for your family.";http://www.kidsareusuniversity.yolasite.com/;;Monday –Sunday 5:00 a.m. – 6:00 p.m. 6:00 p.m. - 11.00 p.m. ;;;;y;y;y;y;n;n;;http://s1.yolacdn.net/V0023602/ide/images/template/education/image.jpg;http://s3.yolacdn.net/V0023602/ide/images/template/education/gallery2.jpg;http://s2.yolacdn.net/V0023602/ide/images/template/education/gallery1.jpg;http://s2.yolacdn.net/V0023602/ide/images/template/education/gallery4.jpg;;
1101571;KINGDOM BLESSING MINISTRY;2020 STOUTS ROAD;BIRMINGHAM;AL;35234;JEFFERSON;(205)224-4188;;;;;;;;;;;;;;;;;;;;;Y;
1101572;KINGDOM BUILDERS WORSHIP CENTER - A;435-A BLAKE BOTTOM ROAD;HUNTSVILLE;AL;35806;MADISON;(256)326-0824;;;;;;;;;;;;;;;;;;;;;Y;
1101567;KIDDIE SCHOOL JUNCTION, LLC;100 JEMISON STREET;TALLADEGA;AL;35160;TALLADEGA;(256)362-8801;https://www.facebook.com/pages/Kiddie-School-Junction/600929589993910?sk=info&tab=page_info;;Kiddie School Junction is THE place for your child to be! We offer childcare for children from 3 weeks to 12 years. Call or come by for more information!;https://www.facebook.com/pages/Kiddie-School-Junction/600929589993910?sk=info&tab=page_info;https://www.facebook.com/pages/Kiddie-School-Junction/600929589993910?sk=info&tab=page_info;"Mon - Fri: 
5:30 am - 5:30 pm";;;;y;y;y;y;y;y;;;;;;;
1101564;HARVEST HEAD START;9784 WALL TRIANA HWY;HARVEST;AL;35749;MADISON;(256)713-0284;;;;;;;;;;;;;;;;;;;;;Y;
1101563;HANDY HEAD START;955 BEALE STREET;FLORENCE;AL;35630;LAUDERDALE;(256)768-3400;http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;"Community Action Partnership of North Alabama operates quality early care and learning centers for young children and their families in over 100 classrooms within a 12 county area. Our program offers an array of educational, nutritional, health, and socialization opportunities to low-income, homeless and military families, as well as children with disabilities at no cost to families. All of our learning centers are licensed by the state and our teachers hold degrees in Early Childhood Education or Child Development.

The Head Start Preschool and Alabama Office of School Readiness Pre-K classrooms promote school readiness by offering a socially stimulating learning environment that encourages children, ages 3 to 5, to engage in hands-on experiences and explore the world around them.

We welcome infants and toddlers up to age 3, in our Early Head Start program and we offer services to pregnant women through resource and referral, education, pre-natal care and maternal health. Young children experience quality services in a warm and caring center-based environment that values each child individually.";http://northalabamacommunities.org/employment-opps/12-contact/locations/91-head-start.html;;;http://northalabamacommunities.org/employment-opps.html;;;n;n;y;y;n;n;http://northalabamacommunities.org/images/stories/logo.png;;;;;;
1101565;HEALING HANDS MINISTRY INTERNATIONAL;910 FOREST AVE.;JACKSON;AL;36545;CLARKE;(954)554-7970;;;;;;;;;;;;;;;;;;;;;Y;
1101562;HAMPTON COVE PRESCHOOL;5760 COVE COMMONS DR;BROWNSBORO;AL;35763;MADISON;(256)585-1137;http://www.hamptoncovepreschool.com/contact.html;frontdesk@hamptoncovepreschool.com ;The mission of Hampton Cove Preschool is to provide each child with the highest quality early childhood educational experiences in a safe, nurturing, and technology rich environment. Hampton Cove Preschool utilizes certified educators, families, and the community to implement a proven curriculum that encompasses all learning domains and provides learning opportunities that allow each child to reach his greatest potential.;http://www.hamptoncovepreschool.com/contact.html;https://www.facebook.com/hamptoncovepreschool;"Mon - Fri: 
6:45 am - 5:45 pm";;;;y;y;y;y;y;y;http://www.hamptoncovepreschool.com/images/hampton-cove-logo-preschool-3da6a1d2.png;https://scontent-sin.xx.fbcdn.net/hphotos-xft1/v/t1.0-9/s720x720/10349211_648971791901984_4532612084759482703_n.jpg?oh=bd3cea41803d68b760ee74d1e08293dd&oe=55AB8C07;https://scontent-sin.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/p180x540/10314643_648971778568652_2860019810976865947_n.jpg?oh=f9157f68e77d3c6cc73f3181dc6a25b5&oe=55A65373;https://scontent-sin.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s720x720/14598_648971785235318_207444406507725304_n.jpg?oh=e66fbb5422440c53645cf51f86a1add0&oe=55B7C326;https://scontent-sin.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/s720x720/11070845_648971775235319_7486067646737001017_n.jpg?oh=9533aeec1d55f739025d3fbe03abfdd0&oe=55AFEB83;;
