"ID";"Facility_Name";"Address_Street";"Address_City";"Address_County";"Address_State";"Address_zip";"Phone";"Facility_Type";"Capacity";"Status";"Expiration";"License_Number";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Additional_Services";"Gold_Seal_Last_Accreditation_Agency";"Gold_Seal_Last_Accreditation_Effective_Date";"Gold_Seal_Last_Accreditation_Expiration_Date";"VPK_Program";"Faith_Based";"Head_Start";"School_Readiness"
31075;"Ivy League Academy";"2350 Market Dr";"Fleming Island";"Clay";"FL";32003;9042691190;"Child Care Facility";120;"Regular/Annual";"10/07/2019";"C04CL0115";"6:15AM - 6:15PM";"6:15AM - 6:15PM";"6:15AM - 6:15PM";"6:15AM - 6:15PM";"6:15AM - 6:15PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
271980;"Primrose School of Fleming Island";"2031 Town Center Blvd";"Fleming Island";"Clay";"FL";32003;9042786886;"Child Care Facility";180;"Regular/Annual";"06/22/2020";"C04CL0079";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";"AdvancED";"09/22/2016";"06/30/2021";"Yes";"No";"No";"No"
33626;"Imagination Island of Fleming Island";"2280 Village Square Pkwy";"Fleming Island";"Clay";"FL";32003;9042645565;"Child Care Facility";152;"Regular/Annual";"12/12/2019";"C04CL0126";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";;;"Full Day;Half Day;Infant Care;School Year Only";"Accredited Professional Preschool Learning Environment";"09/15/2018";"09/15/2023";"Yes";"No";"No";"No"
320268;"Advance Solutions For Kids Afterschool and Before Care";"406 Old Hard Rd";"Fleming Island";"Clay";"FL";32003;9043330574;"Child Care Facility";6;"Regular/Annual";"11/19/2019";"C04CL0142";"3:00PM - 6:00PM; 6:15AM - 8:00AM";"3:00PM - 6:00PM; 6:15AM - 8:00AM";"3:00PM - 6:00PM; 6:15AM - 8:00AM";"3:00PM - 6:00PM; 6:15AM - 8:00AM";"3:00PM - 6:00PM; 6:15AM - 8:00AM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Open Year-Round;Transportation";;;;;"No";"No";"No"
31597;"Y M C A Before and After School at Thunderbolt Elementary";"2020 Thunderbolt Rd";"Fleming Island";"Clay";"FL";32003;9046440072;"Child Care Facility";100;"Regular/Annual";"11/14/2019";"C04CL0073";"2:00PM - 6:30PM; 6:30AM - 8:30AM";"2:00PM - 6:30PM; 6:30AM - 8:30AM";"2:00PM - 6:30PM; 6:30AM - 8:30AM";"2:00PM - 6:30PM; 6:30AM - 8:30AM";"2:00PM - 6:30PM; 6:30AM - 8:30AM";;;"After School;Before School;Open Year-Round";;;;;"No";"No";"Yes"
278381;"First Steps Education";"5095 Lakeshore Dr";"Fleming Island";"Clay";"FL";32003;9046025113;"Child Care Facility";48;"Regular/Annual";"09/14/2019";"C04CL0121";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"Drop In;Food Served;Full Day;Half Day;Open Year-Round";;;;"Yes";"No";"No";"Yes"
31987;"Miranda Family Day Care Home";"2378 Yellow Jasmine Ln";"Fleming Island";"Clay";"FL";32003;9042799192;"Family Day Care Home";10;"Regular/Annual";"11/27/2019";"F04CL0094";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Open 24 Hours;Open Year-Round";;;;;"No";"No";"No"
32170;"Macadangdang Family Day Care Home";"2453 Golden Bell Ln";"Fleming Island";"Clay";"FL";32003;9045794015;"Family Day Care Home";10;"Regular/Annual";"12/08/2019";"F04CL0166";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";;;"Before School;Drop In;Food Served;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
35102;"O2B Kids 7, LLC";"1821 Town Center Blvd";"Fleming Island";"Clay";"FL";32003;9042644202;"Child Care Facility";337;"Regular/Annual";"11/09/2019";"C04CL0092";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";"National Accreditation Commission";"01/15/2016";"12/31/2019";"Yes";"No";"No";"Yes"
37305;"Branford Love N Care Preschool";"105 Reynolds St";"Branford";"Suwannee";"FL";32008;3869352635;"Child Care Facility";95;"Regular/Annual";"07/31/2019";"C03SU0001";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Open Year-Round";"Accredited Professional Preschool Learning Environment";"10/20/2017";"10/20/2022";"Yes";"No";"No";"Yes"
31444;"Branford Learning Center";"103 Express St";"Branford";"Suwannee";"FL";32008;3869350607;"Child Care Facility";20;"Regular/Annual";"10/25/2019";"C03SU0011";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";;;"Food Served;Full Day;School Year Only";;;;"Yes";"No";"Yes";"No"
38726;"YMCA After School at Bryceville Elementary";"6504 Church Ave";"Bryceville";"Nassau";"FL";32009;9042664535;"Child Care Facility";30;"Regular/Annual";"04/20/2020";"C04NA0056";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";;;"After School;Food Served;School Year Only";;;;;"No";"No";"Yes"
306072;"Garner Family Day Care Home";"1164 Cortez Rd";"Bryceville";"Nassau";"FL";32009;9042660334;"Family Day Care Home";10;"Regular/Annual";"07/06/2019";"F04NA0044";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
36640;"Sonshine Christian Academy";"45082 Frank Brookins Dr";"Callahan";"Nassau";"FL";32011;9048791260;"Religious Exempt Facility";111;"Active";"06/30/2019";"X04NA0006";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Half Day;Open Year-Round";;;;"Yes";"Yes";"No";"No"
38473;"Nana and GeeGee's Preschool";"45367 Green Ave";"Callahan";"Nassau";"FL";32011;9048791864;"Child Care Facility";44;"Regular/Annual";"04/30/2020";"C04NA0033";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Open Year-Round";;;;"Yes";"Yes";"No";"Yes"
275350;"Building Blocks Academy LLC DBA Kidz Island";"45264 Third Ave";"Callahan";"Nassau";"FL";32011;9046280873;"Child Care Facility";142;"Regular/Annual";"08/10/2019";"C04NA0025";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 11:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"Yes";"No";"Yes"
38483;"First Impressions School, Inc.";"617271 Brandies Ave";"Callahan";"Nassau";"FL";32011;9048795683;"Child Care Facility";126;"Regular/Annual";"08/11/2019";"C04NA0058";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;;"After School;Before School;Drop In;Full Day;Half Day;Open Year-Round";;;;"Yes";"No";"No";"No"
38478;"Episcopal Children's Services Callahan Head Start/Early Head Start";"45089 Third Ave";"Callahan";"Nassau";"FL";32011;9048792811;"Child Care Facility";49;"Regular/Annual";"10/26/2019";"C04NA0010";"8:00AM - 3:00PM";"8:00AM - 3:00PM";"8:00AM - 3:00PM";"8:00AM - 3:00PM";"8:00AM - 3:00PM";;;"Food Served;Full Day;Infant Care;Open Year-Round";"Accredited Professional Preschool Learning Environment";"05/27/2016";"05/27/2021";"Yes";"No";"Yes";"No"
38491;"Building Blocks Academy LLC";"45110 Third Ave";"Callahan";"Nassau";"FL";32011;9048790524;"Child Care Facility";36;"Regular/Annual";"06/13/2020";"C04NA0068";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
310843;"Before and After School @ Callahan Community Center";"45237 Mickler St";"Callahan";"Nassau";"FL";32011;9046280899;"Child Care Facility";63;"Regular/Annual";"08/09/2019";"C04NA0035";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Food Served;School Year Only";;;;;"No";"No";"Yes"
331036;"A Very Special Journey Early Learning Center";"540591 Lem Turner Rd";"Callahan";"Nassau";"FL";32011;9047040371;"Family Day Care Home";10;"Regular/Annual";"02/20/2020";"F04NA0047";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
38469;"Roberson Family Day Care Home";"43110 Ratliff Rd";"Callahan";"Nassau";"FL";32011;9048793266;"Family Day Care Home";10;"Regular/Annual";"02/05/2020";"F04NA0012";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
33742;"Wee Care Pre-School & Daycare Inc";"6170 County Road 240";"Lake City";"Columbia";"FL";32024;3867545111;"Child Care Facility";114;"Regular/Annual";"03/14/2020";"C03CO0001";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
39094;"Christ Central  Preschool & Daycare";"359 Dyal Ave";"Lake City";"Columbia";"FL";32024;3867555795;"Child Care Facility";71;"Regular/Annual";"08/23/2019";"C03CO0051";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;"Yes";"No";"No";"Yes"
37511;"Christ Central After School";"217 Dyal Ave";"Lake City";"Columbia";"FL";32024;3867552525;"Religious Exempt Facility";75;"Active";"07/12/2019";"X03CO0007";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;;"After School;Drop In;Full Day;Open Year-Round";;;;;"Yes";"No";"Yes"
36971;"Lake City Christian Academy Child Care Center";"3035 Pinemount Rd";"Lake City";"Columbia";"FL";32024;3867580055;"Religious Exempt Facility";93;"Active";"08/17/2019";"X03CO0004";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";;;"After School;Before School;Food Served;Full Day;School Year Only;Transportation";;;;"Yes";"Yes";"No";"No"
288899;"SouthRidge Day School";"162 Ridge St";"Lake City";"Columbia";"FL";32024;3867550900;"Child Care Facility";70;"Regular/Annual";"12/19/2019";"C03CO0041";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";;;"After School;Full Day;Open Year-Round;Transportation";;;;;"Yes";"No";"No"
311578;"Johnson's Love-N-Learn Daycare";"141 Arrowhead Ter";"Lake City";"Columbia";"FL";32024;3862925192;"Child Care Facility";69;"Regular/Annual";"08/24/2019";"C03CO0060";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Food Served;Full Day;Infant Care;Open Year-Round";;;;"Yes";"No";"No";"Yes"
33415;"Castle Hill Academy LLC";"200 Woodbranch Ln";"Lake City";"Columbia";"FL";32024;3867546565;"Child Care Facility";170;"Regular/Annual";"02/21/2020";"C03CO0048";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";"Green Apple Accreditation of Children's Services";"04/12/2017";"04/11/2020";"Yes";"No";"No";"Yes"
34693;"Hart 2 Hart Academy";"388 Birley Ave";"Lake City";"Columbia";"FL";32024;3864661114;"Child Care Facility";140;"Regular/Annual";"05/17/2020";"C03CO0045";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
272386;"Full of Joy Family Child Care Home";"3435 SW SR 247";"Lake City";"Suwannee";"FL";32024;3862438671;"Family Day Care Home";10;"Regular/Annual";"06/22/2019";"F03CO0001";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";;;"Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
362553;"Kountry Kids Daycare";"1468 Marion Ave";"Lake City";"Columbia";"FL";32025;3867525412;"Child Care Facility";170;"Regular/Annual";"12/28/2019";"C03CO0064";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Food Served;Full Day;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
33222;"Lake City Kiddy Club";"1290 Baya Dr";"Lake City";"Columbia";"FL";32025;3867550256;"Child Care Facility";162;"Regular/Annual";"02/27/2020";"C03CO0020";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
37760;"First United Methodist Church Child Care";"973 Marion Ave";"Lake City";"Columbia";"FL";32025;3867529663;"Child Care Facility";100;"Regular/Annual";"08/23/2019";"C03CO0027";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";;;"After School;Full Day;Half Day;Open Year-Round;Transportation";;;;;"Yes";"No";"No"
31812;"First United Methodist Church Pre-K";"973 Marion Ave";"Lake City";"Columbia";"FL";32025;3867523424;"Child Care Facility";100;"Regular/Annual";"11/26/2019";"C03CO0026";"7:00AM - 11:30AM";"7:00AM - 11:30AM";"7:00AM - 11:30AM";"7:00AM - 11:30AM";"7:00AM - 11:30AM";;;"Half Day;School Year Only";;;;"Yes";"Yes";"No";"No"
285202;"My Little Red Schoolhouse";"1544 McFarlane Ave";"Lake City";"Columbia";"FL";32025;3864875626;"Child Care Facility";79;"Regular/Annual";"01/29/2020";"C03CO0039";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";;;"After School;Food Served;Full Day;Half Day;Open Year-Round;Transportation";"Accredited Professional Preschool Learning Environment";"11/28/2017";"11/13/2020";"Yes";"No";"No";"Yes"
35137;"Green Acres Learning Center";"1126 Main Blvd";"Lake City";"Columbia";"FL";32025;3867551234;"Child Care Facility";118;"Regular/Annual";"06/03/2020";"C03CO0040";"6:45AM - 5:45PM";"6:45AM - 5:45PM";"6:45AM - 5:45PM";"6:45AM - 5:45PM";"6:45AM - 5:45PM";;;"After School;Food Served;Full Day;Open Year-Round;Transportation";;;;;"No";"No";"No"
34630;"Happy Hearts East Child Care Center";"149 Lochlynn Ter";"Lake City";"Columbia";"FL";32025;3867192227;"Child Care Facility";122;"Regular/Annual";"05/02/2020";"C03CO0008";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
38184;"Lollipop Childcare Center";"416 Ermine Ave";"Lake City";"Columbia";"FL";32025;3867553953;"Child Care Facility";92;"Regular/Annual";"08/21/2019";"C03CO0023";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
328386;"Lollipop Hangout, Inc.";"346 Ermine Ave";"Lake City";"Columbia";"FL";32025;3867522580;"Child Care Facility";26;"Regular/Annual";"03/20/2020";"C03CO0062";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";;;"After School;Food Served;Full Day;Half Day;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
32931;"Bullfrogs and Butterflies Learning Center Inc";"1226 Grandview St";"Lake City";"Columbia";"FL";32025;3867551768;"Child Care Facility";47;"Regular/Annual";"01/25/2020";"C03CO0042";"6:45AM - 6:00PM";"6:45AM - 6:00PM";"6:45AM - 6:00PM";"6:45AM - 6:00PM";"6:45AM - 6:00PM";;;"After School;Food Served;Full Day;Half Day;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
37180;"Suwannee Valley 4C's Learning Center";"258 Columbia Ave";"Lake City";"Columbia";"FL";32025;3867542223;"Child Care Facility";110;"Regular/Annual";"08/13/2019";"C03CO0033";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";;;"Food Served;Full Day;Open Year-Round;Transportation";;;;"Yes";"No";"Yes";"No"
344921;"Jewel's Little Rascals";"1777 Leslie Gln";"Lake City";"Columbia";"FL";32025;3867582368;"Child Care Facility";104;"Regular/Annual";"06/30/2019";"C03CO0063";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
33182;"Wee Care, Too";"2665 Windchime Pl";"Lake City";"Columbia";"FL";32025;3864388450;"Child Care Facility";45;"Regular/Annual";"02/13/2020";"C03CO0052";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
37111;"Langston Family Day Care Home";"2460 Sisters Welcome Rd";"Lake City";"Columbia";"FL";32025;3867540276;"Family Day Care Home";10;"Active";"06/30/2019";"R03CO0028";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";;;"Food Served;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
38173;"Elkton Academy, Inc.";"4490 C.R. 13 South";"Elkton";"Saint Johns";"FL";32033;9046922860;"Child Care Facility";45;"Regular/Annual";"03/16/2020";"C07SJ0001";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care;Open Year-Round;Transportation";"Accredited Professional Preschool Learning Environment";"06/06/2017";"06/06/2022";"Yes";"No";"No";"Yes"
28880;"Little Soaring Eagles At Southwoods Elementary";"4750 State Road 206";"Elkton";"Saint Johns";"FL";32033;9045478610;"Public School";25;"Active";;"E07SJ0030";"8:30AM - 11:30AM";"8:30AM - 11:30AM";"8:30AM - 11:30AM";"8:30AM - 11:30AM";"8:30AM - 11:30AM";;;"Half Day;School Year Only";;;;"Yes";"No";"Yes";"No"
29387;"South Woods Elementary School";"4750 State Road 206";"Elkton";"Saint Johns";"FL";32033;9045478610;"Public School";571;"Active";;"E07SJ0034";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";;;"Full Day;School Year Only";;;;"Yes";"No";"Yes";"No"
36877;"Faith Christian Academy of NE FL, Inc.";"96282 Brady Point Rd";"Fernandina Beach";"Nassau";"FL";32034;9043212137;"Religious Exempt Facility";49;"Active";"06/26/2020";"X04NA0008";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;;"After School;Before School;Half Day;School Year Only";;;;"Yes";"Yes";"No";"No"
365398;"Boys and Girls Club - Miller Freedom Branch";"942259 Old Nassauville Rd";"Fernandina Beach";"Nassau";"FL";32034;9042611075;"Non-Public School";;"Active";;"E04NA0011";"2:30PM - 9:00PM";"2:30PM - 9:00PM";"2:30PM - 9:00PM";"2:30PM - 9:00PM";"2:30PM - 9:00PM";;;"After School;Full Day;Half Day;Open Year-Round";;;;;"No";"No";"No"
34095;"Amelia Island Montessori School";"1423 Julia St";"Fernandina Beach";"Nassau";"FL";32034;9042616610;"Child Care Facility";125;"Regular/Annual";"03/27/2020";"C04NA0004";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";;;"After School;Before School;Full Day;Half Day;Open Year-Round";;;;"Yes";"No";"No";"No"
