"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"detail";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
539559;"TRINITY TABERNACLE LEARNING CENTER";"1703 E. 24TH AVENUE";"TAMPA";"FL";33605;"Hillsborough";"813-247-1037";;;;;;;;;;;;;;;;;;;;;"Y";
539561;"Trinity United Methodist Preschool";"403 Racetrack Road NW";"Fort Walton Beach";"FL";32547;"Okaloosa";"850-862-9307";"http://preschool.trinityfwb.org/";"preschool@trinityfwb.org";"Our program at Trinity United Methodist Preschool is based on the characteristics, needs and abilities of the young child.  Our objectives center around guiding the development of the whole child; socially, emotionally, intellectually, physically, and spiritually, while considering each child as unique and important.  Our program is designed to provide a stimulating learning experience within a Christian environment.  The teaching methods we use relate to the belief that the most meaningful learning experiences involve children in discovering, doing, and creating.";"http://preschool.trinityfwb.org/";;;;"http://preschool.trinityfwb.org/registration.aspx";;"n";"y";"y";"y";"n";"n";"http://preschool.trinityfwb.org/images/webheader.png";"http://preschool.trinityfwb.org/images/photo001.jpg";"http://preschool.trinityfwb.org/images/photo003.jpg";;;;
539567;"Triumphant Tots, Inc.";"1425 NE 63rd St";"Ocala";"FL";34479;"Marion";"352-351-2470";;;;;;;;;;;;;;;;;;;;;"Y";
539568;"Trojan Tots Learning Center";"3838 Trojan Trail";"Tallahassee";"FL";32311;"Leon";"850-921-2516";;;;;;;;;;;;;;;;;;;;;"Y";
539571;"TROPICAL ACRES CHRISTIAN ACADEMY";"12107 RHODINE ROAD";"RIVERVIEW";"FL";33569;"Hillsborough";"813-677-8036";;;;;;;;;;;;;;;;;;;;;"Y";
539576;"True Deliverance Center Day Care";"29 S Ivey Ln";"Orlando";"FL";32811;"Orange";"407-298-6635";;;;;;;;;;;;;;;;;;;;;"Y";
539581;"True Vine Children's Center";"3519 Post Street";"Jacksonville";"FL";32205;"Duval";"904-384-0591";;;;;;;;;;;;;;;;;;;;;"Y";
539584;"TRUSTEES OF ADVENT LUTHERAN CHURCH, INC";"300 E. YAMATO ROAD";"BOCA RATON";"FL";33431;"Palm Beach";"561-395-3631";;;;;;;;;;;;;;;;;;;;;"Y";
539585;"Truth and Life Christian Academy";"15703 61st Street North";"Clearwater";"FL";33760;"Pinellas";"727-531-3949";;;;;;;;;;;;;;;;;;;;;"Y";
539595;"Turie T Small Head Start Center";"800 South Street";"Daytona Beach";"FL";32114;"Volusia";"386-947-1810";"http://myvolusiaschools.org/school/TurieTSmall/Pages/default.aspx";"eajohnso@volusia.k12.fl.us";"Everyone at Turie T. Small Elementary School has been working extremely hard to ensure our students success and academic growth this school year. We want to extend our gratitude and appreciation to all our Volunteers this school year. We also feel privileged to have the following businesses listed below as educational partners that support our school.  We know our success comes from the “Team” effort of our teachers, support staff, parents, volunteers and our community business partners like you! Thank you Volunteers and Business Partners – You Rock! ";"http://myvolusiaschools.org/school/TurieTSmall/Pages/default.aspx";;;"http://myvolusiaschools.org/employment/Pages/default.aspx";;;"n";"n";"y";"y";"y";"n";"http://myvolusiaschools.org/Style%20Library/Schools-Assets/imgs/TurieTSmall_Logo.png";;;;;;
539602;"Turner's Child Care and Preschool";"4666 30th Avenue";"Vero Beach";"FL";32967;"Indian River";"772-562-3229";"https://www.facebook.com/pages/Turners-Child-Care-Preschool-Inc/581575005228774?sk=info";"turnerpreschool@bellsouth.net";"Turner's Child Care & Preschool mission is to provide a safe and developmental learning environment for infants 6 weeks - school age children up to age 8. Our focus is to provide a stimulating early care and education experience for all children which promote each child's social/emotional, physical, and cognitive development. Our goal is to support children's desire to be lifelong learners.";"https://www.facebook.com/pages/Turners-Child-Care-Preschool-Inc/581575005228774?sk=info";"https://www.facebook.com/pages/Turners-Child-Care-Preschool-Inc/581575005228774?sk=info";;;;;"y";"y";"y";"y";"y";"y";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/969752_581666391886302_1712800519_n.jpg?oh=e3179e34da55096aa3b43f878d2cda72&oe=547ECCFF";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xfp1/t1.0-9/s720x720/1467445_647852725267668_1049603417_n.jpg";"https://scontent-a-lax.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/s720x720/64442_644566072263000_633698146_n.jpg?oh=cd5b621cb93cbeb3c330477b07a84516&oe=546BFFBA";"https://scontent-b-lax.xx.fbcdn.net/hphotos-frc3/t1.0-9/s720x720/1004807_582459751806966_1891466967_n.jpg";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-prn2/t1.0-9/s720x720/944560_581675268552081_1815310108_n.jpg";;
539604;"Turners Childcare & Preschool 11";"4895 38th Circle";"Vero Beach";"FL";32967;"Indian River";"772-770-9933";;;;;;;;;;;;;;;;;;;;;"Y";
539611;"Tutor Me Day Care & Preschool II";"2434 W 60 St";"Hialeah";"FL";33016;"Miami-Dade";"305-823-8477";;;;;;;;;;;;;;;;;;;;;"Y";
539612;"Tutor Me Daycare Academy";"2451 West 68th Street Suite 7";"Hialeah";"FL";33016;"Miami-Dade";"305-820-8212";;;;;;;;;;;;;;;;;;;;;"Y";
539615;"Tutor Time Child Care Learning Center";"3734 St. Augustine Road";"Jacksonville";"FL";32258;"Duval";"904-268-4253";;;;;;;;;;;;;;;;;;;;;"Y";
539631;"TWEETY TWINS DAY CARE CENTER";"2118 N. MACDILL AVENUE";"TAMPA";"FL";33607;"Hillsborough";"813-873-2244";;;;;;;;;;;;;;;;;;;;;"Y";
539633;"TWIGGS LEARNING TREE CHILD CARE AND KINDERGARTEN, INC.";"101 10TH STREET";"Lake Park";"FL";33403;"Palm Beach";"561-842-4663";;;;;;;;;;;;;;;;;;;;;"Y";
539634;"Twin Hills Learning Center";"488 East James Lee Boulevard";"Crestview";"FL";32539;"Okaloosa";"850-689-1663";"https://www.facebook.com/pages/Twin-hills-learning-center/650204041727005?sk=info";;;"https://www.facebook.com/pages/Twin-hills-learning-center/650204041727005?sk=info";"https://www.facebook.com/pages/Twin-hills-learning-center/650204041727005?sk=info";;;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;"https://scontent-a-lax.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/p417x417/10338729_650205198393556_5296078185503752315_n.jpg?oh=776281899764eb82963e0b3a331026fc&oe=546D73C8";;;;;
539635;"Twin Hills Learning Center West";"837 West James Lee Blvd";"Crestview";"FL";32536;"Okaloosa";"850-682-0212";;;;;;;;;;;;;;;;;;;;;"Y";
539638;"Twinkle Stars of Belcher";"1375 S. Belcher Road";"Largo";"FL";33771;"Pinellas";"727-531-8700";;;;;;;;;;;;;;;;;;;;;"Y";
539639;"Twinkle Stars Preschool";"104 Seacrest Drive";"Largo";"FL";33771;"Pinellas";"727-535-7838";;;;;;;;;;;;;;;;;;;;;"Y";
539641;"Two by Two Preschool";"105 NE 1st Avenue";"Williston";"FL";32696;"Levy";"352-528-4242";;;;;;;;;;;;;;;;;;;;;"Y";
539645;"TYSON'S TINY TOTS, INC";"542 22ND STREET";"WEST PALM BEACH";"FL";33407;"Palm Beach";"561-833-1380";"https://www.facebook.com/TysonsTinyTotsInc/info";;"We help you invest in the cognitive and innate development of your child in a loving and safe environment.";"https://www.facebook.com/TysonsTinyTotsInc/info";"https://www.facebook.com/TysonsTinyTotsInc/info";;;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s720x720/10034_405349216229311_326315635_n.jpg?oh=6c2d08381530108c37bfef132506bba3&oe=545EA75E&__gda__=1417230215_8122b5b9495fd670d69d5f173f769771";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/s720x720/552867_405349136229319_1943395628_n.jpg?oh=a0e5f8eb40642ec4de55b760c9b32e10&oe=54759B97&__gda__=1415311210_2b75f4ba736a71d979fc8fa87bd0f61f";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-frc3/t1.0-9/s720x720/539609_405348049562761_24411615_n.jpg";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xap1/t1.0-9/s720x720/75352_361323733965193_1495209100_n.jpg";;
539646;"U And Me Activity Center I";"4555 Sun N Lake Boulevard";"Sebring";"FL";33872;"Highlands";"863-385-1039";;;;;;;;;;;;;;;;;;;;;"Y";
539647;"U And Me Activity Learning Center III";"2170 Lakeview Drive";"Sebring";"FL";33870;"Highlands";"863-386-1040";;;;;;;;;;;;;;;;;;;;;"Y";
539660;"Unique Child Care Center Inc";"1373 Bunnell Rd";"Apopka";"FL";32703;"Seminole";"407-292-8089";;;;;;;;;;;;;;;;;;;;;"Y";
539662;"UNITED CEREBRAL PALSY - HOLLYWOOD ASP";"7676 DAVIE ROAD EXTENSION";"HOLLYWOOD";"FL";33024;"Broward";"954-985-3841";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";;;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539663;"United Cerebral Palsy - Royal Palm Afterschool";"6650 Lawrence Road";"Lantana";"FL";33462;"Palm Beach";"561-357-1900";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";;;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539664;"United Cerebral Palsy Assn Of Miami";"1411 NW 14 Avenue";"Miami";"FL";33125;"Miami-Dade";"305-325-1080";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";;;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539666;"UNITED CEREBRAL PALSY CENTER";"3117 SW 13 COURT";"Fort Lauderdale";"FL";33312;"Broward";"954-584-7178";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";;;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539667;"UNITED CEREBRAL PALSY OF BROWARD, BRIGHT HORIZONS ASP";"3901 NE 1 TERRACE";"POMPANO BEACH";"FL";33064;"Broward";"954-786-7898";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";;;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539668;"United Cerebral Palsy-Early Beginnings Academy";"985 NW 91 Street";"Miami";"FL";33150;"Miami-Dade";"305-835-9006";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";;;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539672;"UNITY 4 KIDS";"5840 JOHNSON STREET";"HOLLYWOOD";"FL";33021;"Broward";"954-342-0405";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";;;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539674;"Universal Academy Private School Inc";"21310 NW 37th Ave";"Miami Gardens";"FL";33056;"Miami-Dade";"305-626-0010";"http://www.utruthcenter.org/";"ua@utruthcenter.org";"The Universal Academy strives to provide meaningful learning experiences that stimulate the full development of each student's intellectual, creative and spiritual abilities.

The Universal Academy provides a structured, supportive learning environment in which the growth of self-esteem, motivation, and self-confidence is nurtured. The Academy believes that the development of academic skills in this supportive atmosphere is the key to a student's future success in school and life. This milestone is accomplished with and through the mutual cooperation, respect, trust and support of the Board of Trustees, the Director, the staff, the Parents' Association, and the ""Friends of the Academy.""";"http://www.utruthcenter.org/";;;;;;"y";"y";"y";"y";"n";"n";"http://www.utruthcenter.org/images/2014-logo.png";;;;;;
539675;"Universal Child Care Development";"1003 S. Kirkman Rd.";"Orlando";"FL";32811;"Orange";"407-403-5519";;;;;;;;;;;;;;;;;;;;;"Y";
539678;"University Carillon Preschool";"1395 Campus View Court";"Oviedo";"FL";32765;"Seminole";"407-359-2629";"http://ucpsouthflorida.org/our-programs";"ucpinfo@ucpsouthflorida.org";"The UCP Afterschool Program (MOST) offers children with special needs a structured Afterschool activities/recreation program.

Each of our programs provide learning opportunities to increase or maintain age appropriate developmental milestones. This is done through a comprehensive skill development process in the areas of literacy/reading, math, physical fitness, nutrition and daily living activities to children in Broward County.

Our therapies (music, art, drama) provide the children an opportunity to increase self-expression, work as a group and better communicate feelings. Also,by introducing nutrition into the daily activity schedule, we have the opportunity to discuss with the children the importance of healthy eating habits and basic concepts of nutrition. Our regularly scheduled field trips give the children an opportunity to experience things they might otherwise miss, while also realizing that learning is fun!

Ultimately, our goal is to create an afterschool/out of school/summer safe, structured environment in which children have fun, make friends, learn social literacy, math, science and daily living skills.";"http://ucpsouthflorida.org/our-programs";"https://www.facebook.com/pages/Universal-Truth-Center-For-Better-Living/115301895173181";;"http://ucpsouthflorida.org/employment";;;"n";"n";"n";"y";"y";"y";"http://ucpsouthflorida.org/uploads/media_items/ucp-of-south-florida-logo.325.163.s.png";;;;;;
539686;"UNIVERSITY STATION ACADEMY";"5400 S. UNIVERSITY DRIVE, SUITE 700";"DAVIE";"FL";33328;"Broward";"954-434-4545";;;;;;;;;;;;;;;;;;;;;"Y";
539688;"Unlimited Potential 1";"1105 E Martin Luther King Blvd";"Bartow";"FL";33830;"Polk";"863-537-6466";;;;;;;;;;;;;;;;;;;;;"Y";
539689;"Unlimited Potential Child Care Center";"710 South Second Avenue";"Bartow";"FL";33830;"Polk";"863-533-0670";;;;;;;;;;;;;;;;;;;;;"Y";
