"provider_id";"provider_license_id";"inspectionDate";"inspectionType";"reportFile";"inspectionTime";"inspectionTimeout";"inspectionInspector";"accountName";"accountStreet";"accountCity";"accountState";"accountZip";"accountPhone"
1529;90433;"01/09/2018";"Follow-up";"Peanut Butter&Jelly Family Svcs - Public Report_01_09_2018_FED47CBE-7BFA-4B47-A52E-C46BF3C7405A.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1529;90433;"10/19/2017";"Annual";"Peanut Butter&Jelly Family Svcs - Public Report_10_19_2017_1DEEB8DE-4B2A-4EC3-9B86-6624BE5A2115.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1529;90433;"06/14/2017";"Follow-up";"Peanut Butter&Jelly Family Svcs - Public Report_06_14_2017_3D5AD6B2-7E1C-44A5-9FBC-4FAC26DA9FE5.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1529;90433;"04/19/2017";"Semi-Annual";"Peanut Butter&Jelly Family Svcs - Public Report_04_19_2017_B84D4EF0-BEF5-4FC8-A167-B210BF37031F.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1529;90433;"10/19/2016";"Annual";"Peanut Butter&Jelly Family Svcs - Public Report_10_19_2016_CF8C3B56-014A-4E0D-8314-8D91BF3B762A.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1529;90433;"12/06/2016";"Follow-up";"Peanut Butter&Jelly Family Svcs - Public Report_12_06_2016_2FEF74D1-AF49-4810-98F9-B368A4A25E99.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1529;90433;"06/27/2016";"Follow-up";"Peanut Butter&Jelly Family Svcs - Public Report_06_27_2016_3B75F746-F0B8-4F81-B59B-A605A4EF1E36.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"03/26/2019";"Follow-up";"La Petite Academy  Inc 7280 -  Survey Report_03_26_2019_323BB928-F14D-47AA-A219-D411FF80AA3D.pdf";"4:17 PM";"4:26 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"02/13/2019";"Annual";"La Petite Academy  Inc 7280 -  Survey Report_02_13_2019_496547BB-EBA3-42CF-9723-C59F770B3E85.pdf";"9:30 AM";"11:49 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"10/11/2018";"Follow-up";"La Petite Academy  Inc 7280 -  Survey Report_10_11_2018_C56744E7-D616-4BC0-AE66-1147C77F86DF.pdf";"3:38 PM";"3:45 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"08/28/2018";"Semi-Annual";"La Petite Academy  Inc 7280 -  Survey Report_08_28_2018_E436BC3A-4B16-4046-BC29-B06D21563463.pdf";"10:00 AM";"11:30 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"04/11/2018";"Incident Investigation";"La Petite Academy  Inc 7280 -  Survey Report_04_11_2018_D3F6DBC3-4FC2-44EF-8A9C-12CD9DA95852.pdf";"10:30 AM";"11:40 AM";"Patricia  Williams";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"03/27/2018";"Follow-up";"La Petite Academy  Inc 7280 -  Survey Report_03_27_2018_FB5DD24F-74C4-4C3E-92C8-C488F0C7AFB7.pdf";"1:29 PM";"1:37 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"02/20/2018";"Annual";"La Petite Academy  Inc 7280 - Public Report_02_20_2018_6B185148-662D-428F-9809-4F280EFBC3DB.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"10/11/2017";"Follow-up";"La Petite Academy  Inc 7280 - Public Report_10_11_2017_E36282C3-AB9C-4B6C-8B16-2A66BA780CDC.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"08/29/2017";"Semi-Annual";"La Petite Academy  Inc 7280 - Public Report_08_29_2017_397E3EF9-5293-4575-8E12-0D9F33F95F6B.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"04/10/2017";"Follow-up";"La Petite Academy  Inc 7280 - Public Report_04_10_2017_559F9169-98F7-4C61-9ED2-18D335862CCA.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"02/21/2017";"Annual";"La Petite Academy  Inc 7280 - Public Report_02_21_2017_37AEFECB-DF13-46DD-A571-76DA6DA8FF21.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"09/21/2016";"Follow-up";"La Petite Academy  Inc 7280 - Public Report_09_21_2016_77C02EE1-1967-4B99-9868-4AA5556339AF.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
631;81441;"08/03/2016";"Semi-Annual";"La Petite Academy  Inc 7280 - Public Report_08_03_2016_3DD4E571-9DFA-4D31-9E77-7B82E141AC1A.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"05/08/2019";"Annual";;"10:45 AM";"1:01 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"02/21/2019";"Follow-up";"Lynn's Day Care -  Survey Report_02_21_2019_D1E24600-7925-4BDA-8999-16A19994232C.pdf";"12:20 PM";"12:50 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"12/19/2018";"Semi-Annual";"Lynn's Day Care -  Survey Report_12_19_2018_D4F800CB-0A36-45E8-9BA1-7D2BE9AF693C.pdf";"12:30 PM";"1:49 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"07/23/2018";"Follow-up";"Lynn's Day Care -  Survey Report_07_23_2018_5073B362-D45B-4150-BE0D-DC78FA9B55C4.pdf";"1:38 PM";"1:43 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"05/14/2018";"Annual";"Lynn's Day Care -  Survey Report_05_14_2018_7936BE44-A242-49FF-AFEF-32956E0B1471.pdf";"11:00 AM";"1:00 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"03/23/2018";"Follow-up";"Lynn's Day Care -  Survey Report_03_23_2018_171C26BF-DAB7-4ADC-B44D-D5A37B91F8E6.pdf";"4:05 PM";"4:10 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"12/18/2017";"Semi-Annual";"Lynn's Day Care - Public Report_12_18_2017_EC185DD5-5792-40A3-9FAE-668CD91A269A.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"07/18/2017";"Follow-up";"Lynn's Day Care - Public Report_07_18_2017_81FF38FA-A670-4966-8183-0083072575FA.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"05/09/2017";"Annual";"Lynn's Day Care - Public Report_05_09_2017_B582638F-09B7-4FC9-B720-D6543972A20C.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"04/19/2017";"Complaint";"Lynn's Day Care - Public Report_04_19_2017_CCB8D5FF-5F89-4EDF-8B55-9AD7332C81B4.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"02/07/2017";"Follow-up";"Lynn's Day Care - Public Report_02_07_2017_D3DFB985-751C-491F-A830-DA7B46590856.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"12/27/2016";"Semi-Annual";"Lynn's Day Care - Public Report_12_27_2016_0D018EF2-AA24-4FFD-9FC5-5715E6CD797C.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"07/06/2016";"Follow-up";"Lynn's Day Care - Public Report_07_06_2016_89868FC2-A057-4542-8382-F5478D99B3D0.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
556;91061;"05/23/2016";"Annual";"Lynn's Day Care - Public Report_05_23_2016_321377B0-07E5-4412-BF21-F43873BB1712.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"01/17/2019";"Follow-up";"Marians Day Care -  Survey Report_01_17_2019_6BDECDDF-7789-40E6-92BE-68D4874C6B2F.pdf";"2:58 PM";"3:01 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"02/21/2019";"Follow-up";"Marians Day Care -  Survey Report_02_21_2019_30845E6D-069D-4A20-BA14-7AE881B302D6.pdf";"3:40 PM";"4:12 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"01/17/2019";"Follow-up";"Marians Day Care -  Survey Report_01_17_2019_C6E5FAA4-7C6C-46FC-9BA0-F38F8E074B76.pdf";"2:58 PM";"3:01 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"01/11/2019";"Complaint";"Marians Day Care -  Survey Report_01_11_2019_77D72E31-0FC1-42C4-B73A-D291E9F06546.pdf";"12:34 PM";"12:45 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"12/20/2018";"Annual";"Marians Day Care -  Survey Report_12_20_2018_6CC8C788-5F69-4AD3-A039-9378C336590E.pdf";"9:23 AM";"11:10 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"08/22/2018";"Follow-up";"Marians Day Care -  Survey Report_08_22_2018_10DB1121-6436-47B0-9FDD-35BFC886637B.pdf";"3:59 PM";"4:06 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"06/27/2018";"Semi-Annual";"Marians Day Care -  Survey Report_06_27_2018_617EF991-99D2-4AED-8F32-E1A1CFA3CA64.pdf";"10:20 AM";"12:55 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"01/18/2018";"Follow-up";"Marians Day Care - Public Report_01_18_2018_7A8A77DA-CFE8-43DE-9EB7-2886909CEA23.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"01/18/2018";"Other";"Marians Day Care - Public Report_01_18_2018_4AFF481F-D570-4508-B33D-06FBA8571E89.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"12/13/2017";"Annual";"Marians Day Care - Public Report_12_13_2017_DCC78B9E-6457-4875-84E2-3FEEEA988CC7.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"08/01/2017";"Follow-up";"Marians Day Care - Public Report_08_01_2017_34E85293-8748-491F-BD7A-10F9EFE099EB.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"06/30/2017";"Semi-Annual";"Marians Day Care - Public Report_06_30_2017_06193E90-C19D-465A-87CD-92A41ED92734.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"02/01/2017";"Follow-up";"Marians Day Care - Public Report_02_01_2017_D8355107-5006-4D41-B137-1EED60942445.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"12/19/2016";"Annual";"Marians Day Care - Public Report_12_19_2016_240E9D6B-0C7A-4BA7-88E3-8093F254C622.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"08/23/2016";"Follow-up";"Marians Day Care - Public Report_08_23_2016_E4247F70-F851-402B-A636-BD0B3D145B76.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
506;15292;"06/29/2016";"Semi-Annual";"Marians Day Care - Public Report_06_29_2016_18A4A987-045F-43B7-8F59-9CF2B622E984.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"03/26/2019";"Other";"Irene Saenz -  Survey Report_03_26_2019_C1FE3032-AA33-4679-A685-EC9917814CE4.pdf";"9:10 AM";"9:50 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"03/18/2019";"Follow-up";"Irene Saenz -  Survey Report_03_18_2019_D8BE3C12-A17E-40F1-A5ED-F31B95818E3B.pdf";"3:39 PM";"4:00 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"12/14/2018";"Annual";"Irene Saenz -  Survey Report_12_14_2018_84E2587E-AD3B-4D82-B46B-72DEA61CFE9B.pdf";"11:34 AM";"1:30 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"08/29/2018";"Follow-up";"Irene Saenz -  Survey Report_08_29_2018_F90D0CC9-19F5-4555-AF87-394679747CF1.pdf";"12:14 PM";"12:17 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"06/11/2018";"Semi-Annual";"Irene Saenz -  Survey Report_06_11_2018_69E1FC1C-1F50-4AC0-B888-69E320415CFB.pdf";"9:55 AM";"10:40 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"02/16/2018";"Follow-up";"Irene Saenz - Public Report_02_16_2018_EA8D16F0-6F73-455E-9A3C-E11FC1E96AB5.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"12/15/2017";"Annual";"Irene Saenz - Public Report_12_15_2017_1779D32E-C990-49D8-BEBC-5F2D80B43317.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"07/20/2017";"Follow-up";"Irene Saenz - Public Report_07_20_2017_DB787DF0-9AD8-4F21-86C5-2FD8FD759FEE.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"06/20/2017";"Semi-Annual";"Irene Saenz - Public Report_06_20_2017_7BD11E36-8142-4F9E-BC29-7D20CE6627E1.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"02/28/2017";"Follow-up";"Irene Saenz - Public Report_02_28_2017_DA7582A2-0E7D-4060-BF15-69D2B6393097.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"12/14/2016";"Annual";"Irene Saenz - Public Report_12_14_2016_E8767A27-6107-41F9-8ACC-4700B0E3B201.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"08/11/2016";"Follow-up";"Irene Saenz - Public Report_08_11_2016_044C23AA-D863-4C5D-B7D1-C9B33ACD3112.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
2432;58815;"06/02/2016";"Semi-Annual";"Irene Saenz - Public Report_06_02_2016_884D74E8-4C5F-4BC3-892B-B5F37BB6645C.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"04/09/2019";"Annual";"Joanne Jaramillo -  Survey Report_04_09_2019_1AD292B3-EA1A-403E-A81A-A6ABF54714DC.pdf";"10:05 AM";"11:43 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"12/31/2018";"Follow-up";"Joanne Jaramillo -  Survey Report_12_31_2018_D9300BC0-ED31-47AA-BA92-F22584219D65.pdf";"4:12 PM";"4:15 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"11/01/2018";"Semi-Annual";"Joanne Jaramillo -  Survey Report_11_01_2018_4C52A130-ACEC-4A5C-B86B-D00D95F99337.pdf";"9:54 AM";"10:45 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"05/30/2018";"Follow-up";"Joanne Jaramillo -  Survey Report_05_30_2018_A65B5ACB-2E6A-4F17-980F-92E090045ABF.pdf";"1:55 PM";"2:02 PM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"04/10/2018";"Annual";"Joanne Jaramillo -  Survey Report_04_10_2018_82A2FB39-6FBD-441F-8858-74C2F5D6D6D1.pdf";"9:30 AM";"10:33 AM";"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"12/05/2017";"Follow-up";"Joanne Jaramillo - Public Report_12_05_2017_A4D921D2-B3D6-40CC-8833-B4F4AA27A3E4.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"11/02/2017";"Semi-Annual";"Joanne Jaramillo - Public Report_11_02_2017_7102EA15-5B4F-41B3-A5CC-E1FE1E3A8959.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"08/30/2017";"Other";"Joanne Jaramillo - Public Report_08_30_2017_DBE66A7E-03C6-4040-B504-E0DE41070410.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"07/14/2017";"Other";"Joanne Jaramillo - Public Report_07_14_2017_733C9E74-04B8-48D4-92F5-3FE347D3EC61.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"06/26/2017";"Other";"Joanne Jaramillo - Public Report_06_26_2017_38A279B8-0C73-43EE-AEE2-CB350FCEDAA7.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"06/26/2017";"Follow-up";"Joanne Jaramillo - Public Report_06_26_2017_C093B132-77D5-4CDA-9B4A-6DF0C7873B79.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"05/23/2017";"Other";"Joanne Jaramillo - Public Report_05_23_2017_617CA9F0-69F5-4EE2-BD66-80107D20A6F7.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"05/23/2017";"Follow-up";"Joanne Jaramillo - Public Report_05_23_2017_EA53AF44-4499-44BF-8F0B-042806ACB3C6.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"04/11/2017";"Annual";"Joanne Jaramillo - Public Report_04_11_2017_C2B1348F-DBB5-4AF2-9D03-3924F34AC63E.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"04/11/2017";"Other";"Joanne Jaramillo - Public Report_04_11_2017_CE07A52B-8E34-42F8-AF4C-5C4260B998CE.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
1840;69424;"03/21/2017";"Other";"Joanne Jaramillo - Public Report_03_21_2017_9BDB086A-4DBF-4863-9055-1AA592AB1646.pdf";"00:00 AM";;"Kia Kennedy";"New Mexico CYFD";"PO BOX 5160";"SANTA FE";"NM";87502;"505-827-4577"
