"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";"Notes"
10556;"Childcare Resource Network";"659A Wallace Avenue North";"Fort Payne";"AL";35967;"(256) 845-8238";;;"crn@tds.net";"http://www.childcarealabama.com/";"Mary Sibert Davis";"We strive to provide opportunities for loving, safe, and quality child care for parents, at a price  they can afford, while at the same time serving our communities with integrity, resourcefulness, and advocacy in our child development centers, our First Class Pre-Ks, our resource facilities, and our training facilities.";"Resource and Referral Program for Families and Community Employers; Training, Education, and Resource Opportunities for Parents; Child Development Centers";"Cherokee, DeKalb, Jackson and Marshall Counties ";;"Mon - Fri: 8:00am - 4:00pm";
10569;"Child Care Management Agency of North Central Alabama";"2206 Oakwood Avenue";"Huntsville";"AL";35810;"(256) 534-5110";;"(256) 534-0548";"mary.carlton@dhr.alabama.gov";;"Mary Lynn Carlton";;;"Colbert, Cullman, Franklin, Lauderdale, Lawrence, Limestone, Madison, Morgan, amd Winston Counties";;;
10582;"Division of Child Care and Early Childhood Education -  Better Beginnings";"700 Main Street";"Little Rock";"AR";72201;"(501) 682-9699";"(800) 445-3316";;"Brinda.Burr@arkansas.gov";"http://www.arbetterbeginnings.com/";"Brinda Burr";"Better Beginnings, a program of the Arkansas Department of Human Services, connects Arkansas families with information and care that helps their children experience a safe, happy, healthy childhood. Better Beginnings is designed to improve the level of quality in childcare and early childhood education programs across the state. Better Beginnings distinguishes the quality of each Arkansas child care facility by a 1, 2 and 3-star rating system. Research shows that a child’s early care and education play a critical role in a child’s brain development. The developing brain is affected by every experience and interaction, both positive and negative. Positive learning environments for children produce tremendous brain development and positive, nurturing relationships at these early ages are essential for healthy social-emotional development.";"Literacy Programs; Parent Workshops";"Arkansas, Ashley, Baxter, Searcy, Boone, Bradley, Calhoun, Pope, Clark, White, Woodruff, Cleveland, Columbia, Conway, Sebastian, Crawford, Scott, Yell, Dallas, Desha, Drew, Faulkner, Franklin, Perry, Garland, Grant, Saline, Hempstead, Hot Spring, Howard, Prairie, Polk, Sevier, Johnson, Lafayette, Pike, Jefferson, Lincoln, Little River, Logan, Lonoke, Union, Marion, Miller, Chicot, Montgomery, Nevada, Newton, and Ouachita Counties";"http://www.arbetterbeginnings.com/sites/default/files/better-beginnings-logo.png";"Mon - Fri: 8:00am - 4:30pm";
10595;"Child Care Aware of Northcentral Arkansas";"1652 White Dr.";"Batesville";"AR";72503;"(870) 793-5233";"(800) 737-2237 (For In-State Use Only)";"(870) 793-4035";"debbie@wrpdd.org";"http://www.ccana.org/";"Debbie Webb";"Child Care Aware of Northcentral Arkansas is a community child care resource and referral program providing services in fourteen Northcentral Arkansas counties. The program helps parents locate child care through a database of licensed and registered facilities based upon that family's needs all free of charge. ";"Services to Parents: A complete, up-to-date listing of registered and licensed child care homes, centers, preschools and Mother’s Day Out programs in your area;  Information on how to choose a child care providerl A parent's checklist for evaluating the quality of a child care program; Assistance in solving problems; Opt in for email updates and newsletters; Referrals to other service programs; Services for Providers: Monthly reimbursement for food costs through the USDA Child and Adult Care Food Program (White River Planning and Development District's Child Care Food Program) for licensed or registered family child care homes; Child care training opportunities and conferences; Referral services for your business; Information and relevant updates; Training and technical assistance for childcare facilities participating in Better Beginnings; Northcentral Arkansas Child Care Resource Center exclusively for child care facilities and early childhood students";"Baxter, Cleburne, Conway, Faulkner, Fulton, Independence, Izard, Jackson, Marion, Searcy, Sharp, Stone, Van Buren, and White Counties";;"Mon - Thurs: 8:00am - 5:00pm; Fri: 8:00am - 12:00pm";
10608;"Child Care Aware of NWA";"614 E. Emma Avenue, Suite 135";"Springdale";"AR";72764;"(479) 751-3463";"(800) 543-7564";"(479) 751-1110";"cthornton@nwachildcare.org";"http://www.nwachildcare.org/";"Carolene Thornton";"Child Care Aware of NWA is a non-profit organization that provides child care referrals in 17 counties in Northwest Arkansas, the River Valley, and Southcentral Arkansas. Other services include parenting classes, child care provider education, training and professional development opportunities. We also host the Healthy Families America Home Visiting Program. All services are free to you and the community. ";"Profiles of all regulated child care facilities in a seventeen-county service area; Child Care referrals to parents, families, DHS, and social services; Training opportunities for child care providers; Technical assistance to new and existing child care facilities; A resource for parents to meet the needs of their children and families; Quality enhancement for new and existing child care facilities; A clearinghouse for child care information and statistics; Capacity building in areas with gaps in child care services; English and Spanish Parenting Classes";"Benton, Boone, Carroll, Cleveland, Crawford, Drew, Franklin, Johnson, Lincoln, Logan, Madison, Newton, Pope, Sebastian, Scott, Washington, and Yell";"http://www.nwachildcare.org/uploads/5/2/6/7/52673417/whatever_1_orig.png";"Mon: 8:00am - 7:00pm; Tues - Fri: 8:00am - 5:00pm";
10621;"Crowley's Ridge Development Council, Inc";"P.O. Box 1497";"Jonesboro";"AR";72403;"(870) 931-6331";"(800) 753-5827";"(870) 935-1330";"jennifer@crdcnea.com";"http://www.daycarefoodprog.org";;;;;;;"This is not Child Care Referal Agency. Please remove"
10634;"Child Care Aware of Central and Southwest Arkansas";"3805 N. McCain Park Dr.";"North Little Rock";"AR";72116;"(501) 374-0330";;"(501) 374-2414";"terrie.baker@childcareawarecswa.org";"http://childcareawarecswa.org/";"Terrie Baker";"Child Care Aware of Central and Southwest Arkansas is a resource and referral source that is designed to help families identify and locate high-quality child care that is affordable, accessible and available.  We will help you find the child care resources to meet your individual needs. We also provide useful tools and resources to begin your career as a child care provider.";"For Parents: Resource & Referral Service; For Providers: Referrals, Trainings, Resource Room";"Pulaski, Columbia, Hempstead, Lafayette, Little River, Miller, Nevada, Ouachita, and Union Counties";"http://childcareawarecswa.org/wp-content/uploads/2016/06/cca-cswa-banner-1.jpg";"Mon - Thurs: 8:00am - 4:30pm; Fri: 8:00am - 12:00pm";
10647;"Association for Supportive Child Care";"3910 S. Rural Rd., Ste. E";"Tempe";"AZ";85282;"(480) 829-0500";"(800) 535-4599";"(480) 820-7288";"nnewhouse@asccaz.org";"http://www.asccaz.org/";"Nicole Newhouse";"The Association for Supportive Child Care (ASCC) is a progressive and energetic agency that has provided a variety of services to child care providers, families, and children since 1976. Today, ASCC staff continue their efforts to help bring affordable, accessible and quality care to Arizona children and families.";"Arizona Child Care Job Bank; Arizona Kith and Kin Project; Arizona Self-Study Project; Child and Adult Care Food Program; Child Care Injury Prevention Program; Child Care Professional Training; Child Care Resource Network; Niños en Mi Casa; Phone Friend; Quality First; Reading is Fundamental; Resource Lending Library; T.E.A.C.H. Early Childhood® ARIZONA";"Maricopa County";"http://www.asccaz.org/images/ascc_logo.png";;
10660;"Child & Family Resources, Inc.";"2800 E. Broadway Blvd.";"Tucson";"AZ";85716;"(520) 325-5778";"(800) 308-9000";"(520) 325-8780";"cfr@cfraz.org";"http://www.childfamilyresources.org/";"Eric Schindler";"We are a private, community-based, non-profit organization serving children, youth, and families. At Child and Family Resources, we build strong communities where children can reach their full potential. We do this by using effective prevention and education strategies with families, teens, and early educators. Our family programs build resilient children and families. Being a parent presents special challenges and joys. Some parents are faced with even harder challenges such as having a child with developmental disabilities, living in poverty, or not being able to provide basic needs for their children. Our in-home Family Support Specialists teach parents how to be the best parents they can be despite these challenges. Our youth programs teach teens how to be leaders in their schools and communities. They also teach teens about safe sex and how to make the best choices for themselves and their bodies. Our services for childcare providers help them provide the highest quality child care possible. Investment in quality early childhood care saves money by increasing the likelihood that children will be literate, employed, enrolled in post secondary education, and less likely to be school dropouts, dependent on welfare or arrested for criminal activity.";"For Families: Child Care Resource & Referral, Happy Hours School-Age Program, MCAP (Maricopa Center for Adolescent Parents), Arizona Early Intervention Program (AzEIP), Building Bright Futures - Special Needs, Healthy Families, Building Bright Futures; For Childcare Professionals: Arizona Self-Study Project, Child Care Food Program (CACFP), Quality First, Child Care Resource & Referral, SEEDS - Statewide Enrichment & Educational Development System, Arizona Infant/Toddler Institute (AITI), Professional Development";"Statewide";"http://static1.squarespace.com/static/5491c5c0e4b054ec6c2fd9c2/t/556f7c92e4b004b1732f909c/1485812176327/?format=1500w";"Mon - Fri: 8:00am - 5:00pm";
10673;"4C'S of Alameda County";"22351 City Center Dr., Suite 200";"Hayward";"CA";94541;"(510) 582-2182";;"(510) 582-1552";"rosemaryo@4c-alameda.org";"http://www.4c-alameda.org/";"Rosemary Obeid";"Community Child Care Council (4Cs) of Alameda County exists to develop and coordinate resources to strengthen families and children.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Child Care Program Licensing and Registration; Quality Ratings; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment; Spanish Language Services";"Southern Alameda County";"http://www.4c-alameda.org/images/logo2.png";"Mon - Thurs: 9:00am - 5:00pm, Fri: 9:00am - noon ";
10686;"BANANAS, Inc";"5232 Claremont Ave.";"Oakland";"CA";94618;"(510) 658-0381";;"(510) 658-8354";"judy@bananasbunch.org";"http://bananasbunch.org/";"Judy Kriege";"We’re a nonprofit child care resource and referral agency serving the diverse families in Northern Alameda County. We offer workshops, classes, and support groups for parents and caregivers, and help connect families with all types of child care options, from babysitters and nannies to preschools and family child care centers.";"Parents Programs & Services: Child Care Referrals, Enhanced Child Care Referrals, Child Care Reimbursements, Parenting Workshops & Support Groups, The Boutique, Resources & Publications; Providers Programs & Services: Child Care Provider Workshops, Child Care Initiative Project (CCIP), Quality Rating and Improvement System (QRIS), Resources & Publications";"Northern Alameda County";"http://bananasbunch.org/wp-content/uploads/2014/11/Logo76.png";"Mon - Thurs: 9:30am - 4:30pm, Fri: 9:30am - 12:30pm ";
10699;"Child Care Links";"6601 Owens Drive, Suite 100";"Pleasanton";"CA";94588;"(925) 417-8733";;"(925) 730-4942";"childcarereferral@childcarelinks.org";"http://www.childcarelinks.org";"JoAnn Davis";"Child Care Links is a private, non-profit agency advocating for quality child care. We act as a link between government social service agencies and families. Child care subsidies/financial assistance programs are available for eligible families to assist with child care fees. We actively collect and evaluate current information about the emerging needs of the community and develop strategies to meet changing child care trends and regulations. Individual support and education are also are offered to child care providers, parents, and the community. Our services are located throughout Alameda County, and differ based on a client’s geographic location. ";"For Parents: Child Care Referrals, Child Care Assistance, Parent Resources, Inclusion Services & Resources; For Providers: Child Care Provider Licensing Information, Quality Counts Coaching, Inclusion Services";"Alameda County";"http://www.childcarelinks.org/assets/images/layout/child-care-links.png";"Mon - Fri: 8:00am - 4:00pm";
10712;"Choices for Children - Alpine County";"100 Foothill Road, Suite D-6";"Markleeville";"CA";96120;"(530) 694-2129";"(877) 694-2129";"(530) 694-1889";"rbrothers@choices4children.org";"http://www.choices4children-alpine.org/";;"Choices for Children was originally funded in Alpine County, in 1981 by the State Department of Education, Child Development Division to provide child care resource and referral services, child care subsidy services and child care food services. Through these 3 distinctive programs, Choices for Children, Alpine County, offers a full range of information and services for our community, our families, their children and the people that provide care for those children in particular. Choices for Children has established partnerships with a variety of community agencies and actively participates in collaborative efforts to provide high quality services to all families. We take pride and ownership in our services and it shows! ";"Alternative Payment Program; Resource and Referral; Child Care Food Program; Parent / Provider Training";"Alpine County";"http://www.choices4children-eldorado.org/SiteImages/!cid_81B8618302AA4554A054EB765E13C93C@CAROLW.gif";"Tues - Fri: 9:30am - 4:00pm";
10725;"Choices for Children - El Dorado County";"3161 Cameron Park Dr., Ste. 101";"Cameron Park";"CA";95682;"(530) 676-0707";"(877) 676-0707";"(530) 676-8416";"rline@choices4children.org";"http://www.choices4children-eldorado.org/";;"Choices for Children was originally funded over 28 years ago in El Dorado County by the State Department of Education, Child Development Division to provide a child care resource and referral services.  Since it’s inception, the Resource and Referral Program has provided a vital link between families and child care providers in our community. In 1980 and 1981 our services expanded to include a Child Care Subsidy Program (Alternative Payment) and Child Care Food Program (CCFP). The primary goal of the Child Care Food Program is to provide nutritious meals to children in the community while introducing them to a variety of foods. As an added bonus, family child care providers receive reimbursement for preparing and serving those nutritious meals. Our Alternative Payment Program administers state and federal funds for eligible low income parents to assist paying for child care services.   ";"Alternative Payment Program; Resource and Referral; Child Care Food Program; Special Programs and Training; ";"El Dorado County";"http://www.choices4children-eldorado.org/SiteImages/!cid_81B8618302AA4554A054EB765E13C93C@CAROLW.gif";"Mon - Thurs: 8:30am - 12:30pm, 1:00pm - 4:00pm; Fri: 9:00am - 12:00pm";
10738;"The Resource Connection - Resource & Referral Amador Office";"10877 Conductor Blvd., Suite 500";"Sutter Creek";"CA";95685;"(209) 223-1624";;"(209) 223-5852";"rrinfo@trcac.org";"http://www.trcac.org/";;"Looking for and deciding on child care is one of the most important decisions you’ll make for your child, it can also be a difficult decision. We provide free referrals to licensed family child care homes, preschools and child care centers in Amador and Calaveras Counties. We provide information on child care options to help you make the best choices when selecting child care for your children.  Whether you are looking for child care while you go to work, school, occasional obligations or socialization for your child, you’ll want to make sure you are choosing the type of care that best meets your family’s needs.";"Referrals to Licensed Child Care; Referrals To Children's Services, Education, Health, Housing, Legal Assistance, and Nutrition";"Amador County";"http://www.trcac.org/templates/trc/images/logo.png";"Mon - Thurs: 8:00am - 4:30pm; Fri: By Appointment";
10751;"The Resource Connection - Resource & Referral Calaveras Office";"501-F Gold Strike Rd.";"San Andreas";"CA";95249;"(209) 754-1075";;"(209) 754-4244";"rrinfo@trcac.org";"http://www.trcac.org/";;"Looking for and deciding on child care is one of the most important decisions you’ll make for your child, it can also be a difficult decision. We provide free referrals to licensed family child care homes, preschools and child care centers in Amador and Calaveras Counties. We provide information on child care options to help you make the best choices when selecting child care for your children.  Whether you are looking for child care while you go to work, school, occasional obligations or socialization for your child, you’ll want to make sure you are choosing the type of care that best meets your family’s needs.";"Referrals to Licensed Child Care; Referrals To Children's Services, Education, Health, Housing, Legal Assistance, and Nutrition";"Calaveras County";"http://www.trcac.org/templates/trc/images/logo.png";"Mon - Fri: 8:00am - 4:30pm";
10764;"CCOE - Children's Services";"345 5th Street, Suite B";"Colusa";"CA";95932;"(530) 458-0350";;"(530) 458-8054";"dgomez@ccoe.net";"http://www.ccoe.net/departments/children_s_services";"Dolores Gomez";"The Mission of Children's Services is to provide coordinated child care and development services to children, parents, and providers; and to provide resources and collaboration with educational entities, health and human service agencies, and community groups serving children and families in Colusa County.";"Alternative Payment Program; Child Development Programs; Child and Adult Care Food Programs; Resource and Referral Program";"Colusa County";;"Mon - Fri: 8:30am - 4:30pm";
10777;"Contra Costa Child Care Council - Central Area Office";"1035 Detroit Ave., Ste. 200";"Concord";"CA";94518;"(925) 676-5437";;;;"https://www.cocokids.org/";"Eric Peterson";"The nonprofit Contra Costa Child Care Council is in the business of ensuring that Contra Costa’s children are nurtured, healthy and achieve their full potential. As the only child care resource and referral agency serving all of Contra Costa, the Council is at the center of the child care delivery system. Through a wide range of free and low cost services and programs, it partners with parents, child care providers, businesses, and the community to promote quality care and early education so that children are ready for school and parents can work.";"Resource & Referral; Child Care Fund (Subsidy); Child Health & Nutrition; Learning Institute";"Part of Contra Costa County: Alamo, Clayton, Clyde, Concord, Danville, Lafayette, Martinez, Moraga, Orinda, Pacheco, Pleasant Hill, Walnut Creek, San Ramon";"https://www.cocokids.org/wp-content/uploads/2013/03/logo.gif";"Mon - Fri: 8:00am - 5:00pm";
10803;"Contra Costa Child Care Council - East Area Office";"5095 Lone Tree Way";"Antioch";"CA";94531;"(925) 778-5437";;;"dcarson@cocokids.org";"https://www.cocokids.org/";"D.D. Carson";"The nonprofit Contra Costa Child Care Council is in the business of ensuring that Contra Costa’s children are nurtured, healthy and achieve their full potential. As the only child care resource and referral agency serving all of Contra Costa, the Council is at the center of the child care delivery system. Through a wide range of free and low cost services and programs, it partners with parents, child care providers, businesses, and the community to promote quality care and early education so that children are ready for school and parents can work.";"Resource & Referral; Child Care Fund (Subsidy); Child Health & Nutrition; Learning Institute";"Part of Contra Costa County: Antioch, Bay Point, Brentwood, Byron, Discovery Bay, Oakley, Pittsburg";"https://www.cocokids.org/wp-content/uploads/2013/03/logo.gif";"Mon - Fri: 8:00am - 5:00pm";
10816;"Contra Costa Child Care Council - West Area Office";"3220 Blume Drive, Suite 139";"Richmond";"CA";94806;"(510) 758-5439";;;"West@cocokids.org";"https://www.cocokids.org/";"Eric Peterson";"The nonprofit Contra Costa Child Care Council is in the business of ensuring that Contra Costa’s children are nurtured, healthy and achieve their full potential. As the only child care resource and referral agency serving all of Contra Costa, the Council is at the center of the child care delivery system. Through a wide range of free and low cost services and programs, it partners with parents, child care providers, businesses, and the community to promote quality care and early education so that children are ready for school and parents can work.";"Resource & Referral; Child Care Fund (Subsidy); Child Health & Nutrition; Learning Institute";"Part of Contra Costa County: Crockett, El Cerrito, El Sobrante, Hercules, Kensington, Pinole, Richmond, Rodeo, San Pablo";"https://www.cocokids.org/wp-content/uploads/2013/03/logo.gif";"Mon - Fri: 8:00am - 4:00pm";
10829;"Del Norte Child Care Council";"212 K St.";"Crescent City";"CA";95531;"(707) 464-8311";;"(707) 464-8313";"debbie@dnccc.com";"http://www.dnccc.com";"Debbie Williams";"Over 35 years ago the Del Norte Child Care Council was a dream. In 1979 a small group of women recognized the need for families and providers to connect. They had a dream for working families by connecting them to professional quality child care. From a kitchen table, 6 women met developed a plan. The group wrote countless grants and were awarded with program funding. Most of these programs are still operating. Today the agency is still supporting services for Del Norte County by bringing families and professionals resources in, child care subsidy, family child care referrals, food program for family child care providers, toy lending library, parent education, supervised visitation, school readiness, child abuse prevention, car seat lending, childcare centers for preschool, after school care and more.";"Child Care Subsidy; Family Child Care Referrals; Food Program for Family Child Care Providers; Toy Lending Library; Parent Education; Supervised Visitation; School Readiness; Child Abuse Prevention; Car Seat Lending; Childcare Centers for Preschool; After School Care";"Del Norte County";"http://www.dnccc.com/wp-content/themes/dnccc/images/logo-1956946882.png";"Mon - Thurs: 9:00am - 12:00pm, 1:00 pm - 5:00pm; Fri: 9:00am - noon";
10842;"Central Valley Children's Services Network";"1911 N. Helm Ave.";"Fresno";"CA";93727;"(559) 456-8195";;;"findcare@cvcsn.org";"http://www.cvcsn.org";;"At Children’s Services Network staff works everyday towards the mission of ''Improving the quality of care for children of the Central Valley.'' Children’s Services Network provides the necessary support, education and linkage of community resources to advocate for high quality care for all children.";"F.I.N.D. CARE; Child and Family Advocates; Clothing and Food Assistance; Toy Lending Library; Training and Technical Assistance for Providers; Child Care Subsidy;  Child Care Provider Professional Development; Literacy Programs; Consumer Education and Referrals; Parent Workshops; Provider Recruitment; Spanish Language Services";"Fresno County";"http://www.cvcsn.org/wp-content/uploads/2013/01/NEW-CVCSN-WEB-LOGO-e1357780508334.png";"Mon - Fri: 9:00am - 4:00pm";
10855;"Glenn County Office of Education Department of Child & Family Services";"676 E. Walker Street";"Orland";"CA";95963;"(530) 865-1118";"(800) 394-2818 (For In-State Use Only)";"(530) 865-4797";;"http://www.glenncoe.org/";"Heather Aulabaugh";"We provide quality programs and services for lifelong learning.";"Childcare Resource & Referral; Early Head Start; Head Start; Help with Childcare Payment";"Glenn County";;;
