"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"detail";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
712355;"Toddler Town Learning Academy";"650 S HENDERSON RD";"KING OF PRUSSIA";"PA";19406;"CHESTER";6103373226;"http://www.toddlertownlearning.com/";"bobbie@toddlertownlearningacademy.com";"If you're looking for a facility with experience in child care, then look no further. At Toddler Town Learning Academy we strive for excellence in the field of child care. Our doors have been opened since 1989, and in 2004, Bobbie Williamson, purchased Toddler Town from it's previous owner, and has kept the quality and loving environment alive.

We offer affordable child care with a loving, family-oriented, and caring staff who know everything there is to know in child care. When you entrust your children into our care, you can be sure that they will have the best atmosphere to learn, play, and grow. ";"http://www.toddlertownlearning.com/";;"7am-6pm";;"http://www.toddlertownlearning.com/tuition.html";;"y";"y";"y";"y";"n";"n";"http://www.toddlertownlearning.com/images/logo.png";"http://www.toddlertownlearning.com/images/pic1.png";"http://www.toddlertownlearning.com/images/pic4.png";"http://www.toddlertownlearning.com/images/pic2.png";"http://www.toddlertownlearning.com/images/pic3.png";;
712356;"UMASD EXTENDED DAY - GULF SCHOOL";"650 S HENDERSON RD";"KING OF PRUSSIA";"PA";19406;"CHESTER";"610-265-7970";"http://www.umasd.org/Page/584";"jzelli@umasd.org";"Upper Merion Area School District's Extended Day Program offers a supervised, structured, environment for children before and after their regular school day. Open to residents of the Upper Merion School District, programs are provided for children age four through 4th grade. Programs include Pre-Kindergarten and Extended-Kindergarten (held at the Gulph School) and Before School and After School programs (held at Bridgeport, Caley, Candlebrook and Roberts Elementary Schools) for children in grades 1 through 4.

The Extended Day Program is state licensed and a participant in the Keystone Stars Program for quality childcare.

Our programs offer a variety of interesting and stimulating age-appropriate activities including arts and crafts, dramatics, games, sports and special events, motor skills, and quiet activities. Homework time is also provided.

Open enrollment for new families/participants for the upcoming school year begins in March. Please call our program office (610-265-7970) to discuss program needs, availability and registration procedures.

Due to the increased need for our services, the Extended Day Program reserves the right to prioritize for full-time working parents needing our services on a regular, daily basis, especially those requesting our Extended Kindergarten program.

Extended Day also offers an eight week summer camp program. Minimum attendance of four weeks required. Summer camp registration takes place in late February. Space is limited. Registration is on a first-come, first-served basis.
";"http://www.umasd.org/Page/584";;"8am-3:30pm";;;;"n";"n";"n";"n";"y";"y";"http://www.umasd.org/cms/lib7/PA01000379/Centricity/Template/GlobalAssets/images///logos/umasd_shield.png";;;;;;
712359;"Montgomery County Community College Chil";"340 DEKALB PIKE";"BLUE BELL";"PA";19422;"MONTGOMERY";2156416618;;;;;;;;;;;;;;;;;;;;;"Y";
712367;"MISS JOAN'S LITTLE SCHOOL";"1411 ERBS MILL RD";"BLUE BELL";"PA";19422;"MONTGOMERY";6102771604;;;;;;;;;;;;;;;;;;;;;"Y";
712369;"Stony Creek Elementary School";"1721 YOST RD";"BLUE BELL";"PA";19422;"MONTGOMERY";2156198108;;;;;;;;;;;;;;;;;;;;;"Y";
712373;"TYKES AND TOTS DAY CARE";"1015 BRIDGE RD";"COLLEGEVILLE";"PA";19426;"MONTGOMERY";6104891119;"http://www.tykesandtots.com/";"brianwid@gmail.com";"Tykes and Tots is on the former grounds of Skippack Elementary School and the current grounds of the Montgomery County 4H Center.  Children have access to 30+ acres consisting of flower gardens, water gardens, vegetable gardens, fruit trees, huge fields, forts in the woods, creeks filled with crayfish and frogs, a full size gymnasium, and we are within walking distance of Skippack Elementary School and Palmer Park. 

Tykes and Tots serves families in all stages of development.  Infant, toddler, preschool, and school-age siblings can all attend the same facility and grow together in our family-run facility.  Summer camp builds memories with trips to local parks and pools.  During the year our focus is the facilitation of developmentally appropriate growth.  With an emphasis on respecting Gardner's Nine Types of Intelligence, our teachers adjust to best help an individual grow within the larger community.  The main goal being to assist in the growth of children into positively-contributing citizens for the local and global communities.";"http://www.tykesandtots.com/";;;;;;"y";"y";"y";"y";"y";"y";;"http://www.tykesandtots.com/uploads/8/4/9/9/8499086/2622265.jpg";"http://www.tykesandtots.com/uploads/8/4/9/9/8499086/9343784_orig.jpg";"http://www.tykesandtots.com/uploads/8/4/9/9/8499086/6700291_orig.jpg";"http://www.tykesandtots.com/uploads/8/4/9/9/8499086/2707508.jpg?346";;
712375;"FREEDOM VALLEY YMCA PERKIOMEN VALLEY MIDDLE SCHOOL";"98 KAGEY RD";"COLLEGEVILLE";"PA";19426;"MONTGOMERY";6104099730;"http://www.fvymca.org/child-care/index.php?arr1=0,1&itemid=27";"alivezey@fvymca.org";"Before and after school care for full-day Kindergarten and Elementary School students.

    Trained, Experienced Staff
    State-Licensed
    Planned Curriculum
    Swimming Lessons
    Physical Fitness Class
    Arts & Crafts
    Indoor/Outdoor Recreation
    Gym Time
    Homework Supervision
    Games & Activities
    Recreational Swim
    Child Food Program provides free meals and/or snacks.
    A Free YMCA Youth Membership for every student enrolled full-time! ";"http://www.fvymca.org/child-care/index.php?arr1=0,1&itemid=27";;;;"https://philaymca.org/membership/register-for-programs/";;"n";"n";"n";"n";"y";"y";"http://www.fvymca.org/images/y-logo-ccare.gif";"http://www.fvymca.org/images/any/School%20Age%20Child%20Care%20Outside%20b-ball.jpg";"http://www.fvymca.org/images/any/Our%20Committment%20to%20Child%20Care.jpg";;;;
712377;"PRECIOUS MOMENTS, INC";"568 W MAIN ST";"COLLEGEVILLE";"PA";19426;"MONTGOMERY";6104541235;"http://preciousmomentsdc.net/";"preciousmoments@preciousmomentsdc.net";"Welcome to Precious Moments Early Childhood Learning Center. We want to thank you for your interest in our day care center. Our website will provide you basic information about our early childhood programs as you make that important decision for your child, finding a perfect daycare center. If you have any questions or concerns please feel free to call us, as we would love to hear from you. Our program is planned to promote your child’s development and creativity through a balance of activities that are educational, stimulating and also fun filled. Our curriculum is age appropriate and flexible; children are encouraged to progress at their own pace according to their individual needs and abilities.";"http://preciousmomentsdc.net/";;;;;;"y";"y";"y";"y";"y";"y";"http://moondesign.info/client3/wp-content/uploads/2013/07/logo_website-top1.png";"http://preciousmomentsdc.net.previewdns.com/wp-content/uploads/2013/07/kids3.jpg";"http://preciousmomentsdc.net.previewdns.com/wp-content/uploads/2013/07/kids5.jpg";"http://preciousmomentsdc.net.previewdns.com/wp-content/uploads/2013/07/prek-groupshot.jpg";"http://preciousmomentsdc.net/wp-content/uploads/2013/07/kids6.jpg";;
712378;"FREEDOM VALLEY YMCA SOUTH ELEMENTARY";"200 E 3RD AVE";"COLLEGEVILLE";"PA";19426;"MONTGOMERY";4849842003;"http://www.fvymca.org/child-care/index.php?arr1=0,1&itemid=27";"alivezey@fvymca.org";"Before and after school care for full-day Kindergarten and Elementary School students.

    Trained, Experienced Staff
    State-Licensed
    Planned Curriculum
    Swimming Lessons
    Physical Fitness Class
    Arts & Crafts
    Indoor/Outdoor Recreation
    Gym Time
    Homework Supervision
    Games & Activities
    Recreational Swim
    Child Food Program provides free meals and/or snacks.
    A Free YMCA Youth Membership for every student enrolled full-time! ";"http://www.fvymca.org/child-care/index.php?arr1=0,1&itemid=27";;;;"https://philaymca.org/membership/register-for-programs/";;"n";"n";"n";"n";"y";"y";"http://www.fvymca.org/images/y-logo-ccare.gif";"http://www.fvymca.org/images/any/School%20Age%20Child%20Care%20Outside%20b-ball.jpg";"http://www.fvymca.org/images/any/Our%20Committment%20to%20Child%20Care.jpg";;;;
712380;"TWIN ACRES COUNTRY DAY SCHOOL";"105 CHERRY AVE";"COLLEGEVILLE";"PA";19426;"MONTGOMERY";6104897918;;;;;;;;;;;;;;;;;;;;;"Y";
712384;"CREATIVE BEGINNINGS PRESCHOOL";"3768 GERMANTOWN PIKE";"COLLEGEVILLE";"PA";19426;"MONTGOMERY";6104894525;"http://creativebeginningsinc.com/";;"We are proud that we have been providing daycare, preschool and education for children at Creative Beginnings since 1987!  We take pride in our school and are confident that your child will feel comfortable as we help them reach their goals and accomplishments each day. The purpose of Creative Beginnings is to assist in the transition of your child from the home atmosphere, through a well planned program.  Our school strives to have your child work together harmoniously and be accepted in their peer relationships.  We promote happiness and security in your child's relationships in school.  We develop an innate desire to furthering independence in solving problems.  We provide experiences which will result in the improvement of your child intellectually, emotionally, and physically.  Our program is strictly non-sectarian, and we are an equal opportunity child care provider.  ";"http://creativebeginningsinc.com/";"https://www.facebook.com/CreativeBeginningsPreschoolDaycare/info";"Mon - Sun: 7:00 am - 6:00 pm";;;;"y";"y";"y";"y";"n";"n";;;;;;;
712386;"FREEDOM VALLEY YMCA ARROWHEAD ELEMENTARY";"232 LEVEL RD";"COLLEGEVILLE";"PA";19426;"MONTGOMERY";6105392975;"http://www.fvymca.org/child-care/index.php?arr1=0,1&itemid=27";"alivezey@fvymca.org";"Before and after school care for full-day Kindergarten and Elementary School students.

    Trained, Experienced Staff
    State-Licensed
    Planned Curriculum
    Swimming Lessons
    Physical Fitness Class
    Arts & Crafts
    Indoor/Outdoor Recreation
    Gym Time
    Homework Supervision
    Games & Activities
    Recreational Swim
    Child Food Program provides free meals and/or snacks.
    A Free YMCA Youth Membership for every student enrolled full-time! ";"http://www.fvymca.org/child-care/index.php?arr1=0,1&itemid=27";;;;"https://philaymca.org/membership/register-for-programs/";;"n";"n";"n";"n";"y";"y";"http://www.fvymca.org/images/y-logo-ccare.gif";"http://www.fvymca.org/images/any/School%20Age%20Child%20Care%20Outside%20b-ball.jpg";"http://www.fvymca.org/images/any/Our%20Committment%20to%20Child%20Care.jpg";;;;
712392;"MELC - Ridge Park Center";"Karrs Lane and Little Road";"Plymouth Meeting";"PA";19428;"MONTGOMERY";6108281785;"http://www.melc.org/RelId/33637/ISvars/default/Home.htm";;"MELC is a nonprofit organization with early childhood centers located in Pottstown, Norristown, Narberth, and 2 in West Philadelphia. These centers provide early learning care for children from 6 weeks through 5 years of age. MELC serves over 600 children each year.

MELC’s school age programs serve over 675 children ages 5 to 12 years at 13 sites in Montgomery County.

In addition to direct service programs, MELC also sponsors the Southeastern Pennsylvania School Age Child Care Project (SEPASACC), and the Montgomery County Child Care Consortium (MC4). Each provides a range of professional development, technical assistance, research and other services for educators and organizations serving the field throughout Montgomery County and Southeastern Pennsylvania.";"http://www.melc.org/RelId/33637/ISvars/default/Home.htm";;"Mon - Fri: 7:00 am - 6:00 pm";;"http://www.melc.org/enroll";;"y";"y";"y";"y";"y";"y";;"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/s720x720/10628431_10152661425558433_1232638843855389657_n.jpg?oh=0477abd405aa144371557dcb51373cb5&oe=5485BD1A&__gda__=1417860769_8f6f049fe47d468a52538c4b96734b6c";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/10577114_10152555357073433_5112285113040002826_n.jpg?oh=abf2886b9214a7f71e2fc01fae12b057&oe=549C46EF&__gda__=1418654722_e27c1c6bde19ef49ce75f2b0921c0584";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/p720x720/10411028_10152646279838433_1222691469405292446_n.jpg?oh=df57567c4455b228202939fda8dc5ec8&oe=54A0455B&__gda__=1418463053_2c28a2d0565fd146123937931f372d56";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10568955_10152549080708433_6431721029705571433_n.png?oh=9b57e709643db742a710ed0234243c20&oe=548AF884&__gda__=1419456481_cc4512a307820fdf1feed2222ad88efb";;
712396;"THE IMAGINATION STATION";"111 MATSONFORD RD";"CONSHOHOCKEN";"PA";19428;"MONTGOMERY";6105271606;"http://www.imaginationstationmainline.com/";"info@imaginationstationmainline.com";"Our mission is to provide a relaxed and caring learning environment. The top priority of the entire staff is to develop the self-esteem and confidence of each child and instill in them a love of learning.";"http://www.imaginationstationmainline.com/";;"Monday–Friday, 7:00 a.m.–6:00 p.m. ";;;;"y";"y";"y";"y";"n";"n";"http://www.imaginationstationmainline.com/image/57168309.png";"http://www.imaginationstationmainline.com/image/56748045.png";;;;;
712399;"NORTH PENN YMCA -SKIPACK ELEMENTARY SCHOOL";"4081 HECKLER ROAD";"Creamery";"PA";19430;"Montgomery";6108310995;"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";"pamj@northpennymca.org";"We strive to provide positive learning experiences and opportunities, and wholesome recreational activities for all children through our day care, summer camp, preschool, kindergarten, and before and after school programs.

Our child care programs offer a safe, nurturing environment for children to learn, grow, and thrive throughout the North Penn, Souderton Area, and Perkiomen Valley school districts.";"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";;"7am-6pm";"http://www.northpennymca.org/about-us/employment/";;;"n";"n";"n";"y";"y";"y";;"http://www.northpennymca.org/content/wp-content/uploads/2014/05/2012-03-24_KSCY-1470_rgb-819x1024.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/05/photo201005_0125_34_download_3-300x240.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/03/Female-Staff-and-Children.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2013/02/DSC01962.jpg";;
712401;"FOULKEWAYS DAY CARE CENTER";"1120 MEETINGHOUSE RD";"GWYNEDD";"PA";19436;"MONTGOMERY";2152837019;;;;;;;;;;;;;;;;;;;;;"Y";
712402;"INDIAN VALLEY FAMILY YMCA HUGS DAY CARE";"RT.113 AND SCHOOLHOUSE RD.";"Franconia Township";"PA";19438;"Montgomery";2157233569;"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/hugs-day-care/";"karenc@northpennymca.org";"Learn, thrive, and grow at our HUGS Day Care, located in our Indian Valley Family YMCA. We provide full-time and part-time day care services for children 6 weeks through 5 years. We are open Monday through Friday 6:30am-6pm. Children are discovering all kinds of exciting worlds. That’s why we carefully design every activity to expand children’s imaginations and encourage positive values. Our curriculum focuses on developing the necessary skills to be successful lifelong learners in a creative, nurturing environment, and includes:

    Creative play
    Socialization
    Reading readiness
    Circle time
    Arts & crafts
    Music at Peter Becker Community
    Science
    Math
    Games
    Physical activities: gym, outdoor play, swimming
    Character development
    Handwriting without tears: Pre-writing program that we teach in our
    pre-school classrooms
    Family events
    Intergenerational activities
    Monthly newsletters
    Daily communication sheets
    Monthly themes
";"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/hugs-day-care/";;"Monday through Friday 6:30am-6pm";"http://www.northpennymca.org/about-us/employment/";;;"y";"y";"y";"y";"n";"n";;"http://www.northpennymca.org/content/wp-content/uploads/2014/08/Early-Childhood-1024x819.jpg";;;;;
712403;"NORTH PENN YMCA - SALFORD HILLS ELEMENTARY SCHOOL";"2720 BARNDT RD";"HARLEYSVILLE";"PA";19438;"MONTGOMERY";2157233569;"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";"pamj@northpennymca.org";"We strive to provide positive learning experiences and opportunities, and wholesome recreational activities for all children through our day care, summer camp, preschool, kindergarten, and before and after school programs.

Our child care programs offer a safe, nurturing environment for children to learn, grow, and thrive throughout the North Penn, Souderton Area, and Perkiomen Valley school districts.";"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";;"7am-6pm";"http://www.northpennymca.org/about-us/employment/";;;"n";"n";"n";"y";"y";"y";;"http://www.northpennymca.org/content/wp-content/uploads/2014/05/2012-03-24_KSCY-1470_rgb-819x1024.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/05/photo201005_0125_34_download_3-300x240.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/03/Female-Staff-and-Children.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2013/02/DSC01962.jpg";;
712405;"HARLEYSVILLE LEARNING CENTER";"186 SUMNEYTOWN PIKE";"HARLEYSVILLE";"PA";19438;"MONTGOMERY";2152569956;"http://www.harleysvillelearningcenter.com/";"director@harleysvillelearningcenter.com";"Harleysville Learning Center, established in 1992, provides life building experiences to infants, toddlers, and pre-school children, as well as safe day care services and a structured after school program.

The goal of the center is to make your child's first encounter with school a positive, enjoyable, and successful one. The entire staff strives to meet the physical, educational, social, and emotional growth of each child in a loving, friendly environment.";"http://www.harleysvillelearningcenter.com/";;" 6:30 a.m. to 6:00 p.m. M-F        ";;;;"y";"y";"y";"y";"y";"y";"http://www.harleysvillelearningcenter.com/images/banner.gif";"http://www.harleysvillelearningcenter.com/images/image_default.jpg";"http://www.harleysvillelearningcenter.com/pictures/classroom.jpg";"http://www.harleysvillelearningcenter.com/pictures/play_yard1.jpg";"http://www.harleysvillelearningcenter.com/pictures/play_yard2.jpg";;
712408;"NORTH PENN YMCA - WIGGLES AND GIGGLES";"448 SCHOOL LN";"HARLEYSVILLE";"PA";19438;"MONTGOMERY";2152561934;"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";"pamj@northpennymca.org";"We strive to provide positive learning experiences and opportunities, and wholesome recreational activities for all children through our day care, summer camp, preschool, kindergarten, and before and after school programs.

Our child care programs offer a safe, nurturing environment for children to learn, grow, and thrive throughout the North Penn, Souderton Area, and Perkiomen Valley school districts.";"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";;"7am-6pm";"http://www.northpennymca.org/about-us/employment/";;;"n";"n";"n";"y";"y";"y";;"http://www.northpennymca.org/content/wp-content/uploads/2014/05/2012-03-24_KSCY-1470_rgb-819x1024.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/05/photo201005_0125_34_download_3-300x240.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/03/Female-Staff-and-Children.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2013/02/DSC01962.jpg";;
712411;"NORTH PENN YMCA, HARLEYSVILLE BRANCH";"311 ALUMNI AVE";"HARLEYSVILLE";"PA";19438;"MONTGOMERY";2152560767;"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";"pamj@northpennymca.org";"We strive to provide positive learning experiences and opportunities, and wholesome recreational activities for all children through our day care, summer camp, preschool, kindergarten, and before and after school programs.

Our child care programs offer a safe, nurturing environment for children to learn, grow, and thrive throughout the North Penn, Souderton Area, and Perkiomen Valley school districts.";"http://www.northpennymca.org/our-programs/youth-development/ymca-summer-camp-and-child-care-programs/";;"7am-6pm";"http://www.northpennymca.org/about-us/employment/";;;"n";"n";"n";"y";"y";"y";;"http://www.northpennymca.org/content/wp-content/uploads/2014/05/2012-03-24_KSCY-1470_rgb-819x1024.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/05/photo201005_0125_34_download_3-300x240.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2014/03/Female-Staff-and-Children.jpg";"http://www.northpennymca.org/content/wp-content/uploads/2013/02/DSC01962.jpg";;
