"Id";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Main url";"Email";"Details";"location website";"Facebook page";"Career employment";"Application/registration url";"Parent handbook url";"Infant (under 12 months)";"Toddler (1-2yrs)";"Preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1179265;"SANDY VALLEY SCHOOL";"5018 STATE ROUTE 183 NE";"MAGNOLIA";"OH";44643;"STARK";3304928136;"http://www.sandyvalleylocal.org/elementary-school";"v.johnson@svlocal.org";"The mission of the Sandy Valley Local School District is to provide a quality education to all students through the cooperative efforts of the schools, parents and community. Each student, regardless of achievement or ability level, is to be prepared for success in his or her chosen endeavor.";"http://www.sandyvalleylocal.org/elementary-school";"https://www.facebook.com/pages/Sandy-Valley-Local-Schools/380750722424660";"http://www.sandyvalleylocal.org/district/job-postings";"http://www.sandyvalleylocal.org/forms-download";"https://drive.google.com/file/d/1J6QXTpYGVedmBKioEIviMA7KIc2SrhR8/view";;;"x";"x";;;"http://www.sandyvalleylocal.org/_/rsrc/1504807615928/config/customLogo.gif?revision=7";"8:40 am -3:30 pm";"8:40 am -3:30 pm";"8:40 am -3:30 pm";"8:40 am -3:30 pm";"8:40 am -3:30 pm";"Closed";"Closed";
1179270;"SARDINIA SCHOOL";"7742 TRICOUNTY HWY";"SARDINIA";"OH";45171;"BROWN";9373786118;"http://www.elsd.us/sardiniaelementaryschool_home.aspx";"dodie.benjamin@elsd.us";"It is the mission of the Eastern Local School District to advance the physical, mental and emotional development of all children, to achieve their full potential, in a safe and nurturing environment, with the support of parents and community.";"http://www.elsd.us/sardiniaelementaryschool_home.aspx";"https://www.facebook.com/pages/Sardinia-Elementary-School/374531079375507";"http://www.elsd.us/Employment.aspx";"http://www.elsd.us/DownloadsForms.aspx";"http://www.elsd.us/Downloads/Student%20Handbook%2018193.pdf";;;"x";"x";;;"https://scontent.fkhi11-1.fna.fbcdn.net/v/t1.0-1/p160x160/10003894_1122027144481311_2805073044708348050_n.jpg?_nc_cat=110&oh=f84e0c86a6691c306d93b48d2297da0c&oe=5C51EF18";;;;;;;;
1179271;"SAVILLE ELEMENTARY SCHOOL";"5800 BURKHARDT RD";"DAYTON";"OH";45431;"MONTGOMERY";9372596625;"https://www.madriverschools.org/ses";"necia.nicholas@madriverschools.org";"Saville Elementary School is located across fron Shellabarger Park on Burkhardt Road in Riverside, Ohio. Our faculty and staff work hard to provide all students with the tools to become productive, responsible citizens.

Saville Elemenatry places a huge importance on being a part of the Community and work hard to create an atmosphere of family. Our staff works to give students experiences beyond the typical classroom.  Our Saville Sounds Choir takes many trips to Senior Centers, sporting events, and holiday shows.  3rd and 4th graders have the opportunity to participate in an after school running program.  We collaborate with Hope4Riverside to provide mentoring during the day.  We collaborate with Community Methodist Church to offer an after-school Whiz Kids program.  Throughout the year, our Title I school offers family events focused on literacy and math with several special events including Camp Saville, Family Reading Night, Family Math night, & Author visits.

If ever you should want to meet with us our staff is always available to answer questions, provide support, or share ideas. We believe the responsibility for learning is shared by students, teachers and parents. We value parent input as we try to prepare our students for the next grade level and beyond. Our goal is to prepare students for life in the 21st century by providing both the vital knowledge and skills that they need while at the same time encouraging creativity, problem solving, collaboration communications, and curiosity.";"https://www.madriverschools.org/ses";"https://www.facebook.com/pages/Saville-Elementary-School/1543999689146598";"https://www.madriverschools.org/Page/201";"https://www.madriverschools.org/domain/32";"https://www.madriverschools.org/domain/162";;;"x";"x";;;"https://www.madriverschools.org/cms/lib/OH01914812/Centricity/Template/GlobalAssets/images///Logos/sav.png";"8:10AM-2:10PM";"8:10AM-2:10PM";"8:10AM-2:10PM";"8:10AM-2:10PM";"8:10AM-2:10PM";"Closed";"Closed";
1179272;"SAYLER PARK ELEMENTARY SCHOOL";"6700 HOME CITY AVE";"CINCINNATI";"OH";45233;"HAMILTON";5133635100;"https://saylerpark.cps-k12.org/";"sowderj@cps-k12.org";"A neighborhood school and Community Learning Center, Sayler Park School — in the western-most tip of the city and the school district — is a family-friendly, close-knit school, taught by a caring staff with a rigorous curriculum and high standards. We work very hard to help students achieve at their very best academically and socially. Our three main expectations at Sayler Park are:

    Be Respectful
    Be Responsible
    Be a Problem Solver

Our students work hard every day to live these expectations and to achieve success.";"https://saylerpark.cps-k12.org/";"https://www.facebook.com/pg/saylerparkschool/";;"https://saylerpark.cps-k12.org/enroll";"https://saylerpark.cps-k12.org/resources/school-policies";;;"x";;;;"https://saylerpark.cps-k12.org/sites/saylerpark.cps-k12.org/files/logo-cps2016.png";"7:45 a.m. - 2:15 p.m";"7:45 a.m. - 2:15 p.m";"7:45 a.m. - 2:15 p.m";"7:45 a.m. - 2:15 p.m";"7:45 a.m. - 2:15 p.m";"Closed";"Closed";
1179273;"SCARLET OAKS CDC";"3254 E KEMPER RD";"CINCINNATI";"OH";45241;"HAMILTON";5137718810;"https://hs.greatoaks.com/";"rushd@greatoaks.com";"A wide range of activities are available for students at Great Oaks campuses, including Career-Technical Student Organizations which give students leadership opportunities and the chance to test their skills against students at other schools.";"https://hs.greatoaks.com/campuses/scarlet/";"https://www.facebook.com/pages/Scarlet-Oaks-Cdc/383364561826274";"https://www.greatoaks.com/jobs/";"https://hs.greatoaks.com/campuses/scarlet/campus-policies-information/forms-and-documents/";"https://hs.greatoaks.com/current-students/code-conduct-student-handbook/";;;"x";"x";;;"https://adults.greatoaks.com/wp-content/uploads/sites/3/2016/06/go_logo_white2.png";"7:50 am to 2:18 pm";"7:50 am to 2:18 pm";"7:50 am to 2:18 pm";"7:50 am to 2:18 pm";"7:50 am to 2:18 pm";"Closed";"Closed";
1179274;"SCHOOL OF BRIGHT PROMISE";"256 JOHN SCOTT HWY";"STEUBENVILLE";"OH";43952;"JEFFERSON";7402647176;"www.jcbdd.com";"JPadden@jcbdd.com";"The mission of the Jefferson County Board of Developmental Disabilities is to establish quality support focused on the individual which will provide opportunities for informed choices and achievements of the choices. These choices will provide an opportunity for individuals to plan their futures in where they live, work, learn and develop social relationships.

";"http://209.240.26.193/Programs/SchoolOfBrightPromise.asp";"https://www.facebook.com/pages/School-Of-Bright-Promise/146931695340223";"http://209.240.26.193/Employment/";;"http://209.240.26.193/_Assets/files/2017-2018%20Handbook.pdf";;;"x";;;;"https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p200x200/27867861_1670944246277108_5272244990070563052_n.png?_nc_cat=108&oh=6204fc78571423922d2c7a7344cfe14b&oe=5C22679A";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"Closed";"Closed";
1179275;"SCHOOL OF HOPE";"1001 CASTALIA ST";"FREMONT";"OH";43420;"SANDUSKY";4193329296;"https://www.scbdd.org/";"bholtgreven@scbdd.org";"We offer individuals with developmental disabilities and their families, access to services and supports that will enhance the quality of their everyday lives, one person at a time.";"https://www.scbdd.org/services/school-age-4-22yr/school-of-hope/";"https://www.facebook.com/SanduskyCountyBoardofDD/";"https://www.scbdd.org/resources/human-resources/";;"https://www.scbdd.org/wp-content/uploads/2018/07/School-of-Hope_Parent-Handbook_english-07-2018.pdf";;;;"x";;"https://www.scbdd.org/contact-us/";"https://www.scbdd.org/wp-content/uploads/2017/01/SCBDD-Logo.png";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"Closed";"Closed";
1179276;"SCHULTE";"951 VERN RIFFE DR";"LUCASVILLE";"OH";45648;"SCIOTO";7402595522;;;;;;;;;;;;;;;;;;;;;;;
1179277;"SCHUMACHER CLC AFTER SCHOOL PROGRAM";"1020 HARTFORD AVENUE";"AKRON";"OH";44320;"SUMMIT";3303761335;"https://schumacherclc.akronschools.com/";"crh46490@apslearns.org";"Our staff has been designated as “highly qualified” by the Ohio Department of Education.
Schumacher CLC is a member of the Project GRAD Akron program, which improves math and reading scores, and student discipline.
Our staff includes School-based therapy and school-based counseling specialists.
Our Building Leadership Team and the Intervention-Based Assistance Team provided targeted support to students.
Schumacher CLC encourages family involvement. We offer a Back to School Carnival and various family nights throughout the school year.
We promote a positive school environment by hosting monthly “Green Team” celebrations. ";"https://schumacherclc.akronschools.com/";"https://www.facebook.com/pg/Schumacher-CLC-410155112412506/";"https://schumacherclc.akronschools.com/for_staff";;"https://akronschools.com/UserFiles/Servers/Server_409079/File/District/Documents/APS%2018-19%20Handbook.pdf";;;;;"x";;"https://scontent.fkhi11-1.fna.fbcdn.net/v/t1.0-1/c17.13.157.157/405599_412211402206877_2137402292_n.png?_nc_cat=104&oh=de0e49747699cd84dd09711b2abe79eb&oe=5C5A0C68";"2:30-5:15pm";"2:30-5:15pm";"2:30-5:15pm";"2:30-5:15pm";"Closed";"Closed";"Closed";
1179278;"SCIOTO DARBY ELEMENTARY SCHOOL";"5380 SCIOTO DARBY RD";"HILLIARD";"OH";43026;"FRANKLIN";6149216300;"https://www.hilliardschools.org/sde/";"Tamar_Campbell-Sauer@hboe.org";"Scioto Darby is a K-5 building with approximately 450 students.

The location of Scioto Darby has been the home of many different schools over the past 75 years.

Scioto Darby is the most centrally-located elementary school in the District, being just one block from the main intersection of Hilliard.

Our mission statement:

At Scioto Darby We Take Care of Others, Take Care of Ourselves, and Take Care of our School.";"https://www.hilliardschools.org/sde/";"https://www.facebook.com/sciotodarbyelementaryschool?fref=ts";"https://www.hilliardschools.org/district/employment/";"http://www.hilliardschools.org/welcomecenter/";"https://www.hilliardschools.org/pdf/Pre_Elem_Handbook.pdf";;;;"x";;;"http://www.hilliardschools.org/sde2/wp-content/uploads/sites/29/2014/11/sciotodarby.png";"9:20 am - 3:45 pm";"9:20 am - 3:45 pm";"9:20 am - 3:45 pm";"9:20 am - 3:45 pm";"9:20 am - 3:45 pm";"Closed";"Closed";
1179279;"SCIOTO ELEMENTARY SCHOOL";"20 W SCIOTO ST";"COMMERCIAL POINT";"OH";43116;"PICKAWAY";7409835000;"http://www.tvsd.us/";"ldawson@tvsd.us";"Welcome to Scioto Elementary School's Counseling Page. I am looking forward to getting to know your students and excited to work with them throughout the school year. Please feel free to contact me anytime with any questions or concerns. 
Elementary Counseling
My mission is to provide quality services in the academic, career, and personal/social domains, and to communicate and collaborate with parents, families, and teachers to help students be successful in school.
 
What do elementary counselors do?

    Teach classroom guidance lessons
    Offer small groups (including grief, changing families, social skills and self-esteem)
    Provide individual counseling
    Assist concerned parents
    Linkage to community resources
    Promote success at school for all students";"http://www.tvsd.us/sciotoelementary_home.aspx";"https://www.facebook.com/pg/sciotoelementary/";"http://www.tvsd.us/EmploymentOpportunities.aspx";"http://www.tvsd.us/Parents.aspx";"http://www.tvsd.us/Downloads/handbook_elem_18-19_5.pdf";;;;;;;"https://scontent.fkhi11-1.fna.fbcdn.net/v/t1.0-1/p200x200/12011212_1667202266825248_7414227823552197100_n.png?_nc_cat=102&oh=231babf7bed793e83a36b70a2be5a473&oe=5C1F2E08";"8:30 AM - 4:00 PM";"8:30 AM - 4:00 PM";"8:30 AM - 4:00 PM";"8:30 AM - 4:00 PM";"8:30 AM - 4:00 PM";"Closed";"Closed";
