"Id";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Main url";"Email";"Details";"location website";"Facebook page";"Career employment";"Application/registration url";"handbook";"Infant (under 12 months)";"Toddler (1-2yrs)";"Preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1179594;"THE BARRINGTON SCHOOL";"7100 MUIRFIELD DR";"DUBLIN";"OH";43017;"FRANKLIN";6143363000;"http://www.thebarringtonschool.com/";"info@barringtonschool.com";"Here at the Barrington School, we have a unique perspective and approach to caring for and nurturing young children.  Our schools are family owned, and operated, with over 30 years of experience providing care for infants through school-age children. We invite you to visit any of our locations to meet our experienced staff and witness our educational philosophy in action.  Weekly Spanish, gymnastics, soccer, dance and music classes. Providing daycare in Powell, Hilliard, Upper Arlington, Worthington, Dublin, Columbus and surrounding areas.";"http://www.thebarringtonschool.com/dublin";"https://www.facebook.com/TheBarringtonSchool";"http://www.thebarringtonschool.com/job-opportunities";"http://www.thebarringtonschool.com/enrollment";;"x";"x";"x";"x";"x";;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c9.0.200.200/p200x200/11082545_399200723586177_2258137284882910789_n.jpg?_nc_cat=103&_nc_eui2=AeHKd0ZqPvw9lFbf6pBk9HTkhR-5IDCZUvlAuukTBnmvp4AfeLp35jaQUdDbA-oS-mf8_Gn3IEEtnLNelcBMQgocbTwDSH9Cokq02Lre8Zjzig&_nc_ht=scontent-mrs1-1.xx&oh=11de19c26fa2ccf55580deb87d21f886&oe=5C3C3964";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"Closed";"Closed";
1179595;"THE BOSTIC HEAD START CENTER";"2975 KINGSTON AVE";"GROVE CITY";"OH";43123;"FRANKLIN";6142796356;"http://www.swcsd.us/";"info@swcsd.us";"Our mission, directed by our commitment to excellence, 
and in partnership with the community, 
is to meet the educational needs of our diverse population of learners.";"http://www.swcsd.us/enrollment/head-start";"https://www.facebook.com/pages/The-Bostic-Head-Start-Center/1004481916246249";"https://sites.google.com/a/swcsd.us/human-resources/employment";"https://sites.google.com/swcsd.us/swcsdenrollment/start-enrollment/head-start-enrollment";;;;;"x";;;"https://lh3.googleusercontent.com/uP6gf8xSO4q8FAdy-owe9SmmsKB4wqQt-Xp09YzSN6dQB4zyJpjz3HGVfhEFhuWTLyxr3jQ=w16383";;;;;;;;
1179596;"THE BARRINGTON SCHOOL";"600 WORTHINGTON WOODS BLVD";"WORTHINGTON";"OH";43085;"Franklin";6149569400;"http://www.thebarringtonschool.com/";"info@barringtonschool.com";"Here at the Barrington School, we have a unique perspective and approach to caring for and nurturing young children.  Our schools are family owned, and operated, with over 30 years of experience providing care for infants through school-age children. We invite you to visit any of our locations to meet our experienced staff and witness our educational philosophy in action.  Weekly Spanish, gymnastics, soccer, dance and music classes. Providing daycare in Powell, Hilliard, Upper Arlington, Worthington, Dublin, Columbus and surrounding areas.";"http://www.thebarringtonschool.com/copy-of-upper-arlington";"https://www.facebook.com/TheBarringtonSchool";"http://www.thebarringtonschool.com/job-opportunities";"http://www.thebarringtonschool.com/enrollment";;"x";"x";"x";"x";"x";;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c9.0.200.200/p200x200/11082545_399200723586177_2258137284882910789_n.jpg?_nc_cat=103&_nc_eui2=AeHKd0ZqPvw9lFbf6pBk9HTkhR-5IDCZUvlAuukTBnmvp4AfeLp35jaQUdDbA-oS-mf8_Gn3IEEtnLNelcBMQgocbTwDSH9Cokq02Lre8Zjzig&_nc_ht=scontent-mrs1-1.xx&oh=11de19c26fa2ccf55580deb87d21f886&oe=5C3C3964";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"Closed";"Closed";
1179597;"THE CENTER FOR AUTISM AND DYSLEXIA FINDLAY";"7430 TIMBERSTONE DR";"FINDLAY";"OH";45840;"HANCOCK";5675254487;"https://catapultlearning.com/";"info.findlay@centerforautismanddyslexia.com";"At The Center for Autism & Dyslexia, we believe that education isn’t about memorizing facts or taking tests—it’s about teaching children skills they can use to maximize their potential and live more meaningful lives. We are dedicated to providing a quality, well-rounded educational experience that gives your child the opportunity to achieve beyond expectations. Our goal is to help shape all students into independent, productive young adults who can effectively interact in real-world settings. Our child-centered approach focuses on fostering emotional growth; increasing academic, language, and behavioral competencies; and enhancing each child’s natural strengths.
";"https://catapultlearning.com/schools/center-for-autism-dyslexia/";"https://www.facebook.com/catapultlearning";"https://catapultlearning.com/careers/";;;;;"x";;;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/15193591_1883591818542963_5831383444524109185_n.png?_nc_cat=100&_nc_eui2=AeEzbBwR5kuGuJvbmjumoJ4MAM-IEJvCPmN0tIOhOO1aPRrLveMLYBZ_8TTUjYHjs8YzvHA_lo-GGdzQApocnqKQJ4aslmDObgeSIFpz2XUOqQ&_nc_ht=scontent-mrs1-1.xx&oh=ce2157bc80a707f321716fa62ee24c1a&oe=5C8768A7";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"Closed";"Closed";
1179598;"THE CENTER FOR AUTISM AND DYSLEXIA SCHOOL";"2301 BATON ROUGE";"LIMA";"OH";45805;"ALLEN";5673713467;"https://catapultlearning.com/";"info.lima@centerforautismanddyslexia.com";"At The Center for Autism & Dyslexia, we believe that education isn’t about memorizing facts or taking tests—it’s about teaching children skills they can use to maximize their potential and live more meaningful lives. We are dedicated to providing a quality, well-rounded educational experience that gives your child the opportunity to achieve beyond expectations. Our goal is to help shape all students into independent, productive young adults who can effectively interact in real-world settings. Our child-centered approach focuses on fostering emotional growth; increasing academic, language, and behavioral competencies; and enhancing each child’s natural strengths.
";"https://catapultlearning.com/schools/center-for-autism-dyslexia/";"https://www.facebook.com/pg/CADLimaOH";"https://catapultlearning.com/careers/";;;;;"x";;;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/15193591_1883591818542963_5831383444524109185_n.png?_nc_cat=100&_nc_eui2=AeEzbBwR5kuGuJvbmjumoJ4MAM-IEJvCPmN0tIOhOO1aPRrLveMLYBZ_8TTUjYHjs8YzvHA_lo-GGdzQApocnqKQJ4aslmDObgeSIFpz2XUOqQ&_nc_ht=scontent-mrs1-1.xx&oh=ce2157bc80a707f321716fa62ee24c1a&oe=5C8768A7";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"Closed";"Closed";
1179599;"THE CHILD GARDEN WELLINGTON";"835 PATRIOT DRIVE";"WELLINGTON";"OH";44090;"LORAIN";4402253385;"https://thechildgardenonline.com/";"contact@thechildgardenonline.com";"The Child Garden offers quality child care and educational programs in a loving, caring, and fun environment where children can develop a lifelong love of learning! Our original center in LaGrange was founded in 1997, and our other three centers in LaGrange, Grafton, Oberlin and Wellington, OH opened in subsequent years. We strive to provide children in Southern Lorain County and surrounding areas with the ability to develop their skills and grow in a nurturing setting.";"https://thechildgardenonline.com/wellington-location/";"https://www.facebook.com/The-Child-Garden-Child-Care-and-Learning-Centers-227022611334/";"https://thechildgardenonline.com/employment/";"https://thechildgardenonline.com/parents/";;"x";"x";"x";"x";"x";;"https://thechildgardenonline.com/wp-content/uploads/2018/03/cropped-chi.png";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"Closed";"Closed";
1179600;"THE CHILDREN'S CENTER @ SOUTHWOODS";"100 DEBARTOLO PLACE SUITE 165";"BOARDMAN";"OH";44512;"Mahoning";"3307292180  ";"http://www.childrenscentersouthwoods.com/";"lcocca@childrenscentersouthwoods.com";"The Children's Center @ Southwoods provides quality child care to all children between the ages of six weeks and five years old, with a basis of learning through play in a loving, caring, and nurturing environment. We utilize a developmentally appropriate curriculum which focuses on the development of children's social, emotional, cognitive, and physical selves, with the flexibility to be led by the interests of the children. We believe this approach encourages active learning as well as builds self-confidence and self-esteem. ";"http://www.childrenscentersouthwoods.com/";"https://www.facebook.com/childrenscentersw/";;;;"x";"x";"x";"x";"x";;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/21768342_483239488715026_3362967896170959445_n.jpg?_nc_cat=100&_nc_eui2=AeGRrNyi7y4LyV_vsElVy9AZTe_S_Mw7t9O5z5Rp_2ViWjYZvn50hkOsG3pulL8tb1HRI2l_0x3nvUz1N8YOC3NhTbZ--PsbNLonjI-EjRuC6g&_nc_ht=scontent-mrs1-1.xx&oh=d39002cc4531194b7faabb469263e076&oe=5C537355";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"6:30 AM – 6:30 PM";"Closed";"Closed";
1179601;"THE CINDAY ACADEMY";"11 SYCAMORE CREEK DR";"SPRINGBORO";"OH";45066;"WARREN";9377481991;"https://cindayacademy.com/";"director@mindsinmotionschool.com";" The CinDay Academy is a Preschool - 12th grade that is licensed by the Ohio Department of Education and it is only the 2nd private, independent school in the Dayton area. It is a multi-level program that believes in a curriculum that supports the student’s growth and development according to the child’s own unique needs and abilities. The teachers act as facilitators and guide the learning of their students. Our classrooms feature motivating activities, with attention to learning styles, multiple intelligences, and interests, as well as abilities. Individual differences are met through small groupings that are short term and flexible. When students are motivated, they will do their very best and be proud of their efforts. In this environment, students are more willing to work, thereby raising their level of achievement.

CDA is situated on a 7-acre campus a half mile north of downtown Springboro, off of St Rte. 741. The campus features 4 buildings for classrooms and a multi-purpose facility, Impact Point, focused on the arts & fitness. The lovely grounds consist of gardens which include butterfly, imagination, edible and Ohio wildlife prairie as well as 2 soccer fields, basketball court, 2 playgrounds, a fossil pit, and an outdoor classroom. ";"https://cindayacademy.com/";"https://www.facebook.com/pg/TheCinDayAcademyPreK12/";"https://cindayacademy.com/about/employment";"https://cindayacademy.com/admissions/application";"https://cindayacademy.com/uploads/documents/65002cf2-dea4-11e7-a1fa-76ff979c7537/The_CinDay_Academy_Student_Handbook_80118.pdf";;;"x";"x";"x";;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/13934999_1756753444538820_8758111172659357280_n.jpg?_nc_cat=100&_nc_eui2=AeG4KAv0JxiE2THel2soJ8Jby4iY6HJWcI5-Ub9OCEh6Y0Mx6kanmO6gkkqDc74SCa7aCc1zCZDSmPZZymupWWKiPzdLYi_sC2ccXmvzZD-8JA&_nc_ht=scontent-mrs1-1.xx&oh=df6585b77204079bc7adad8fe8837f43&oe=5C5936E9";"8:45 a.m - 3:00pm";"8:45 a.m - 3:00pm";"8:45 a.m - 3:00pm";"8:45 a.m - 3:00pm";"8:45 a.m - 3:00pm";"Closed";"Closed";
1179602;"THE GOOD SHEPHERD CATHOLIC MONTESSORI";"4460 BERWICK ST";"CINCINNATI";"OH";45227;"HAMILTON";5132714171;"https://www.gscmontessori.org/";"amvega@gscmontessori.org";"The Good Shepherd Catholic Montessori (GSCM - formerly Queen of Angels Montessori) was founded in 1998 as an independent Catholic and Montessori school. It now serves grades PreK-8th grade. Located just north of Mariemont Square in Cincinnati, Ohio.";"https://www.gscmontessori.org/";"https://www.facebook.com/pg/GSCMontessori/";;"https://www.gscmontessori.org/admission/application/";"https://docs.google.com/document/d/1rxMEXjFSt-VsCwJCm1pvxDA1gkoxCYMBevhrdCymFcA/edit?ts=58768796";;;;"x";"x";;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/10258531_882707138417110_3740624466777669328_n.jpg?_nc_cat=103&_nc_eui2=AeEAUO9knOTHaT463kVsbaK3ddnxLhg69kr2F8n4kK7ikZkJ2_4N2mfKHPcQOw3HUNl_kRYjMheIXCaojiqJR20idNu7qw1JPWarctklt4KV1Q&_nc_ht=scontent-mrs1-1.xx&oh=e4cbf20210aa54380fda010fc97480f2&oe=5C3EF76F";"8:00 a.m - 3:00pm";"8:00 a.m - 3:00pm";"8:00 a.m - 3:00pm";"8:00 a.m - 3:00pm";"8:00 a.m - 3:00pm";"Closed";"Closed";
1179604;"THE ISLAMIC SCHOOL OF GREATER TOLEDO";"25877 SCHEIDER RD";"PERRYSBURG";"OH";43551;"WOOD";4198748820;"http://www.myisgt.org/";"clhfsa@gmail.com";"The Islamic School of Greater Toledo (ISGT), located in the Islamic Center of Greater Toledo in Perrysburg, Ohio, serves students of all backgrounds and faiths.

Accredited in 2009 by NCA CASI (North Central Association Commission on Accreditation and School Improvement)

ISGT provides a comprehensive statemandated curriculum that offers a broad range of subjects including:

    Language Arts, Mathematics, Science, Social
    Studies, Health, Computers, Physical
    Education, Art, Arabic Language, and
    Religious Studies

The school has moved quickly to establish a strong academic program where children are challenged to learn and excel academically.

ISGT provides children with strong faith-based values, small classes, high academic standards, a comprehensive curriculum, committed teachers, and a loving environment where they can learn and grow. Our goal is to produce children who are well-trained morally and well-prepared academically. If you are looking for quality education that is affordable and centered on high academic and moral standards, then ISGT should be a part of your child’s future. No greater gift can be given to a child than the gift of a well rounded education. ";"http://www.myisgt.org/";"https://www.facebook.com/pg/ISGT-Islamic-School-of-Greater-Toledo-212025422158243/";;"http://www.myisgt.org/admissions.html";;;;"x";"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/44332927_2741006069260153_1866154953580478464_n.png?_nc_cat=111&_nc_eui2=AeHwDzrru994sSVetUbfgsg982zB20_diFsw216InfboAaY0ovRXyGwXDcbZr-cq77Oph8kPJRSFcJERXI0Y2Hog3MDv3j2JUM1icX4wKaBrdQ&_nc_ht=scontent-mrs1-1.xx&oh=cc30ce1091d3307c7923537f5ca0fb07&oe=5C42C874";"8:30 am - 3:30 pm";"8:30 am - 3:30 pm";"8:30 am - 3:30 pm";"8:30 am - 3:30 pm";"8:30 am - 3:30 pm";"Closed";"Closed";
1179607;"THE LEARNING TREE CHILDCARE CENTER LLC";"76 S MARKET ST";"EAST PALESTINE";"OH";44413;"COLUMBIANA";3304269930;"https://www.thelearningtreechild.com/";"thelearningtreechildcare123@gmail.com";"

Are you looking for a trusted day care center for your child? Head on over to The Learning Tree Child Care Center in East Palestine, OH today! Our child care center is one of the top in the area and we aim to expand your child development. We offer child care for children 6 weeks to 5 years and much more. Contact us today for a consultation!
";"https://www.thelearningtreechild.com/home.htm";"https://www.facebook.com/pg/thellearningtreechildcare123/";;;;"x";"x";"x";"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/14054135_181085358970084_4331478263084048767_n.jpg?_nc_cat=110&_nc_eui2=AeHkij5tdOqWntR7MYrohd0UmZvk53cSm2x8xgWwls-y_OYkvp_wL1LCw0s6ZQLwHCpJLTWluJJyzYrGhz4CcLc_1J4RDD_pBkBW6MEuYjFuxw&_nc_ht=scontent-mrs1-1.xx&oh=5d4451240c8212536ca6df70f7d340ae&oe=5C4417A8";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"Closed";"Closed";
1179608;"THE LIGHTHOUSE ACADEMY, LLC";"664 WEST CENTRAL AVENUE";"DELAWARE";"OH";43015;"DELAWARE";7403630147;"https://www.facebook.com/pg/The-Lighthouse-Academy-1511375028971789/";" ";"Welcome to the Lighthouse Academy. We are a Christian based, indepedently owned preschool and childcare program, focused on family and child development.";"https://www.facebook.com/pg/The-Lighthouse-Academy-1511375028971789/";"https://www.facebook.com/pg/The-Lighthouse-Academy-1511375028971789/";;;;"x";"x";"x";"x";"x";;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/29541939_1511376458971646_1590090820474618230_n.jpg?_nc_cat=111&_nc_eui2=AeEbrvXwZ4J4xbdUNBVEQXAovb9He7bw403z9qPXSxOGz2u-DCVx8dfPxyLrykNmpIladMJmMUtMPveuitZfLXIJuwKfHbuLGDIk8xzEmn4idQ&_nc_ht=scontent-mrs1-1.xx&oh=30d3d407ee461272cb7567fc8449fc06&oe=5C45EFD3";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"Closed";"Closed";
