"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1177713;"ASHLAND CHRISTIAN";"1144 W MAIN ST";"ASHLAND";"OH";44805;"ASHLAND";4192896617;"https://www.ashlandchristian.org/";"cguthrie@ashlandchristian.org";"The Preschool Program, located in the spacious and beautiful Creation Cove, provides exposure to a variety of learning opportunities designed to develop the whole child. It is a sequential approach that strengthens and enhances each student’s social, emotional, physical, cognitive and spiritual growth. ";"https://www.ashlandchristian.org/our-schools/preschool-2";"https://www.facebook.com/ashlandchristianschools";;"https://www.ashlandchristian.org/getting-started/registration-process/preschool-registration";;;;"x";"x";"x";;"https://www.ashlandchristian.org/images/acs-logo.png";"8:15AM - 11AM";"8:15AM - 11AM";"8:15AM - 11AM";"8:15AM - 11AM";"8:15AM - 11AM";"Closed";"Closed";
1177718;"ASSUMPTION SCHOOL";"1500 MCMAKIN AVE";"CINCINNATI";"OH";45231;"HAMILTON";5136744200;;;;;;;;;;;;;;;;"8AM - 11:30AM";"8AM - 11:30AM";"8AM - 11:30AM";"8AM - 11:30AM";"Closed";"Closed";"Closed";
1177717;"ASSUMPTION";"9183 BROADVIEW RD";"BROADVIEW HEIGHTS";"OH";44147;"CUYAHOGA";4405264877;"http://www.assumptionacademy.org/";"sch_assumption@dioceseofcleveland.org";" A quality early childhood program provides a safe and stimulating environment that promotes the spiritual, social, emotional, physical and intellectual growth of a child. Children should be provided with opportunities to investigate and explore their world creatively in a hands-on environment.";"http://www.assumptionacademy.org/AboutUs_Preschool.html";"https://www.facebook.com/assumptionacademybvm";;;"https://drive.google.com/file/d/0B6XaC5GHzBIVcWREQ25QV0I2NlM1SC1RZzB1UERPeXU0b0Q4/view";;;"x";"x";;;"http://www.assumptionacademy.org/images/logo.png";"8:30AM - 2:30PM";"8:30AM - 2:30PM";"8:30AM - 2:30PM";"8:30AM - 2:30PM";"8:30AM - 2:30PM";"Closed";"Closed";
1177726;"AVERY ELEMENTARY SCHOOL";"4388 AVERY RD";"HILLIARD";"OH";43026;"FRANKLIN";6149215100;;;;;"https://www.facebook.com/pages/Avery-Elementary-School/386145831551656";;;;;;;;;;;;;;;;;;
1177727;"AVONDALE ELEMENTARY SCHOOL";"141 HAWKES AVE";"COLUMBUS";"OH";43222;"FRANKLIN";6143656511;"https://www.ccsoh.us/";"talktous@columbus.k12.oh.us";"Each student is highly educated, prepared for leadership and service, and empowered for success as a citizen of a global community. Learn. Dream. Succeed";"https://www.ccsoh.us/avondalees";"https://www.facebook.com/ColumbusCitySchools";"https://www.ccsoh.us/jobs";"https://www.ccsoh.us/enroll";;;;"x";"x";;;"https://www.ccsoh.us/cms/lib/OH01913306/Centricity/Template/GlobalAssets/images///logos/Avondale%20ES-01.png";"9AM - 3:30PM";"9AM - 3:30PM";"9AM - 3:30PM";"9AM - 3:30PM";"9AM - 3:30PM";"Closed";"Closed";
1177722;"AUNTTDAYCARE LLC";"607 E125TH ST";"CLEVELAND";"OH";44108;"CUYAHOGA";2164511184;;;;;;;;;;;;;;;;;;;;;;;
1177723;"AUSTINBURG ELEMENTARY SCHOOL";"3030 STATE ROUTE 307";"AUSTINBURG";"OH";44010;"ASHTABULA";4404664831;"http://www.genevaschools.org/";"roberta.horvath@genevaschools.org";"Austinburg Elementary School’s mission is to foster academic excellence in a safe and caring learning environment, through a partnership of family, staff, and community.";"http://www.genevaschools.org/austinburgelementary_home.aspx";"https://www.facebook.com/pages/Austinburg-Elementary-School/1558432241041656";;"http://www.genevaschools.org/CentralRegistrationforAllGenevaAreaCitySchools.aspx";"http://www.genevaschools.org/Downloads/EL%20HB%20Draft%205-15%20for%20BOE-FINALNO%20highlights.pdf";;;"x";"x";;;"http://www.genevaschools.org/sysimages/LOGO1.png";"7:32AM - 3:19PM";"7:32AM - 3:19PM";"7:32AM - 3:19PM";"7:32AM - 3:19PM";"7:32AM - 3:19PM";"Closed";"Closed";
1177724;"AVALON ELEMENTARY SCHOOL";"5220 AVALON AVE";"COLUMBUS";"OH";43229;"FRANKLIN";6143655361;"https://www.ccsoh.us/";"talktous@columbus.k12.oh.us";"Each student is highly educated, prepared for leadership and service, and empowered for success as a citizen of a global community. Learn. Dream. Succeed";"https://www.ccsoh.us/AvalonES";"https://www.facebook.com/ColumbusCitySchools";;;;;;"x";"x";;;"https://www.ccsoh.us/cms/lib/OH01913306/Centricity/Template/GlobalAssets/images///logos/Avalon%20ES-01.png";"9AM - 3PM";"9AM - 3PM";"9AM - 3PM";"9AM - 3PM";"9AM - 3PM";"Closed";"Closed";
1177730;"B L MILLER SCHOOL";"506 W VIRGINIA AVE";"SEBRING";"OH";44672;"MAHONING";3309657828;"http://www.sebring.k12.oh.us/";;" The students and staff at B. L. Miller welcome you and your children to our school. You are a critical part of your child’s school success and we hope we will have the opportunity to get to know you and your family personally. Parents are very important members of the B.L. Miller family";"http://www.sebring.k12.oh.us/2/Home";"https://www.facebook.com/pages/B-L-Miller-Elementary-School/1515381755381102";;;"http://www.sebring.k12.oh.us/userfiles/2/my%20files/bl%20miller%20student%20hand%20book%202017%202018.pdf?id=16767";;;"x";"x";;;"http://www.sebring.k12.oh.us/images/full/DSC2447-15.jpg";"8:10AM- 2:35PM";"8:10AM- 2:35PM";"8:10AM- 2:35PM";"8:10AM- 2:35PM";"8:10AM- 2:35PM";"Closed";"Closed";
1177728;"AWESOME KIDS CHILDCARE LLC";"4651 NORTHFIELD RD.";"NORTH RANDALL";"OH";44128;"Cuyahoga";3303226917;;;;;;;;;;;;;;;;;;;;;;;
1177729;"AYERSVILLE ELEMENTARY SCHOOL";"28046 WATSON RD";"DEFIANCE";"OH";43512;"DEFIANCE";4193951111;"http://www.ayersville.org/schools/";;"The Ayersville Local School District provides a challenging learning environment that sets high expectations for success by offering individualized instruction and diverse learning opportunities. We celebrate differences to develop successful lifelong learners";"http://www.ayersville.org/schools/ayersville_elementary";;;;"http://www.ayersville.org/UserFiles/Servers/Server_43710/File/District_Forms/K_6_Handbook.pdf";;;"x";"x";;;"http://p9cdn4static.sharpschool.com/UserFiles/Servers/Server_43710/Image/Logo/Ayersville_logo2.png";"7:40AM - 3PM";"7:40AM - 3PM";"7:40AM - 3PM";"7:40AM - 3PM";"7:40AM - 3PM";"Closed";"Closed";
1177735;"BALTIC SCHOOL";"300 E MAIN ST";"BALTIC";"OH";43804;"TUSCARAWAS";" (605) 529-5464";"http://www.balticschool.org/";"Robert.Sittig@k12.sd.us";"The Baltic School District is a partnership of students, parents, and community members whose mission is to prepare students to be successful in life.";"http://www.balticschool.org/";"https://www.facebook.com/BalticSchoolDistrict/";;"http://www.balticschool.org/forms---docs.html";"http://nebula.wsimg.com/4934a21d9d42e2e2dedefe18a2cfef61?AccessKeyId=B3B323D118412CC16E89&disposition=0&alloworigin=1";;;"x";"x";;;"http://nebula.wsimg.com/43c1116743e3c8453d4faed4331f0b91?AccessKeyId=B3B323D118412CC16E89&disposition=0&alloworigin=1";"8:20AM - 3:15PM";"8:20AM - 3:15PM";"8:20AM - 3:15PM";"8:20AM - 3:15PM";"8:20AM - 3:15PM";"Closed";"Closed";
1177731;"BADGER ELEMENTARY SCHOOL";"7119 STATE ROUTE 7";"KINSMAN";"OH";44428;"TRUMBULL";3308762860;"http://badgerbraves.org/";;"The Joseph Badger Local School District will provide academic excellence to all students through an effective and challenging learning environment that encourages students to become independent thinkers and lifelong learners.";"http://badgerbraves.org/?page_id=29";;"http://badgerbraves.org/?page_id=1297";;"http://beta.joseph-badger.k12.oh.us/wp-content/uploads/2016/08/BES-Handbook-2016-17.pdf";;;"x";"x";;;"http://beta.joseph-badger.k12.oh.us/wp-content/uploads/2014/07/logo1.png";"8:30AM - 3:15PM";"8:30AM - 3:15PM";"8:30AM - 3:15PM";"8:30AM - 3:15PM";"8:30AM - 3:15PM";"Closed";"Closed";
1177741;"BARNESVILLE ELEMENTARY SCHOOL";"210 W CHURCH ST";"BARNESVILLE";"OH";43713;"BELMONT";7404253639;"http://www.bevsd.org/";"clinton.abbott@bevsd.org";"Barnesville Elementary School has achieved academic success through clear goals, sound basic education, management of academic performance, an orderly and safe learning environment, and high expectations for students and staff. ";"http://www.bevsd.org/elementaryschool_home.aspx";"https://www.facebook.com/TheBarnesvilleSchool/";"http://www.bevsd.org/Vacancies.aspx";;"http://www.barnesville.k12.oh.us/downloads/bes_handbook_10-11.pdf";;;"x";"x";;;"http://www.bevsd.org/sysimages/Logo.png";"07:45AM - 11:15AM";"07:45AM - 11:15AM";"07:45AM - 11:15AM";"07:45AM - 11:15AM";"07:45AM - 11:15AM";"Closed";"Closed";
1177739;"BARBERTON ELEMENTARY SCHOOL WEST";"1151 SHANNON AVE";"BARBERTON";"OH";44203;"SUMMIT";"(330)825-2183";"http://www.barbertonschools.org/";"bsincel@barbertonschools.org";"Our mission is to serve the community within B.E. West and provide resources to that community. Every Child, One Voice.";"http://www.barbertonschools.org/west_home.aspx";"https://www.facebook.com/BEWPTA/";"http://www.generalasp.com/barberton/onlineapp/default.aspx";"http://www.barbertonschools.org/StudentRegistration.aspx";"http://www.barbertonschools.org/Downloads/BHS%20Handbook%202017-2018A.pdf";;;"x";"x";;;"http://www.barbertonschools.org/sysimages/LOGO.png";"8:25AM -3:25PM";"8:25AM -3:25PM";"8:25AM -3:25PM";"8:25AM -3:25PM";"8:25AM -3:25PM";"Closed";"Closed";
1177736;"BARBARA F SCHREIBER ELEMENTARY SCHOOL";"1503 WOODLAND AVE NW";"CANTON";"OH";44703;"STARK";3304521672;;;;;"https://www.facebook.com/pages/Barbara-F-Schreiber-Elementary-School/518721111595684";;;;;;;;;;;"8:30AM -2:30PM";"8:30AM -2:30PM";"8:30AM -2:30PM";"8:30AM -2:30PM";"8:30AM -2:30PM";"Closed";"Closed";
1177737;"BARBER COMMUNITY LEARNING CENTER";"665 GARRY RD";"AKRON";"OH";44305;"SUMMIT";3307617911;"https://barberclc.akronschools.com";;;"https://barberclc.akronschools.com";"https://www.facebook.com/pages/Barber-Community-Learning-Center/740334242700331";;"https://akronschools.com/UserFiles/Servers/Server_409079/File/Enrollment%20Form%20Revised%204-17.pdf";"https://barberclc.akronschools.com/UserFiles/Servers/Server_437789/File/Parent%20Handbook%202017-2018.pdf";;;;;;;"https://p14cdn4static.sharpschool.com/UserFiles/Servers/Server_409079/Image/Logo/APS-150.png";"8:15AM -10:45AM";"8:15AM -10:45AM";"8:15AM -10:45AM";"8:15AM -10:45AM";"8:15AM -10:45AM";"Closed";"Closed";
1177738;"BARBERTON ELEMENTARY SCHOOL EAST";"292 ROBINSON AVE";"BARBERTON";"OH";44203;"SUMMIT";3307455492;"http://www.barbertonschools.org";"msaunders@barbertonschools.org";;"http://www.barbertonschools.org/east_home.aspx";"https://www.facebook.com/barbertoncityschools";"http://www.generalasp.com/barberton/onlineapp/default.aspx";"http://www.barbertonschools.org/StudentRegistration.aspx";"http://www.barbertonschools.org/Downloads/BHS%20Handbook%202017-2018A.pdf";;;"x";"x";;;"http://www.barbertonschools.org/sysimages/LOGO.png";"6:30AM -8:30AM";"6:30AM -8:30AM";"6:30AM -8:30AM";"6:30AM -8:30AM";"6:30AM -8:30AM";"Closed";"Closed";
1177746;"BATAAN MEMORIAL PRIMARY SCHOOL";"575 W 6TH ST";"PORT CLINTON";"OH";43452;"OTTAWA";4197342815;"https://bes.pccsd.net/";"amccoy@pccsd-k12.net";"It is the mission of the Bataan Memorial staff to partner with families and community to meet the needs of our students.";"https://bes.pccsd.net/apps/pages/index.jsp?uREC_ID=269879&type=d";;;"http://www.pccsd.net/apps/pages/index.jsp?uREC_ID=369847&type=d";"https://bes.pccsd.net/ourpages/auto/2008/8/15/1218829792433/Elementary%20Handbook%202017-18.pdf";;;"x";"x";;;;"Closed";"8:45AM -11:15AM and 12:30PM - 3PM";"8:45AM -11:15AM and 12:30PM - 3PM";"8:45AM -11:15AM and 12:30PM - 3PM";"8:45AM -11:15AM and 12:30PM - 3PM";"Closed";"Closed";
1177747;"BATAVIA ELEMENTARY SCHOOL";"3 BULLDOG PL";"BATAVIA";"OH";45103;"CLERMONT";5137320780;"http://www.bataviaschools.org/";"jacobs_c@bataviaschools.org";"The philosophy of the Batavia Local Schools Preschool Program is based on the belief that all children are competent and resourceful learners. Each child is unique and special, deserving of respect, nurturance, continuity and safety. Young children can make meaning of complex ideas and concepts. The motivation to learn is intrinsic, and children contribute to their own learning.";"http://www.bataviaschools.org/Preschool.aspx";"https://www.facebook.com/batavialocalschools/";;"http://www.bataviaschools.org/Downloads/2018-19%20Preschool%20Waitlist%20Application.pdf";"http://www.bataviaschools.org/Downloads/2018-19%20Preschool%20Parent%20Handbook%20with%20Healthcheck.pdf";;;"x";"x";;;"http://www.bataviaschools.org/sysimages/LOGO.png";"9AM -11:45AM and 12:55PM - 3:40PM";"9AM -11:45AM and 12:55PM - 3:40PM";"9AM -11:45AM and 12:55PM - 3:40PM";"9AM -11:45AM and 12:55PM - 3:40PM";"9AM -11:45AM and 12:55PM - 3:40PM";"Closed";"Closed";
1177748;"BATH SCHOOL";"1246 N CLEVELAND MASSILLON RD";"AKRON";"OH";44333;"SUMMIT";2165243000;"https://www.revereschools.org/";"vpatterson@revereschools.org";;"https://www.revereschools.org/Domain/106";"https://www.facebook.com/Revere-Local-Schools-10150149595265057/";;;"https://www.revereschools.org/site/handlers/filedownload.ashx?moduleinstanceid=2525&dataid=14395&FileName=BES%20Student%20Handbook%2018-19SY%205.7.pdf";;;;;;;"https://www.revereschools.org/cms/lib/OH01001097/Centricity/Template/GlobalAssets/images///Logos/Bath_E.png";"9AM -11:30AM";"9AM -11:30AM";"9AM -11:30AM";"9AM -11:30AM";"Closed";"Closed";"Closed";
1177745;"BASCOM SCHOOL";"1015 N LEAVITT RD";"LEAVITTSBURG";"OH";44430;"TRUMBULL";3305052800;;;;;;;;;;;;;;;;;;;;;;;
1177749;"BCESC EARLY LEARNING CENTER";"1516 1ST AVE";"MIDDLETOWN";"OH";45044;"BUTLER";5134220713;"https://www.bcesc.org";"mike.lolli@bcesc.org";"Head Start is a comprehensive child development program dedicated to disadvantaged three to five years old and their families. The program provides all enrolled children with a broad array of services including education, health, nutrition, social services, parent involvement activities, mental health and special services to children with disabilities. Head Start’s goal is to identify the needs of each child and family to reach their fullest potential.";"https://www.bcesc.org/page/middletown-early-learning-center-preschool";"https://www.facebook.com/MiddletownELC/";"https://www.bcesc.org/page/employment-opportunities";;;;;"x";"x";;;"https://www.facebook.com/MiddletownELC/photos/a.632354070238594.1073741825.632353430238658/632354076905260/?type=1&theater";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"Closed";"Closed";
1177750;"BCESC GRANT EARLY LEARNING CEN SCHOOL";"415 CAMPBELL DR";"HAMILTON";"OH";45011;"BUTLER";5138873710;"https://www.bcesc.org";"bakern@bcesc.org";"BCESC Early Childhood Programs are designed to foster children's intellectual, physical, social and emotional growth, so they may reach their greatest potential, ensuring that they are ready to enter kindergarten. Our program believes that parents are their children's primary teachers. Throughout the school year, parents are encouraged to become involved in their children's education. Parent involvement is the cornerstone of the program's success. ";"https://www.bcesc.org";"https://www.facebook.com/Grant-Early-Learning-Center-219652111526457/";"https://www.bcesc.org/page/employment-opportunities";;;;;;;;;;"8AM - 4:30PM";"8AM - 4:30PM";"8AM - 4:30PM";"8AM - 4:30PM";"8AM - 4:30PM";"Closed";"Closed";
1177751;"BEACON ELEMENTARY SCHOOL";"3600 LACON RD";"HILLIARD";"OH";43026;"FRANKLIN";6149215200;;"beaconpto@yahoo.com";"The mission of the Beacon PTO is to strengthen the relationship between students, families, and educators through activities that enhance the overall learning experience and social development of our students.";;"https://www.facebook.com/BeaconElementaryPTO/";;;;;;;;;;"https://www.facebook.com/BeaconElementaryPTO/photos/a.336748089852895.1073741825.336632886531082/348351565359214/?type=1&theater";"6:45AM - 9AM";"6:45AM - 9AM";"6:45AM - 9AM";"6:45AM - 9AM";"6:45AM - 9AM";"Closed";"Closed";
1177752;"BEACON SCHOOL";"801 W UNION ST";"ATHENS";"OH";45701;"ATHENS";"(740) 594-3539";"http://athenscbdd.org/";"bmartin@athenscbdd.org";"Pre-school is an integrated program serving children three and four years of age. Children in Athens and surrounding counties with identified developmental disabilities and typically developing peers are both enrolled in the program.";"http://athenscbdd.org/services-for-children/beacon-pre-school/";"https://www.facebook.com/beaconschoolathens/";"http://athenscbdd.org/category/employment-opportunities/";;"http://athenscbdd.org/wp-content/uploads/2014/08/Beacon-School-Handbook-2014-15.pdf";;;;;;;"https://www.facebook.com/beaconschoolathens/photos/a.204979779532925.49546.142688049095432/698299916867573/?type=3&theater";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"Closed";"Closed";
1177753;"BEALLSVILLE SCHOOL";"43824 STATE ROUTE 556";"BEALLSVILLE";"OH";43716;"MONROE";7404393558;;;;;;;;;;;;;;;;;;;;;;;
1177754;"BEAUTIFUL SAVIOR LUTHERAN";"11981 PIPPIN RD";"CINCINNATI";"OH";45231;"HAMILTON";5138252290;"http://www.beautiful-savior.com/default.asp?sec_id=140007445";;"We believe, teach and confess that salvation is ours by the grace of God, which is his undeserved mercy, through faith in Jesus Christ, as taught in the Word of God. We hold to the Bible as the completely true and inspired Word of God, the only source and authority for Christian faith and life. ";"http://www.beautifulsaviorschool.com/default.asp?sec_id=140007825";"https://www.facebook.com/Beautiful-Savior-Lutheran-Church-Cincinnati-Ohio-293822095600/";;"http://www.beautifulsaviorschool.com/home/140007445/140007825/Images/PreK%20Application%20Form%202018-2019.pdf";"http://www.beautifulsaviorschool.com/home/140007445/140007825/Images/2018-2019%20Tuition%20Rates%20-%20Sheet1-3.pdf";;;"x";"x";;;"http://www.beautifulsaviorschool.com/home/140007445/140007825/images/bslogo%20height%2050%20for%20responsie%20template%20png.png";"8:15AM - 3:15PM";"8:15AM - 3:15PM";"8:15AM - 3:15PM";"8:15AM - 3:15PM";"8:15AM - 3:15PM";"Closed";"Closed";
