"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1178553;"JAMES J HILFIKER ELEMENTARY SCHOOL";"301 S SUNSET AVE";"GIBSONBURG";"OH";43431;"SANDUSKY";4196377249;;;;;"https://www.facebook.com/pages/James-J-Hilfiker-Elementary-School/733566523391929";;;;;;;"x";;;;;;;;;;;
1178554;"JASPER SCHOOL";"3185 JASPER RD";"PIKETON";"OH";45661;"PIKE";7407023120;"http://www.piketon.k12.oh.us/";"kconley@piketon.k12.oh.us";"Jasper Elementary is committed to producing and inspiring academic excellence and fostering social, emotional, and moral growth in every individual student. We will inspire a passion for learning, empower students with problem- solving skills, and expose them to local, national, global, and multi- cultural perspectives. We will provide a safe, respectful, and positive environment to develop the potential of each individual Jasper student. We are taking BIG steps with our Little Streaks!";"http://www.piketon.k12.oh.us/jasperelementary_home.aspx";;"http://www.piketon.k12.oh.us/Jobs.aspx";"http://www.piketon.k12.oh.us/Enrollment.aspx";;;;"x";"x";;;"http://www.piketon.k12.oh.us/sysimages/LogoHeader1.png";"8AM - 2:50PM";"8AM - 2:50PM";"8AM - 2:50PM";"8AM - 2:50PM";"8AM - 2:50PM";"Closed";"Closed";
1178557;"JEFFERSON AVE ELEMENTARY SCHOOL";"4895 JEFFERSON AVE";"SHADYSIDE";"OH";43947;"BELMONT";7406769669;"http://shadysideschools.com/";"cynthia.caldwell@omeresa.net";"We are committed to assure learning experiences that will assist our student to achieve their greatest potential to adapt and adjust to a diverse and ever changing society. We celebrate the pursuit of lifelong learning and are committed to nu tu ring high self-esteem and respect for others. We believe that everyone can learn, become better thinkers and independent learners. An integral part of our learning process will have our school community learning how to ask questions, solve problems and make thoughtful decisions. Our goal is to maintain an active partnership involving students, teachers, parents, community and staff to develop a love of learning while embracing our diversity and unique talents in a safe, challenging, respectful and supportive environment.";"http://shadysideschools.com/jefferson-elementary";"https://www.facebook.com/pages/Jefferson-Ave-Elementary-School/1545041672403214";;"http://shadysideschools.com/wp-content/uploads/2017/08/Open-Enrollment-IN-2017.pdf";"http://shadysideschools.com/wp-content/uploads/2016/01/SHS-Handbook.pdf";;;;"x";;;"http://shadysideschools.com/wp-content/uploads/2018/02/logo24.png";;;;;;;;
1178558;"JEFFERSON COUNTY";"1509 COUNTY HIGHWAY 22A";"BLOOMINGDALE";"OH";43910;"JEFFERSON";7402645545;"http://www.jeffjvs.org/";;"Experience the excitement of working with children in an onsite, state licensed learning center - Influence the future of children by shaping their intellectual, social, emotional, and physical development through dynamic teaching strategies - Create, research and provide developmentally appropriate learning materials and activities for children from birth to 5-year-olds.";"http://www.jeffjvs.org/EarlyChildhoodEducation.aspx";"https://www.facebook.com/JeffersonCountyJVS/";;;"http://filecabinet7.eschoolview.com/5DB509C9-879E-4EF3-943B-DCECD4A0ECDD/Handbook%201718%20Print%20corrected%20copy.pdf";"x";"x";"x";"x";;;"http://www.jeffjvs.org/sysimages/logoHdr.png";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"Closed";"Closed";
1178559;"JEFFERSON COUNTY CHRISTIAN";"125 FERNWOOD RD";"WINTERSVILLE";"OH";43953;"Jefferson";7402754326;"http://www.myjccs.org/";"dhutchison@myjccs.org";"At JCCS, we provide a nurturing environment and academic excellence with a solid, spiritual foundation for children in grades Preschool through 12, and we invite you to come explore our school to see how we partner with families to raise the next generation of leaders.";"http://www.myjccs.org/";"https://www.facebook.com/jccsroyals2012/";;"http://www.myjccs.org/prospective-students-2/admissions/";"http://www.myjccs.org/wordpress/wp-content/uploads/2016/09/JCCS-handbook-2016-17.pdf";;;;"x";"x";;"https://www.facebook.com/jccsroyals2012/photos/a.510079649007025.133344.510079335673723/511594422188881/?type=1&theater";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"Closed";"Closed";
1178560;"JEFFERSON PK-8 SCHOOL";"1543 TOD AVE SW";"WARREN";"OH";44485;"TRUMBULL";3306756960;"http://warrencityschools.org/";"carrie.boyer@neomin.org";"Jefferson PK-8 is located on the Southwest side of Warren. The school houses 724 students in grades PK through 8th grade. There are 70 certificated teachers on staff with 11 instructional assistants. The teachers are supported through two literacy instructional coaches and two math instructional coaches. Jefferson has a strong focus on literacy. It is implementing The Ohio State University Literacy Collaborative in grades K-5. Teachers are provided with 40 hours of professional development in literacy. The professional development focuses on how to teach literacy explicitly to students to achieve grade level. The math program is conceptually based giving students multiple opportunities to connect math to real-life situations. The students work in small groups as they complete activities related to the math concepts taught in class.";"http://warrencityschools.org/jefferson";"https://www.facebook.com/pages/Jefferson-K-8-School/471584899650617";"http://warrencityschools.org/associate-superintendent/human-resources/employment-opportunities/";;"http://warrencityschools.org/download/52/";;;;"x";;;"http://warrencityschools.org/jefferson/wp-content/uploads/sites/2/2017/08/JeffersonSiteName.png";"9:05AM - 4PM";"9:05AM - 4PM";"9:05AM - 4PM";"9:05AM - 4PM";"9:05AM - 4PM";"Closed";"Closed";
1178561;"JEFFERSON SCHOOL";"204 W MULBERRY ST";"JEFFERSON";"OH";44047;"ASHTABULA";4405769023;"http://www.jalsd.org/";"daisy.asmus@ashtabulaesc.org";"The purpose and goals of the child care program are to provide safe, convenient and affordable child care services for the children attending Jefferson Elementary School. The program is a supportive addition to the lives of parents who work outside the home and to their children. A parent’s decision to place a child in the program is viewed as a loving choice to give the child opportunities for play and social experiences during transitional times between school and home.";"http://www.jalsd.org/schools/jes";"https://www.facebook.com/pages/Jefferson-Elementary/315575701964922";;"https://drive.google.com/file/d/1ZMb5y-Gtb5CnoKAXPvMYETSjmxtp4Rhc/view";"https://docs.google.com/viewer?a=v&pid=sites&srcid=amFsc2Qub3JnfGphbHNkfGd4OjMzOTVkY2VhZDYzZWI2Y2I";;;;;;;;"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1178562;"JENNA'S JUST LIKE HOME CHILD CARE CENTER";"1515 COMPTON RD";"CINCINNATI";"OH";45231;"HAMILTON";5135214663;;;;;"https://www.facebook.com/pages/Jenna-Justlike-Home-Child-Care-Center/135688546967709";;;;;;;;;;;;;;;;;;
1178564;"JERSEY WEEKDAY PRESCHOOL";"13260 MORSE ROAD SW";"NEW ALBANY";"OH";43054;"FRANKLIN";7409271859;"http://jerseypreschool.org/";"ksoliday@jerseypreschool.org";"It is our goal at Jersey Weekday Preschool to provide an education rooted in our faith in Jesus, as we address the individual learning needs of each child. We as a staff are committed to preparing them for the great things God has planned for them! Along with a strong foundation of faith in Christ, we will provide an engaging learning environment and challenging academic curriculum to address their social, emotional, physical, cognitive and language development needs. It is our mission to create students who love to learn, grow and try new things in order to prepare them for their future academic careers. We are excited to partner with your family this year as we help each child take small steps towards great things!";"http://jerseypreschool.org/";"https://www.facebook.com/jerseypreschool";;"http://jerseypreschool.org/enroll.html";"http://jerseypreschool.org/Parent_Handbook.pdf";;;"x";"x";;;"http://jerseypreschool.org/images/logo.png";"8:20AM - 11:30AM";"8:20AM - 11:30AM";"8:20AM - 11:30AM";"8:20AM - 11:30AM";"8:20AM - 11:30AM";"Closed";"Closed";
1178566;"JESSE BEER - MADISON EARLY CHILDHOOD LEARNING CENTER";"103 BAHL AVE";"MANSFIELD";"OH";44905;"RICHLAND";4195899549;"https://www.mlsd.net";"nrepp@mlsd.net";"The Madison Local Schools are committed to the education and care of young children. In the spring of 1985 Madison Local Board of Education, responding to a community need, made a commitment to Early Childhood Education. The Jesse Beer facility, formerly an elementary school, was renovated and opened as the Madison Childcare Center in August of 1985. In 1999 the program changed its name to Madison Early Childhood Learning Center. The Madison Early Childhood Learning Center is a 4-Star awarded program through the Step Up to Quality program. The Step Up to Quality program is Ohio’s rating system for learning and developmental programs.";"https://www.mlsd.net/earlychildhood.html";"https://www.facebook.com/pages/Madison-Early-Childhood-Learning-Center/163169190369094";;;;"x";"x";"x";"x";;;"https://www.mlsd.net/layout/logo.png";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1178568;"JEWEL'S LEARNING AND CHILDCARE LLC";"620 GARFIELD AVE";"LANCASTER";"OH";43130;"FAIRFIELD";7406532294;;;;;;;;;;;;;;;;;;;;;;;
1178570;"JOHN C DEMPSEY MIDDLE SCHOOL";"599 PENNSYLVANIA AVE";"DELAWARE";"OH";43015;"DELAWARE";7408331800;"https://www.dcs.k12.oh.us/";"barthada@delawarecityschools.net";"Approximately 1200 sixth, seventh, and eighth graders take coursework in the four major core academic areas: language arts, mathematics, science and social studies.  Our language arts department implements the highly effective and engaging ""workshop"" model where student are given choice in their reading selections combined with rigorous writing exercises.  We offer 7th grade math, Pre-Algebra, and Algebra 1 to our seventh graders and we offer Pre-Algebra, Algebra 1, and Geometry to eighth graders.  If qualified, students may also elect to take Advanced Science in seventh grade or Physical Science in eighth grade. ";"https://www.dcs.k12.oh.us/Domain/232";"https://www.facebook.com/pages/John-C-Dempsey-Middle-School/845983105454024";;"https://www.dcs.k12.oh.us/domain/42";"https://www.dcs.k12.oh.us/cms/lib/OH16000212/Centricity/Domain/235/2018-19%20Student%20Handbook.pdf";;;;;;;"https://www.dcs.k12.oh.us/cms/lib/OH16000212/Centricity/Template/GlobalAssets/images///logos/DCS-var7-web-200px-TM2.png";"7:40AM - 2:40PM";"7:40AM - 2:40PM";"7:40AM - 2:40PM";"7:40AM - 2:40PM";"7:40AM - 2:40PM";"Closed";"Closed";
1178571;"JOHN CLEM ELEMENTARY SCHOOL";"475 JEFFERSON RD";"NEWARK";"OH";43055;"LICKING";7406707130;"https://www.newarkcityschools.org/johnclemelementary_home.aspx";"lnabors@laca.org";"We believe that positive experiences in early childhood create a foundation upon which children can build as they grow toward the fulfillment of their potential. Every child deserves early experiences that are filled with love, joy, dignity, exploration, play, and discovery within a nurturing environment that is developmentally appropriate. ";"http://www.newarkcityschools.org/PreschoolProgram.aspx";"https://www.facebook.com/johnclemschool";;"http://www.newarkcityschools.org/OpenEnrollment.aspx";"http://www.newarkcityschools.org/Downloads/Elementary%20Handbook%2018-19.pdf";;;"x";"x";;;"https://www.newarkcityschools.org/sysimages/LOGO.png";"8:30AM - 3:35PM";"8:30AM - 3:35PM";"8:30AM - 3:35PM";"8:30AM - 3:35PM";"8:30AM - 3:35PM";"Closed";"Closed";
1178572;"JOHN DEWEY ELEMENTARY SCHOOL";"23401 EMERY RD";"WARRENSVILLE";"OH";44128;"Cuyahoga";2162957791;"http://www.warrensville.k12.oh.us/";"Constance.Rudolph@whcsd.org";"Our mission is: Creating an education environment that promotes CURIOSITY, CRITICAL THINKING, COMMUNICATION and COLLABORATION while empowering scholars to be responsible contributing members of our community, nation and world. Our vision is: Inspiring Confidence and Encouraging Success";"http://www.warrensville.k12.oh.us/johndeweyelementaryschool_home.aspx";"https://www.facebook.com/whcstigers/";;"http://www.warrensville.k12.oh.us/Enrollment_2017112910152918.aspx";"http://www.warrensville.k12.oh.us/Downloads/Student%20Parent%20Handbook%202017-20184.pdf";;;"x";"x";;;"http://www.warrensville.k12.oh.us/sysimages/LogoHeader.png";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"Closed";"Closed";
1178573;"JOHN E GREGG ELEMENTARY SCHOOL";"212 COUNTY ROAD 75A";"BERGHOLZ";"OH";43908;"JEFFERSON";7407682100;"http://edisonwildcats.org/";"fatima.smuck@edisonlocal.k12.oh.us";;"http://edisonwildcats.org/";"https://www.facebook.com/pages/John-E-Gregg-Elementary-School/1487664618160648";;;;;;"x";"x";;;"http://edisonwildcats.org/wp-content/uploads/Site-Images/edison-logo-small-300x70.png";;;;;;;;
1178574;"JOHN F. KENNEDY CATHOLIC LOWER SCHOOL";"3000 REEVES RD NE";"WARREN";"OH";44483;"TRUMBULL";3303722375;"https://www.warrenjfk.com/default.aspx";"warrenjfkinfo@gmail.com";"The Kennedy website is an extension of our school community, and a great place to start exploring.  It is our hope that the information on this site will give you an idea of our mission, goals, and life at Kennedy.  We are a PK-12 private, co-educational Catholic school that focuses on educating leaders of Courage, Integrity, and Dedication.  Our classes are designed to motivate, to engage and to support students of all ages. ";"https://www.warrenjfk.com/default.aspx";"https://www.facebook.com/jfklc/";;"https://www.warrenjfk.com/page/EaglesNest#";"https://cdn.ymaws.com/www.warrenjfk.com/resource/resmgr/docs/1819_lower_campusnewfolder/1819handbook.pdf";;;;"x";;;"https://www.warrenjfk.com/graphics/logo.jpg";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"7:30AM - 2:30PM";"Closed";"Closed";
1178575;"JOHN FOSTER DULLES ELEMENTARY SCHOOL";"6481 BRIDGETOWN RD";"CINCINNATI";"OH";45248;"HAMILTON";5135743443;"http://www.ohlsd.us/";;"Our work continues at JF Dulles Elementary School to build students with strong character, academic excellence and exemplary citizenship! To enhance all that we do to ensure a positive learning environment, the JFD community embraces Positive Behavior Support Intervention Systems (PBIS). With a systematic means of establishing expectations in all common areas, students of JFD learn how to conduct themselves in a manner that shows excellent citizenship. The students learn the expectations of the lunchroom, hallway, restrooms, playground, arrival and dismissal, along with learning the appropriate manner to interact in a digital world.";"http://www.ohlsd.us/jf-dulles-elementary-school/";"https://www.facebook.com/Jfdlmc";"http://www.ohlsd.us/departments/hr---employment-9/employment-26/";"http://www.ohlsd.us/jf-dulles-elementary-school/registration-22/";"http://www.ohlsd.us/media/jfd/JFD%20Student%20Handbook%2018-19.pdf";;;"x";"x";"x";;"http://www.ohlsd.us/layout/images/logoJFDulles.png";"9AM - 3PM";"9AM - 3PM";"9AM - 3PM";"9AM - 3PM";"9AM - 3PM";"Closed";"Closed";
1178576;"JOHN MCINTIRE ELEMENTARY SCHOOL";"1275 ROOSEVELT AVE";"ZANESVILLE";"OH";43701;"MUSKINGUM";7404533581;"http://www.zanesville.k12.oh.us/";;"The Zanesville City School District is located in the beautiful rolling hills of Southeastern Ohio. Zanesville is the Muskingum County seat. We have five state-of-the-art campuses, with each building offering an inviting learning atmosphere, including greenspaces and air conditioning. Our District boasts some of the finest athletic facilities in the region, with active booster groups. Our teachers, staff and administration are passionate about their work with young people. We provide many opportunities for students to explore their personal interests, inside and outside the classroom. Our goal is to equip them as they prepare for a future full of success!";"http://www.zanesville.k12.oh.us/johnmcintireelementaryschool_home.aspx";"https://www.facebook.com/John-McIntire-Elementary-153381908338834/";"http://www.zanesville.k12.oh.us/JobDescriptions.aspx";"http://www.zanesville.k12.oh.us/OpenEnrollment.aspx";"http://www.zanesville.k12.oh.us/Students1.aspx";;;"x";"x";;;"http://www.zanesville.k12.oh.us/sysimages/LogoHeaderSmall.png";"8:45AM - 3:10PM";"8:45AM - 3:10PM";"8:45AM - 3:10PM";"8:45AM - 3:10PM";"8:45AM - 3:10PM";"Closed";"Closed";
1178577;"JOHN MUIR ELEMENTARY SCHOOL";"5531 W 24TH ST";"PARMA";"OH";44134;"CUYAHOGA";4408852424;"https://www.parmacityschools.org/";;"John Muir creates a learning environment which is centered around students, directed by teachers and supported by home and community. Students will gain the skills needed to be confident, knowledgeable, responsible, and productive citizens. ";"https://www.parmacityschools.org/Domain/13";;"https://www.applitrack.com/parma/onlineapp/default.aspx";"https://www.parmacityschools.org/Page/2086";"https://www.parmacityschools.org/site/handlers/filedownload.ashx?moduleinstanceid=3272&dataid=15709&FileName=Parent%20Student%20Handbook%202018-2019_1.pdf";;;"x";"x";;;"https://www.parmacityschools.org/cms/lib/OH01914497/Centricity/Template/GlobalAssets/images///new-logos/johnmuir.png";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"Closed";"Closed";
1178578;"JOHN P PARKER ELEMENTARY SCHOOL";"5051 ANDERSON PL";"CINCINNATI";"OH";45227;"HAMILTON";5133632900;"https://parker.cps-k12.org/";;"Using innovative technology, project-based learning and field excursions, students will master the science of analysis and investigation and learn they have the power to make change happen in their community and around the world.";"https://parker.cps-k12.org/";"https://www.facebook.com/CincinnatiPublicSchools";"https://www.cps-k12.org/about-cps/employment";"https://parker.cps-k12.org/enroll";"https://www.cps-k12.org/sites/www.cps-k12.org/files/pdfs/KDGHandbook.pdf";;;"x";"x";;;"https://parker.cps-k12.org/sites/parker.cps-k12.org/files/logo-cps2016.png";"7:45AM - 2:15PM";"7:45AM - 2:15PM";"7:45AM - 2:15PM";"7:45AM - 2:15PM";"7:45AM - 2:15PM";"Closed";"Closed";
1178585;"JONES LEADERSHIP ACADEMY";"430 NEBRASKA AVE";"TOLEDO";"OH";43604;"LUCAS";4196715400;"http://www.tps.org/";"jla.tps@gmail.com";;;"https://www.facebook.com/jonesleadershipacademy/";;;;;;;;;;"https://www.facebook.com/jonesleadershipacademy/photos/a.586467438124455.1073741827.584608134977052/586467451457787/?type=1&theater";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"Closed";"Closed";
