"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1176818;"Busy Bee's Childcare & Preschool";"401 Martintown Road. Suite 138";"North Augusta";"SC";29841;"AIKEN";"(803) 257-4185";;"weekendsoffun@gmail.com";"Busy Bees Childcare & Preschool is a new childcare center located in the heart of North Augusta. serving ages 6wks-12 years old . 4K program offered";;"https://www.facebook.com/Busy-Bees-Childcare-Preschool-735167366496355/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/12804882_1158532444159843_3680215523016021711_n.jpg?_nc_cat=0&oh=b4dbe30fc8ee267d22b1f0d7d2b7c369&oe=5BA82867";"7AM-6PM";"7AM-6PM";"7AM-6PM";"7AM-6PM";"7AM-6PM";"Closed";"Closed";
1176820;"Academy Kingdom CCC";"2005 Stokes Avenue";"North Charleston";"SC";29406;"CHARLESTON";"(843) 277-2861";;;"Day care";;"https://www.facebook.com/Academy-Kingdom-Child-Care-Center-323194428057574/";;;;;;;;;;;"6AM - 11PM";"6AM - 11PM";"6AM - 11PM";"6AM - 11PM";"6AM - 11PM";"Closed";"Closed";
1176821;"All God's Children Childcare";"1357 Remount Rd Ste 6";"North Charleston";"SC";29406;"CHARLESTON";"(843) 744-6869";"http://www.allgodschildrenchildcare.net/";"allgodschildrenchildcare1@gmail.com";"We are incorporating ""Go Green,"" a planet friendly enviorment that allows each child the opportunity to create, explore and learn through play and problem solving. These techniques gives a sense of self-esteem and self-worth.";"http://www.allgodschildrenchildcare.net/";"https://www.facebook.com/weloveourkids1/";;;;;;;;;;"http://www.allgodschildrenchildcare.net/bg-1-136058.jpeg?u=3152816047";"6AM - 9PM";"6AM - 9PM";"6AM - 9PM";"6AM - 9PM";"6AM - 9PM";"9AM - 6PM";"Closed";
1176824;"Loving and Learning Child Care Center";"5353 Park Forest Parkway";"North Charleston";"SC";29418;"CHARLESTON";"(842) 552-8585";"http://www.lovingandlearning.com/";"contact@lovingandlearning.com";"Our ultimate goal is to place children on the road to becoming successful, well-rounded young people who will one day share our world as contributing and caring adults.";"http://www.lovingandlearning.com/locations.asp";"https://www.facebook.com/LovingandLearningCCC/";;;;"x";"x";"x";"x";;"x";"http://www.lovingandlearning.com/images/header.gif";;;;;;;;
1176828;"The Oaks Children's Academy";"8695 Dorchester Road";"North Charleston";"SC";29420;"CHARLESTON";"(843) 207-3061";"http://www.theoaksacademy.com/";"theoakschildrensacademy@gmail.com";"The mission of The Oaks Children’s Academy is to provide high quality, developmentally appropriate preschool education in a safe and caring environment, helping children develop socially, creatively, emotionally, physically and intellectually. We strive to provide a healthy and nurturing atmosphere that will foster each child’s feeling of autonomy and positive self-image.";"http://www.theoaksacademy.com/locations/";"https://www.facebook.com/The-Oaks-Childrens-Academy-N-Charleston-254141461720303/";"http://www.theoaksacademy.com/employment/";;;"x";"x";"x";"x";;;"http://www.theoaksacademy.com/wp-content/uploads/2017/07/FullSizeRender-11.jpg";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176830;"Hannah-Pamplico Elementary/Middle School";"2131 South Pamplico Highway";"Pamplico";"SC";29583;"FLORENCE";"(843) 493-5588";"https://es.fsd2.org/";"hpems@flo2.k12.sc.us";"Hannah-Pamplico Elementary/Middle School is helping all students develop the world class skills and life and career characteristics of the Profile of the South Carolina Graduate by providing an environment that supports our purpose— “Awesome Happens Here: Inspiring Learning, Leading, and Caring.”";"https://es.fsd2.org/";"https://www.facebook.com/Hannah-Pamplico-Elementary-Middle-School-343699965781757/?rc=p";"https://es.fsd2.org/apps/pages/index.jsp?uREC_ID=685703&type=d&pREC_ID=1126198";;"https://1.cdn.edl.io/NOvwywGauyZUAbrQiFaEIljXl8714fdd9qSeHsRqtezZbFUP.pdf";;;;;;;;;;;;;;;
1176831;"Pauline Glenn Springs Elementary";"2957 Highway 56";"Pauline";"SC";29374;"SPARTANBURG";"(864) 583-1868";"https://pgs.spart6.org/";;"Where Dreams Begin...";"https://pgs.spart6.org/";"https://www.facebook.com/Pauline-Glenn-Springs-Elementary-School-602950596414474/";;;"https://pgs.spart6.org/apps/pages/index.jsp?uREC_ID=988601&type=d&pREC_ID=1305131";;;"x";"x";"x";;"https://1.cdn.edl.io/mCQGy3OVNdaghq3uSYuwekywKuvAkpcMnLW6Ihb8be0TMuaZ.jpg";"7:45AM - 2:30PM";"7:45AM - 2:30PM";"7:45AM - 2:30PM";"7:45AM - 2:30PM";"7:45AM - 2:30PM";"Closed";"Closed";
1176834;"House of Joy Childcare Center II";"1321 Springsteen Road";"Rock Hill";"SC";29730;"YORK";"(803) 417-7041";;;"Daycare/ ""Where Learning is a Joy""";;"https://www.facebook.com/House-of-Joy-Daycare-126847840723616/";;;;"x";"x";"x";"x";;;;;;;;;;;
1176836;"Roebuck Elementary";"2401 E Blackstock Road";"Roebuck";"SC";29376;"SPARTANBURG";"(864) 576-6151";;"hembrehc@spart6.org";"A STEAM school";;"https://www.facebook.com/Roebuck-Elementary-287273514725108/";;;;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t31.0-8/11782287_845141908938263_1008043307837344878_o.jpg?_nc_cat=0&oh=6e0a36f536b0c2c47357f1010aa717c9&oe=5B9F361F";;;;;;;;
1176837;"Stepping Stones Learning Center LLC";"49 Saint Matthews Rd";"Saint Matthews";"SC";29135;"CALHOUN";"(803) 655-5437";;"katy.sslc@gmail.com";"The mission of Stepping Stones Learning Center is to provide safe, loving, and supportive high quality child care for children in our community.";;"https://www.facebook.com/steppingstoneslc/";;;;"x";"x";"x";"x";;;;"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"Closed";"Closed";
1176838;"Saluda Schools Early Head Start";"403 D N. Calhoun Street";"Saluda";"SC";29138;"SALUDA";"(864) 445-2389";"http://www.saludaschools.org/";;"To establish an educational foundation with diverse learning experiences for all through strong school, family, and community relationships.";"http://www.saludaschools.org/Schools/Saluda-County-Adult-Education";"https://www.facebook.com/Saluda-School-District-1535205733407152/?fref=ts&rf=233116073564198";;;"http://www.saludaschools.org/Parents";;;"x";"x";;;;;;;;;;;
1176842;"Celebration Christian Academy/Preschool";"1441 Jonesville Road";"Simpsonville";"SC";29681;"GREENVILLE";"(864) 688-2900";"http://www.celebrationchurchsc.org/home.html";"info@CelebrationChurchSC.org";"The mission of CCA is helping students to win in life through effective teaching and learning that is biblically sound, academically rigorous, socially engaged, and culturally relevant.";"http://www.celebrationchurchsc.org/academy---preschool.html";"https://www.facebook.com/pg/CelebrationChurchWelcomesYou/about/?ref=page_internal";;;;"x";"x";"x";"x";"x";"x";;"c";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"Closed";"Closed";
1176844;"Fairforest Elementary";"1005 Mt Zion Road";"Spartanburg";"SC";29303;"SPARTANBURG";"(864) 439-5000";"https://fes.spart6.org/";"myfesfb@gmail.com";"The mission of Fairforest Elementary School is to prepare our students for lifelong learning through a challenging curriculum with open communication in a safe, respectful environment.";"https://fes.spart6.org/";"https://www.facebook.com/Fairforest-Elementary-School-635146279849120/";;;;;;;"x";;;"https://1.cdn.edl.io/ECBhnEyQEceDFLlaJm0ckSQsje2TCXVKUTHL8Iyl2ssFVC1i.jpg";;;;;;;;
1176852;"Northwood Academy Pre-school";"100 Charger Drive";"Summerville";"SC";29486;"DORCHESTER";"(843) 764-2271";"https://northwoodacademy.com/home";"preschool@northwoodacademy.com";"To educate students with an emphasis on college preparation, through academic and character development supplemented by the arts, athletics, and the humanities, with Christian values forming the underlying foundation.";"https://northwoodacademy.com/preschool-academics/";"https://www.facebook.com/NAchargers/";;;"https://static1.squarespace.com/static/57027e4ee321408302d81526/t/5accc895f950b7425268d23b/1523370134621/2018-2019+Pre-school+Handbook.pdf";;;"x";"x";;;"https://static1.squarespace.com/static/57027e4ee321408302d81526/t/57a8a0b89f745640fd67cfa4/1528997556444/?format=1500w";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"Closed";"Closed";
1176858;"Colleton Prep Academy";"165 Academy Road";"Walterboro";"SC";29488;"COLLETON";"(843) 538-8959";"http://www.colletonprep.org/";"cpa@colletonprep.org";"We look and learn beyond tomorrow because we know our students will live and work in an ever changing society.  While we prepare our students to be successful in college, we also give them the skills and values they will need to succeed in life.  We are ""creating leaders for a changing world.";"http://www.colletonprep.org/";"https://www.facebook.com/colletonprep/";"http://www.colletonprep.org/employ.html";"http://www.colletonprep.org/admin.html";"http://www.colletonprep.org/handbook.html";;;;"x";"x";;"http://www.colletonprep.org/images/header-test_01.png";"8AM - 2:30PM";"8AM - 2:30PM";"8AM - 2:30PM";"8AM - 2:30PM";"8AM - 2:30PM";"Closed";"Closed";
1176859;"Little Angels Child Development Center";"67 Rocky One Road";"Winnsboro";"SC";29180;"FAIRFIELD";"(803) 712-0230";;;"Providing Quality Child Care....Where Good Beginnings Never End...";;"https://www.facebook.com/Little-Angels-Child-Development-Center-1360171254047032/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/16938839_1360367160694108_5984748376615237593_n.jpg?_nc_cat=0&oh=b77a4dd01aa8a95d43b1d7146b6439a3&oe=5BA7B163";;;;;;;;
1176861;"Fennell Elementary CDEPP";"131 Yemassee Highway";"Yemassee";"SC";29945;"HAMPTON";"(803) 398-5591";"http://www.hampton1.org/";;"Fennell Elementary’s mission is to assist in the total development of our students. We will provide students with wholesome learning experiences that will enable them to apply knowledge, to analyze, create, and evaluate these experiences. ";"http://fennellelem.sc.schoolinsites.com/";;;;"http://images.pcmac.org/SiSFiles/Schools/SC/Hampton/FennellElem/Uploads/Publications/Fennell_Elementary_Magnet_School_HB.pdf";;;"x";"x";;;"http://images.pcmac.org/SiSFiles/Schools/SC/Hampton/FennellElem/images/homeclick.gif";"7AM - 2:30PM";"7AM - 2:30PM";"7AM - 2:30PM";"7AM - 2:30PM";"7AM - 2:30PM";"Closed";"Closed";
1176891;"RAGGEDY ANN AND ANDY PRESCHOOL AND DAYCARE, LLC";"707 N CENTENNIAL ST";"KIRKSVILLE";"MO";63501;"ADAIR";"(660) 995-4635";;"barbara.askew@outlook.com";;;;;;;;;;;;;;;;;;;;;
1176895;"LIL' CARDS LLC";"294 S 65 HWY";"LINCOLN";"MO";65338;"BENTON";"(660) 547-0220";;;"We provide safe quality care in a warm and welcoming environment to the children in the surroundings communities. A great learning, social development.";;"https://www.facebook.com/Lil-Cards-Daycare-257610468058536/";;;;;;;;;;;;;;;;;;
1176897;"PARKVIEW KIDS CLUB";"120 E GANO CHANCE DR";"CENTRALIA";"MO";65240;"BOONE";"(573) 682-4521";"http://www.parkviewcentralia.org/pcc/";"parkviewkidsclub@gmail.com";"Parkview Kids Club was founded to provide a Christ-centered safe and nurturing environment for children kindergarten through 6th grade before and after-school.";"http://www.parkviewcentralia.org/pcc/kids-club/";;;;;;;;"x";;;"http://www.parkviewcentralia.org/pcc/files/cache/55e14ce415f1373b5624230323eb0b7d_f17.jpg";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"6:30AM-6PM";"Closed";"Closed";
1176906;"THE SANDLOT PRESCHOOL AND ACTIVITY CENTER LLC";"6420 E HIGHWAY 124";"HALLSVILLE";"MO";65255;"BOONE";"(573) 696-2020";;"thesandlotkids2020@gmail.com";"Daycare and preschool";;"https://www.facebook.com/thesandlotkids/";;;;"x";"x";"x";;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/13077092_1624504877874699_8119013621790607099_n.jpg?_nc_cat=0&oh=1786ac31c74541dc0052bb3fe0e15203&oe=5BBECEE1";"6:30AM-5PM";"6:30AM-5PM";"6:30AM-5PM";"6:30AM-5PM";"6:30AM-5PM";"Closed";"Closed";
1176908;"BUSY BEE'S CHILDCARE";"127 TURNER PKWY";"CAMDENTON";"MO";65020;"CAMDEN";"(573) 525-1873";;;;;;;;;;;;;;;;;;;;;;;
1176910;"CHILDREN'S PLAYHOUSE AND LEARNING CENTER, LLC";"210 W WALNUT ST";"RAYMORE";"MO";64083;"CASS";"(816) 679-5073";;"samid14@hotmail.com";"samid14@hotmail.com";;"https://www.facebook.com/childrensplayhouseandlearningcenterLLC/";"https://www.facebook.com/pg/childrensplayhouseandlearningcenterLLC/jobs/?ref=page_internal";;;;;"x";;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/22310404_122816308424504_4581076593548233276_n.jpg?_nc_cat=0&oh=70c3e5460fee6118fe000f33bb57272e&oe=5BBB6D18";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176911;"EL DORADO SPRINGS R-2 SCHOOL DISTRICT";"1018 S PARK ST";"EL DORADO SPRINGS";"MO";64744;"CEDAR";"(417) 876-3112";"https://sites.google.com/a/mail.eldo.k12.mo.us/el-dorado-springs-schools/";"tlanser@mail.eldo.k12.mo.us";"The Mission of the El Dorado Springs R-2 School District is to provide an appropriate, comprehensive, quality education for ALL students with an emphasis on character development, and the acquisition of skills necessary for full participation in a changing society. We affirm that meaningful learning is a lifelong process involving home, school, and community.";"https://sites.google.com/a/mail.eldo.k12.mo.us/el-dorado-springs-schools/";;;;"https://docs.google.com/document/d/1endbzif3zeAV33skyBx9tZWSfQMkFvTQZxL0DiafIEI/edit?usp=drive_web";;;"x";"x";;;"https://sites.google.com/a/mail.eldo.k12.mo.us/el-dorado-springs-schools/_/rsrc/1470256611177/config/customLogo.gif?revision=45";"8:10AM - 3PM";"8:10AM - 3PM";"8:10AM - 3PM";"8:10AM - 3PM";"8:10AM - 3PM";"Closed";"Closed";
1176913;"STOCKTON R-1 SCHOOLS";"906 SOUTH ST";"STOCKTON";"MO";65785;"CEDAR";"(417) 276-5143";"https://www.stockton.k12.mo.us/";"dcrawford@stockton.k12.mo.us";"As a Stockton Tiger we strive to meet the individual needs of our students. Our Mission is to offer a complete program to educate and equip each student to live a responsible and profitable life as a citizen of the community, nation, and world";"https://www.stockton.k12.mo.us/";;"https://drive.google.com/file/d/13NDbd0ywLCpYfAtdT2_MqGBI8_7VCeNz/view?usp=sharing";;;;;"x";"x";;;"https://www.stockton.k12.mo.us/assets/apptegy_cms/themes/stocktonmo/logo-267376e88fcc6ca04a7eb945170881f2.png";;;;;;;;
1176916;"LEARN AND GROW ORGANIC DAYCARE LLC";"1879 N STATE HIGHWAY CC";"NIXA";"MO";65714;"CHRISTIAN";"(417) 812-6008";"http://www.springfieldorganicdaycare.com/";"learnandgroworganicdaycare@gmail.com";"Our mission is to provide a unique enriching experiences through outstanding quality care, organic healthy foods and attention to detail.  We want to change the perception of what a daycare should be and to far exceed the expectations of parent";"http://www.springfieldorganicdaycare.com/";"https://www.facebook.com/LearnandGrowOrganicDaycare/";"https://www.facebook.com/pg/LearnandGrowOrganicDaycare/jobs/?ref=page_internal";;;"x";"x";;;;;"http://nebula.wsimg.com/39866f2c6bd851e7c768c2147130586b?AccessKeyId=8D618EBF117355EC5495&disposition=0&alloworigin=1";;;;;;;;
1176918;"LOVE THE CHILDREN PRESCHOOL AND DAYCARE, LLC";"5055 N STATE HIGHWAY NN";"OZARK";"MO";65721;"CHRISTIAN";"(417) 731-4005";;"wendy@lovethechildrenpreschool.com";;;;;;;;;;;;;;;;;;;;;
1176919;"OZARK PRESCHOOL CIRCLE OF FRIENDS";"1517 S 4TH AVE";"OZARK";"MO";65721;"CHRISTIAN";"(417) 581-0046";;"ozark.preschool@yahoo.com";;;"https://www.facebook.com/ltckids/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c1.0.200.200/p200x200/1618640_846174638741372_344739021_n.jpg?_nc_cat=0&oh=f1dac8c53a7b2283792f737036b25e5f&oe=5BA1A99F";;;;;;;;
1176920;"ABBC PRESCHOOL";"800 NE 72ND ST";"GLADSTONE";"MO";64118;"Clay";"(816) 436-1649";;;"A preschool program offering early education and pre-kindergarten readiness classes that engage children in successful early learning.";;"https://www.facebook.com/abbcpreschool/";;;;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/12806193_1679348302335480_3688827270080187777_n.jpg?_nc_cat=0&oh=9f9c293fe8bc52200d3ebe5da98e1e1c&oe=5BBADE65";;;;;;;;
1176921;"LITTLE LAMBS PRESCHOOL";"2800 NE 64TH ST";"GLADSTONE";"MO";64119;"Clay";"(816) 454-6595";;;;;;;;;;;;;;;;;;;;;;;
1176923;"BRIGHTON MONTESSORI, LLC";"5026 N BRIGHTON AVE";"KANSAS CITY";"MO";64119;"JACKSON";"(816) 455-1175";"https://www.lpecs.com/";"laurahuddart.montessori3@gmail.com";"Brighton Montessori is a True Montessori school that serves children ages 6 weeks to 6 years! With combined experience over 75 years!";"https://www.lpecs.com/";"https://www.facebook.com/brightonmontessori3";;;;"x";"x";"x";"x";;;;"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"Closed";"Closed";
1176925;"STATION 17 LLC";"111 NW BARRY RD";"KANSAS CITY";"MO";64155;"JACKSON";"(816) 420-0604";;"AshleyJM33@gmail.com";;;;;;;;;;;;;;;;;;;;;
1176927;"THE LEARNING TREE DAYCARE & PRESCHOOL LLC";"3536 NW GOWER RD";"GOWER";"MO";64454;"CLINTON";"(816) 424-3373";;"kimberlyk_thelearningtreedaycare@live.com";"Are you, as a working parent, worried about your child's growth and development? Let the staff at The Learning Tree Daycare And Preschool of Gower.";;"https://www.facebook.com/The-Learning-Tree-Daycare-1682603851977556/?rf=381551955374089";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-0/p370x247/12718343_1682604151977526_8728184755339948480_n.png?_nc_cat=0&oh=25d54885ba660649fd08533087bf1d94&oe=5BBA5CDA";"6AM - 5:30PM";"6AM - 5:30PM";"6AM - 5:30PM";"6AM - 5:30PM";"6AM - 5:30PM";"Closed";"Closed";
1176929;"SYCAMORE PLACE LLC";"3219 MASONIC CT";"JEFFERSON CITY";"MO";65109;"COLE";"(573) 301-5410";;"sycamorepreschool@gmail.com";;;;;;;;;;;;;;;;;;;;;
1176931;"MISSOURI OZARKS COMMUNITY ACTION, INC.";"357 JOST ST";"BOURBON";"MO";65441;"CRAWFORD";"(573) 732-4426";;" ";;;;;;;;;;;;;;;;;;;;;
1176932;"CLARKTON CONSOLIDATED SCHOOL DISTRICT C-4";"206 E HIGHWAY 162";"CLARKTON";"MO";63837;"DUNKLIN";"(573) 448-3712";"http://www.clarktonschools.org/elementary-school-0";"lmiller@clarkstonschools.org";;"http://www.clarktonschools.org/elementary-school-0";;"http://www.clarktonschools.org/employment-applications";"http://www.clarktonschools.org/forms-0";"http://www.clarktonschools.org/sites/clarktonschools.org/files/17-18_student_handbook.pdf";;;"x";"x";;;"http://www.clarktonschools.org/sites/clarktonschools.org/files/new_logo_-_10_31_17.png";;;;;;;;
1176933;"NEW HAVEN SCHOOL DISTRICT";"201 E ELTON AVE";"NEW HAVEN";"MO";63068;"FRANKLIN";"(573) 237-2141";;"jkinerk@newhavenschools.us";;;;;;;;;;;;;;;;;;;;;
