"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1178106;"DELAWARE CHRISTIAN";"45 BELLE AVE";"DELAWARE";"OH";43015;"DELAWARE";7403638425;"http://dcschool.org/";"jane.miner@dcschool.org";"Our Pre-K program provides a positive environment where the children will grow and find that school is a great place. We are setting the foundation for young learners to enter kindergarten ready for success.";"http://dcschool.org/academics/preschool/";"https://www.facebook.com/DelawareChristianEagles/";"http://dcschool.org/about/employment/";"http://dcschool.org/admissions/admissions-process/";"http://dcschool.org/images/uploads/Pre-K%20Handbook,%20revised%20January%202015.pdf";;;;"x";;;"http://dcschool.org/static/img/dcs-logo-horizontal.png";"8:30AM - 3PM";"8:30AM - 3PM";"8:30AM - 3PM";"8:30AM - 3PM";"8:30AM - 3PM";"Closed";"Closed";
1178107;"DELPHOS ST. JOHN PRESCHOOL";"722 S JEFFERSON ST";"DELPHOS";"OH";45833;"ALLEN";"(419) 692-9806";"http://www.delphosstjohns.org";"stant@delphosstjohns.org";"Early development is essential to the growth of your child. We know how important the right start is for every child's educational experience. At St. John's Preschool, we consider the spiritual, intellectual, social, artistic, and physical growth of our students as we prepare them for what lies ahead. Above all, we work to provide a nurturing environment where age-specific programs were developed to meet the needs of our students.";"http://www.delphosstjohns.org/preschool_home.aspx";"https://www.facebook.com/Delphos-St-Johns-Preschool-1184663654917740/";"http://www.delphosstjohns.org/Employment.aspx";"https://delphosstjohnsoneview.esvportal.com/";"http://www.delphosstjohns.org/Downloads/preschool%20handbook%202017-20183.doc";;;"x";"x";;;"http://www.delphosstjohns.org/sysimages/LOGO.png";"8AM - 2:30PM";"8AM - 11:15AM";"8AM - 2:30PM";"8AM - 11:15AM";"8AM - 2:30PM";"Closed";"Closed";
1178108;"DELSHIRE ELEMENTARY";"4402 GLENHAVEN ROAD";"CINCINNATI";"OH";45238;"HAMILTON";7402083886;"http://www.ohlsd.us/delshire-elementary-school/";"berger_m@ohlsd.org";"The Oak Hills Early Childhood  Programs, located at Delshire Elementary and J. F. Dulles Elementary Schools, provide a multi-age classroom for preschoolers focused on supporting Kindergarten Readiness Skills for our district’s 3, 4 and 5-year-olds.";"http://www.ohlsd.us/delshire-elementary-school/preschool-program-23/";"https://www.facebook.com/DelshireElementary/";"http://www.ohlsd.us/departments/hr---employment-9/employment-26/";"http://www.ohlsd.us/delshire-elementary-school/registration-22/";"https://docs.google.com/document/d/1sg2tSQN2CIWFzmpevEY5oTrfgX9dkMeOKAazQS0cn-c/edit";;;"x";"x";;;"http://www.ohlsd.us/layout/images/logoDelshire.png";"8:15AM - 3PM";"8:15AM - 3PM";"8:15AM - 3PM";"8:15AM - 3PM";"8:15AM - 3PM";"Closed";"Closed";
1178109;"DELSHIRE ELEMENTARY SCHOOL";"4402 GLENHAVEN RD";"CINCINNATI";"OH";45238;"HAMILTON";5134711766;"http://www.ohlsd.us/delshire-elementary-school/";"berger_m@ohlsd.org";"The Oak Hills Early Childhood  Programs, located at Delshire Elementary and J. F. Dulles Elementary Schools, provide a multi-age classroom for preschoolers focused on supporting Kindergarten Readiness Skills for our district’s 3, 4 and 5-year-olds.";"http://www.ohlsd.us/delshire-elementary-school/preschool-program-23/";"https://www.facebook.com/DelshireElementary/";"http://www.ohlsd.us/departments/hr---employment-9/employment-26/";"http://www.ohlsd.us/delshire-elementary-school/registration-22/";"https://docs.google.com/document/d/1sg2tSQN2CIWFzmpevEY5oTrfgX9dkMeOKAazQS0cn-c/edit";;;"x";"x";;;"http://www.ohlsd.us/layout/images/logoDelshire.png";"8:15AM - 3PM";"8:15AM - 3PM";"8:15AM - 3PM";"8:15AM - 3PM";"8:15AM - 3PM";"Closed";"Closed";
1178110;"DELTA SCHOOL";"1099 PANTHER PRIDE DRIVE";"DELTA";"OH";43515;"FULTON";5674444800;"http://www.pdys.org/";"ebernal@pdys.org";"Delta Elementary provides a safe and challenging learning environment for ALL students.  Student growth is fostered by positive relationships with other students and staff.";"http://www.pdys.org/elementary-school";"https://www.facebook.com/pikedeltayork.schools/";"http://www.pdys.org/Careers";"http://www.pdys.org/registration-forms";"http://www.pdys.org/files/DES_Student_Handbook_2016_17.pdf";;;"x";"x";;;"http://www.pdys.org/themes/deltatheme/images/logo.gif";"7:45AM - 3:30PM";"7:45AM - 3:30PM";"7:45AM - 3:30PM";"7:45AM - 3:30PM";"7:45AM - 3:30PM";"Closed";"Closed";
1178114;"DEMMITT ELEMENTARY SCHOOL";"1010 E NATIONAL RD";"VANDALIA";"OH";45377;"MONTGOMERY";9374156500;"http://www.vbcsd.com/";"Garry.Martin@vbcsd.org";"Noted for doing what’s best for kids, Demmitt Elementary has a proud tradition of fostering excellence in education. Our teachers are dedicated to using best practices and finding new methods for helping students achieve their potential. Building strong relationships with the Demmitt community is one of our hallmarks.";"http://www.vbcsd.com/4/Home";"https://www.facebook.com/vandaliabutlercsd/?ref=aymt_homepage_panel";;"http://www.vbcsd.com/5/Content2/48";"http://www.vbcsd.com/userfiles/459/my%20files/demmitt%20student%20handbook%202017-18.pdf?id=550051";;;"x";"x";;;;"9AM -3:25PM";"9AM -3:25PM";"9AM -3:25PM";"9AM -3:25PM";"9AM -3:25PM";"Closed";"Closed";
1178115;"DENISON";"3799 W 33RD ST";"CLEVELAND";"OH";44109;"CUYAHOGA";2167412916;"http://www.clevelandmetroschools.org/";;"We nurture confidence in students to aspire to college by maintaining high expectations and conveying the message that all students can succeed in college. We encourage students to prepare for life beyond graduation by increasing rigor, creativity and digital literacy in the classroom. We have enrichment and extracurricular activities that offer participation and leadership options to all students.";"http://www.clevelandmetroschools.org/Denison";"https://www.facebook.com/pages/Denison/386518768170147";;"http://www.clevelandmetroschools.org/Page/11354";;;;"x";"x";;;"http://www.clevelandmetroschools.org/cms/lib05/OH01915844/Centricity/Template/GlobalAssets/images///logos/denisonDragon17web.jpg";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"Closed";"Closed";
1178117;"DESTINY CHILDCARE & DEVELOPMENT CENTER";"5550 READING ROAD";"CINCINNATI";"OH";45237;"HAMILTON";5136319164;"https://www.destinychildcare.org/";"katrinayancey@destinychildcare.org";"DCDC will provide effective early childhood services in a safe and caring environment that promotes the healthy development of the children in our care.";"https://www.destinychildcare.org/";"https://www.facebook.com/DestinyChildCareDevelopmentCenter/";;"https://www.destinychildcare.org/about1-c1z94";"https://docs.wixstatic.com/ugd/471a02_345a07a65a2a4912a2f7fc3ca642073d.pdf";"x";"x";"x";"x";;;"https://static.wixstatic.com/media/471a02_1c35412a03bc4e8e95f83f29da5f53c4~mv2_d_3000_1896_s_2.png/v1/fill/w_396,h_196,al_c,usm_0.66_1.00_0.01/471a02_1c35412a03bc4e8e95f83f29da5f53c4~mv2_d_3000_1896_s_2.png";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"Closed";"Closed";
1178116;"DENTZLER ELEMENTARY SCHOOL";"3600 DENTZLER RD";"PARMA";"OH";44134;"CUYAHOGA";4408852430;"https://www.parmacityschools.org/";;"The Dentzler Elementary School vision, as an excellent school, is to become a collaborative learning community to improve student achievement.  The excellence and rigor with which we pursue the fundamentals is one of the high expectations for all learners.  We believe in meeting the needs of our diverse population via assessment, research, and data-driven instruction.  The creativity necessary to construct innovative products and solve problems is fostered by our fine arts and physical education programs.  To that end, we are committed to developing relationships with stakeholders to create a successful learning experience for all children.";"https://www.parmacityschools.org/Domain/8";"https://www.facebook.com/pages/Dentzler-Elementary-School/836879463000422";;"https://www.parmacityschools.org/Page/2086";"https://www.parmacityschools.org/site/handlers/filedownload.ashx?moduleinstanceid=3272&dataid=15709&FileName=Parent%20Student%20Handbook%202018-2019_1.pdf";;;"x";"x";;;"https://www.parmacityschools.org/cms/lib/OH01914497/Centricity/Template/GlobalAssets/images///new-logos/dentzler.png";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"9:10AM - 3:30PM";"Closed";"Closed";
1178118;"DEVONSHIRE ALTERNATIVE ELEMENTARY SCHOOL";"6286 AMBLESIDE DR";"COLUMBUS";"OH";43229;"FRANKLIN";"614-365-5335";"https://www.ccsoh.us/";"FACTLine@columbus.k12.oh.us";" Columbus City Schools has high-quality schools and programs to meet every child’s needs. Whether you’re interested in traditional schools, or alternative schools featuring performing arts, STEM, language immersion, gender-specific, or career-technical programming, you’ll find top-notch schools that will help your child to learn, dream, and succeed.";"https://www.ccsoh.us/devonshirees";"https://www.facebook.com/Devonshire-Alternative-Elementary-PTA-273649212664242/";"https://www.ccsoh.us/jobs";"https://www.ccsoh.us/enroll";;;;"x";"x";;;"https://www.ccsoh.us/cms/lib/OH01913306/Centricity/Template/GlobalAssets/images///logos/Devonshire%20ES%20Web.png";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"Closed";"Closed";
1178119;"DIAMOND OAKS CDC";"6375 HARRISON AVE";"CINCINNATI";"OH";45247;"HAMILTON";5135741300;"https://www.greatoaks.com/";"roddyd@greatoaks.com";"Great Oaks specializes in career and technical education for both high school students and adults. At four campuses, Great Oaks high school students prepare for careers and college, and adults get training and certification to begin a new career or advance in a current career.";"https://hs.greatoaks.com/campuses/diamond/";"https://www.facebook.com/Diamond-Oaks-Career-Campus-305635502880953/";"https://www.greatoaks.com/jobs/";"https://hs.greatoaks.com/campuses/diamond/ezpay/";"https://hs.greatoaks.com/wp-content/uploads/2017/10/2017-18-Student-Handbook.pdf";;;"x";"x";;;"https://adults.greatoaks.com/wp-content/uploads/sites/3/2016/06/go_logo_white2.png";"8:15AM - 10:15PM";"8:15AM - 10:15PM";"8:15AM - 10:15PM";"8:15AM - 10:15PM";"8:15AM - 10:15PM";"Closed";"Closed";
1178121;"DILEY Y-CLUB";"750 PRESTON TRAILS DR";"PICKERINGTON";"OH";43147;"FAIRFIELD";6148349622;"https://www.pickerington.k12.oh.us/";"david_ball@plsd.us";"Our mission is to provide an engaging, innovative and holistic experience that empowers all students to become responsible, productive citizens.";"https://www.pickerington.k12.oh.us/diley-middle-school/";"https://www.facebook.com/PickeringtonSchools";;"https://www.pickerington.k12.oh.us/diley-middle-school/enroll-update-contact-information/";"https://www.pickerington.k12.oh.us/diley-middle-school/forms/";;;;"x";;;"https://www.pickerington.k12.oh.us/diley-middle-school/wp-content/uploads/sites/11/2015/06/h-diley.jpg";"9:15AM - 4:05PM";"9:15AM - 4:05PM";"9:15AM - 4:05PM";"9:15AM - 4:05PM";"9:15AM - 4:05PM";"Closed";"Closed";
1178124;"DISCOVERY";"855 MILLSBORO RD";"MANSFIELD";"OH";44903;"RICHLAND";4197568880;"https://www.discovery-school.net/";"schwartz@discovery-school.net";"Our students are encouraged to explore new challenges by taking productive risks and experimenting with ideas in a safe and nurturing environment.";"https://www.discovery-school.net/";"https://www.facebook.com/discoveryschoolmansfield/";"https://www.discovery-school.net/our-people/employment-opportunities";"https://www.discovery-school.net/admissions-2";;;;;"x";;;"https://www.discovery-school.net/upload/images/logos/discovery-school-logo.png";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"Closed";"Closed";
1178125;"DISCOVERY CENTER";"1973 STATE ROUTE 47 E";"BELLEFONTAINE";"OH";43311;"LOGAN";9375922009;"http://www.logancbdd.org/";;"The Discovery Center for Children is an integrated preschool program for children, ages 3-5. Public Law 99-457, a federal law, requires that school districts provide special education services for children 3-5 who are experiencing significant delays in their development.";"http://www.logancbdd.org/html/discovery_center.html";;"http://www.logancbdd.org/html/employment.html";;;;;"x";"x";;;"http://www.logancbdd.org/assets/images/Main-Heading-Banner-2.gif";"9AM - 3:45PM";"9AM - 3:45PM";"9AM - 3:45PM";"9AM - 3:45PM";"9AM - 3:45PM";"Closed";"Closed";
1178126;"DIVINE MERCY SCHOOL";"120 ARTURUS ST";"PAYNE";"OH";45880;"PAULDING";4192632114;"https://divinemercycatholic.com/";;"At Divine Mercy Parish, the religious education program for children in Kindergarten through 8th grade is called Parish School of Religion (or PSR). Classes are offered at various times and locations on Wednesdays from mid-September through the first week of May. Families can choose whatever time and location works best for them.";"https://divinemercycatholic.com/school/";;;;;;;"x";;;;"https://divinemercycatholic.com/wp-content/uploads/school-logo-768x297.png";;;;;;;;
1178127;"DIXIE ELEMENTARY SCHOOL";"1150 W MAIN ST";"NEW LEBANON";"OH";45345;"MONTGOMERY";9376873511;"http://www.newlebanonschools.org/";"hkeadle@newlebanonschools.org";"Dixie Elementary School will be a safe learning environment in which all students will be able to learn, a positive and respectful environment in which all teachers will be most effective and a welcoming environment in which parents and community will have opportunities to be involved. ";"http://www.newlebanonschools.org/dixie-elementary-school";"https://www.facebook.com/pages/Dixie-Elementary-School/611600205616886";;"https://docs.google.com/document/d/1QMKXq5jyoe5i47kKjnKOKnbfemCF67HhYRR9URmXyb0/edit?usp=drive_web";"https://docs.google.com/document/d/1hjxnB14njKX4V4gbvEhmBbbt4y4Y73yXO1V-PvrTLi4/edit";;;"x";"x";;;"http://www.newlebanonschools.org/_/rsrc/1504195887813/config/customLogo.gif?revision=14";"7:15AM - 2:45PM";"7:15AM - 2:45PM";"7:15AM - 2:45PM";"7:15AM - 2:45PM";"7:15AM - 2:45PM";"Closed";"Closed";
1178129;"DLS STEM CAMP";"2323 LAKE CLUB DR";"COLUMBUS";"OH";43232;"FRANKLIN";6145565453;"https://www.educationdls.com/";"stemdlseducation@gmail.com";"DLS Education Services believes that everyone should have the opportunity to explore careers in science, technology, engineering, and math (STEM). ";"https://www.educationdls.com/";"https://www.facebook.com/dlseducationstem/";;"https://www.educationdls.com/2nd-annual-stem-camp-1/";;;;;;;;"https://static1.squarespace.com/static/58c9cc1d9f74567f6f5132e5/t/58d715ed893fc05195950244/1526922138291/?format=1500w";;;;;;;;
1178130;"DOHERTY";"2726 JOHNSTONE PL";"CINCINNATI";"OH";45206;"HAMILTON";5139612792;"https://www.7hills.org/";"admissions@7hills.org";"An independent college preparatory school serving students from age two and a half through grade twelve.";"https://www.7hills.org/";"https://www.facebook.com/The-Seven-Hills-School-205824903120/";"https://www.7hills.org/about/employment/";"https://www.7hills.org/admissions/how-to-apply/";;;"x";"x";"x";;;;"7:30Am - 6PM";"7:30Am - 6PM";"7:30Am - 6PM";"7:30Am - 6PM";"7:30Am - 6PM";"Closed";"Closed";
1178131;"DOHRON WILSON SCHOOL";"60 HIGH ST";"MECHANICSBURG";"OH";43044;"CHAMPAIGN";9374841557;"http://mcburg.org/";"dwe-office@mcburg.org";"Sharing educational, inspirational information with fellow educators for the betterment of the students, staff and communities we serve.";"http://mcburg.org/";"https://www.facebook.com/McBURG.DWE/";"http://mechanicsburgoh.apptegy.us/o/district/page/employment--77";;;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/20431427_1847175668642484_2086369004204042170_n.png?_nc_cat=0&oh=4abc974ccbdddfc902f2c3faa7641211&oe=5C0CA1AD";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"9AM -3:30PM";"Closed";"Closed";
1178132;"DORR STREET SCHOOL";"1205 KING RD";"TOLEDO";"OH";43617;"LUCAS";4192454150;"http://www.springfield-schools.org/";"CheriCopeland-Shull@Springfield-schools.org";"The dedication of Dorr's teaching staff is second to none as they work tirelessly and together to help every child be his/her personal best. ";"https://sites.google.com/a/springfield-schools.org/springfield-dorr-elementary/";"https://www.facebook.com/pages/Dorr-Street-Elementary-School/1504382566489868";;;"https://sites.google.com/a/springfield-schools.org/springfield-parents/";;;"x";"x";;;;"8:30AM - 3PM";"8:30AM - 3PM";"8:30AM - 3PM";"8:30AM - 3PM";"8:30AM - 3PM";"Closed";"Closed";
1178134;"DOUGLAS MACARTHUR";"4401 VALLEYSIDE RD";"CLEVELAND";"OH";44135;"CUYAHOGA";2162675969;"http://www.clevelandmetroschools.org/";;"At Douglas MacArthur Girls Leadership Academy, we grow leaders. As a top performing all-girl school educating students from pre-kindergarten through eighth grade,  we employ research-based educational strategies geared toward the way girls learn best to help our young ladies reach their full potential. ";"http://www.clevelandmetroschools.org/DMGLA";"https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fgroups%2FDMGLASPO%2F";;;;;;"x";"x";;;"http://www.clevelandmetroschools.org/cms/lib05/OH01915844/Centricity/Template/GlobalAssets/images///logos/DGLMAc.png";"8:15AM -3:45PM";"8:15AM -3:45PM";"8:15AM -3:45PM";"8:15AM -3:45PM";"8:15AM -3:45PM";"Closed";"Closed";
1178135;"DOVER HIGH SCHOOL";"520 N WALNUT ST";"DOVER";"OH";44622;"TUSCARAWAS";3303647148;"http://dovertornadoes.com/";;"Every day, we embrace our mission of ""Addressing Tomorrow's Challenges Today."" We, at Dover Schools, recognize that education has evolved and the requirements of a graduate prepared for college or the workplace have changed. We will strive to provide our students with the curriculum and experience to best prepare them for the world they will encounter when they leave our schools.";"http://dovertornadoes.com/campuses/dover-high-school.php";"https://www.facebook.com/pages/Dover-High-School/112450565434661";;;"http://dovertornadoes.com/downloads/high-school-handbook-2017-2018.pdf";;;;;;;"http://dovertornadoes.com/img/banner.png";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"Closed";"Closed";
1178136;"DOVER MIDDLE SCHOOL";"2131 N WOOSTER AVE";"DOVER";"OH";44622;"TUSCARAWAS";3303647121;"http://dovertornadoes.com/";;"Dover Middle School is a student-centered place committed to the educational growth and success of each of our students. Housing grades 6, 7, and 8, we realize the incredible responsibility it is to educate the middle school age child and strive to meet the needs of every student with us as they navigate through this particularly important and formative stage of educational and personal development.";"http://dovertornadoes.com/campuses/dover-middle-school.php";"https://www.facebook.com/pages/Dover-High-School/112450565434661";;;"http://dovertornadoes.com/downloads/high-school-handbook-2017-2018.pdf";;;;;;;"http://dovertornadoes.com/img/banner.png";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"7:40AM - 2:45PM";"Closed";"Closed";
1178137;"DREAMERS TO LEADERS ACADEMY";"2959 COLERAIN AVE";"CINCINNATI";"OH";45225;"HAMILTON";5134320832;;"dreamerstoleaders@gmail.com";;;"https://www.facebook.com/Dreamers-To-Leaders-775951595898118/";;;;"x";"x";"x";"x";;;"https://www.facebook.com/775951595898118/photos/a.775957055897572.1073741826.775951595898118/775957512564193/?type=1&theater";"6AM - 11PM";"6AM - 11PM";"6AM - 11PM";"6AM - 11PM";"6AM - 11PM";"Closed";"Closed";
1178139;"DREAM'S IN HEAVEN CHILDCARE";"14070 EUCLID";"EAST CLEVELAND";"OH";44112;"CUYAHOGA";2167590540;;;;;;;;;;;;;;;;;;;;;;;
1178140;"DRESDEN ELEMENTARY SCHOOL";"1318 MAIN ST";"DRESDEN";"OH";43821;"MUSKINGUM";7407544001;"http://www.tri-valley.k12.oh.us/";"hwelch@tvschools.org";"The mission of the Tri-Valley Local School District, a progressive, responsive, caring educational leader, is to ensure a quality education for all students, encourage individual success, and stimulate lifelong learning through an innovative staff, a student-centered curriculum and a technologically enriched learning environment that involves parents and community.";"http://www.tri-valley.k12.oh.us/3/home";"https://www.facebook.com/pages/Dresden-Elementary-School/1602388519988978";"http://www.tri-valley.k12.oh.us/Content2/employment";"http://www.tri-valley.k12.oh.us/Content2/enrollmentinformation";"http://www.tri-valley.k12.oh.us/docs/building/3/2018-2019%20elementary%20%20handbook.pdf?id=154979";;;;"x";;;;;;;;;;;
1178141;"DUBLIN PREP ACADEMY SCHOOL";"5720 AVERY RD";"DUBLIN";"OH";43016;"FRANKLIN";"(614) 799-9395";"https://prepacademyschools.org/";"MissLaurie@PrepAcademySchools.org";"At Prep Academy Junior and Prep Academy Schools we are dedicated to the development and growth of every one of our young students. They are not only our priority, but they are also our passion! Every facet of our daycares and preschools, from our child-friendly facilities and decor to our accelerated academics, is geared to bringing out the best in each child under the guidance of our certified, loving and nurturing teachers. At Prep Academy Schools we are committed to an individualized learning experience for each child, small class size, pervasive use of technology, and a clean, safe, and secure learning environment in ultra-modern facilities.";"https://prepacademyschools.org/programs/";"https://www.facebook.com/PrepAcademySchools/";"https://prepacademyschools.org/employment/";"https://prepacademyschools.org/admissions/";;"x";"x";"x";"x";"x";"x";"https://prepacademyschools-yz2jaowlqcratahursk.netdna-ssl.com/wp-content/uploads/2016/05/prep-academy-logo1-300x81.png";;;;;;;;
