"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1178964;"NEW RICHMOND ELEMENTARY SCHOOL";"1141 BETHEL NEW RICHMOND RD";"NEW RICHMOND";"OH";45157;"CLERMONT";5135533181;"http://www.nrschools.org/";"kunz_j@nrschools.org";"The New Richmond Schools​, in partnership with parents and community, provides all students with a comprehensive educational experience in a safe and nurturing environment, preparing them for the highest levels of personal achievement with the ability to demonstrate confidence, leadership and responsibility.";"http://www.nrschools.org/newrichmondelementaryschool_home.aspx";"https://www.facebook.com/NREVSD/";"http://www.nrschools.org/EmploymentOpportunities.aspx";"http://www.nrschools.org/StudentRegistration.aspx";"http://www.nrschools.org/Downloads/Copy%20of%20Handbook%202017-2018.pdf";;;"x";"x";;;"http://www.nrschools.org/sysimages/logo.png";"8:45AM - 3:30PM";"8:45AM - 3:30PM";"8:45AM - 3:30PM";"8:45AM - 3:30PM";"8:45AM - 3:30PM";"Closed";"Closed";
1178965;"NEW RIEGEL SCHOOL";"44 N PERRY ST";"NEW RIEGEL";"OH";44853;"SENECA";4194472927;"https://sites.google.com/a/newriegelschools.org/new-riegel-schools/home";"socialmedia@newriegelschools.org";"The New Riegel Local School District is located in southwest Seneca County. It is a rural school district, encompassing approximately 38 square miles. The district's 440 students are housed in a facility, opened in 2003, within the village of New Riegel.";"https://sites.google.com/a/newriegelschools.org/new-riegel-schools/home";"https://www.facebook.com/NewRiegelSchool/";"https://sites.google.com/a/newriegelschools.org/new-riegel-schools/documents-forms";"https://sites.google.com/a/newriegelschools.org/new-riegel-schools/documents-forms";"https://docs.google.com/viewer?a=v&pid=sites&srcid=bmV3cmllZ2Vsc2Nob29scy5vcmd8bmV3LXJpZWdlbC1zY2hvb2xzfGd4OjEzNTljOTZjZTMyMjU0OGU";;;"x";"x";;;"https://sites.google.com/a/newriegelschools.org/new-riegel-schools/_/rsrc/1511208738643/config/customLogo.gif?revision=8";"7:40AM - 3PM";"7:40AM - 3PM";"7:40AM - 3PM";"7:40AM - 3PM";"7:40AM - 3PM";"Closed";"Closed";
1178966;"NEW SCHOOL SCH";"3 BURTON WOODS LN";"CINCINNATI";"OH";45229;"HAMILTON";5132817999;"http://newschoolmontessori.com/";"jeff.groh@thenewschool.cc";"Our mission is to foster the development of the whole child by providing an intellectually rich and challenging curriculum in a safe, caring and joyous environment. All our activities are carried out in an atmosphere of respect for the child and respect for one another. We strive to promote academic excellence, individuality, interdependence, imagination, creativity, inner discipline and self-esteem. We welcome and honor cultural, ethnic, religious and economic diversity and we are committed to teaching peace, conflict resolution and global awareness. Parental involvement is important in all aspects of the school’s operation; thus, to cultivate a genuine sense of extended family and community.";"http://newschoolmontessori.com/";"https://www.facebook.com/TheNewSchoolMontessori/";;"http://newschoolmontessori.com/admissions/";;;;"x";"x";"x";;"http://newschoolmontessori.com/wp-content/uploads/2014/03/logo_new1.jpg";"7:30AM - 6PM";"7:30AM - 6PM";"7:30AM - 6PM";"7:30AM - 6PM";"7:30AM - 6PM";"Closed";"Closed";
1178967;"NEW VIENNA ELEMENTARY SCHOOL";"301 E CHURCH ST";"NEW VIENNA";"OH";45159;"CLINTON";9379872448;"http://www.east-clinton.k12.oh.us/";"angela.luttrell@eastclinton.org";"The East Clinton Local School District will work as partners with students, business and industry, and the community to continuously improve student performance";"http://www.east-clinton.k12.oh.us/NVE/NewVienna.htm";"https://www.facebook.com/pages/New-Vienna-Elementary-School/1411622409128118";"https://sites.google.com/eastclinton.org/eastclintonlocalschools/district/central-office/employment-opportunities";"https://sites.google.com/eastclinton.org/eastclintonlocalschools/district";"http://www.east-clinton.k12.oh.us/NVE/Resources/Handbook.pdf";;;"x";"x";;;"http://www.east-clinton.k12.oh.us/NEW/New_vienna_elementary.jpg";"8:40AM - 3:35PM";"8:40AM - 3:35PM";"8:40AM - 3:35PM";"8:40AM - 3:35PM";"8:40AM - 3:35PM";"Closed";"Closed";
1178968;"NEWBERRY EL";"2800 13TH ST";"CUYAHOGA";"OH";44223;"SUMMIT";3307623382;"http://summitesc.org/";"MattY@SummitESC.org";"In order to fulfill our mission, the Curriculum and Instruction Department will function as a true professional learning community committed to research and data-based decision making, cooperation, collegiality, mutual support, and sensitivity to the needs of our stakeholders.";"http://summitesc.org/Services/Preschool/ClassInfo.aspx?ClassID=2";"https://www.facebook.com/pages/Summit-County-ESC/1398986677051420";"http://summitesc.org/HumanResources/Employment.aspx";;;;;"x";"x";;;"http://summitesc.org/images/Summit-ESC-Logo.png";"8:45AM - 3:15PM";"8:45AM - 3:15PM";"8:45AM - 3:15PM";"8:45AM - 3:15PM";"8:45AM - 3:15PM";"Closed";"Closed";
1178969;"NEWPORT SCHOOL";"100 Harrison St,";"NEWPORT";"OH";45768;"WASHINGTON";"(740)473-2667";"http://www.flsd.k12.oh.us/";;"The Frontier Local School District consists of two k-6 grade level buildings and one 7-12 grade level building.  The enrollment is approximately 640 students.";"http://www.flsd.k12.oh.us/3/Home";"https://www.facebook.com/FrontierLSD/";"http://www.flsd.k12.oh.us/Employment";"http://www.flsd.k12.oh.us/administration/20";"http://www.flsd.k12.oh.us/userfiles/2/my%20files/fhms%20student%20handbook.pdf?id=125";;;"x";"x";;;;"7:45AM - 2:45PM";"7:45AM - 2:45PM";"7:45AM - 2:45PM";"7:45AM - 2:45PM";"7:45AM - 2:45PM";"Closed";"Closed";
1178971;"NEWTON D BAKER SCHOOL";"3690 W 159TH ST";"CLEVELAND";"OH";44111;"CUYAHOGA";2162522131;"http://www.clevelandmetroschools.org/";"Wendy.Rose-Geiling@clevelandmetroschools.org";"Education is a shared responsibility. It is important for us to keep open lines of communication between home and school. We must work as a team to guide your child(ren) toward success!";"http://www.clevelandmetroschools.org/Baker";"https://www.facebook.com/pages/Newton-D-Baker-School/1486638341616003";;"http://clevelandmetroschools.org/Page/395";;;;"x";"x";;;;"9:10AM -3:40PM";"9:10AM -3:40PM";"9:10AM -3:40PM";"9:10AM -3:40PM";"9:10AM -3:40PM";"Closed";"Closed";
1178976;"NISONGER EARLY CHILDHOOD CENTE";"1581 DODD DR";"COLUMBUS";"OH";43210;"FRANKLIN";6142929605;"http://nisonger.osu.edu/";;"We offer a full day inclusive child care program for children and families who need child care. Our full day program hours are 7am -6pm.  We accept children ages 6 weeks to 5 years.  The children enrolled in our program that are typically developing are considered peer models in our classrooms for the children who have a developmental delay. The children are in the classrooms together to offer a unique child care experience for all children.";"http://nisonger.osu.edu/clinics-services/child/early-childhood-education-programs/";"https://www.facebook.com/nisongercenter/";"http://nisonger.osu.edu/about-us/employment/";;;"x";"x";"x";"x";;;"http://nisonger.osu.edu/wp-content/uploads/2016/10/logo.png";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"Closed";"Closed";
1178977;"NOAH'S ARK EAST";"814 EAST MAIN ST";"NEWARK";"OH";43055;"LICKING";"740-349-7063";"http://noahsarkcreativecare.com/";;"At Noah’s Ark, we believe that self-esteem is the critical component to optimal growth in young children. In order for a child to develop high self-esteem, we focus on developing the socialization and self-help skills needed to succeed in other areas of development. Children at Noah’s Ark are given the opportunity to explore, experiment, and create in a safe and nurturing environment.";"http://noahsarkcreativecare.com/";"https://www.facebook.com/pages/Noahs-Ark-Creative-Care/142008369179165";"http://noahsarkcreativecare.com/about-us/employment-opportunities";;;"x";"x";"x";"x";;;"http://noahsarkcreativecare.com/images/logoonly.png";"6AM - 5:45PM";"6AM - 5:45PM";"6AM - 5:45PM";"6AM - 5:45PM";"6AM - 5:45PM";"Closed";"Closed";
1178978;"NOBLE ELEMENTARY SCHOOL";"1293 ARDOON ST";"CLEVELAND HEIGHTS";"OH";44121;"CUYAHOGA";2163716535;"http://www.chuh.org/";"info@chuh.org";"Our schools provide a challenging and engaging education to prepare all our students to become responsible citizens and succeed in college and career.";"http://www.chuh.org/nobleelementary_home.aspx";"https://www.facebook.com/CHUH.Schools/";"http://www.chuh.org/HumanResources_home.aspx";"http://www.chuh.org/RegistrationEnrollment.aspx";"http://www.chuh.org/Downloads/tiger_proud_bully_free_parent_handbook_8_12.pdf";;;"x";"x";"x";;"http://www.chuh.org/sysimages/nav_logo_small1.png";"8:50AM - 3:20PM";"8:50AM - 3:20PM";"8:50AM - 3:20PM";"8:50AM - 3:20PM";"8:50AM - 3:20PM";"Closed";"Closed";
1178979;"NOCAC EDON HEAD START";"802 WEST INDIANA ST";"EDON";"OH";43518;"WILLIAMS";4192723213;"https://www.nocac.org/early-childhood-education/head-start/";"dgerken@nocac.org";"Northwestern Ohio Community Action Commission (NOCAC) is a private, non-profit corporation that was created in 1965 to combat poverty in our service area. Our primary service area is Defiance, Fulton, Henry, Paulding, Van Wert and Williams counties. However, we also provide publicly funded childcare in Hancock, Hardin and Auglaize counties. The Central Office is located at 1933 E. Second Street in Defiance Ohio.";"https://www.nocac.org/locations/";"https://www.facebook.com/Northwestern-Ohio-Community-Action-Commission-114763388563622/";"https://www.nocac.org/human-resources/";"https://www.childplus.net/apply/en-us/33EA8D684D99C8D6DB50B167DDED8878/7DF77D8F96D23EC51428369D45A82F44";"https://www.nocac.org/wp-content/uploads/2018/05/Family_Handbook_And_Calendar_2017_2018.pdf";;;"x";"x";;;"https://www.nocac.org/wp-content/uploads/2018/04/nocac_logo.png";"8AM - 4:30PM";"8AM - 4:30PM";"8AM - 4:30PM";"8AM - 4:30PM";"8AM - 4:30PM";"Closed";"Closed";
1178987;"NORTH CENTRAL SCHOOL";"400 E BAUBICE ST";"PIONEER";"OH";43554;"WILLIAMS";5674444800;"http://www.northcentralschool.org/";;"This school will continually strive to guide the physical, mental, social, moral, and emotional development of its students. The cooperation of the home is an absolute necessity if this goal is to be accomplished. A child must have consistent patterns of desirable behavior and opportunities to practice them if he is to become a useful productive citizen in our society";"http://www.northcentralschool.org/";"https://www.facebook.com/NorthCentralLocalSchools/";;;"http://www.northcentralschool.org/Main%20Folder/DistrictInfo/Handbks_student/2018-2019%20JH-HS%20Handbook.docx.pdf";;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c3.0.175.175/1620539_638182689562435_92855849_n.jpg?_nc_cat=0&oh=9f115858d35ed5f79fb45f9c20625635&oe=5C0C5756";"7:45AM - 2:45PM";"7:45AM - 2:45PM";"7:45AM - 2:45PM";"7:45AM - 2:45PM";"7:45AM - 2:45PM";"Closed";"Closed";
1178985;"NORTH ADAMS ELEMENTARY SCHOOL";"2295 MOORES RD";"SEAMAN";"OH";45679;"ADAMS";9373862516;"https://naes.ovsd.us/";;"North Adams Elementary School, where we open doors through literacy!";"https://naes.ovsd.us/";"https://www.facebook.com/northadamselementaryschool/";;;;;;"x";"x";;;"https://p14cdn4static.sharpschool.com/UserFiles/Servers/Server_147788/Image/NAES.JPG";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"Closed";"Closed";
1178986;"NORTH AVONDALE MONTESSORI ELEMENTARY SCHOOL";"615 CLINTON SPRINGS AVE";"CINCINNATI";"OH";45229;"HAMILTON";5133633900;"http://namrockets.org/";;"North Avondale Montessori School’s Mission is to create an environment that provides children the foundation for knowledge, skills, self-awareness, and independence needed to become responsible members of a more harmonious world and contribute to its development.";"http://namrockets.org/";"https://www.facebook.com/pages/North-Avondale-Montessori-Elementary-School/494959060645625";;"https://www.cps-k12.org/enroll";"https://www.cps-k12.org/enroll/kindergarten";;;"x";"x";;;"http://namrockets.org/wp-content/uploads/2018/08/cropped-NAM-Logo-Rtgl-XXSmall-1.png";;;;;;;;
1178989;"NORTH COLLEGE HILL SCHOOL";"6955 GRACE AVE";"NORTH COLLEGE HIL";"OH";45239;"HAMILTON";5136744200;"https://www.nchcityschools.org/";;"Students in preschool through grade four join us each day for many opportunities to learn. Kindergarten students attend all day along with the balance of our approximately 700 students.  ";"https://www.nchcityschools.org/apps/pages/elementary";;;"https://www.nchcityschools.org/apps/pages/index.jsp?uREC_ID=195907&type=d&pREC_ID=1210130";"https://www.nchcityschools.org/apps/pages/index.jsp?uREC_ID=195907&type=d&pREC_ID=987297";;;"x";"x";"x";;;"8:25AM - 2:55PM";"8:25AM - 2:55PM";"8:25AM - 2:55PM";"8:25AM - 2:55PM";"8:25AM - 2:55PM";"Closed";"Closed";
1178990;"NORTH ELEMENTARY SCHOOL";"1941 RED BIRD RD";"MADISON";"OH";44057;"LAKE";4404282151;"https://www.madison-lake.k12.oh.us/";"william.mayer@madisonschools.net";"Our mission at NORTH ELEMENTARY is: To challenge, motivate, and inspire every child to maximize their potential through hard work, dedication and perserverance. We hope through all the academic, physical and social experiences we offer that our children will model honesty, integrity, respect for others, teamwork and kindness towards others in our building. ";"https://www.madison-lake.k12.oh.us/4/Home";;"https://www.madison-lake.k12.oh.us/4/News/52687";"https://www.madison-lake.k12.oh.us/District/Links-Forms";;;;"x";"x";;;"https://www.madison-lake.k12.oh.us/docs/building/4/nes%20logo.jpg?id=26952&width=200";"7:45AM - 2PM";"7:45AM - 2PM";"7:45AM - 2PM";"7:45AM - 2PM";"7:45AM - 2PM";"Closed";"Closed";
1178991;"NORTH HIGH SCHOOL";"985 GORGE BLVD";"AKRON";"OH";44310;"SUMMIT";"(330)7612665";"https://north.akronschools.com/";"akroncouncilpta@gmail.com";"Provide all students with the knowledge and skills necessary to excel in college, career, military and life.";"https://north.akronschools.com/";"https://www.facebook.com/pages/North-High-School-Akron-Ohio/107977709230626";"https://www.applitrack.com/akron/onlineapp/";"https://north.akronschools.com/for_students";"https://north.akronschools.com/UserFiles/Servers/Server_437789/File/Parent%20Handbook%202017-2018.pdf";;;;;;;"https://p14cdn4static.sharpschool.com/UserFiles/Servers/Server_418615/Image/APS-vert_fullcolorRGB_whitetext.png";;;;;;;;
1178992;"NORTH NIMISHILLEN ELEMENTARY SCHOOL";"7337 EASTON ST";"LOUISVILLE";"OH";44641;"STARK";3308752661;"https://www.louisvillecityschools.org/";"Bdevereaux@lepapps.org";"North Nimishillen School  has always been very proud to provide an exceptional education  to every child that has entered our doors since 1938!  Our staff and families  work together to make sure that every child reaches his or her fullest potential! ";"https://www.louisvillecityschools.org/north-nimishillen-elementary.html";"https://www.facebook.com/northnimishillen/";"https://lcsdjobpostings.weebly.com/";"https://www.louisvillecityschools.org/parents.html";"https://www.louisvillecityschools.org/student-handbooks.html";;;"x";"x";;;"https://www.louisvillecityschools.org/uploads/5/4/1/0/54107509/1448918062.png";"8:45AM -3:10PM";"8:45AM -3:10PM";"8:45AM -3:10PM";"8:45AM -3:10PM";"8:45AM -3:10PM";"Closed";"Closed";
1178994;"NORTH NORWOOD SPECIAL CTR LEAR";"5617 MARION AVE";"NORWOOD";"OH";45212;"Hamilton";5133966815;"https://www.hcesc.org/";;"We provide support to educational entities, non-profits, and other government agencies in instruction, administration, personnel, and finance.";"https://www.hcesc.org/contact/";"https://www.facebook.com/HamiltonCoESC/";"https://www.hcesc.org/employment/";;;;;;;;;"https://44kwdlcj7989c85p-zippykid.netdna-ssl.com/wp-content/uploads/2017/10/logo.png";"8AM - 4PM";"8AM - 4PM";"8AM - 4PM";"8AM - 4PM";"8AM - 4PM";"Closed";"Closed";
1178995;"NORTH ROYALTON SPORTS CAMP";"11409 STATE RD";"NORTH ROYALTON";"OH";44133;"CUYAHOGA";4402309339;"https://www.clevelandymca.org/north-royalton.html";"kstupka@clevelandymca.org";"YMCA Pathways provides a safe, convenient environment for members while they participate in other YMCA programs. Serving children ages six weeks through 12 years of age, parents can feel at ease knowing their children are in the hands of caring, friendly and qualified staff. Through fun, hands on activities, we foster an environment for positive social skills, growth and imagination.";"https://www.clevelandymca.org/child-care.html";"https://www.facebook.com/NorthRoyaltonFamilyYmca/";"https://www.clevelandymca.org/employment.html";"https://www.clevelandymca.org/join.html";"https://www.clevelandymca.org/uploads/2/5/2/8/25280116/pathways_policy_brochure_-_yofgc_1.pdf";"x";"x";"x";"x";"x";"x";"https://www.clevelandymca.org/uploads/2/5/2/8/25280116/published/ymca-wht-rgb-r.png?1506603504";"5:30AM - 10PM";"5:30AM - 10PM";"5:30AM - 10PM";"5:30AM - 10PM";"5:30AM - 10PM";"7AM - 5PM";"10AM - 4PM";
1178996;"NORTH SCHOOL";"1451 DEERPATH DR";"CAMBRIDGE";"OH";43725;"GUERNSEY";7404393558;"http://cambridgecityschools.org/";"laurie.goggin@cambridgecityschools.org";;"http://cambridgecityschools.org/cambridge-intermediate-school/";"https://www.facebook.com/pages/North-Elementary-School/783568721701338";"http://cambridgecityschools.org/current-job-postings/";"https://drive.google.com/file/d/0B19l_239kR5Zb1pKTGJTXzRTc1c3SnFPRFp4M2ltRjJkc240/view";;;;;"x";;;"http://cambridgecityschools.org/wp-content/uploads/2017/06/school-logo.png";;;;;;;;
1178998;"NORTHEASTERN HIGH SCHOOL";"1480 BOWMAN RD";"SPRINGFIELD";"OH";45502;"CLARK";9373286575;"http://www.nelsd.org/northeasternhighschool_home.aspx";"janemckeever@nelsd.org";"Our program provides age appropriate education for children ages three to five years old that are typically developing or have special needs. This education is guided by the Ohio Academic Content Standards for Early Learning and School Readiness and is assessable to parents on the Ohio Department of Education website. Students with special needs also receive appropriate speech, physical, and occupational therapy as determined by the IEP team. Northeastern Local School District staff members are licensed by the Ohio Department of Education and participate in continuous professional development throughout the year. The Ohio Department of Education also makes two annual visits to each preschool classroom for licensure inspection. Compliance reports are posted in each classroom.";"http://www.nelsd.org/PreschoolPage.aspx";"https://www.facebook.com/NELSDnews/";"http://www.nelsd.org/EmploymentOpportunities.aspx";"http://www.nelsd.org/1819openenrollment_2018316143414282.aspx";"http://filecabinet.eschoolview.com/C562C0CE-142B-4DAB-A7D6-536127072341/Parent.Student.Handbook.18.19.pdf";;;"x";"x";;;"http://www.nelsd.org/sysimages/nehs250.jpg";"7:45AM - 2:10PM";"7:45AM - 2:10PM";"7:45AM - 2:10PM";"7:45AM - 2:10PM";"Closed";"Closed";"Closed";
