"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"detail";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
1087849;"LITTLE PICKLES";"2169 CONEY ISLAND AVENUE";"BROOKLYN";"NY";11223;"BROOKLYN";"718-676-1725";;;;;;;;;;;;;;;;;;;;;"Y";
1087850;"LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC (PRESCHOOL)";"10023 SEAVIEW AVENUE";"BROOKLYN";"NY";11236;"BROOKLYN";"718-513-4416";;;;;;;;;;;;;;;;;;;;;"Y";
1087851;"LITTLE SCHOLARS DAY CARE CENTER";"5721 6TH AVENUE";"BROOKLYN";"NY";11220;"BROOKLYN";"718-633-8828";;;;;;;;;;;;;;;;;;;;;"Y";
1087852;"LITTLE SCHOLARS LEARNING CENTER";"50 QUENTIN ROAD";"BROOKLYN";"NY";11223;"BROOKLYN";"718-373-7046";"http://littlescholarsnyc.com/blog/home/";;"By giving your child the right tools as early as infancy you can prepare them for the future of their success. At Little Scholars Learning Center we are dedicated to seeing that happen and providing you and your child with all the right tools for their future. ";"http://littlescholarsnyc.com/blog/home/";"https://www.facebook.com/littlescholarsnyc";"Mon - Fri: 8:00 am - 6:00 pm";;"http://littlescholarsnyc.com/admission.html";;"y";"y";"y";"y";"n";"n";"http://littlescholarsnyc.com/blog/wp-content/themes/little_schollars/img/little_scholars_logo.jpg";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/p180x540/1497806_481444168641144_1544542400_n.jpg?oh=ddea1d660cf78bff1c50fd09fab16414&oe=54384E11&__gda__=1413120856_97858b47df1d2287379dcfe667c74ee2";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/t1.0-9/p180x540/1452379_473706546081573_1421520497_n.jpg";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xaf1/t1.0-9/p180x540/839_458029780982583_1809539801_n.jpg";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/t1.0-9/p180x540/1526551_481446535307574_1160083606_n.jpg";;
1087853;"LITTLE STARS";"2345 85TH STREET";"BROOKLYN";"NY";11214;"BROOKLYN";"718-265-0156";"https://www.facebook.com/pages/ABC-Little-Star-DC-Inc/202118593254984?sk=info";"elena5525@gmail.com";"ABC Little Star Quality Learning provide a secure, nurturing, and educational environment for children; a place for children to bloom into responsible, considerate and contributing members of the society.

We want all our children to have the opportunity to grow physically, emotionally, socially and intellectually by playing, exploring, and learning with others in a fun, safe and healthy environment.

We are very enthusiastic at the prospect of becoming your child's new Daycare center!!";"https://www.facebook.com/pages/ABC-Little-Star-DC-Inc/202118593254984?sk=info";"https://www.facebook.com/pages/ABC-Little-Star-DC-Inc/202118593254984?sk=info";;;;;"y";"y";"y";"y";"n";"n";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-frc1/t1.0-9/246483_202502576549919_64315833_n.jpg";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/t1.0-9/10525955_518246178308889_5099298933234221616_n.jpg";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/10492484_518246034975570_628691591109007754_n.jpg?oh=024c26e5141746dcbd20dd597777c594&oe=5447A492&__gda__=1414766419_7748786ca3199020bd20f982ced961e4";"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xfa1/t1.0-9/10527607_515943668539140_4964544152225668044_n.jpg";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/t1.0-9/p180x540/10409320_509360535864120_6492814969679680771_n.jpg";;
1087854;"LITTLE SUN PEOPLE, INC.";"1360 FULTON STREET";"BROOKLYN";"NY";11216;"BROOKLYN";"718-789-7330";"http://www.littlesunpeople.com/";"lilsunp2@aol.com";"Little Sun People, Inc., is a unique community child care service, founded in 1980 by Fela Barclift an African American mother of four and lifetime resident of the colorful community of Bedford-Stuyvesant. Little Sun People, centrally located in the Bedford-Stuyvesant community, has been especially designed to foster the development of the younger child. Something that sets us apart, however, is that at Little Sun People, we made the decision from our inception that attention and responsiveness to the heritages and cultures of all people would be a very important part of how we would frame our preschool curriculum.We have made it our special mission to highlight the long wondrous history, as well as, illustrious and diverse ways of life of all People of Color on the planet, with a particular emphasis on people of African ancestry.";"http://www.littlesunpeople.com/";;;;"http://www.littlesunpeople.com/Parents.html";;"y";"y";"y";"y";"y";"y";"http://www.littlesunpeople.com/_images//LSP_Logo1a.gif";"http://www.littlesunpeople.com/_images//New_Opener_graphic.gif";;;;;
1087855;"LITTLE SUNSHINE PRESCHOOL INC.";"1815 85TH STREET";"BROOKLYN";"NY";11214;"BROOKLYN";"347-921-1815";;;;;;;;;;;;;;;;;;;;;"Y";
1087856;"LITTLE WORLD OF LEARNING";"7211 13 AVENUE";"BROOKLYN";"NY";11228;"BROOKLYN";"718-232-7177";;;;;;;;;;;;;;;;;;;;;"Y";
1087857;"LONG XING DAY CARE CENTER";"762 59 STREET";"BROOKLYN";"NY";11220;"BROOKLYN";"917-217-2979";"http://www.longxingdaycare.com/";"longxingdcc@gmail.com";"At Long Xing Day Care Center, our philosophy relies heavily upon children’s intrinsic nature to learn. All children desire to explore and acquire knowledge, even at a very young age. Creating experiences that excites this interest, in conjunction with an atmosphere that encourages growth and independence, is crucial in fostering their desire to learn and developing a greater capacity to learn later on. Our philosophy also builds on Piaget's belief that all children learn through the active exploration of their environment. This belief agrees with our constructivist, child-centered approach to education. Cooperative learning is an approach and a set of strategies specifically designed to encourage children's cooperation while learning. We believe cooperative learning increases children's involvement and therefore their motivation to learn. The focus of our program supports and promotes young children to develop meaningful connections across several disciplines through functional, constructive and dramatic play.

 ";"http://www.longxingdaycare.com/";;"Monday – Friday, 8:00 a.m. – 7:00 p.m";;;;"n";"n";"y";"y";"n";"n";;"http://www.longxingdaycare.com/images/59_2f.JPG";"http://www.longxingdaycare.com/images/59_3f.JPG";"http://www.longxingdaycare.com/images/toddler2.JPG";"http://www.longxingdaycare.com/images/toddler1.JPG";;
1087858;"LURIA ACADEMY OF BROOKLYN";"238 ST. MARKS AVENUE";"BROOKLYN";"NY";11238;"BROOKLYN";"718-398-3290";"http://www.luria-academy.org/contact/";"info@luria-academy.org";"Luria Academy is a nurturing, child-centered, value-oriented environment dedicated to academic excellence and Jewish heritage. Luria incorporates innovative teaching methodologies and state of the art technological educational tools. By exposing our students to a uniquely integrated Judaic-secular curriculum we offer them an extremely rigorous and high quality Torah and secular education. Above all, Luria fosters Jewish pride - Ahavat Yisrael - and a deep sense of compassion and commitment for all mankind - Ahavat Olam.";"http://www.luria-academy.org/contact/";;"9am-2:45pm";;"http://www.luria-academy.org/admissions/welcome-to-luria/";;"n";"y";"y";"y";"y";"n";"http://www.luria-academy.org/wp-content/uploads/2013/09/logocrest.png";"http://www.luria-academy.org/wp-content/uploads/2012/08/MG0176.jpg";"http://www.luria-academy.org/wp-content/uploads/2012/08/school_gallery28.jpg";"http://www.luria-academy.org/wp-content/uploads/2012/08/MG0206.jpg";"http://www.luria-academy.org/wp-content/uploads/2012/08/school_gallery24.jpg";;
1087859;"M. KALIX AND NATALIE LINDOR NURSERY INC. I/T";"951 EAST 84TH STREET";"BROOKLYN";"NY";11236;"BROOKLYN";"718-209-1347";;;;;;;;;;;;;;;;;;;;;"Y";
1087860;"MACHNA SHALVA I";"1362 49TH STREET";"BROOKLYN";"NY";11219;"BROOKLYN";"718-436-2212";;;;;;;;;;;;;;;;;;;;;"Y";
1087861;"MACHNA SHALVA II";"1363 50TH STREET";"BROOKLYN";"NY";11219;"BROOKLYN";"718-438-0060";;;;;;;;;;;;;;;;;;;;;"Y";
1087862;"MACHZIK BRACHA LEARNING CENTER";"1177 48 STREET";"BROOKLYN";"NY";11219;"BROOKLYN";"718-972-7310";"http://www.matankids.org/matan-programs/machzik-bracha-learning-center/";"info@matankids.org";"Matan’s mission is to ensure that every Jewish student has access to a meaningful Jewish education and that one’s special needs never become a barrier to full participation in Jewish life. Matan empowers and facilitates vital collaboration between the key stakeholders in a student’s Jewish education: student, family, teachers, and educational institutions of the American Jewish community. ";"http://www.matankids.org/matan-programs/machzik-bracha-learning-center/";"https://www.facebook.com/MatanInc";;;;;"y";"y";"y";"y";"n";"n";;"https://scontent-b-lax.xx.fbcdn.net/hphotos-frc3/t1.0-9/p480x480/1231212_10151617734026476_110657271_n.jpg";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/q71/s720x720/1184923_10151617758016476_1713090581_n.jpg?oh=2f945de6bd5ececa810f1bc11352f9f4&oe=5437370E&__gda__=1412749920_7dd30e2a1125e93d55e8d63e5f7940d2";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xap1/t1.0-9/p180x540/10440701_10152176544161476_8591555104047040183_n.jpg";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfp1/t1.0-9/p180x540/10464396_10152176543846476_6529045518044560876_n.jpg";;
1087863;"MAGIC KINGDOM OF SHEEPSHEAD BAY";"2484 EAST 18TH STREET";"BROOKLYN";"NY";11235;"BROOKLYN";"718-648-1988";;;;;;;;;;;;;;;;;;;;;"Y";
1087864;"MAGICAL YEARS EARLY CHILDHOOD CENTER";"230 60 STREET";"BROOKLYN";"NY";11220;"BROOKLYN";"718-439-0450";"http://www.lutheranhealthcare.org/Main/MagicalYearsEarlyChildhoodCenter.aspx";;"The Magical Years Early Childhood Center is a year-round program for children ages 2 months to 2 years old.

Magical Years is licensed by the New York City Department of Health and Mental Hygiene (DOHMH) and accredited by the National Association for the Education of Young Children (NAEYC) Accreditation.";"http://www.lutheranhealthcare.org/Main/MagicalYearsEarlyChildhoodCenter.aspx";"https://www.facebook.com/LutheranHealthCare";"Monday through Friday: 9 a.m. - 6 p.m.";;;;"y";"y";"n";"n";"n";"n";"http://www.lutheranhealthcare.org/Uploads/Public/Images/Design/Logo.jpg";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xaf1/t1.0-9/p180x540/1094955_10151776558083648_636457852_n.jpg";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/p180x540/1098341_10151773496593648_341368720_n.jpg?oh=c14bac176d72aaee273f633e7b66633f&oe=543A99F9";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xpa1/t1.0-9/p180x540/1151066_10151754154928648_1028216322_n.jpg";"https://scontent-b-lax.xx.fbcdn.net/hphotos-frc3/t1.0-9/p480x480/535661_10151449782083648_729394873_n.jpg";;
1087865;"MAGNA'S DAY CARE CENTER";"1662 CARROLL STREET";"BROOKLYN";"NY";11213;"BROOKLYN";"718-493-8467";;;;;;;;;;;;;;;;;;;;;"Y";
1087866;"MAKING A DIFFERENCE CENTER";"670 ROCKAWAY PARKWAY";"BROOKLYN";"NY";11236;"BROOKLYN";"718-484-8110";;;;;;;;;;;;;;;;;;;;;"Y";
1087867;"MANGO'S PLACE DAY CARE CENTER";"506 WASHINGTON AVENUE";"BROOKLYN";"NY";11238;"BROOKLYN";"718-857-4250";;;;;;;;;;;;;;;;;;;;;"Y";
1087868;"MARCY CHILDREN'S CENTER";"494 MARCY AVENUE";"BROOKLYN";"NY";11206;"BROOKLYN";"718-855-7252";;;;;;;;;;;;;;;;;;;;;"Y";
1087869;"MARIE DURDIN CHILD CARE CENTER";"2700 LINDEN BOULEVARD";"BROOKLYN";"NY";11208;"BROOKLYN";"718-647-4730";;;;;;;;;;;;;;;;;;;;;"Y";
1087870;"MARY BOBB DAY CARE,INC. #3";"1289 NOSTRAND AVENUE";"BROOKLYN";"NY";11226;"BROOKLYN";"718-693-9121";;;;;;;;;;;;;;;;;;;;;"Y";
1087871;"MARY BOBB LEARNING ACADEMY";"1187 NOSTRAND AVENUE";"BROOKLYN";"NY";11225;"BROOKLYN";"718-604-4400";;;;;;;;;;;;;;;;;;;;;"Y";
1087872;"MARY MCLEOD BETHUNE CHILD DEVELOPMENT CENTER INC.";"360 PULASKI STREET";"BROOKLYN";"NY";11206;"BROOKLYN";"718-455-5137";"http://www.marymcleodbethunechilddevelopmentcenter.com/child-care-contact-us";"marybethune360@gmail.com";"We are located in the heart of Brooklyn. Mary McLeod Bethune Child Development Center has a goal of providing a place where children know that they are accepted, loved, protected and wanted. Our center helps to instill in each child a strong sense of self-worth and purpose.

Mary McLeod Bethune Child Development Center is a family-owned and operated Child Care/ Preschool. Since our company opened in 2006, we’ve treated every client like they were a part of our family. Other providers may offer similar services, but our services are the best, and come with a personal touch.

Our Mission
Life is not just about learning to read and write, but also about building friendships based on love. Our school places great emphasis on being a part of the community. A sense of community is important to the future of our nation and our children.";"http://www.marymcleodbethunechilddevelopmentcenter.com/child-care-contact-us";"https://www.facebook.com/pages/Mary-McLeod-Bethune-Child-Development-Center/475094585917556?rf=126433710745358";;"http://www.marymcleodbethunechilddevelopmentcenter.com/child-care-career-opportunities";"http://www.marymcleodbethunechilddevelopmentcenter.com/child-care-enrollment";;"n";"n";"y";"y";"y";"y";"http://www.marymcleodbethunechilddevelopmentcenter.com/wp-content/themes/marymcleodbethune/images/header-logo.png";"http://www.marymcleodbethunechilddevelopmentcenter.com/wp-content/themes/marymcleodbethune/images/slides/5.jpg";"http://www.marymcleodbethunechilddevelopmentcenter.com/wp-content/themes/marymcleodbethune/images/slides/1.jpg";"http://www.marymcleodbethunechilddevelopmentcenter.com/wp-content/themes/marymcleodbethune/images/slides/2.jpg";"http://www.marymcleodbethunechilddevelopmentcenter.com/wp-content/themes/marymcleodbethune/images/slides/7.jpg";;
1087873;"MEDGAR EVERS HEAD START";"60 EAST 93RD STREET";"BROOKLYN";"NY";11212;"BROOKLYN";"718-221-2531";;;;;;;;;;;;;;;;;;;;;"Y";
1087874;"MERCAZ GAN";"2221 AVENUE R";"BROOKLYN";"NY";11229;"BROOKLYN";"718-513-1931";;;;;;;;;;;;;;;;;;;;;"Y";
1087875;"MERKAZ-THE CENTER, INC.";"1739 OCEAN AVENUE";"BROOKLYN";"NY";11230;"BROOKLYN";"718-252-2122";;;;;;;;;;;;;;;;;;;;;"Y";
1087876;"MIDWOOD MONTESSORI";"2825 BEDFORD AVENUE";"BROOKLYN";"NY";11210;"BROOKLYN";"718-253-3242";"http://midwoodmontessori.com/";"info@midwoodmontessori.com";"Established in 1983, Midwood Montessori is located in historic Victorian Brooklyn, NY. Our “children’s house” welcomes students ages 2.9 to 6 for pre-school, kindergarten and summer camp.";"http://midwoodmontessori.com/";;"8am-3pm";;"http://midwoodmontessori.com/admissions/";;"n";"n";"y";"y";"n";"y";"http://midwoodmontessori.com/wp-content/themes/midwood/images/home.png";"http://midwoodmontessori.com/wp-content/uploads/2012/07/house-crop-1.jpg";"http://midwoodmontessori.com/wp-content/uploads/2012/07/MidwoodMontessori_102110_0294.jpg";"http://midwoodmontessori.com/wp-content/uploads/2012/07/MidwoodMonte_050311_0601.jpg";"http://midwoodmontessori.com/wp-content/uploads/2012/07/MidwoodMonte_050311_0935.jpg";;
1087877;"MILLER EVANGELICAL CHRISTIAN LEARNING ACADEMY";"1110 PRESIDENT STREET";"BROOKLYN";"NY";11225;"BROOKLYN";"718-363-7160";"http://www.millerevangelical.org/mecla/";"jharrison@millerevangelical.org";"Miller Evangelical Christian Union Church is pleased to announce that its pre-school – Miller Evangelical Christian Learning Academy (MECLA) has officially opened. We are currently accepting enrollment interest forms which are available at our church or via the contact form on this page.";"http://www.millerevangelical.org/mecla/";;"7am-7pm";;;;"n";"y";"y";"y";"n";"n";"http://www.millerevangelical.org/hp_wordpress/wp-content/uploads/2013/03/magnet-project-mecla-website.jpg";;;;;;
1087878;"MINI MIRACLES CORP";"1708 FLATBUSH AVENUE";"BROOKLYN";"NY";11210;"BROOKLYN";"718-676-5377";;;;;;;;;;;;;;;;;;;;;"Y";
1087879;"MOMMY DAYCARE";"891 AVENUE Z";"BROOKLYN";"NY";11235;"BROOKLYN";"718-339-5777";"https://www.facebook.com/pages/891-Mommy-Daycare/391253914252009?sk=page_map";;;"https://www.facebook.com/pages/891-Mommy-Daycare/391253914252009?sk=page_map";"https://www.facebook.com/pages/891-Mommy-Daycare/391253914252009?sk=page_map";;;;;"y";"y";"y";"y";"n";"n";;"https://scontent-b-lax.xx.fbcdn.net/hphotos-xaf1/t1.0-9/s720x720/581443_391258177584916_2055315978_n.jpg";;;;;
1087880;"MONTESSORI DAY SCHOOL OF BROOKLYN";"237 PARK PLACE";"BROOKLYN";"NY";11238;"BROOKLYN";"718-398-2322";;;;;;;;;;;;;;;;;;;;;"Y";
1087881;"MONTGOMERY ACADEMY";"414 UTICA AVENUE";"BROOKLYN";"NY";11213;"BROOKLYN";"718-493-4774";;;;;;;;;;;;;;;;;;;;;"Y";
1087882;"MORRIS L. EISENSTEIN LEARNING CENTER";"613 NEW LOTS AVENUE";"BROOKLYN";"NY";11207;"BROOKLYN";"718-385-1201";"https://www.facebook.com/pages/Morris-L-Eisenstein-Learning-Center/114023081949384?id=114023081949384&sk=info";;"MLE Learning Center, a place where children come to learn and leave with the confidence and ablility to change the world!";"https://www.facebook.com/pages/Morris-L-Eisenstein-Learning-Center/114023081949384?id=114023081949384&sk=info";"https://www.facebook.com/pages/Morris-L-Eisenstein-Learning-Center/114023081949384?id=114023081949384&sk=info";"Mon - Fri: 8:00 am - 6:00 pm";;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;"https://scontent-b-lax.xx.fbcdn.net/hphotos-xfa1/t1.0-9/27744_118833408135018_3683860_n.jpg";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/t1.0-9/26129_114026911949001_5525569_n.jpg";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfa1/t1.0-9/26129_114026895282336_344628_n.jpg";"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/t1.0-9/26129_114026901949002_4541396_n.jpg";;
1087883;"MOSDOTH BERESHITH";"1257 EAST 18TH STREET";"BROOKLYN";"NY";11230;"BROOKLYN";"718-233-2946";"http://mosdoth.weebly.com/";"mosdothusa@gmail.com";;"http://mosdoth.weebly.com/";;;;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"http://mosdoth.weebly.com/uploads/2/9/5/7/29574829/9315904_orig.jpg";;;;;;
1087884;"MOTHER LOVE";"1681 49 STREET";"BROOKLYN";"NY";11204;"BROOKLYN";"718-853-1408";"http://www.daycareskazka.com/";"admin@daycareskazka.com ";"Our mission is to provide all children with a warm, fun and loving environment while stimulating their natural curiousity about the world around them and building on it by introducing a variety of new and exciting experiences.

We get to know each child’s likes, dislikes and interests and create an individualized approach that maximizes their development of cognitive, social, emotional and motor skills.";"http://www.daycareskazka.com/";;" Mon-Fri: 7:30 am - 6 pm ";;;;"n";"n";"y";"y";"n";"n";;"http://www.daycareskazka.com/gallery/fullscreen/10_05_05045.jpg";"http://www.daycareskazka.com/gallery/fullscreen/IMG_1003.jpg";"http://www.daycareskazka.com/gallery/fullscreen/IMG_4387.jpg";"http://www.daycareskazka.com/gallery/fullscreen/IMG_4636.jpg";;
1087885;"MOTHER'S CARE DAY CARE";"955 NOSTRAND AVENUE";"BROOKLYN";"NY";11225;"BROOKLYN";"347-260-6518";;;;;;;;;;;;;;;;;;;;;"Y";
