"Provider ID";"Inspections Date";"Checklist Type";"Document";"ProviderCode"
1884214;"08/26/2021";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000eb8g/YhKazgsoos8VZd6kwE6O06wXyQwSQZD2iKlqGzAhR9g";"0018y000002MbEKAA0"
1884214;"08/26/2021";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000eb6S/lVr6rtJdMe_4DzZwZP1SqJ2UTecLQoOw4AF75TZHXEw";"0018y000002MbEKAA0"
1975181;"03/30/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002KAqm/uQyMNZpoST_Y0RiBmJZFTZb0zhS_Tmo_86jF2Eu8FB4";"0018y000005GvRgAAK"
1975181;"03/30/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002KArv/BzI7l.nKMGYGUxTt6FGyugyRtUQJ2njjCrdNLi6q3.Q";"0018y000005GvRgAAK"
1373337;"06/07/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002zjNP/CvoR1HmN2HRlHuKoF20wxS447a.KjE_ZlveIfC8XCvg";"001t000000BFvF8AAL"
1373337;"06/07/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002txNk/YkaJCq9ko4ZWOkhxmK8syeZs9XuPgUcwmL7hj5JXr9s";"001t000000BFvF8AAL"
1373337;"02/08/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y0000023U7X/RERKg696xIQ7mcCXOXdewwGBFt2dS7wGlEbLxOLDTZg";"001t000000BFvF8AAL"
1373337;"02/08/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y0000023U6E/RkEypqlQy0gqqhHJwgP08jE_.scJrS31f7rf_o_Ra5k";"001t000000BFvF8AAL"
1373337;"11/10/2021";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y0000021PmR/HXRiM54uK8A_JywtJGdbdjDyxq9Q.HlThzA0qWW6ie0";"001t000000BFvF8AAL"
1373337;"09/29/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001E1bE/IgWEMzoftn4O_h69utpoLdnwd6La.j9Lbi5Q0NNgYz0";"001t000000BFvF8AAL"
1373337;"09/29/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001E1ay/lLh.Zie5VcRTREIM9DDnfMHK0pWhbe_mLP6QbomsFNc";"001t000000BFvF8AAL"
1373337;"10/24/2019";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000JvBm/ADC.xwzmpYcr3CY2X7Rdp2eY6n7nd2X6DP4C3pE1Vsg";"001t000000BFvF8AAL"
1373337;"10/24/2019";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000sZ7P/Sd6SxEZc6u96BvfOazkN6wu8No99eHqdKfm05pB_OBI";"001t000000BFvF8AAL"
863177;"05/31/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002HPTz/LUfca8ZNCI064fLw5BdHjm_aUeyZkI7jvNsXTHEy2Ds";"001t0000007qJ94AAE"
863177;"05/31/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002HPUo/9JxCBtpGCCq3edmgA.dYEB8U8qbJLw2FhfX35wnJlnQ";"001t0000007qJ94AAE"
863177;"01/17/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000kVE0/wTo.lSILPoFqjxf1U8veBgUM22MAChHaS31FoLIyiuE";"001t0000007qJ94AAE"
863177;"01/17/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000sao4/5yVSqVsh73Ew49JgYv_fRBDLzWzv83z8_oapceknN_M";"001t0000007qJ94AAE"
863177;"02/13/2018";"Family Home Abbreviated Checklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t00000004joh/C2XiLii5rt7.Tk4UtrsXJqsckp_7yocUMTO.sXm0PLw";"001t0000007qJ94AAE"
2059189;"08/25/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000003L0t1/5Cb1_d4xNEgTbPg1JKn_pSaR2xcX.RinW6fxZez9PDk";"0018y000006hatSAAQ"
2059189;"08/25/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000003L0sC/9e1cn1Ojzwd7TQ4.FUv1FNaK845LRuVSCrr3SyjxGf4";"0018y000006hatSAAQ"
267949;"04/01/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002S6Pg/nC02dhyxgvAxUbyudibSbJ3aWLk7bxfcmTvxaTKJF_8";"001t0000007qGIgAAM"
267949;"04/01/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002S6Qa/LXnRnQkY6XVTF.lk2j50SuE1ATaI3K8S1uckgDm5P9A";"001t0000007qGIgAAM"
267949;"10/15/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001ELbV/KfMSF5aMSao05gEfAVZWBq846MVJ1.VGyoqoadJTPvA";"001t0000007qGIgAAM"
267949;"10/15/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001ELbK/TxkMOZSpldjSSwZC1yzcw_azLdSutK9jsBBTkM8WFt0";"001t0000007qGIgAAM"
267949;"11/22/2019";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000sZMT/yFOc0g7qnv0Hw7FzSlWHdGDSL2MaarwjwcVjIooTS6c";"001t0000007qGIgAAM"
878222;"02/11/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y0000024aLF/Eg_AsQm4rWqN6VjzWJab9atRCKpDWJqCZHf.7i.sdjA";"001t0000007qJAhAAM"
878222;"02/11/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y0000024aZ0/T3n3AruKeD3QN7fQ97y0Qotu3yxBtVaZLsAGIoy5V9s";"001t0000007qJAhAAM"
878222;"08/11/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000n4N5/Wc4nqGE9mUF76T0exeIrH5BsGy5NkHu9XqWSd8qIFf8";"001t0000007qJAhAAM"
878222;"08/11/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000n4NL/VT0llt_Klv6.BEJTqaLFblq4ejz7RrueU2pbBq9XmIU";"001t0000007qJAhAAM"
1162306;"05/10/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002j59O/2dWACH9TKP55zo4q7AGhcmiQYEJ5nKSG0z_uCcUaG4I";"001t0000007qJXUAA2"
1162306;"05/10/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002j5A7/SS4b4alYsCiSRkAIBkPV9yepMCWhwSyHPjPXYSqQfOA";"001t0000007qJXUAA2"
1162306;"12/03/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001IxHB/eNYcMTg0dxNmI0lchq1prHn3BcqwlatgpL85VaKjfas";"001t0000007qJXUAA2"
1162306;"12/03/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001IxHH/RHut._cTPD9QUAx_RTS_D_qFffuZFM4wKooMaFYDR.U";"001t0000007qJXUAA2"
1162306;"03/13/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000szI9/HXC.R9..MDZXc6wVb0NICO59K0K7Kf9xgJ4rvld0Fy8";"001t0000007qJXUAA2"
1162306;"03/13/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000SoMQ/C_JRhpXaC8DoXk6k20vDMukAEE6FypQTtCKkhL1Cs7s";"001t0000007qJXUAA2"
1561194;"08/17/2021";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000kL2h/ND9ShOlGuwbYxKmfFG49SeaKmifVqeMccGBAYRlKJuA";"001t000000Ffvu8AAB"
1561194;"08/17/2021";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000kLDB/aHkr0M1p55SXRKTq6lQpzVVK6YUdnYKyErjXVZfefPs";"001t000000Ffvu8AAB"
1774339;"07/13/2021";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000K3sL/lJOkWWuhjA1.VtKHJzUQxWD.SPBf7TtTddjqs.BtIvg";"001t000000UPsMOAA1"
1774339;"07/13/2021";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000K3Oj/b2GmsFjutmac6YG0Uq4aOWEoD9jrfgQnXHiztfJ2WUA";"001t000000UPsMOAA1"
1774339;"12/30/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001JnyE/PDJmBj6bLpmyevuhxG9oI49bHAZ8.0pg43vxEtMjL8U";"001t000000UPsMOAA1"
1774339;"12/30/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001Jny3/u0GNbhGKOH_ozcFfpbeebYwcRli3OEqus.HTmjBanPE";"001t000000UPsMOAA1"
1702183;"02/24/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002B6LI/ZR6De_USb1w4gR4oHwIZyQILf124hQuIvnqX6XjoYCI";"001t000000LtLxjAAF"
1702183;"02/24/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002B6KY/koVtjvEwWY2aDDf54vr0wgikr8_RKmhjlKnLvw6ONh8";"001t000000LtLxjAAF"
1702183;"03/29/2021";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001u4WX/pDAWV2bG3VoKowAwOmrZ6xktsmEWhxZ8X8SmUW_hgP8";"001t000000LtLxjAAF"
1702183;"03/29/2021";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001u4WM/Cbk8kDP27M_AGLH1hdQlP83pOzdUoe6ctJtA0YR1IhM";"001t000000LtLxjAAF"
1702183;"07/15/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001Dq4q/hi5Z263Xz1n31zJBzwQl_SZwwpcBfEo24aRkOzm9quk";"001t000000LtLxjAAF"
1702183;"07/15/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000nEfa/lKq5T6YZ918Y0epKor4TSF4N6IJMyDTXh_i7C.thDgE";"001t000000LtLxjAAF"
264235;"05/18/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002mD3I/TmhLU94G0TxpIAdv96wzFisbRdKgcQhXqD4BlrpXIBs";"001t0000007qGCWAA2"
264235;"05/18/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002mD2i/5BP903GEmBbnwojjr69wd3DFI_SuQ_zcuftBKukGuCg";"001t0000007qGCWAA2"
264235;"01/19/2021";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001K5Lj/GjGCnx9e220RhI98te3A4sFynDDV.O3I2ZkENh8yD.U";"001t0000007qGCWAA2"
264235;"01/19/2021";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001K5Lp/NJGmWV1Se_PtDY32gBYEPmBlxWry6t1iJbR9A0vZdvY";"001t0000007qGCWAA2"
264235;"12/05/2019";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000Kih2/X80gPKLGm9ToA4W7P5XDLVUTBJk8x9Cxudp9Xi4Hev0";"001t0000007qGCWAA2"
264235;"12/05/2019";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000sZOj/mN17C1nBGODcN09mS7.q5.1KBAIkWBAt9jXsD.DT4PI";"001t0000007qGCWAA2"
1383235;"06/03/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002v8im/lnosAJVexuQJLGmoVJ8v9R8A7ye2NgaUvEi4hu_Z_yA";"001t000000BHiFOAA1"
1383235;"03/25/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002Q7BT/aua.W_4gwtKqWoJjkZI0RxiZctZLUSz5xHUr6K3akTI";"001t000000BHiFOAA1"
1383235;"03/25/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002Q7C8/30Tm.gJMIhmbSKMnPRYTKE80aEPmwoDu8KefpKzm9_0";"001t000000BHiFOAA1"
1383235;"09/28/2021";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000ukTU/Spcmt3at3VDpJTxpr4lIIy8iPm6P1iJVIZiERYwu6s0";"001t000000BHiFOAA1"
1383235;"09/28/2021";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000000ukb9/W0bl4YXx8REJuSJjQZba0AFUcdoFRPO5mXJ0MY6K7qE";"001t000000BHiFOAA1"
1383235;"11/03/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001Eb8Z/COty0obeC3mmFI331i9DEnlJPEL9s4l7ZNEqDu57HUM";"001t000000BHiFOAA1"
1383235;"11/03/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000001Eb8u/FtzpbDy8ASp5zeb7Nhm0QwFL2qoVwzqtfb5NKx9jQKU";"001t000000BHiFOAA1"
1383235;"10/02/2019";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000JgL3/ardAq.2UB11GTddOchNquwgySbu9CRBu5QKA0eDHu0c";"001t000000BHiFOAA1"
1383235;"10/02/2019";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000JgLJ/dcIOGSW7tzXH_bfSxFaOcrt6pPC81HoMhz00MGZtWS8";"001t000000BHiFOAA1"
2009189;"06/15/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002woM1/dmuCZMX_euXys61faM5zFjRNsDgmTAHrBoMinwIpk6Q";"0018y000005ZeVgAAK"
2009189;"06/15/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002woLb/QBE39bO4C33ga2avLTPCDK.8iLlxeQx1VtSK9YOneCE";"0018y000005ZeVgAAK"
1387190;"08/30/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000003MZKJ/0gejBoO6sw5e1kWT2nDRNol81EN45zFhKNUlj9_5YhA";"001t000000BIJjrAAH"
1387190;"08/04/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000mvXd/94E61r0MbP9e44HrYnZB7Cpg5r7plyWtL2LaZrm3js4";"001t000000BIJjrAAH"
1387190;"08/04/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000mvXt/unvblfy9xGjK3JhSj2mxHyBd_7Dpjz0LznpwG0Y4DrM";"001t000000BIJjrAAH"
1387190;"01/23/2020";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000kfve/9O69IZFDl7LVwNdN3XLhKpj7t_AadtqcC8TUxnDafn4";"001t000000BIJjrAAH"
1387190;"01/23/2020";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/t0000000samm/37ADdLV1aFktANBWSDWMLmE526cFY9ZL.Ck4_Ks6lSU";"001t000000BIJjrAAH"
1972183;"06/24/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y0000030IAy/y4OqUIfk0fwrsZDWC1jIU2.anHtThGbo3_yxPkjoxPE";"0018y00000520IzAAI"
1972183;"06/24/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y0000030IBi/7apZ5AqDqpNp4Jy6q4eZBsuadv0kcN7JiMiO80T55jI";"0018y00000520IzAAI"
1972183;"03/15/2022";"Licensing CCC Inspection Report";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002DTzr/ADAsoff51T2P4saU.Gfco_q.3OpyOEyOvXQbFGFQLlI";"0018y00000520IzAAI"
1972183;"03/15/2022";"ChildCareMonitoringChecklist.pdf";"https://wa-del.my.salesforce.com/sfc/p/t00000008aPL/a/8y000002DTzH/.KbPFGVEFJKUdU8wmfb6afGhIXFEyUN3TiRctvANeMM";"0018y00000520IzAAI"
