"id";"name";"address";"city";"state";"phone";"main website";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4"
591429;"SHORELINE COMM COLLEGE";"16101 GREENWOOD AVE N";"SEATTLE";"WA";"206-5464593";"http://www.shoreline.edu/";;;;;;;;;;;;;;;;;
591430;"COMMUNITY MONTESSORI";"1407 SOUTH I STREET";"TACOMA";"WA";"253-6277554";"http://www.communitymontessori.net/community-montessori-contact.html";"http://www.communitymontessori.net/community-montessori-contact.html";;"Monday-Friday
7:00am to 5:30pm";;;;"n";"y";"y";"y";"y";"n";;"http://www.communitymontessori.net/images/montessori-playground.jpg";"http://www.communitymontessori.net/images/montessori-child-learning.jpg";;
591431;"LILLIE RICE CENTER INC";"1627 EVERGREEN STREET";"WALLA WALLA";"WA";"(509) 525-5433";"http://www.lilliericecenter.org/index.html";"http://www.lilliericecenter.org/index.html";;;"http://www.lilliericecenter.org/lrc6_006.htm";;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;;;;
591437;"DELLS CHILDRENS CENTER";"1212 N PEARL";"CENTRALIA";"WA";"360-7369964";"http://www.dellschildrenscenter.com/index.html";"http://www.dellschildrenscenter.com/index.html";;"6:30 am-5:30 pm";;;;"y";"y";"y";"y";"y";"n";"http://www.dellschildrenscenter.com/images/header7.jpg";;;;
591441;"LAKE WA TECH COLLEGE";"11605 132ND AVE NE";"Kirkland";"WA";"425-7398358";"http://www.lwtech.edu/";;;;;;;;;;;;;;;;;
591442;"EARLY LEARNING CENTER";"3410 W FT WRIGHT DR";"Spokane";"WA";"509-5333624";"http://www.spokanefalls.edu/Resources/Support/ELC.aspx";"http://www.spokanefalls.edu/Resources/Support/ELC.aspx";;"Monday through Friday, 7:00 AM – 4:00 PM";;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"http://www.spokanefalls.edu/_images/Home/Transitional/Banner-Header-Secondary-SFCC.jpg";"http://www.spokanefalls.edu/Resources/StudentLife/Clubs/_images/ELCClub/ELCClub_01T.jpg";"http://www.spokanefalls.edu/Resources/StudentLife/Clubs/_images/ELCClub/ELCClub_02T.jpg";"http://www.spokanefalls.edu/Resources/StudentLife/Clubs/_images/ELCClub/ELCClub_03T.jpg";"http://www.spokanefalls.edu/Resources/StudentLife/Clubs/_images/ELCClub/ELCClub_04T.jpg"
591443;"JOSEPHINE SUNSET HOME";"9901 272ND PLACE NW";"STANWOOD";"WA";"360-6294915";"http://www.josephinenet.com/childcare.htm";;;;;;;;;;;;;;;;;
591444;"BAYVIEW MANOR";"20 W QUEEN ANNE DR. WAY";"SEATTLE";"WA";"206-2815786";"http://www.bayviewcommunity.org/intergenerational/preschooleducation.htm";"http://www.bayviewcommunity.org/intergenerational/preschooleducation.htm";"https://www.facebook.com/BayviewCommunity";"7:00am to 6:00pm Monday through Friday";;;;"n";"n";"y";"y";"n";"n";;"http://www.bayviewcommunity.org/images/pic_intergen04.jpg";"http://www.bayviewcommunity.org/images/pic_intergen01.jpg";"http://www.bayviewcommunity.org/images/pic_intergen02.jpg";
591447;"KIDS KORNER";"11206 89TH AVE COURT EAST";"PUYALLUP";"WA";"253-617-7414 ";"http://kidskornerlearningcenters.com/";"http://kidskornerlearningcenters.com/";;"Monday to Friday:
6:00 am - 6:30 pm";;;;"n";"n";"y";"y";"n";"y";"http://kidskornerlearningcenters.com/cs/Satellite?blobcol=urlheaderimage&blobheader=image%2Fjpeg&blobheadername1=Content-Disposition&blobheadervalue1=inline%3B+filename%3Dpreschool-service-puyallup-wa-tacoma-wa-east-tacoma-wa-kids-korner-learning-center-headre.jpg&blobkey=id&blobtable=FoundationSite&blobwhere=1315812046036&ssbinary=true&moddate=2012-06-13%2009:41:03";"http://kidskornerlearningcenters.com/cs/Satellite?blobcol=urlmainimage&blobheader=image%2Fjpeg&blobheadername1=Content-Disposition&blobheadervalue1=inline%3B+filename%3D1472755-callout-preschool-learning-facility-puyallup-wa-tacoma-wa-east-tacoma-wa-kids-korner-learning-center-0.jpg&blobkey=id&blobtable=FoundationPage&blobwhere=1313982749853&ssbinary=true&moddate=2012-06-13%2009:39:32";;;
591448;"OLYMPIC VIEW CHRISTIAN DAYCARE";"201 BROWNS POINT BLVD NE";"TACOMA";"WA";"253-9279184";"http://ovdc.extentstudio.com/index.php?option=com_contact&view=contact&id=1&Itemid=54";;;;;;;;;;;;;;;;;
591449;"PUYALLUP PLAYCARE CENTER";"120 MCELROY PLACE";"Puyallup";"WA";"253-8484232";"http://puyallupplaycarecenter.org/index2.html";"http://puyallupplaycarecenter.org/index2.html";"http://www.facebook.com/pages/Puyallup-Playcare-Center/267111520026971";"Monday through Friday from 6 a.m. to 6 p.m.";;"http://puyallupplaycarecenter.org/4001.html";;"n";"n";"y";"y";"y";"n";"http://sphotos-f.ak.fbcdn.net/hphotos-ak-ash4/420815_267250866679703_1183561471_n.jpg";"http://puyallupplaycarecenter.org/mediac/450_0/media/4-15-08$20026.jpg";"http://puyallupplaycarecenter.org/mediac/450_0/media/IMG00210.jpg";"http://puyallupplaycarecenter.org/mediac/450_0/media/DSC_0120.JPG";"http://puyallupplaycarecenter.org/mediac/450_0/media/4B0.jpg"
591451;"TACOMA DAYCARE AND PRESCHOOL ASSOCIATION";"1113 S I ST";"TACOMA";"WA";"253-6275671";"http://www.tacomaday.org/";"http://www.tacomaday.org/";;"Monday - Friday
6:30 AM - 6:00 PM";"http://www.tacomaday.org/sites/tacomaday.oncareweb.com/files/forms/Center_School-AgeEmploymentApplication.pdf";"http://www.tacomaday.org/sites/www.tacomaday.org/files/forms/Application-child%20enrollment.pdf";"http://www.tacomaday.org/sites/tacomaday.oncareweb.com/files/forms/parenthandbook.pdf";"n";"y";"y";"y";"y";"n";"http://www.tacomaday.org/sites/tacomaday.oncareweb.com/files/main-banner/sidebar.jpg";"http://www.tacomaday.org/sites/tacomaday.oncareweb.com/files/Fotolia_9321190_Subscription_L.jpg";"http://www.tacomaday.org/sites/tacomaday.oncareweb.com/files/Fotolia_9755139_Subscription_L.jpg";"http://www.tacomaday.org/sites/www.tacomaday.org/files/imagecache/rotator/photos/Fotolia_9690851_Subscription_L.jpg";"http://www.tacomaday.org/sites/tacomaday.oncareweb.com/files/Fotolia_7330838_Subscription_L.jpg"
591452;"CLEARVIEW MONTESSORI";"13329 HIGHWAY 9";"SNOHOMISH";"WA";"360-6687776";"http://www.clearviewmontessori.com/";"http://www.clearviewmontessori.com/";;;;"http://www.clearviewmontessori.com/enrollment.asp";;"y";"y";"y";"y";"y";"n";"http://www.clearviewmontessori.com/TEMPLATE/top2.jpg";"http://www.clearviewmontessori.com/images/Infant%20%282%29.jpg";"http://www.clearviewmontessori.com/images/Toddler.jpg";"http://www.clearviewmontessori.com/images/Preschool.jpg";"http://www.clearviewmontessori.com/images/Pre%20K.jpg"
591453;"LAKE STEVENS DAY CARE";"8730 11TH ST NE";"LAKE STEVENS";"WA";"425-3341390";"http://www.lakestevensag.org/lake-stevens-christian-daycare--pre-school/welcome.html";;;;;;;;;;;;;;;;;
591454;"BELLINGHAM SCHOOL DISTRIC";"3408B REDWOOD AVENUE";"BELLINGHAM";"WA";"360-6765089";"http://bellinghamschools.org/";;;;;;;;;;;;;;;;;
591455;"HILLCREST KIDS";"1400 LARRABEE";"BELLINGHAM";"WA";"360-7338135";"http://www.hillcrestkids.com/contact-us/";"http://www.hillcrestkids.com/contact-us/";"https://www.facebook.com/pages/Hillcrest-Kids-Early-Learning/142266765846459";;"http://www.hillcrestkids.com/about-us/job-opportunities/";"http://www.hillcrestkids.com/registration/";;"n";"y";"y";"y";"y";"n";"http://www.hillcrestkids.com/wp-content/uploads/2012/08/banners.png";"http://www.hillcrestkids.com/wp-content/uploads/2011/04/chrstkid.jpg";"http://www.hillcrestkids.com/wp-content/uploads/2011/03/DSCN0194.jpg";"http://www.hillcrestkids.com/wp-content/uploads/2011/03/DSCN0177.jpg";"http://www.hillcrestkids.com/wp-content/uploads/2011/03/DSCN0165.jpg"
591456;"ORCAS ISLAND CHILDRENS HOUSE";"36 PEA PATCH LANE";"EASTSOUND";"WA";"360-3764744";"http://www.oich.org/";"http://www.oich.org/";"http://www.facebook.com/pages/Orcas-Island-Childrens-House/160961537249741";"8:30 AM to 3 PM";"http://www.oich.org/employment.html";;;"n";"y";"y";"y";"n";"n";;;;;
591457;"SOUTH WHIDBEY CHILDRENS CENTER";"120 6TH STREET";"LANGLEY";"WA";"360-2214499";"http://www.swchildrenscenter.com/";"http://www.swchildrenscenter.com/";"http://www.facebook.com/pages/South-Whidbey-Childrens-Center/208728689157471";;;;;"n";"y";"y";"y";"y";"n";"http://www.swchildrenscenter.com/images/index_header.png";"http://www.swchildrenscenter.com/images/001.jpg";"http://www.swchildrenscenter.com/images/011.jpg";"http://www.swchildrenscenter.com/images/009.jpg";"http://www.swchildrenscenter.com/images/006.jpg"
591463;"SEATAC CHRISTIAN DAYCARE";"18435 42ND AVE S";"SEATAC";"WA";"206-2438636";"http://www.seatacchurchofgod.org/Daycare.htm";"http://www.seatacchurchofgod.org/Daycare.htm";;"6:00AM to 6:00PM
Monday through Friday";;;;"n";"y";"y";"y";"n";"n";;"http://www.seatacchurchofgod.org/images/DayCareClassWeb.jpg";;;
591464;"FAUNTLEROY CHILDRENS CENTER";"9131 CALIFORNIA AVENUE SW";"SEATTLE";"WA";"206-9329590";"http://www.fauntleroychildrenscenter.org/index.cfm";"http://www.fauntleroychildrenscenter.org/index.cfm";;"7:00AM to 6:00PM";;"http://www.fauntleroychildrenscenter.org/DisplayPolicy.cfm?PolicyID=4";;"y";"y";"y";"y";"n";"n";"http://www.fauntleroychildrenscenter.org/images/logo_home.gif";;;;
591465;"GREENACRES LEARNING CENTER";"1826 S 240TH ST";"DES MOINES";"WA";"206-8784308";"http://www.greenacresdaycare.com/";"http://www.greenacresdaycare.com/";;"6:30 am to 6:00 pm";"http://www.greenacresdaycare.com/career_opportunities";;;"y";"y";"y";"y";"y";"y";"http://j.b5z.net/zirw/2/i/u/2089777/i/menu/a1.jpg";"http://j.b5z.net/i/u/2089777/i/playground-3jpg_ezr.jpg";"http://j.b5z.net/i/u/2089777/i/website_pictures_003_ezr.jpg";"http://j.b5z.net/i/u/2089777/i/website_pictures_005.jpg";"http://www.greenacresdaycare.com/i/u/2089777/i/kidsclub_002_ezr.jpg"
591466;"RENTON TECHNICAL COLLEGE CHILD CARE CTR";"699 MONROE AVE NE";"RENTON";"WA";"425-2352459";"http://www.rtc.edu/CommunityResources/ChildCare/";;;;;;;;;;;;;;;;;
591470;"LA PETITE 8675 REDMOND 1";"8675 161ST AVE NE";"REDMOND";"WA";"425-8671998";"http://www.lapetite.com/our-schools/redmond-wa-7327/";"http://www.lapetite.com/our-schools/redmond-wa-7327/";"http://www.facebook.com/LaPetiteAcademy?ref=ts";"06:30 AM - 06:30 PM ";"http://www.lapetite.com/about/careers/";"http://www.lapetite.com/enrollment/our-enrollment-process/";;"y";"y";"y";"y";"y";"y";;"http://dkqvlsfy4i18r.cloudfront.net/7327/0xvxgu2.jpg";"http://dkqvlsfy4i18r.cloudfront.net/7327/m7r7ztd.jpg";"http://dkqvlsfy4i18r.cloudfront.net/7327/1hvwa1z.jpg";"http://dkqvlsfy4i18r.cloudfront.net/7327/c79iirw.jpg"
591473;"NEWPORT CHILDRENS PRESCHOOL";"12930 SE NEWPORT WAY";"BELLEVUE";"WA";"425-6410824";"http://www.newportchildrensschool.com/locations.html";"http://www.newportchildrensschool.com/locations.html";;;"http://www.newportchildrensschool.com/pdfs/student_application_newport.pdf";;;"n";"y";"y";"y";"y";"y";"http://www.newportchildrensschool.com/images/newport-logo.jpg";"http://www.newportchildrensschool.com/images/locations_pic.jpg";"http://www.newportchildrensschool.com/images/newport_photo5.jpg";"http://www.newportchildrensschool.com/images/photo-2.jpg";"http://www.newportchildrensschool.com/images/photo-3.jpg"
591474;"EARLY WORLD 13831 CHILDRENS SCHOOL";"13831 BEL-RED RD";"BELLEVUE";"WA";"425-7477020";"http://www.earlyworldschool.com/";"http://www.earlyworldschool.com/";;;"http://www.earlyworldschool.com/careers.html";;;"n";"y";"y";"y";"y";"y";"http://www.earlyworldschool.com/images/home-logo.jpg";"http://www.earlyworldschool.com/images/tour_ew_1.jpg";"http://www.earlyworldschool.com/images/tour_ew_3.jpg";"http://www.earlyworldschool.com/images/tour_ew_4.jpg";"http://www.earlyworldschool.com/images/tour_ew_5.jpg"
591475;"COUNTRY VILLAGE DAY SCHOOL";"4030 86th Ave SE Campus B";"MERCER ISLAND";"WA";"(206) 232-7107

OR

(206) 236-2417";"http://www.countryvillagedayschool.org/index.html";"http://www.countryvillagedayschool.org/index.html";;;;"http://countryvillagedayschool.org/enrollment.html";"http://countryvillagedayschool.org/files/56467232.pdf";"y";"y";"y";"y";"y";"y";"http://www.countryvillagedayschool.org/image/58485990.png";"http://countryvillagedayschool.org/image/47694300.png";"http://countryvillagedayschool.org/image/47695432.png";"http://countryvillagedayschool.org/image/47695964.png";"http://countryvillagedayschool.org/image/33805840_scaled_337x225.jpeg"
591477;"LITTLE FOLKS CHRISTIAN SCHOOL";"16601 NE 95TH ST";"REDMOND";"WA";"425-8859364";"http://littlefolksschool.com/get-in-touch/";"http://littlefolksschool.com/get-in-touch/";;"Monday-Friday 6:30 a.m.- 6 p.m.";;"http://littlefolksschool.com/rates-enrollment/";;"n";"y";"y";"y";"y";"y";;"http://littlefolksschool.com/wp-content/uploads/2010/12/Emily-Smiling.jpg";"http://littlefolksschool.com/wp-content/uploads/2010/12/2s-Class-Kiera.jpg";"http://littlefolksschool.com/wp-content/uploads/2010/12/Shelby-resized-for-web.jpg";"http://littlefolksschool.com/wp-content/uploads/2010/12/LittleFolksSchool_0053.jpg"
591478;"BRIDLE TRAILS TOYS &amp; TOT";"3048 140TH AVE NE";"BELLEVUE";"WA";"425-8857971";"http://www.bridletrailsschool.com/";"http://www.bridletrailsschool.com/";;"7am - 6pm, Monday - Friday";;;;"n";"y";"y";"y";"n";"n";;"http://www.bridletrailsschool.com/global/images/bridle-trails-tea-party.jpg";"http://www.bridletrailsschool.com/global/images/bridle-trails-music-parlor.jpg";"http://www.bridletrailsschool.com/global/images/bridle-trails-admissions.jpg";"http://www.bridletrailsschool.com/global/images/bridle-trails-creek.gif"
591479;"KIRKLAND CHILDRENS SCHOOL";"5311 108TH AVE NE";"KIRKLAND";"WA";"425-8225664";"http://www.kirklandschool.com/";"http://www.kirklandschool.com/";;"Monday through Friday
from 6:30 am to 6:30 pm";"http://www.kirklandschool.com/careers.html";"http://www.kirklandschool.com/pdfs/enrollment_application.pdf";;"n";"y";"y";"y";"y";"y";"http://www.kirklandschool.com/images/home-logo.jpg";"http://www.kirklandschool.com/images/tour_kirkland_entry.jpg";"http://www.kirklandschool.com/images/tour_kirk_office.jpg";"http://www.kirklandschool.com/images/tour_toddler_room2.jpg";"http://www.kirklandschool.com/images/tour_preschool_classroom2.jpg"
591486;"PINEHURST SCHOOLAGE PROGRAM";"11051-34th Ave NE";"SEATTLE";"WA";"206-3652197";"http://pinehurstchildcare.org/Contact_Us.html";"http://pinehurstchildcare.org/Contact_Us.html";;;;;;"y";"y";"y";"y";"y";"y";"http://pinehurstchildcare.org/images/resized_logo.jpg";;;;
591490;"COMMUNITY DAY CENTER FOR CHILDREN";"165 22ND AVENUE";"SEATTLE";"WA";"206-3238288";"http://cdccinc.net/";"http://cdccinc.net/";;" 6:15 a.m.- 6:15 p.m.";;;;"n";"y";"y";"y";"n";"n";"http://cdccinc.net/images/banner.jpg?nxg_versionuid=published";"http://cdccinc.net/images/DSCN4566.jpg?nxg_versionuid=published";"http://cdccinc.net/images/DSCN4060.jpg?nxg_versionuid=published";;
591496;"YMCA DOWNTOWN/BAILEY GATZERT";"1301 E YESLER WY";"SEATTLE";"WA";"206-3251652";"http://www.ychild.org/search.cfm?zip=98104";;;;;;;;;;;;;;;;;
591497;"EVERGREEN ACADEMY/BOTHEL";"16017 118TH PLACE NE";"BOTHELL";"WA";"425-4888000";"http://bothell.evergreenacademy.net/";"http://bothell.evergreenacademy.net/";;"8:30am - 3:30pm";;"http://bothell.evergreenacademy.com/page.cfm?p=20902";"http://bothell.evergreenacademy.com/uploaded/evergreen/1501/Parent_Handbook_2012_2013.pdf";"n";"n";"n";"y";"y";"y";"http://bothell.evergreenacademy.com/uploaded/Elementary/Site_Elements/Top_Banners/EA_ES_Top.jpg";"http://bothell.evergreenacademy.com/uploaded/Elementary/Photos/K_Reading_Girl.jpg";"http://bothell.evergreenacademy.com/uploaded/Elementary/Photos/ES_Teacher_with_children.jpg";"http://bothell.evergreenacademy.com/uploaded/Elementary/Photos/ES_Girl_Painting_with_Teacher.jpg";"http://bothell.evergreenacademy.com/uploaded/evergreen/1501/new_pics/NLC-1500_1_OF_2.jpg"
591499;"HILLTOP CHILDRENS CENTER";"4 NICKERSON ST";"SEATTLE";"WA";"206-2833100";"http://www.hilltopcc.com/about/map/";"http://www.hilltopcc.com/about/map/";;;"http://www.hilltopcc.com/jobs/";"http://www.hilltopcc.com/enrollment/";;"n";"n";"y";"y";"y";"y";;;;;
591500;"NORTH QUEEN ANNE CHILD CARE CENTER";"3200-3RD AVE W";"SEATTLE";"WA";"206-2812919";"http://www.nqacc.org/contact-us.html";"http://www.nqacc.org/contact-us.html";;"6:30 a.m. to 6:00 p.m. Monday—Friday ";;"http://www.nqacc.org/docs/Registration_Form.pdf";"http://www.nqacc.org/docs/parent-handbook-june2011.pdf";"n";"y";"y";"y";"y";"n";"http://www.nqacc.org/images/nqacc-logo.gif";"http://www.nqacc.org/images/enrollment.jpg";"http://www.nqacc.org/images/front-welcome.jpg";"http://www.nqacc.org/images/front-footballs.jpg";"http://www.nqacc.org/images/programs.jpg"
591503;"WOODINVILLE CHILDREN CTR";"16220 140TH PL NE";"WOODINVILLE";"WA";"425-4830302";"http://www.woodinvillechildrenscenter.com/";"http://www.woodinvillechildrenscenter.com/";"http://www.facebook.com/pages/Woodinville-Childrens-Center/133432863442782";"Monday-Friday from 6:00am to 6:30pm";;"http://www.woodinvillechildrenscenter.com/RegistrationForms2013.pdf";"http://www.woodinvillechildrenscenter.com/ParentsHandbook2013.pdf";"y";"y";"y";"y";"y";"n";;;;;
591506;"LUV N CARE DAYCARE MINISTRIES";"1225 29TH ST SE";"AUBURN";"WA";"253-8335644";"http://www.auburnnazarene.org/daycare.htm";;;;;;;;;;;;;;;;;
591508;"LEARNING AVENUES CCC";"5701 MACARTHUR BLVD.";"Vancouver";"WA";"360-6944411";"http://learningavenues.com/index.shtml";;;;;;;;;;;;;;;;;
591510;"FAITH FAMILY CHRISTIAN CENTER";"2203 38TH AVE";"LONGVIEW";"WA";"360-4252440";"http://www.faithfamilydaycare.com/";"http://www.faithfamilydaycare.com/";;"5:45 a.m - 6:30 p.m.";;;;"y";"y";"y";"y";"y";"y";;"http://www.faithfamilydaycare.com/images/photos/preschool3.jpg";"http://www.faithfamilydaycare.com/images/photos/infant1.jpg";"http://www.faithfamilydaycare.com/images/photos/toddler1.jpg";"http://www.faithfamilydaycare.com/images/photos/schoolage1.jpg"
591514;"THE ARK";"928 STURM AVE";"WALLA WALLA";"WA";"509-5294000";"http://bluemountainchurch.com/ark.html";;;;;;;;;;;;;;;;;
591515;"CLARK COLLEGE CHILD &amp; FAM STUDIES PRG CC";"1933 Fort Vancouver Way";"Vancouver";"WA";"360-9922393";"http://www.clark.edu/academics/programs/early_childhood_education/childcare.php";"http://www.clark.edu/academics/programs/early_childhood_education/childcare.php";;" M~F, 7:30 a.m. - 5:30 p.m.";;"http://www.clark.edu/admissions_fin_aid/registration/";;"n";"y";"y";"y";"y";"y";"http://www.clark.edu/images/departmental/logo.jpg";"http://www.clark.edu/academics/programs/early_childhood_education/images/rt_nav3.jpg";"http://www.clark.edu/academics/programs/early_childhood_education/images/rt_nav2.jpg";"http://www.clark.edu/academics/programs/early_childhood_education/images/rt_nav1.jpg";"http://www.clark.edu/academics/programs/early_childhood_education/images/rt_nav4.jpg"
591518;"SMALL FACES CHILD DEVELOPMENT CENTER";"9250 14TH NW";"SEATTLE";"WA";"206-7822611";"http://www.smallfaces.org/";"http://www.smallfaces.org/";;" M-F 7am to 6pm
";"http://www.smallfaces.org/employment.htm";"http://www.smallfaces.org/aboutus.htm";;"n";"n";"y";"y";"y";"n";"http://www.smallfaces.org/images/logo1.jpg";;;;
591520;"CHAPEL CHILDRENS CENTER";"4922 E BERNHILL RD";"COLBERT";"WA";"509-2384886";"http://www.colbertchapel.org/children.html";;;;;;;;;;;;;;;;;
591521;"JOY BELL CHRISTIAN SCHOOL";"4616 E 4TH";"SPOKANE";"WA";"509-5358226";"http://www.joybellschoolhouse.com/mambo/index.php?option=com_contact&catid=12&Itemid=3";;;;;;;;;;;;;;;;;
591522;"LIBERTY PARK DAY CARE";"1417 E HARTSON";"SPOKANE";"WA";"509-5340957";"http://www.lpcdc.org/";"http://www.lpcdc.org/";;" Monday through Friday 6:30am – 6:00pm ";;;;"n";"n";"n";"y";"y";"y";"http://libertyparkkids.org/wp-content/uploads/2012/10/Liberty-Park-Kids-Logo-with-phone.png";"http://libertyparkkids.org/wp-content/uploads/2012/09/Planets-225x300.jpg";"http://libertyparkkids.org/wp-content/uploads/2012/11/even-their-teeth-is-missing-the-same-way_l-300x200.jpg";"http://libertyparkkids.org/wp-content/uploads/2012/11/el-norte-vive_l-300x201.jpg";"http://libertyparkkids.org/wp-content/uploads/2012/11/drawing-competition-for-school-kids_l-300x200.jpg"
591523;"SPOKANE VALLEY BAPTIST CHURCH-NOAHS ARK";"1222 S MCDONALD ROAD";"SPOKANE VALLEY";"WA";"509-9241234";"http://www.ourchurch.com/member/s/svbc/index.php?p=1_3_Contact";;;;;;;;;;;;;;;;;
