"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
939944;"Creative Kids Academy";"4932 Phillips Drive";"Forest Park";"GA";30297;"CLAYTON";"(404) 963-7200";;;;;;;;;;;;;;;;;;;;;"Y";
939941;"Corry Boston Jackson Preschool";"103 East Third Street";"Greensboro";"GA";30642;"GREENE";"(706) 454-1064";;;;;;;;;;;;;;;;;;;;;"Y";
939940;"Cornerstone Academy # 3";"1209 Augusta Avenue";"Augusta";"GA";30901;"RICHMOND";"(706) 496-7023";"http://www.augustacornerstone.com/";;"Cornerstone Academy's goal is to provide quality childcare in a Christ centered environment.  We combine accredited Bible based curriculum with knowledgable and professionally trained staff. Together we are molding God's most precious creation into our most valuable resource.

We partner with parents to help children build the right foundation for future learning and life.  We believe learning can be fun, and work hard to ensure your child is receiving the highest level of education in a fun and engaging environment. If you are looking for a child care center that is focussed on your child and their development, Cornerstone Academy is the right choice.  Stop by either of our daycare centers for a tour and see why Cornerstone is different from all the rest!";"http://www.augustacornerstone.com/";;;"http://www.augustacornerstone.com/Employment.html";;;"n";"y";"y";"y";"n";"y";"http://www.augustacornerstone.com/images/7e66b5746d74223618200e72ded597aa.jpg";;;;;;
939939;"Cool School AfterSchool";"2030 Wesley Chapel Road";"Decatur";"GA";30035;"DEKALB";"(404) 284-2377";"http://www.phcdc.com/Programs.html";;"The Potter's House is designed to help men who have been in crisis situations heal and be restored to perfect mental and physical health. We are a holistic ministry, working with the whole man knowing when he completes the program, he will leave with a mind to be productive in every area of life. We have licensed mental health personnel to come in on an as needed basis to assess each resident. We deal in many areas with the residents, including but not limited to addictive behaviors, job readiness, and computer literacy. We also host a food pantry which provides for special and emergency needs in the community. Residents of the Potter's House oversee the delivery of food and the pantry. They are also involved in other areas of service to the community, such as assisting the elderly.
 ";"http://www.phcdc.com/Programs.html";"https://www.facebook.com/coolschoolphcdc/info?tab=page_info";;;;;"n";"n";"n";"n";"y";"y";;"http://www.phcdc.com/images/646fdc6f6a881a027559afeaf62718fd.jpg";"http://www.phcdc.com/images/gerard-1.png";;;;
939938;"Connie's Education Station II";"161 Redwine Dr.";"Newnan";"GA";30263;"COWETA";"(678) 423-3500";;;;;;;;;;;;;;;;;;;;;"Y";
939929;"Children Under Construction";"7255 Tara Blvd";"Jonesboro";"GA";30236;"CLAYTON";"(404) 601-4670";"https://www.facebook.com/pages/Children-Under-Construction/118000261547366?sk=info&tab=page_info";;"Our mission is to develop the whole child, promote positive self-concepts, high self-esteem, critical thinking skills, social relationships and understanding of peers, while respecting the uniqueness of every child’s individuality.";"https://www.facebook.com/pages/Children-Under-Construction/118000261547366?sk=info&tab=page_info";"https://www.facebook.com/pages/Children-Under-Construction/118000261547366?sk=info&tab=page_info";;;;;"y";"y";"y";"y";"y";"y";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/25611_118698448144214_5193481_n.jpg?oh=73c9d643b4442894948d3e5cdeba72c9&oe=556D18A1&__gda__=1428756698_be3b359a7896a9fa475e2540387a6922";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/47605_184175731596485_1114796_n.jpg?oh=8e5b0d75e8fe381de6a5cd731d06529b&oe=5520A3AA&__gda__=1432549557_caeb7fbc3e98475881d3ed21f064f0a4";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/155786_184174931596565_116210_n.jpg?oh=0882d97b06075ab25c02583de951d6f5&oe=5565CAD8&__gda__=1428504361_ce4aa2e6173df626c83af588e9fcc320";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/154616_184174511596607_6904290_n.jpg?oh=a1e970969622e8071e476d2890064d05&oe=55584EC3&__gda__=1433123083_1810472b73185e9e9c77d762f39ef9c2";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/75870_178222192191839_1360106_n.jpg?oh=c209a3309d4266470129b934039f355c&oe=556055C9&__gda__=1432116162_919407d1de675ad184b18d6c050e39ad";;
939925;"Chaya Mushka Children's House";"5065 High Point Road";"Atlanta";"GA";30342;"FULTON";"(404) 843-9582";"http://www.chabadga.com/index.php?option=com_content&view=article&id=62&Itemid=209";"elementary@chayamushka.org";" Chaya Mushka Children's House seeks to create a stimulating and enriching educational environment for each and every child. The school is devoted to helping children learn socialization skills, building their self-confidence and teaching them the preliminary skills to explore andexperience the world independently.

In addition, we seek to ignite a spark ineach child to lay claim to his Jewish heritage and commit him or her to a lifetime passion for learning. Welcome!";"http://www.chabadga.com/index.php?option=com_content&view=article&id=62&Itemid=209";"https://www.facebook.com/CMCHPreschool/info?tab=page_info";;;"http://www.chabadga.com/register-v15-195";;"y";"y";"y";"y";"n";"n";"http://www.chabadga.com/images/upload/banners/hebrew-school3.jpg";;;;;;
939924;"Chapman's Learning Center";"20 W. Willow Creek Lane";"McRae";"GA";31055;"Telfair";"(229) 868-6514";;;;;;;;;;;;;;;;;;;;;"Y";
939921;"Carousel Kids Early Learning Center II";"6730 Tara Blvd";"Jonesboro";"GA";30236;"CLAYTON";"(770) 961-0350";;;;;;;;;;;;;;;;;;;;;"Y";
939916;"Brookwood Elementary";"2080 Vaughan Drive";"Cumming";"GA";30040;"FORSYTH";"(678) 965-5060";"http://www.forsyth.k12.ga.us/site/default.aspx?domainid=2333";"kbraswell@forsyth.k12.ga.us";"Brookwood Elementary opened in August, 2009, with approximately 800 students from Big Creek, Johns Creek and Sharon Elementary Schools. Mrs. Kathie Braswell is the school’s first principal. The school was named after the early Brookwood community, whose name reflects the wooded landscape and abundance of small, natural fresh water streams located in Forsyth County.";"http://www.forsyth.k12.ga.us/site/default.aspx?domainid=2333";;"7:40am-2:20pm";;;"http://www.forsyth.k12.ga.us/cms/lib3/GA01000373/Centricity/Domain/2338/Brookwood%20Student%20Handbook.pdf";"n";"n";"n";"n";"y";"y";"http://www.forsyth.k12.ga.us/cms/lib3/GA01000373/Centricity/Template/3//logos/brookwood.png";"http://www.forsyth.k12.ga.us/cms/lib3/GA01000373/Centricity/Domain/2983/BES%20FP%20D.jpg";;;;;
939912;"Bright Star @ Old Griffin Road";"275 Old Griffin Rd";"McDonough";"GA";30253;"HENRY";"(770) 954-9757";;;;;;;;;;;;;;;;;;;;;"Y";
939911;"Bright Star @ Green Valley";"305 Green Valley Road";"Griffin";"GA";30224;"SPALDING";"(770) 233-3220";;;;;;;;;;;;;;;;;;;;;"Y";
939907;"Boswell Edward Academy";"3119 Campus Dr. 100";"Norcross";"GA";30071;"GWINNETT";"(770) 840-8828";;;;;;;;;;;;;;;;;;;;;"Y";
1090187;"A-1 Childcare Center";"2763 Ste. A-B Tobacco Rd.";"Hephzibah";"GA";30815;"RICHMOND";"(706) 792-6100";;;;;;;;;;;;;;;;;;;;;"Y";
1060049;"The Children's Campus at Georgia Tech";"251 10th Street NW Building F";"Atlanta";"GA";30318;"FULTON";"(404) 385-2248";"http://child-care-preschool.brighthorizons.com/GA/Atlanta/gtchildrenscampus/";;"At Bright Horizons®, we’re right there with your child – providing an engaging, flexible curriculum that’s designed to inspire children at every age and stage. Built around extensive research, 21st-century technology, and developmentally- appropriate instruction, our carefully planned curriculum introduces and reinforces concepts of math, science, language, social awareness, environment, art, and health. We look forward to sharing this experience with your family and partnering with you on your child’s educational journey. ";"http://child-care-preschool.brighthorizons.com/GA/Atlanta/gtchildrenscampus/";;"M-F: 7:00 a.m. to 6:30 p.m. ";"http://www.brighthorizons.com/careers";;;"y";"y";"y";"y";"n";"n";"http://child-care-preschool.brighthorizons.com/BH/Centers/includes/images/bh-logo.png";"http://child-care-preschool.brighthorizons.com/~/media/BH/Centers/960x409/marquee3.ashx?bc=ffffff&h=409&thn=0&w=960";"http://child-care-preschool.brighthorizons.com/~/media/BH/Centers/960x409/marquee.ashx?bc=ffffff&h=409&thn=0&w=960";"http://child-care-preschool.brighthorizons.com/~/media/BH/Centers/960x409/marquee5_alt.ashx?bc=ffffff&h=409&thn=0&w=960";"http://child-care-preschool.brighthorizons.com/~/media/BH/Centers/960x409/marquee12.ashx?bc=ffffff&h=409&thn=0&w=960";;
1039249;"New Beginning Early Learning Academy";"106 Gloria Drive";"jonesboro";"GA";30326;"CLAYTON";7704734900;;;;;;;;;;;;;;;;;;;;;"Y";
549133;"5 Star Childcare & Learning Center";"4492 Lilburn Industrial Way South";"Lilburn";"GA";30047;"Gwinnett";"(770)806-9212";;;;;;;;;;;;;;;;;;;;;"Y";
549134;"5-Star Childcare Center";"5150 Scofield Road";"College Park";"GA";30349;"Fulton";"(404)389-0191";;;;;;;;;;;;;;;;;;;;;"Y";
549137;"A Brighter Beginning Childcare Center";"3423-C Deans Bridge Road";"Augusta";"GA";30906;"RICHMOND";"(706)793-9776";;;;;;;;;;;;;;;;;;;;;"Y";
549138;"A Brighter Choice Early Learning Center Inc.";"106 Morris Street";"Fort Valley";"GA";31030;"Peach";"(478)825-9555";;;;;;;;;;;;;;;;;;;;;"Y";
549141;"A Child's Dream Childcare and Learning Center";"2502 Deans Bridge Road";"Augusta";"GA";30906;"Richmond";"(706)736-0030";;;;;;;;;;;;;;;;;;;;;"Y";
549143;"A Child's Night Out";"1360 Powers Ferry Road Suite B-255";"Marietta";"GA";30067;"Cobb";"(770)952-9824";"http://www.achildsnightout.com/";;"A Child’s Night Out (ACNO) was established in 1978, and has had just four owners in its lifetime. Jack and Gela Husack set the precedent for ACNO being a fun-filled and caring environment that children love to attend. The Husack’s maintained ownership for 20 years, creating a full service childcare facility that is invaluable in the Marietta community.";"http://www.achildsnightout.com/";;"Monday – Thursday: 8:30am until 1:00am EST
Friday –Saturday: 8:30am until 2:00am EST
Sunday: CLOSED";;;;"n";"y";"y";"y";"y";"y";"http://www.achildsnightout.com/wp-content/themes/achiout/images/logo.png";"http://www.achildsnightout.com/wp-content/uploads/2012/12/Misc-2011-275.jpg";"http://www.achildsnightout.com/wp-content/uploads/2012/12/Fathers-Day-2010-020.jpg";"http://www.achildsnightout.com/wp-content/uploads/2012/12/2009-misc-642.jpg";"http://www.achildsnightout.com/wp-content/uploads/2012/12/fall-2010-060.jpg";;
549144;"A Child's Place of Cobb";"57Merritt Street";"Marietta";"GA";30060;"COBB";"(770)427-1368";;;;;;;;;;;;;;;;;;;;;"Y";
549145;"A Child's Success Place";"5180 Middleground Road";"Louisville";"GA";30434;"Jefferson";"(478)625-1499";;;;;;;;;;;;;;;;;;;;;"Y";
549157;"A Kid's Solution EL & Dev. Academy";"4195 Welcome All Road";"College Park";"GA";30349;"FULTON";"(404)766-0911";;;;;;;;;;;;;;;;;;;;;"Y";
549158;"A Kid's World";"4533 Old Hwy 138";"Loganville";"GA";30052;"Walton";"(770)786-1587";"https://www.facebook.com/AKidsWorldChildCare/info?tab=page_info";;;"https://www.facebook.com/AKidsWorldChildCare/info?tab=page_info";"https://www.facebook.com/AKidsWorldChildCare/info?tab=page_info";"Mon - Fri: 
6:30 am - 6:30 pm";;;;"y";"y";"y";"y";"y";"y";;"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/p180x540/10441268_10152643562995878_5949673187174934083_n.jpg?oh=5576b1c5fdf15bf5503455243c6e8116&oe=5559B59F&__gda__=1428768449_0cfcf6b41690d52945e838f46c25f31b";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s720x720/10915285_10152621093720878_3273487382505333951_n.jpg?oh=d60b868ce067f93b1354befe9dbe963c&oe=556EBDE6";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-prn2/v/t1.0-9/s720x720/10463998_10152641503410878_201791126874305169_n.jpg?oh=d67a291d8aee2af0362a1c2610ffeaef&oe=556EA29F&__gda__=1431806379_7a3c92e4c9c6f3606542fdd05b80f324";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/p180x540/10337706_10152563201740878_8380310184700891961_n.jpg?oh=62d19eae62804a6ea00e104ee0ba42f0&oe=55552AD5";;
549161;"A New Beginning Learning Center Inc.";"4952 N. Henry Boulevard";"Stockbridge";"GA";30281;"Henry";"(678)565-9001";;;;;;;;;;;;;;;;;;;;;"Y";
549162;"A Peace of Mind Prep Academy";"4508 Lake Acworth Dr.";"Acworth";"GA";30101;"Cobb";"(770)966-8595";"https://www.facebook.com/pages/A-Peace-Of-Mind-Prep-Academy/149661630052?sk=info&tab=page_info";"Apeaceofmindprep@comcast.net";"A New Childcare Facility in Acworth GA. Great Childcare &; Education with an Old School Flare";"https://www.facebook.com/pages/A-Peace-Of-Mind-Prep-Academy/149661630052?sk=info&tab=page_info";"https://www.facebook.com/pages/A-Peace-Of-Mind-Prep-Academy/149661630052?sk=info&tab=page_info";"Mon - Fri: 
6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/s720x720/10885566_10152898335120053_8887839154189410286_n.jpg?oh=614c931ae1eff19f4026dce8ec12de8e&oe=5569C393&__gda__=1428772136_26d49bfdd7ad82a035ebc75ff56e045e";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/s720x720/10678658_10152756659390053_6986632589120526417_n.jpg?oh=f7d1df6c153fa69bead4b91eb01fd029&oe=5556ACA2&__gda__=1432180220_86754b876e6ec98260f96671a7dc5987";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s720x720/1656354_10152745570980053_1390504196201198513_n.jpg?oh=cb07e8de41eb78bae84b2734c5e8f8af&oe=55216D3C";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/p180x540/307259_10150340866350053_1676614209_n.jpg?oh=1847e4745308c5d89effa02a7c81946c&oe=55526002&__gda__=1428501044_a963385cc2189c69249261105d6b1242";;
549166;"A Unique Learning Academy";"7290 Covington Highway";"Lithonia";"GA";30058;"DeKalb";"(770)484-8226";;;;;;;;;;;;;;;;;;;;;"Y";
549168;"A-Supreme Academy";"725 King Road";"Riverdale";"GA";30274;"Clayton";"(770)996-9977";;;;;;;;;;;;;;;;;;;;;"Y";
549174;"ABC Child Care Center #1";"1106 E. 48th Street";"Savannah";"GA";31404;"Chatham";"(912)355-1442";;;;;;;;;;;;;;;;;;;;;"Y";
549176;"ABC Childcare & Learning Center";"3331 Milledgeville Road";"Augusta";"GA";30909;"Richmond";"(706)738-5472";;;;;;;;;;;;;;;;;;;;;"Y";
549178;"ABC DAY CARE AND KINDERGARTEN";"3305 PECAN STREET";"AUGUSTA";"GA";30906;"Richmond";"(706)796-6455";;;;;;;;;;;;;;;;;;;;;"Y";
549181;"ABC Early Learning Center";"1025 Morningside Circle";"Gainesville";"GA";30501;"Hall";"(770)536-1970";;;;;;;;;;;;;;;;;;;;;"Y";
549182;"ABC Learning Academy";"5195 A Old National Highway";"College Park";"GA";30349;"Fulton";"(404)767-4480";"https://www.facebook.com/pages/ABC-Learning-Academy/317658805013707?sk=info&tab=page_info";"abclearnacademy@aol.com";;"https://www.facebook.com/pages/ABC-Learning-Academy/317658805013707?sk=info&tab=page_info";"https://www.facebook.com/pages/ABC-Learning-Academy/317658805013707?sk=info&tab=page_info";"Mon - Fri: 
6:00 am - 6:30 pm";;;;"y";"y";"y";"y";"y";"y";;"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s720x720/10514486_638223319623919_6601977046576431580_n.jpg?oh=c98f9a87f9f7344fba0b0b8d3f680945&oe=55639C36&__gda__=1428751568_dfe475e0de45271bef68ba49319ec4dc";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s720x720/10433893_580428088736776_3428147088473963877_n.jpg?oh=353ee03a702da6cc0763424299993a3c&oe=5521C635";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/p180x540/1507039_566795250100060_2043070537009372385_n.jpg?oh=cdc3bc097be0eb34b0883ca839ba1967&oe=556EC486&__gda__=1431649780_2e6d1d662ff689fc009f682fc6f8edac";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/s720x720/10155756_539075706205348_662543583389110396_n.jpg?oh=6d2b1049c25e00af7bd20f55dca02cab&oe=5560A4AE&__gda__=1432107399_b843ec0e4bc9a7bc3ad22d8e5bd43ff9";;
549184;"ABC Learning Center";"6835 Main Street";"Lithonia";"GA";30058;"DeKalb";"(770)484-0680";"https://www.facebook.com/abcfutureleaders/info?tab=page_info";"abclearning2@att.net";"All of our lead teachers are state certified and or degreed. We believe that hard work, consistency, and dedication to quality education for more than 20 years have presented measureable results in higher learning.";"https://www.facebook.com/abcfutureleaders/info?tab=page_info";"https://www.facebook.com/abcfutureleaders/info?tab=page_info";"Mon - Fri: 
6:30 am - 6:00 pm";;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/p180x540/10455441_284007971781295_6597779122043699347_n.jpg?oh=55581048c6220f7643475a49b3026995&oe=555240E9&__gda__=1428729271_06e66234c84aaaa79e71e3f6ce5d6fbf";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xfp1/v/l/t1.0-9/p180x540/10500563_284010171781075_6543662789635153930_n.jpg?oh=2001b24da2932979dde4dc6dfe1fda21&oe=55294321";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p180x540/1394096_208417702673656_1629964798_n.jpg?oh=617382176b53b86149b27440f34023a5&oe=5568E574&__gda__=1433068873_36c8389e4e11c8fe1c560202be973151";"https://scontent-a-lax.xx.fbcdn.net/hphotos-frc3/v/t1.0-9/p180x540/1464636_221294324719327_219178122_n.jpg?oh=108182806e23979dc99c6fa2111d023c&oe=55277781";;
